# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/vi_beta_full_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_full_pdw2_pcount_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.381225
# Diagonal elements of inverse mass matrix:
# 0.0107604, 0.00919737, 0.00523253, 0.00919795, 0.00504704, 0.00618918, 0.00659337, 0.00206875, 0.00901793, 0.00914483, 0.0311116, 0.00467931, 0.00379357, 0.0176802, 0.00289911, 0.0507466, 0.00647449, 0.00648267, 0.00535562, 0.00973695, 0.0137152, 0.0104917, 0.00715727, 0.00729569, 0.0100037, 0.011305, 0.00593422, 0.0145088, 0.0129266, 0.0202561, 0.0210009, 0.00696121, 0.00938962, 0.00487898, 0.00270933, 0.0174416, 0.00399479, 0.00578902, 0.00939707, 0.00725213, 0.0447147, 0.00570503, 0.0297773, 0.00889919, 0.00264133, 0.0173957, 0.0728095, 0.00380177, 0.00436128, 0.00930598, 0.0079762, 0.0148823, 0.00193102, 0.00173376, 0.00237038, 0.00215567, 0.000192737, 0.000162495, 0.000218905, 0.000198536, 0.000225881, 0.000249547, 0.000204152, 0.000248401, 0.000186323, 0.000162377, 0.000214314, 0.000122553, 0.000137778, 0.000143623, 0.000136495, 0.000135548, 0.000135362, 0.000136911, 0.000138589, 0.000131133, 0.000131635, 0.0177682, 0.000884657
2732.17,0.85716,0.381225,4,15,0,-2690.74,-1.79396,-1.51867,-1.34962,-1.26595,-1.54579,-1.26086,-1.50271,-1.45965,-2.03834,-1.45638,-1.14007,-1.13962,-1.20052,-1.26829,-1.75822,-1.73397,-1.37591,-1.71121,-1.1974,-1.88274,-1.44922,-1.16372,-1.47897,-1.5763,-1.57389,-1.52109,-1.3544,-1.83496,-1.18421,-0.916208,-1.68603,-1.79045,-1.25883,-2.02467,-0.828238,-1.49884,-1.65788,-1.27533,-1.27627,-1.52792,-1.81528,-1.22808,-2.04849,-1.69975,-1.40544,-1.3117,-2.13307,-1.02085,-1.43481,-1.10927,-1.2463,-1.38573,0.0925334,0.0770438,-0.0725812,-0.0814892,-0.0637572,0.0196565,0.0222775,0.0664689,-0.103216,-0.16344,-0.150479,0.110429,-0.0865067,0.0245071,-0.0459387,0.0266462,0.077855,-0.02633,-0.0225939,0.00891744,0.0235818,0.00402037,0.00833636,0.0246145,-0.00700135,0.296259,18.3025,-0.0656686,0.00126584,0.202767,-0.00225556,0.112482,-0.730265,-2.07073,0.493256,-1.02632,0.416345,-0.0352364,0.158616,0.207708,-0.0499081,-0.0192073,0.0805346,0.153807,0.051321,0.0559222,0.369429,-0.0791045,0.0240174,0.0618253,-0.452697,-0.0152094
2738.95,0.945985,0.381225,4,15,0,-2691.92,-1.54859,-1.60318,-1.44282,-1.46407,-1.52702,-1.25548,-1.4184,-1.40277,-1.79447,-1.65149,-1.32121,-1.39293,-1.28425,-1.3214,-1.68565,-2.06953,-1.35374,-1.54549,-1.12492,-1.75127,-1.47088,-1.33566,-1.48648,-1.68739,-1.51347,-1.51891,-1.38784,-1.78844,-1.49725,-1.39712,-1.45068,-1.60456,-1.44711,-1.9015,-0.829701,-1.47161,-1.79341,-1.32714,-1.49928,-1.41052,-1.93375,-1.18466,-1.80331,-1.64856,-1.32049,-1.80646,-1.79734,-0.987198,-1.58031,-1.32573,-1.19759,-1.47608,-0.00214125,-0.0419739,0.0796505,-0.0427374,-0.0426564,0.041077,-0.0134177,0.0562382,-0.0979707,-0.149019,-0.147648,0.106476,-0.0733237,0.0391869,-0.0640141,0.00432189,0.060113,-0.00213977,-0.015399,0.0345179,0.0350961,0.0128605,0.00549065,0.0196002,-0.0139941,0.236143,18.2999,-0.0743173,0.0061625,0.0806554,-0.016306,0.111596,-0.603043,-1.97639,0.435053,-0.94513,0.526942,-0.0523982,0.0876783,0.157236,0.0313816,0.0173342,0.17112,0.196398,0.0618557,0.0189687,0.273075,-0.158112,-0.0228099,-0.0429382,0.629438,-0.00797665
2740.55,0.943062,0.381225,3,15,0,-2706.08,-1.71753,-1.67344,-1.29497,-1.42717,-1.49028,-1.3125,-1.78524,-1.43627,-1.98736,-1.40062,-1.39232,-1.20406,-1.30901,-1.04136,-1.78015,-1.69131,-1.36131,-1.73631,-1.27144,-1.7033,-1.51433,-1.18515,-1.58539,-1.79681,-1.64951,-1.52657,-1.37085,-1.45451,-1.55365,-1.2292,-1.76914,-1.61677,-1.24996,-1.90535,-0.831293,-1.6946,-1.6683,-1.32387,-1.26739,-1.6157,-1.80146,-1.27629,-2.22116,-1.89741,-1.29446,-1.34043,-2.02836,-1.01143,-1.51148,-1.43539,-1.19184,-1.14296,-0.0191316,0.125802,-0.0633121,-0.0365927,-0.0217839,0.0219012,-0.0180708,0.0449402,-0.0924238,-0.191239,-0.176855,0.102896,-0.0719942,0.0271719,-0.0631354,0.0214613,0.070217,-0.0173003,-0.0234805,0.0133025,0.00425801,0.0265316,-0.004181,0.0154309,-0.0171934,0.213968,19.5579,-0.00612483,-0.000861347,0.0665645,-0.0313724,0.142432,-0.841029,-2.43067,0.476461,-0.907084,0.4544,-0.0591986,0.135867,0.187805,-0.0462037,-0.0530706,0.0585845,0.024638,0.0837448,-0.0446535,0.199511,-0.194259,-0.0170796,0.0859391,-0.429501,-0.00682978
2729.87,0.714858,0.381225,4,15,0,-2695.9,-1.60034,-1.62009,-1.35295,-1.34692,-1.54992,-1.37786,-1.64088,-1.40195,-1.8859,-1.54168,-1.40714,-1.14711,-1.42974,-1.11089,-1.74199,-1.7486,-1.49239,-1.56358,-1.25836,-1.76338,-1.50046,-1.29134,-1.54551,-1.87361,-1.61718,-1.54085,-1.28968,-1.80113,-1.59504,-1.39842,-1.59445,-1.73387,-1.35056,-1.84034,-0.859658,-1.59515,-1.74091,-1.24667,-1.24478,-1.78228,-1.65062,-1.19784,-2.26861,-1.84789,-1.39762,-1.50097,-2.2577,-1.09509,-1.46668,-1.5486,-0.999413,-1.1048,-0.00230625,0.116792,-0.0207455,-0.128811,-0.0293272,0.0240055,-0.00504956,0.0499864,-0.116526,-0.176955,-0.177858,0.111393,-0.0658394,0.0387063,-0.0594254,0.0314389,0.0705773,-0.00389458,-0.0265091,-0.00303392,0.0134056,0.00982638,-0.00406168,0.00983589,-0.0217471,0.282614,18.9819,-0.0155125,-0.000437986,0.104367,-0.0119607,0.103755,-0.80738,-2.41714,0.570142,-0.875956,0.554286,-0.0611978,0.157994,0.189379,-0.0366644,-0.0950977,-0.0282897,0.0352214,-0.00407636,-0.0608234,0.100138,-0.245709,-0.0453493,0.071136,-0.023484,-0.0240417
2731.42,0.982449,0.381225,4,15,0,-2694.36,-1.76561,-1.47138,-1.45402,-1.54392,-1.586,-1.052,-1.64215,-1.34829,-1.89698,-1.51734,-1.56028,-1.29591,-1.22316,-1.37855,-1.67399,-1.82971,-1.3352,-1.71404,-1.13424,-1.83844,-1.42621,-1.28072,-1.55656,-1.65846,-1.59216,-1.64402,-1.45343,-1.56398,-1.45591,-1.26558,-1.65908,-1.62594,-1.23027,-2.03416,-0.81183,-1.55454,-1.69087,-1.40309,-1.4391,-1.39788,-2.15336,-1.25375,-1.82898,-1.71947,-1.22205,-1.49892,-1.83813,-0.868723,-1.51245,-1.35203,-1.34572,-1.51113,0.0314402,0.0122728,0.0699349,-0.0240697,-0.0432969,0.0228081,-0.0228488,0.05864,-0.0930591,-0.175623,-0.179977,0.118554,-0.105921,0.0215611,-0.055206,-0.00248321,0.052519,-0.0156989,-0.00565872,0.0255067,0.0236246,0.0246119,0.0140031,0.0193852,-0.005456,0.199974,18.2742,-0.0218552,-0.000810452,0.0783535,-0.0360616,0.14249,-0.719522,-2.5286,0.423781,-1.17397,0.339396,-0.0354958,0.0630765,0.137289,0.0193398,0.0733658,0.177551,0.192932,0.153946,0.0838164,0.291091,-0.0616445,0.00317482,-0.0107023,0.539157,-0.00449245
2733.43,0.838685,0.381225,4,15,0,-2690.15,-1.76383,-1.65612,-1.33675,-1.36393,-1.50015,-1.39636,-1.54286,-1.49553,-2.01737,-1.70539,-1.21203,-1.2306,-1.38885,-1.06057,-1.70131,-1.97028,-1.38506,-1.7015,-1.22123,-1.76948,-1.44299,-1.22722,-1.53367,-1.88302,-1.6143,-1.46693,-1.29922,-1.80494,-1.67435,-1.11256,-1.66266,-1.70697,-1.27969,-1.78301,-0.848873,-1.50936,-1.73044,-1.26781,-1.33984,-1.55578,-1.67281,-1.09173,-2.20705,-1.70021,-1.26518,-1.39262,-1.96891,-1.07304,-1.4604,-1.50325,-1.11358,-1.09948,-0.0166856,0.118022,-0.0203965,-0.0610601,-0.0279062,0.0124077,-0.018082,0.0324826,-0.0971268,-0.137687,-0.156252,0.0942479,-0.0415405,0.0125435,-0.0644473,0.0221565,0.0531915,-0.0206522,-0.0304968,0.0170838,0.0179181,0.00881739,0.00127253,0.0247317,-0.0175806,0.198235,19.182,0.0394119,-0.00658592,0.0253349,-0.051158,0.100944,-0.592133,-2.01371,0.561175,-0.577965,0.265673,-0.0595188,0.116667,0.143155,-0.0532897,-0.0642108,0.0796502,0.0925853,0.0306344,-0.00602929,0.344762,-0.198634,-0.0277564,0.0710148,-0.0889143,-0.0113964
