# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_download_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.603269
# Diagonal elements of inverse mass matrix:
# 0.000153037, 0.000161421, 0.000150872, 0.000150664, 0.000128491, 0.000152299, 0.000151942, 0.000153321, 0.00016074, 0.000140475, 0.000126481, 0.000146267, 0.000163982, 0.000143762, 0.000136203, 0.000159542, 0.000155556, 0.000172656, 0.000146325, 0.000128957, 0.000159134, 0.000139917, 0.000181444
47.8296,0.797956,0.603269,3,7,0,-37.9994,6.72947,0.0136577,-0.0857423,0.040848,-0.180906,0.847577,-0.157483,-0.190873,0.112103,-0.0268202,0.013821,-0.104201,0.0117025,0.0412502,0.0165611,0.0116719,-0.000984517,0.0249128,0.0339981,-0.00465179,0.0128591,-0.0195674,0.602101,0.24593,-0.0196677,0.0883614,-0.0677888,1.14709,-0.619632,-2.35807,0.691444,-0.488094,0.235875,-0.0906949,0.0809036,0.115235,0.0680652,0.0560228,0.0200853,0.128774,0.106928,-0.0558088,0.153031,-0.221164
44.4934,0.806497,0.603269,3,7,0,-36.3046,6.72021,0.0314914,-0.0816075,0.0343231,-0.19849,0.858568,-0.148496,-0.175932,0.082937,-0.0303399,0.0303985,-0.117214,0.0285815,0.0550825,0.00793225,0.0130571,0.0206351,0.022073,0.0625766,-0.0131365,0.0224106,-0.0433931,0.579842,0.179803,-0.0140234,0.0656233,-0.111562,1.1619,-0.539882,-2.29252,0.404392,-0.615773,0.457913,-0.107957,0.134615,0.155324,0.0492782,0.059471,0.0817048,0.0910678,0.167387,-0.145688,0.243366,-0.490461
42.8361,0.930363,0.603269,3,7,0,-33.0507,6.71882,0.0296952,-0.0867798,0.0376836,-0.203885,0.841846,-0.169109,-0.181916,0.123954,-0.00103016,0.019921,-0.0899768,-0.00694109,0.0543384,0.0253627,0.00722356,0.0350762,0.0240741,0.030377,-0.0279501,0.0137761,-0.0293283,0.589775,0.231569,-0.0181871,0.07147,-0.0741315,1.12458,-0.721838,-2.00699,0.873319,-0.260182,0.319298,-0.0925622,0.0627307,0.153517,0.067273,0.00704566,0.0820901,0.0411453,0.00821754,-0.201664,0.142936,-0.331489
41.794,0.739831,0.603269,3,7,0,-26.4071,6.7305,0.020279,-0.109303,0.0125665,-0.188021,0.870171,-0.14634,-0.17588,0.0864408,-0.0303444,0.0174151,-0.112479,0.0244873,0.0453892,-0.0094519,0.000442577,0.00766898,0.0193454,0.0413679,0.0232667,0.0256863,-0.0435253,0.599674,0.593223,-0.0429109,-0.00748419,-0.0956241,1.17816,-0.525105,-2.27968,0.477757,-0.567139,0.307383,-0.0930449,0.112619,0.125065,0.0195767,0.0613804,0.0900672,0.148481,0.177264,0.0517298,0.294535,-0.491954
47.5076,1,0.603269,3,7,0,-35.7944,6.72067,0.0405958,-0.0808422,0.0276719,-0.167897,0.84865,-0.160708,-0.184053,0.102691,-0.00286754,0.0175765,-0.0880902,0.0112995,0.0655731,0.00345695,0.00564597,0.0135713,0.0345665,0.0530003,-0.0115934,0.0089262,-0.0183175,0.586567,0.208424,-0.0151253,0.0436008,-0.000522579,1.13395,-0.669979,-2.16873,0.698568,-0.293732,0.329741,-0.0750503,0.112669,0.182013,0.0462895,0.0595044,0.0862303,0.181462,0.169085,-0.0943376,0.0943375,-0.207037
44.2512,0.678213,0.603269,3,7,0,-33.1127,6.74149,0.0122974,-0.104634,0.0333636,-0.193173,0.86653,-0.177121,-0.159771,0.101976,-0.0360984,0.0325312,-0.112388,0.0038382,0.0436348,0.00491634,0.0129848,0.0265549,0.030912,0.0234416,-0.0145373,0.0264174,-0.0434069,0.603629,0.50352,-0.0385568,0.0756356,-0.106541,1.17598,-0.687881,-1.97085,0.56639,-0.647084,0.429008,-0.111467,0.0706643,0.123492,0.0203196,0.0299067,0.0633783,0.0858774,-0.00208739,-0.148664,0.306325,-0.490616
