# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/vi_normal_sens_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_sens_pdw2_all_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,theta_1.25,theta_1.26,theta_1.27,theta_1.28,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.299934
# Diagonal elements of inverse mass matrix:
# 0.00499948, 0.00285819, 0.00237794, 0.00460186, 0.00571393, 0.00570356, 0.00784125, 0.00212404, 0.00653174, 0.00867199, 0.0182551, 0.00396006, 0.00430362, 0.0156755, 0.00297437, 0.00677775, 0.00797519, 0.00656265, 0.00518944, 0.0073654, 0.0117601, 0.00988107, 0.00528767, 0.00499709, 0.00607974, 0.0115276, 0.00592313, 0.0143222, 0.00926169, 0.0166277, 0.0177955, 0.0061387, 0.00968377, 0.00267117, 0.00365145, 0.0122875, 0.00276718, 0.00619127, 0.00949281, 0.00366323, 0.0180556, 0.00677437, 0.017282, 0.00563334, 0.00255518, 0.0113035, 0.0281011, 0.00439232, 0.00572276, 0.00843415, 0.00550999, 0.0298909, 0.00100908, 0.000905052, 0.00111976, 0.0011319, 0.000179885, 0.000172202, 0.000237211, 0.000163046, 0.000202311, 0.000169594, 0.000162044, 0.000187593, 0.000160926, 0.000178811, 0.000142546, 0.000153193, 0.000237152, 0.000139361, 0.000199067, 0.000163459, 0.000172867, 0.000192495, 0.000168534, 0.000158206, 0.000183948, 0.000146666, 0.000145487, 0.000155707, 0.00014849, 0.000165608, 0.0001571, 0.00016512, 7.88434e-05, 0.0243363
-2848.78,0.993685,0.299934,4,15,0,2888.39,5.53101,5.83166,5.98369,5.91231,6.0198,6.06169,5.94222,6.05329,5.57914,5.61614,6.11281,5.99062,5.84039,5.93733,5.67743,5.70543,5.97791,5.6963,5.95036,6.0159,5.57121,5.82707,5.6849,5.70878,5.74191,6.00946,5.98824,5.86121,6.08836,6.17809,5.1799,5.90551,6.01277,5.67792,6.19972,6.15008,5.76529,6.08304,5.62037,5.79173,5.53637,5.63875,5.79825,5.91538,6.01947,5.80081,5.26555,6.02813,5.99297,5.79252,5.81188,6.36913,-0.0312283,0.0871913,0.0128247,0.00860321,0.072364,-0.00534046,-0.0638126,0.0413341,-0.042005,-0.0316531,0.34599,0.255769,-0.598603,-0.866615,-0.100873,0.796103,-0.0965084,-0.101168,0.1769,0.218586,0.0938798,0.0156992,-0.000724056,0.0781067,-0.0312282,0.00977058,0.023872,0.0269665,0.0220464,-0.0135387,0.0236454,0.00770568,0.947397,0.138964,0.81435,-0.0533858,-0.248291,0.02244,0.0873751,-0.00383319,-0.115176,0.109641,-0.839277,-0.72406,-0.224047,0.908417,-0.837012,-0.328197,1.43623,0.980541,0.828128,0.0279354,0.106225,0.215975,-0.0288244,0.0912671,0.148794,0.191912,0.116543,-0.0433827,0.430703,0.101774,-0.0118309,0.0453909,0.0864838,0.00160421
-2849.41,0.939318,0.299934,4,15,0,2890.39,5.63131,5.78286,5.8984,6.03052,5.85867,5.89359,5.86004,6.02607,5.58119,5.51731,5.71175,5.98253,5.78946,5.86186,5.76038,5.72373,5.83048,5.81271,6.0692,5.72592,5.69326,5.88426,5.66723,5.53667,5.87296,5.85607,5.90792,6.00146,6.09258,6.25701,5.56124,5.92892,6.18888,5.61788,6.18151,6.03805,5.65222,5.96115,5.76364,5.64123,5.54354,5.71841,5.62208,5.98275,6.05713,5.82346,5.18524,6.07378,5.97975,5.81501,5.88745,6.6362,-0.040078,0.171105,-0.00871348,-0.0496898,0.0535038,0.025622,-0.0479909,0.0763507,-0.0764928,-0.00971369,0.355829,0.243124,-0.605003,-0.859608,-0.110018,0.808154,-0.0649315,-0.109773,0.167997,0.216238,0.0882736,0.016389,0.0118494,0.100169,-0.037864,-0.0123214,0.0277508,0.0123306,-0.00603537,-0.00687456,0.00262344,-0.0177141,0.949723,0.145531,0.694971,-0.048697,-0.570159,0.0580875,-0.0300205,0.0052399,-0.096613,0.0821169,-0.856989,-0.714131,-0.247197,0.913524,-0.70468,-0.450741,1.41607,0.972803,0.783719,0.00929347,0.163616,0.277225,-0.103385,-0.0451192,0.0855995,0.0245256,-0.0761493,-0.0704819,0.0133334,-0.233962,-0.0345319,0.0988193,-0.0152025,-0.0092655
-2862.03,0.664427,0.299934,4,15,0,2909.77,5.58635,5.81,6.01264,6.01278,5.77176,6.13238,5.82408,6.13126,5.59016,5.786,6.35657,6.08112,5.97992,5.95589,5.85016,5.7015,5.93418,5.64181,5.94291,6.0108,5.4522,5.71919,5.59124,5.6635,5.84277,5.94621,6.18406,5.97403,5.99138,6.20821,5.33057,5.97309,6.14447,5.68957,6.14436,6.03376,5.64093,6.12059,5.65934,5.79102,5.47193,5.56859,5.72889,5.84463,6.05636,5.93887,5.37471,6.17503,5.95057,6.04584,5.82959,6.15454,-0.025563,0.0290226,-0.00981614,-0.0237064,0.0547507,0.00400304,-0.0813399,0.0560539,-0.0277109,-0.0269723,0.362802,0.262869,-0.600779,-0.872967,-0.109666,0.816934,-0.119937,-0.116903,0.202131,0.204977,0.0916757,0.00380275,-0.00845873,0.0736154,-0.0193063,-0.0175494,0.0431479,0.0155218,0.0181213,-0.00103073,0.0168128,-0.0361282,0.978197,0.204225,0.794639,-0.053567,-0.34931,0.031534,0.0776772,-0.00112883,-0.064769,0.0932414,-0.801813,-0.699283,-0.234221,0.943468,-0.968485,-0.440761,1.6281,0.913665,0.798784,0.00520036,0.0850043,0.203837,-0.0311289,-0.0210058,0.184792,0.0773316,0.0514854,-0.0520169,0.22905,-0.47717,-0.0206942,0.0191477,-0.0491864,-0.00442045
-2855.63,0.871492,0.299934,4,15,0,2911.42,5.63655,5.77581,6.01122,6.04999,5.76668,6.09809,5.87023,6.09795,5.54579,5.65044,6.39047,6.09524,5.88409,5.87058,5.8493,5.59625,5.92689,5.54159,5.95991,5.9858,5.48963,5.74992,5.59676,5.66285,5.81763,5.93565,6.14919,6.02449,6.07107,6.19464,5.385,5.97401,6.09689,5.6329,6.14654,6.21916,5.66704,6.03697,5.68581,5.76195,5.52136,5.5767,5.81213,5.81029,6.09162,5.86572,5.28703,6.12415,5.98407,5.9808,5.80237,6.15776,0.00601049,0.0173216,-0.0352997,-0.0628328,0.0557806,-0.00278068,-0.0694069,0.0629916,-0.0394688,-0.0289304,0.369451,0.265533,-0.605247,-0.883602,-0.112923,0.810668,-0.102335,-0.125521,0.202484,0.215791,0.0924631,0.00694439,-0.00409497,0.079738,-0.0256746,-0.0183886,0.0517507,0.0131424,-0.0111325,0.00165333,0.0185258,-0.0311754,0.967165,0.19517,0.965082,-0.0660254,-0.404178,0.0391306,0.0769781,-0.00224324,-0.0621109,0.106052,-0.841668,-0.769367,-0.257579,0.935111,-0.902767,-0.517481,1.65416,0.973946,0.802914,0.00429395,0.103381,0.220132,-0.0571671,-0.0378767,0.197305,0.0383561,-0.086311,-0.0250063,0.268406,-0.411754,-0.0173187,0.0197968,-0.199149,-0.0117162
-2852.88,0.87869,0.299934,4,15,0,2907.81,5.57665,5.8195,5.95538,5.89345,5.97045,5.86729,5.84522,6.03217,5.60872,5.59487,5.4944,6.12713,5.96728,6.07445,5.8129,5.75312,5.78487,5.79225,5.90739,5.81391,5.41253,6.06587,5.77651,5.63687,5.69183,5.97566,6.03608,5.73478,5.98851,6.13152,5.47261,5.97178,5.99024,5.672,6.23016,5.95987,5.61869,5.98679,5.73168,5.80093,5.57853,5.68174,5.81214,5.887,6.12834,6.01237,5.6239,6.09057,5.87104,5.87611,5.96637,6.08716,-0.03992,0.104304,-0.0464293,0.00956826,0.0597148,0.0240661,-0.0860348,0.0366932,-0.0777727,-0.00299887,0.365778,0.235881,-0.607219,-0.863126,-0.0733811,0.789689,-0.0995969,-0.100357,0.159198,0.229939,0.0836844,-0.00197645,0.0043674,0.0809876,-0.0188309,-0.0115511,0.0265468,0.00180363,0.00390327,-0.0254766,-0.0140395,-2.47841e-05,0.95655,0.149107,0.403126,-0.0267233,-0.209162,0.0192424,-0.0398522,0.00667794,-0.158557,0.102105,-0.861818,-0.705117,-0.145488,0.897312,-0.812975,-0.387615,1.34053,1.06969,0.733332,-0.0110846,0.121433,0.226232,-0.0719698,-0.06718,0.0534433,-0.0613566,-0.0611047,-0.170802,-0.247288,-0.00032734,-0.0115973,0.0707735,-0.353546,0.00178416
-2868.11,0.817362,0.299934,4,15,0,2911.47,5.69765,5.72256,6.02057,5.91897,5.79523,5.7141,6.05632,6.03858,5.50679,5.49507,5.99169,6.06536,5.90075,5.91929,5.82914,5.58729,5.74572,5.57061,6.12934,6.08549,5.38735,5.89389,5.69117,5.7174,5.84855,6.0945,5.93945,6.02431,6.10825,6.01638,5.56473,6.00978,6.00819,5.7411,6.20096,5.8022,5.63042,6.09536,5.81681,5.88735,5.64679,5.58924,5.75097,5.85116,5.97397,5.75386,5.32292,6.02921,5.9135,5.80466,5.6685,6.30796,0.0208796,0.0400388,0.00738115,-0.0199016,0.0602515,-0.00141664,-0.0792078,0.0409455,-0.0496038,-0.0387668,0.341436,0.25112,-0.629163,-0.846755,-0.110718,0.804003,-0.078677,-0.105019,0.151599,0.211518,0.0968561,-0.0125783,0.00259785,0.0975312,-0.0438246,0.0426238,0.051996,0.0177967,-0.00764824,0.00201824,-0.00436184,-0.0410229,0.952701,0.180358,0.871318,-0.0584072,-0.292608,0.0254885,0.125798,-0.00883233,-0.110439,0.112153,-0.885092,-0.62078,-0.257009,0.912211,-0.65922,-0.445554,1.24713,0.941985,0.821737,-0.013272,0.143998,0.272047,-0.0723805,0.144759,0.176335,0.0367478,-0.105618,-0.0650212,-0.152927,-0.541817,0.00394809,0.0207013,0.0744654,-0.00371099
