# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_all_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25
2479.37,0.98863,0.557062,3,7,0,-2464.36,-1.43304,0.0200542,0.031916,-0.15408,0.0345959,0.0639617,-0.0132313,0.0134047,-0.0170779,-0.0610117,-0.124402,-0.208099,0.105338,-0.0267239,0.0389078,-0.103658,0.0181181,0.05692,0.0240597,-0.00192802,0.0405449,0.021022,0.0294649,-0.0148301,0.0343864,-0.0198808,15.5873,0.148508,-0.00753131,-0.163087,0.00762968,0.0625104,-0.00420852,0.0995171,-0.086971,0.153476,-0.558317,-2.74216,0.611307,-0.574371,0.531443,-0.0958671,0.117105,0.158004,0.0961318,0.0357447,0.163423,0.0974541,0.0822086,-0.0860284,0.490838,-0.225587
2480.16,1,0.557062,3,7,0,-2474.57,-1.43522,0.0280146,0.0209872,-0.141843,0.036923,0.0285702,-0.0286555,0.00797961,0.00199182,-0.0335986,-0.110937,-0.157212,0.0913306,-0.017069,0.0245367,-0.0675279,0.0141126,0.0592326,-0.0250683,-0.00324299,-0.00527411,0.0273645,0.0417824,0.00831409,0.0276689,-0.0127643,15.8689,0.271808,-0.0144082,-0.254438,0.0170635,0.0751769,-0.0104695,0.0686328,-0.0383178,0.145078,-0.542208,-1.94229,0.603406,-0.424023,0.403706,-0.0479547,0.109125,0.162558,-0.015676,0.0645391,0.0693569,0.213798,0.207783,0.0470724,0.403103,-0.144836
2473.78,0.758315,0.557062,3,7,0,-2465.74,-1.41698,0.0204356,0.028636,-0.129623,0.0411479,0.0454012,-0.0262296,0.00216914,0.0156636,-0.0441498,-0.134551,-0.202335,0.0998333,-0.0305846,0.0352714,-0.103059,-0.00407786,0.0671223,0.000363516,-0.0159858,0.0432218,0.0272603,0.0350946,-0.0298452,0.0325013,-0.00417912,15.1753,0.296015,-0.0194855,-0.202859,0.0156078,0.111236,-0.0126048,0.0802236,-0.0167032,0.181818,-0.618946,-2.66006,0.580896,-0.624072,0.539999,-0.0949447,0.0839885,0.186661,0.0254746,-0.00407196,0.174362,0.124764,0.0962321,-0.132726,0.500775,-0.0474204
2472.35,0.964137,0.557062,3,7,0,-2460.3,-1.44324,0.0308455,0.0178986,-0.169105,0.0385415,0.0452992,-0.0113663,0.0186961,-0.0233303,-0.0506801,-0.0978839,-0.168014,0.0941643,-0.00718387,0.029519,-0.0657453,0.0367054,0.041814,0.00500072,0.0110098,-0.00829819,0.0194045,0.0381359,0.0244713,0.0328848,-0.0373553,16.4516,0.321638,-0.0157863,-0.273905,0.0154949,0.0157649,-0.000889748,0.0850111,-0.0745623,0.109029,-0.468888,-2.09809,0.631253,-0.312883,0.398068,-0.0489787,0.133289,0.114303,0.0675799,0.0978297,0.0491755,0.169311,0.19037,0.0832502,0.423153,-0.42387
2477.1,0.846777,0.557062,3,7,0,-2455.21,-1.42956,0.0295143,0.0420332,-0.130507,0.0363267,0.0469074,-0.022877,0.00578281,0.00931482,-0.0501947,-0.136645,-0.194129,0.0910565,-0.0250659,0.041463,-0.0939463,-0.00238228,0.0595392,-0.00433531,-0.010037,0.0297522,0.0342213,0.0315589,-0.0305492,0.0317561,-0.00127998,14.7873,0.0309592,0.00035956,-0.169671,0.0114568,0.089158,-0.00966034,0.0837899,-0.0243343,0.161834,-0.639654,-2.57478,0.5327,-0.574242,0.580861,-0.0857957,0.0769074,0.166036,0.0108511,0.00637365,0.126685,0.15806,0.0842095,-0.130685,0.496361,-0.014524
2481.55,0.856107,0.557062,3,7,0,-2465.24,-1.4355,0.0174697,0.0215069,-0.152738,0.0476147,0.0528108,-0.0220458,0.0223731,-0.0026377,-0.0582334,-0.102859,-0.17489,0.0880132,-0.0196807,0.0162576,-0.0933012,0.0363002,0.0505324,0.0109468,-1.88134e-05,0.0102353,0.0150423,0.0492106,0.00529403,0.0375854,-0.0372195,15.9741,0.341678,-0.0199757,-0.297401,0.0206844,0.10174,-0.00963005,0.11058,-0.0642815,0.126133,-0.447123,-2.2646,0.550659,-0.43245,0.29995,-0.0806306,0.143926,0.139557,0.0696795,0.0528324,0.0897296,0.115555,0.190773,-0.014129,0.497445,-0.422329
2481.83,0.843987,0.557062,3,7,0,-2468.07,-1.42728,0.0318842,0.0364526,-0.152188,0.02521,0.0358688,-0.016623,0.00202567,-0.00608238,-0.035925,-0.124619,-0.185773,0.105093,-0.02072,0.0479836,-0.0773815,-0.00453421,0.0643262,-0.00515415,0.00876902,0.028789,0.0311821,0.0299465,-0.0102949,0.0277456,0.00627828,15.325,0.0269162,0.00212971,-0.127106,0.00377375,0.0290276,-0.0042813,0.0658847,-0.0401214,0.164869,-0.599103,-2.34743,0.617205,-0.531031,0.631647,-0.0584434,0.0797831,0.177489,0.0504993,0.106706,0.174275,0.205524,0.14498,-0.00899099,0.452327,0.0712395
2481.58,0.971268,0.557062,3,7,0,-2475.32,-1.44202,0.017691,0.0163187,-0.145311,0.0452924,0.0533396,-0.015545,0.0198492,-0.00758633,-0.0582983,-0.106837,-0.174803,0.088271,-0.0220786,0.0148768,-0.091522,0.0373496,0.051741,0.00750415,-0.0114232,0.00696609,0.0200092,0.0422348,0.00264019,0.0340249,-0.0417719,16.0729,0.405139,-0.0248294,-0.264294,0.0182449,0.0640831,-0.00522394,0.103197,-0.0797997,0.126494,-0.479902,-2.28069,0.573067,-0.451993,0.291854,-0.0843192,0.147761,0.143068,0.0385995,-0.0021805,0.0556944,0.112068,0.139598,-0.0429787,0.429952,-0.473985
2480.78,0.94946,0.557062,3,7,0,-2471.05,-1.44038,0.012804,0.0242409,-0.140576,0.0279185,0.0392744,-0.0194299,0.00561337,0.0218053,-0.0593652,-0.114549,-0.162283,0.0905667,-0.0110601,0.0264798,-0.0856396,0.0233932,0.0568349,-0.00785453,-0.00864035,0.0122405,0.0378571,0.0364023,-0.0109179,0.0304758,-0.0428307,15.4569,0.208801,-0.0128722,-0.0808306,0.0016595,0.0873748,-0.0100447,0.0684552,0.00396851,0.119534,-0.539445,-2.00967,0.639356,-0.385796,0.409325,-0.0855134,0.126771,0.158116,-0.0141396,-0.0154189,0.0442161,0.152213,0.0705643,-0.122383,0.371446,-0.485999
2479.64,0.855279,0.557062,3,7,0,-2467.64,-1.42285,0.0381888,0.0264267,-0.159201,0.0454488,0.0580879,-0.0117057,0.0104479,-0.0339307,-0.0396846,-0.111361,-0.196629,0.102489,-0.0342193,0.0384545,-0.0823707,0.00650506,0.0581988,0.0110797,0.00458527,0.0266044,0.0191356,0.0307862,0.00618438,0.0366869,0.00866686,15.6873,0.274354,-0.0126496,-0.330417,0.0213832,0.0162752,0.000561591,0.0839333,-0.12508,0.165423,-0.507417,-2.61181,0.530671,-0.628698,0.531433,-0.0541653,0.0938634,0.159438,0.11293,0.128065,0.208461,0.203474,0.208992,0.0953783,0.599016,0.0983427
2472.59,0.701386,0.557062,3,7,0,-2462.21,-1.44115,0.0397968,0.0108818,-0.136229,0.0282955,0.04508,-0.0323006,-0.0121289,0.000684557,-0.0764631,-0.102088,-0.196899,0.108737,-0.0311593,0.0144984,-0.0897031,0.00605056,0.0388571,0.00424075,0.0129788,0.00811199,0.0272904,0.0403854,0.019419,0.0460401,-0.0129681,14.9046,0.421483,-0.0253085,-0.0480609,-0.000604568,0.145021,-0.0159125,0.0134721,-0.0736835,0.119832,-0.433553,-2.53047,0.640855,-0.523312,0.245744,-0.0597092,0.0661646,0.106336,0.103053,0.156841,0.158336,0.258362,0.251842,0.127412,0.691606,-0.147149
2472.74,0.890273,0.557062,3,7,0,-2453.8,-1.42579,0.0221374,0.0580292,-0.152351,0.0621697,0.0514366,-0.0113036,0.0198467,-0.0067314,-0.031478,-0.114056,-0.17133,0.0980376,-0.0121817,0.0197278,-0.0764843,0.0245751,0.0430358,-0.00732755,-0.0120021,0.0298682,0.0349397,0.0504008,-0.0268047,0.012449,-0.0241931,16.3468,-0.0308311,0.00704247,-0.492559,0.0392983,0.0331624,-0.00182965,0.107023,-0.0444274,0.146044,-0.549827,-2.08144,0.679097,-0.34415,0.327228,-0.0767475,0.108943,0.121221,-0.00828664,-0.0176563,0.104394,0.132461,0.107418,-0.185549,0.134845,-0.274518
2472.67,0.999455,0.557062,3,7,0,-2456.1,-1.47089,0.0181817,0.021173,-0.147253,0.0310549,0.0411856,-0.019326,0.0237494,-0.0192773,-0.0472837,-0.125404,-0.204647,0.0739718,-0.00133905,0.0379413,-0.0999918,0.00254562,0.0489559,0.0124989,-0.0215312,0.0190396,0.00983118,0.0299845,0.0137722,0.032472,-0.00804643,16.4492,0.207049,-0.0108854,-0.180101,0.0101284,0.0693136,-0.00774218,0.100157,-0.0708252,0.159121,-0.555638,-2.76458,0.470982,-0.344419,0.545044,-0.07737,0.0720899,0.133665,0.0828963,0.0257471,0.159311,0.139486,0.186691,0.0928066,0.490562,-0.0913027
2476.77,0.994568,0.557062,3,7,0,-2461.21,-1.45074,0.0237027,0.0254399,-0.139937,0.0319028,0.0420183,-0.0246425,0.0110867,-0.0194508,-0.0489549,-0.119165,-0.202507,0.0814288,-0.00469364,0.033973,-0.0988555,-0.000576603,0.0503726,0.00184786,-0.0145374,0.0141068,-0.00179897,0.0311905,0.01615,0.0244118,-0.020536,16.5472,0.189835,-0.00949371,-0.192507,0.0122562,0.100643,-0.0115695,0.0646741,-0.0731356,0.154655,-0.538119,-2.68629,0.547992,-0.351583,0.50068,-0.0826407,0.0675763,0.137305,0.0404543,0.0185762,0.112785,0.0571774,0.163468,0.0675425,0.332265,-0.233022
2481.76,0.940732,0.557062,3,7,0,-2466.75,-1.41747,0.0227478,0.0108978,-0.160743,0.029194,0.0351406,-0.00994159,0.0129359,0.00287023,-0.0526938,-0.111551,-0.17228,0.119256,-0.0120761,0.0272834,-0.0912844,0.0221791,0.0701936,-0.00630097,-0.0149042,0.0149399,0.021837,0.0446482,-0.00601001,0.0493817,-0.0171222,16.0098,0.444562,-0.0275885,-0.107004,0.0020843,0.00966328,-0.00186794,0.0872986,-0.0422223,0.154102,-0.548806,-1.9736,0.819973,-0.435463,0.473723,-0.0745376,0.14124,0.19369,0.0245815,0.0250394,0.123755,0.164157,0.194736,-0.0150241,0.733702,-0.194285
2483.43,0.99581,0.557062,3,7,0,-2475.14,-1.44034,0.0235317,0.0333695,-0.139981,0.0243547,0.042187,-0.0216296,0.0104487,0.0101383,-0.0386393,-0.126011,-0.172554,0.0773302,-0.025526,0.0279936,-0.0701277,0.0204963,0.0601835,-0.00368949,0.0141879,0.0113966,0.0325484,0.0282744,0.00538184,0.0381471,-0.0117917,15.7232,-0.0570564,0.00685057,-0.0851051,0.000546832,0.0646177,-0.00718167,0.0898566,-0.019199,0.142907,-0.573643,-2.3514,0.41965,-0.502536,0.403087,-0.0505692,0.126019,0.165471,0.0567063,0.122056,0.122734,0.226547,0.15419,0.0455915,0.5704,-0.1338
2481.64,0.4969,0.557062,3,7,0,-2459.03,-1.43443,0.0261974,0.0113337,-0.154404,0.0485118,0.0517514,-0.0207289,0.00818315,-0.0208696,-0.0542137,-0.107467,-0.194193,0.115365,-0.0207999,0.0360587,-0.0943153,0.0128296,0.0558998,-0.00120961,-0.0251415,0.0200759,0.0192085,0.0479802,-0.0227865,0.0251933,-0.0226932,15.4578,0.612585,-0.0377011,-0.360297,0.0266042,0.0729074,-0.00731998,0.0745817,-0.0885458,0.15154,-0.537137,-2.38742,0.766582,-0.519252,0.549527,-0.0913744,0.101674,0.15582,-0.00318921,-0.0581475,0.0773115,0.0766628,0.124914,-0.145846,0.33912,-0.2575
2482.26,0.862531,0.557062,3,7,0,-2469.45,-1.42692,0.0302373,0.0182688,-0.14879,0.0461537,0.0426149,-0.0153605,0.0178965,-0.0186464,-0.0558818,-0.119324,-0.184396,0.104349,-0.0232347,0.0255828,-0.0974691,0.0259618,0.0539108,-0.00250343,-0.0244452,0.0253712,0.0117781,0.0487101,-0.0231021,0.0301453,-0.0302052,15.8007,0.469664,-0.0286504,-0.301742,0.0226217,0.0394751,-0.00432242,0.105005,-0.0971278,0.150576,-0.571449,-2.30376,0.688813,-0.508284,0.438249,-0.0973297,0.126183,0.150399,-0.0106816,-0.0635663,0.0843909,0.0297558,0.116684,-0.159166,0.398083,-0.342738
2481.89,0.779719,0.557062,3,7,0,-2467.87,-1.43734,0.0174509,0.0340284,-0.153128,0.0235808,0.05238,-0.0222758,0.00646416,-0.00105384,-0.0396803,-0.106897,-0.179117,0.0884927,-0.0197313,0.0363252,-0.0701933,0.0030727,0.0632765,0.00439749,0.019327,0.0117699,0.0313487,0.0242432,0.0187724,0.0382691,-0.00469335,15.3686,-0.0732868,0.00921102,-0.118784,0.000798844,0.0819826,-0.0077802,0.0697627,-0.0340306,0.139621,-0.485418,-2.37039,0.49347,-0.476715,0.487516,-0.0421467,0.0949264,0.172835,0.102712,0.169537,0.160771,0.264934,0.188885,0.134076,0.590217,-0.0532554
2479.8,0.862996,0.557062,3,7,0,-2471.82,-1.43289,0.0248485,0.0203458,-0.153239,0.0466996,0.0431237,-0.00397486,-0.0122513,-0.0101181,-0.0582612,-0.139499,-0.179569,0.100779,-0.0257134,0.0320102,-0.0900995,0.0170372,0.0713005,0.0113163,-0.0267925,0.0237086,0.0136369,0.0292289,-0.0111499,0.016171,-0.0136416,16.0988,0.472493,-0.0302117,-0.242555,0.016751,-0.0112426,0.0013938,0.0202076,-0.0750208,0.147858,-0.67397,-2.3104,0.632641,-0.548585,0.512412,-0.0842209,0.132666,0.19661,0.0341082,-0.0536758,0.0985047,0.064764,0.0849408,-0.072797,0.220005,-0.154791
2480.78,0.877939,0.557062,3,7,0,-2468.87,-1.43,0.0279541,0.0347605,-0.147427,0.0260584,0.0401911,-0.0371489,0.0338663,0.00252219,-0.040976,-0.0916877,-0.181522,0.0974586,-0.0183367,0.0357695,-0.0784148,0.0141516,0.046661,-0.00153008,0.0195463,0.0124604,0.0343312,0.0429666,0.000942405,0.0461528,-0.0212661,15.366,-0.0285621,0.00685963,-0.176147,0.00836504,0.140124,-0.0162123,0.153201,-0.0250982,0.138696,-0.415398,-2.30913,0.58119,-0.463164,0.471896,-0.0593576,0.0939768,0.129282,0.0677037,0.138801,0.126616,0.231651,0.194456,0.00909001,0.672455,-0.241306
2483.69,0.983372,0.557062,3,7,0,-2473.53,-1.44536,0.018772,0.0261969,-0.153563,0.0361622,0.0586487,-0.00429027,-0.00296633,-0.00453728,-0.0507871,-0.129631,-0.180444,0.101253,-0.0258851,0.036269,-0.0867462,0.0301269,0.0691726,-0.003812,-0.0136527,0.0308069,0.0393086,0.0330258,-0.0037478,0.0218096,-0.00528656,15.4987,0.217088,-0.0122463,-0.156054,0.00623854,0.00494231,0.00173195,0.0473131,-0.0687736,0.158514,-0.605484,-2.3139,0.600498,-0.568105,0.534382,-0.0695015,0.157436,0.190579,0.0417003,0.0417745,0.181421,0.23915,0.145711,-0.00726937,0.329779,-0.0599864
2480.96,0.629984,0.557062,3,7,0,-2469.25,-1.43543,0.0464607,0.0311827,-0.146902,0.0441438,0.0222586,-0.0120762,-0.00115457,0.0117942,-0.0522212,-0.110608,-0.170172,0.0991082,-0.0110713,0.0299154,-0.0864712,0.0080515,0.0525916,0.00816777,0.00670571,-0.00905473,0.0143939,0.0341992,-0.00955107,0.0295048,-0.0180467,15.7798,0.365028,-0.0204753,-0.225005,0.0165592,0.0264229,-0.00511777,0.0432185,-0.00566048,0.127176,-0.536003,-2.10094,0.67836,-0.379399,0.431324,-0.0776117,0.0882305,0.145734,0.0373752,0.0339802,-0.00990847,0.0833463,0.116068,-0.0590319,0.418666,-0.204775
2482.82,0.977793,0.557062,3,7,0,-2472.69,-1.44282,0.0384904,0.032985,-0.156134,0.0452529,0.0286158,-0.0214008,0.00657934,-0.00486077,-0.0525189,-0.114164,-0.170047,0.0816924,-0.0136103,0.0466334,-0.09914,0.0170842,0.0460994,0.0129546,-0.00578385,0.0258358,0.0138055,0.0357688,4.85222e-05,0.0451675,-0.0145743,15.6617,0.262442,-0.012993,-0.285799,0.0205112,0.0853048,-0.0111706,0.0612261,-0.0533497,0.145113,-0.49689,-2.21749,0.457746,-0.478383,0.617957,-0.0809224,0.0987403,0.127192,0.0865004,0.0593187,0.163123,0.12972,0.173717,0.0185748,0.673829,-0.165375
2480.66,0.900781,0.557062,3,7,0,-2473.06,-1.42493,0.0305222,0.0238816,-0.164199,0.0222866,0.0247874,-0.024082,0.0136312,-0.00423425,-0.0487193,-0.0955028,-0.177252,0.0788804,-0.0121794,0.0354625,-0.0917792,0.0234942,0.0701013,-0.0126809,-0.00257934,0.0334219,0.0152371,0.0460167,-0.0131936,0.0427549,-0.0100957,15.9245,0.164917,-0.00597774,-0.15748,0.00480944,0.084893,-0.0115156,0.0851479,-0.0496187,0.146169,-0.431821,-2.30454,0.471917,-0.449199,0.547333,-0.0761633,0.144329,0.193634,0.0187378,0.0644596,0.179975,0.121242,0.188485,-0.0450632,0.647165,-0.114556
2482.72,0.841245,0.557062,3,7,0,-2470.38,-1.44393,0.0300775,0.0305768,-0.130958,0.0399659,0.0535456,-0.0127398,0.0178916,-0.00987492,-0.0606199,-0.132615,-0.168636,0.108205,-0.0181042,0.0223281,-0.0726137,0.00985724,0.0404744,0.00713044,-0.00727371,0.00916347,0.0334224,0.0317481,-4.20211e-05,0.0310315,-0.0150805,15.4451,0.138401,-0.00677515,-0.170462,0.0113877,0.0239838,-0.000787384,0.102432,-0.0696623,0.120635,-0.635265,-2.04566,0.713579,-0.406045,0.336866,-0.0580976,0.075934,0.112101,0.0589124,0.0394908,0.095269,0.207704,0.139666,0.000677378,0.450163,-0.171118
2474.99,0.734811,0.557062,3,7,0,-2467.6,-1.44466,0.0235125,0.025269,-0.158188,0.0307442,0.0313559,-0.000543465,0.0051585,-0.00968794,-0.0510775,-0.121846,-0.180852,0.118381,-0.0405332,0.0283922,-0.10332,0.010753,0.0793767,0.011463,0.0130317,0.038817,0.0325991,0.035498,-0.00468917,0.0331114,-0.0433719,16.7565,0.33348,-0.0220925,-0.0641489,-0.000540433,-0.0375868,0.00333729,0.0874464,-0.104167,0.163007,-0.533214,-2.26603,0.690803,-0.68844,0.437236,-0.0977621,0.134035,0.21933,0.073657,0.0794715,0.154763,0.142823,0.0855892,-0.0871172,0.411546,-0.49214
2474.5,0.992925,0.557062,3,7,0,-2464.2,-1.41373,0.0257087,0.0273154,-0.136813,0.0419539,0.0572482,-0.0346414,0.0136215,6.27185e-05,-0.0403899,-0.113304,-0.183327,0.078379,0.0021801,0.0406415,-0.0735715,0.0223812,0.0377502,-0.0100071,-0.0203062,-0.0060156,0.0196761,0.0389713,0.000834221,0.0348013,0.0103851,14.7317,0.139577,-0.00384239,-0.330358,0.0238056,0.148833,-0.0153546,0.068998,-0.0062444,0.143824,-0.560607,-2.37559,0.529703,-0.293021,0.564591,-0.0482974,0.0952389,0.103869,0.0205483,0.0272689,0.0856115,0.203986,0.231393,0.0684099,0.573683,0.117839
2478.52,0.964112,0.557062,3,7,0,-2461.94,-1.43765,0.0185857,0.0217185,-0.150761,0.0281644,0.0208217,-0.00512767,0.00942628,-0.0194336,-0.0453621,-0.114466,-0.1938,0.106376,-0.024013,0.0188795,-0.103818,0.00212809,0.0829985,0.0124262,0.00329676,0.0251575,0.0209296,0.0208444,-0.00733583,0.0172701,-0.0225227,15.5728,0.344809,-0.0227473,-0.107817,0.00404508,-0.0284294,0.00102366,0.0813266,-0.109641,0.161617,-0.518872,-2.48849,0.700383,-0.500953,0.345872,-0.0983426,0.120313,0.228596,0.0530678,0.0299695,0.0934556,0.0842824,0.0414363,-0.0714983,0.214901,-0.255565
