# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_pcount_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.553155
# Diagonal elements of inverse mass matrix:
# 0.000150222, 0.000141023, 0.000170955, 0.000160107, 0.000152552, 0.000164921, 0.000161603, 0.000151947, 0.000150027, 0.00013891, 0.000146415, 0.000175791, 0.000144266, 0.000149181, 0.000135228, 0.000149207, 0.000153849, 0.000143814, 0.000146655, 0.000152335, 0.000143127, 0.000124001, 0.000724806
2466.29,0.758881,0.553155,3,7,0,-2454.76,-1.43225,-0.0487829,0.0253609,0.0173862,0.00995932,-0.0909629,-0.155439,-0.182193,0.0922421,-0.0186034,0.0553762,-0.107886,0.0349452,0.0614795,-0.000954292,-0.0106144,0.0237026,0.0391906,0.0681991,-0.0048373,0.0485843,-0.017475,15.7503,-0.0225068,-0.000968841,0.112364,-0.100058,0.155707,-0.582051,-2.28918,0.441483,-0.580873,0.750842,-0.0807499,0.14838,0.161817,0.0694663,0.0765305,0.194546,0.280043,0.297431,-0.0115422,0.720023,-0.197441
2466.7,1,0.553155,3,7,0,-2459.71,-1.43801,-0.0289057,0.0176284,-0.00371339,0.0521462,-0.078601,-0.143451,-0.206111,0.130193,-0.0273268,0.0133763,-0.0716879,0.00893093,0.049083,0.00920491,0.00827665,0.0138681,0.00878522,0.00847837,0.00413481,0.0107125,-0.0222157,15.5224,0.0496385,-0.00722393,0.0787284,0.0382236,0.130397,-0.604046,-2.51942,0.84749,-0.409909,0.207466,-0.067312,0.0821375,0.127344,0.0368181,0.0323149,0.0484572,0.0319205,0.0123001,-0.0172356,0.112745,-0.251003
2467.91,0.910368,0.553155,3,7,0,-2452.37,-1.43479,-0.0421612,0.0214488,-0.013161,0.0129601,-0.0861345,-0.146685,-0.18019,0.121885,-0.0141443,0.0299188,-0.111077,0.0298577,0.0478049,0.0306335,0.00832177,0.00464323,0.0177641,0.0189402,0.000479912,0.0221942,-0.00184674,16.0654,0.0333992,-0.00670152,0.0132532,-0.0937764,0.14524,-0.554979,-2.11363,0.753165,-0.395173,0.387445,-0.0909881,0.121785,0.123412,0.118574,0.0713418,0.0675732,0.130878,0.103136,0.0232353,0.344295,-0.0208654
2464.68,0.921453,0.553155,3,7,0,-2455.03,-1.43649,-0.0229926,0.023889,0.0200297,0.0368778,-0.0844633,-0.150782,-0.210895,0.102136,-0.0260463,0.0371457,-0.0625425,0.00239635,0.0627016,-0.0265005,-0.00603679,0.0354966,0.0224195,0.069353,-0.00249197,0.0447618,-0.0385067,15.0737,-0.0133654,0.000845805,0.151543,0.0170027,0.13541,-0.634259,-2.675,0.560801,-0.535881,0.566203,-0.0492622,0.0839809,0.165478,-0.0126069,0.061825,0.196308,0.159456,0.260187,-0.0519157,0.607224,-0.435067
2471.46,0.969944,0.553155,3,7,0,-2456.58,-1.42414,-0.0239251,0.0149002,-0.00669314,0.0237101,-0.0850454,-0.146528,-0.171076,0.108851,-0.00639489,0.0310054,-0.105524,0.0388782,0.0438445,0.00949903,0.00814677,0.0186035,0.0189916,0.019177,-0.013203,0.0186367,-0.0149823,15.4756,0.0855972,-0.0108331,0.0341081,-0.0542986,0.135554,-0.567422,-1.99608,0.713343,-0.315748,0.392085,-0.0985348,0.135414,0.113687,0.0396716,0.0338997,0.06489,0.072386,0.0353248,-0.0840281,0.25545,-0.169277
2468.29,0.806913,0.553155,3,7,0,-2456.22,-1.44402,-0.0315842,0.0178622,0.0200203,0.0481399,-0.0880127,-0.14359,-0.205098,0.118819,-0.0430037,0.033952,-0.0943209,0.0184598,0.05352,-0.0188518,0.0125221,0.0149086,0.0364309,0.0711275,0.00338008,0.0157713,-0.0282487,15.649,0.0447657,-0.00657403,0.155689,-0.0217878,0.153209,-0.537587,-2.56508,0.616765,-0.685359,0.477645,-0.0734809,0.103866,0.139518,0.019045,0.118495,0.136406,0.239517,0.274977,-0.0295074,0.177159,-0.319167
