# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_pcount_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.503244
# Diagonal elements of inverse mass matrix:
# 0.000142503, 0.000116102, 9.10389e-05, 9.42446e-05, 0.000116452, 0.000129302, 0.000114474, 0.0001088, 0.000115545, 0.000113496, 0.000130983, 0.000118944, 0.000102817, 0.000112972, 9.62698e-05, 0.000108558, 0.000121764, 0.000113835, 9.49879e-05, 8.50073e-05, 0.000117635, 9.02445e-05, 0.000105043, 9.30877e-05, 0.000117536, 0.000317401
5422.18,0.968529,0.503244,3,7,0,-5408.05,-1.54408,-0.0115676,0.0320107,0.163746,-0.109857,-0.171198,-0.0455686,0.0414956,-0.115837,-0.0627315,-0.0731297,0.132973,0.163646,0.0856655,-0.0310616,0.0270781,0.0827371,-0.027568,-0.00101586,0.0273895,0.021224,0.00648661,-0.00448813,-0.00529218,-0.0196168,7.62997,-0.00275061,0.00270356,-0.00747988,0.0629316,-0.549213,-0.413741,-0.146068,-0.0251286,-0.48026,-0.240927,1.04041,0.690757,0.735889,-0.0259652,0.164684,0.223002,-0.0602824,0.00549174,0.1014,0.0917134,-0.0140651,-0.0671752,-0.129256,-0.258862
5424.04,0.910753,0.503244,3,7,0,-5409.49,-1.55747,-0.0175833,0.032417,0.144,-0.118476,-0.161333,-0.0509038,0.0281097,-0.131618,-0.0733053,-0.0621941,0.129196,0.167006,0.0794376,-0.0371023,0.00462668,0.0698606,-0.0149844,-0.011432,0.0293835,0.0207986,0.00595614,-0.0134181,0.0143655,-0.0286056,7.7807,0.00106672,0.0019371,-0.0415533,0.0111191,-0.543381,-0.423743,-0.192038,-0.04297,-0.513284,-0.145227,1.01739,0.727989,0.677635,-0.0353276,0.10142,0.18863,-0.0436259,-0.0404033,0.093736,0.0701322,-0.0355331,-0.116621,0.199609,-0.377479
5423.44,0.930974,0.503244,3,7,0,-5408.88,-1.55443,-0.0344804,0.0213923,0.125214,-0.0928145,-0.174151,-0.0570454,0.0139851,-0.125759,-0.038349,-0.0988101,0.112509,0.1554,0.0641371,-0.00593385,0.027327,0.0775018,-0.0460125,0.0170303,0.0297703,0.00312804,0.0242003,0.000697188,-0.0112275,-0.0120255,7.9413,0.0024033,-0.000540682,-0.061182,0.0696254,-0.640474,-0.500794,-0.200217,-0.0556189,-0.363629,-0.521093,0.906837,0.696251,0.573753,0.00137678,0.15723,0.207677,-0.0797693,0.0855801,0.136116,0.025557,0.0992987,-0.0286223,-0.219539,-0.158688
5425.83,0.994255,0.503244,3,7,0,-5412.78,-1.55327,-0.0345098,0.0426384,0.135791,-0.102974,-0.1541,-0.0638501,0.013754,-0.130333,-0.0624062,-0.107523,0.110642,0.15813,0.0647542,-0.0192666,0.0216034,0.0694863,-0.0362537,0.0114572,0.0167583,0.0064294,0.0156771,0.00453414,-0.0148585,-0.0132883,7.96144,-0.0665467,0.00778864,-0.055948,0.0142043,-0.579932,-0.500193,-0.203024,-0.0517178,-0.447915,-0.611766,0.894972,0.710663,0.565725,-0.0121267,0.135705,0.186864,-0.0690037,0.0543767,0.0763057,0.0383269,0.0587181,-0.0114646,-0.285686,-0.175352
5423.63,0.906638,0.503244,3,7,0,-5413.28,-1.56474,-0.0154487,0.0158627,0.139998,-0.110855,-0.181735,-0.0387859,0.0323053,-0.122279,-0.0524874,-0.0621383,0.137192,0.168146,0.0835096,-0.0231172,0.00964404,0.0760928,-0.0253439,-0.00809335,0.0391228,0.0217419,0.0142963,-0.0174889,0.0178333,-0.0280035,7.79212,0.0522663,-0.00421572,-0.0361167,0.0802674,-0.590288,-0.409457,-0.179407,-0.0381161,-0.458367,-0.116147,1.07805,0.722621,0.723292,-0.0217523,0.119323,0.204869,-0.058156,-0.0175725,0.140961,0.0809996,0.00225666,-0.136524,0.261665,-0.369533
5423.16,0.89146,0.503244,3,7,0,-5408.53,-1.5412,-0.0332525,0.0446228,0.134863,-0.100012,-0.142124,-0.0567764,0.00553489,-0.113981,-0.0576707,-0.101619,0.104667,0.151374,0.0715901,-0.0208444,0.0180855,0.084118,-0.0396275,0.00990907,0.0157203,0.0164549,0.0118208,0.000369416,-0.0100145,-0.0205798,7.82447,-0.0870495,0.00969567,-0.015442,0.00967942,-0.520457,-0.445895,-0.221304,-0.0365018,-0.427976,-0.571172,0.850462,0.651437,0.625775,-0.0166728,0.148139,0.226758,-0.0852279,0.038973,0.0600358,0.0766035,0.0205232,-0.0444604,-0.214029,-0.27157
