# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/vi_normal_sens_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_sens_pdw2_upload_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.366441
# Diagonal elements of inverse mass matrix:
# 0.00534273, 0.00334777, 0.00231176, 0.00463118, 0.00674152, 0.00643577, 0.0084024, 0.0018953, 0.00580426, 0.00747409, 0.0149155, 0.00327191, 0.00361986, 0.0152992, 0.00300555, 0.00633668, 0.00682172, 0.00678697, 0.00656024, 0.00940833, 0.0141583, 0.00903903, 0.00554438, 0.00529337, 0.00539107, 0.0116617, 0.00607571, 0.0166616, 0.00916764, 0.0178961, 0.0162034, 0.00680354, 0.0103251, 0.00274366, 0.00344322, 0.0146263, 0.00319229, 0.00651683, 0.00938129, 0.00371847, 0.0185235, 0.00803303, 0.0125353, 0.00466097, 0.0024033, 0.0125581, 0.0285151, 0.00455586, 0.005386, 0.0095885, 0.00521648, 0.0263013, 0.000955642, 0.000894962, 0.00119382, 0.000990584, 0.000212378, 0.000190177, 0.000189809, 0.000181582, 0.00017958, 0.000153963, 0.000179582, 0.000152641, 0.0002234, 0.000158548, 0.000199475, 0.000146903, 0.000180962, 0.00018522, 0.000157033, 0.000152343, 0.000173947, 0.000171675, 0.000169555, 0.000173153, 0.000179645, 0.000175677, 0.000168099, 0.0001911, 8.66609e-05, 0.0299624
-2850.83,0.78883,0.366441,4,15,0,2891.81,5.60796,5.90667,6.03237,5.92903,5.83408,5.87836,5.84079,6.03716,5.5598,5.70803,5.81064,6.08867,5.90493,5.95085,5.75145,5.72395,5.86252,5.60594,6.1467,5.87212,5.63572,5.94136,5.62159,5.58532,5.87487,6.11013,6.0826,6.03729,6.14007,5.93997,5.50309,5.96934,5.91838,5.65805,6.1986,6.15829,5.58249,6.1315,5.8066,5.79233,5.45922,5.70215,5.68103,5.94424,6.00947,5.97597,5.47339,6.15433,5.99931,5.96728,5.89391,6.21744,-0.0520548,0.0947976,-0.00575921,-0.00704017,0.00570612,0.0450506,0.375206,0.256197,-0.575395,-0.86345,-0.0890002,0.802883,-0.0996022,-0.0780756,0.160075,0.235207,0.0939419,0.00911652,0.0293492,0.0867804,-0.0215166,-0.00153467,0.0349623,0.0184013,-0.0257775,-0.0191183,0.00594903,-0.0157268,0.942946,0.164104,-0.108906,0.0138303,-0.0890381,0.0966903,-0.764171,-0.695903,-0.194344,0.903394,-0.786134,-0.17483,1.33968,1.07494,0.801729,-0.00321997,0.178388,0.239573,-0.0760068,-0.0412334,0.074579,0.0101456,-0.205483,-0.13736,0.0756671,-0.207521,-0.0270037,0.0547781,-0.0356816,-0.00131276
-2863.68,0.645141,0.366441,4,15,0,2904.91,5.61471,5.75052,6.04221,5.99207,5.83043,6.06583,6.05354,6.013,5.764,5.52469,5.97065,6.1122,5.93138,6.0624,5.89158,5.70598,5.67488,5.71612,6.05616,5.8712,5.52645,5.98234,5.76906,5.89857,5.71025,6.22854,6.03577,5.86678,6.26725,5.89664,5.46674,5.90673,6.1122,5.62721,6.19777,6.12744,5.69992,6.10106,5.60245,5.70257,5.47331,5.60048,5.77651,5.96144,6.03551,5.82427,5.4805,6.11945,5.9382,5.92027,5.90726,6.23644,-0.0354784,0.0644143,-0.0178685,-0.0171228,-0.0370317,0.0525696,0.366029,0.269831,-0.609003,-0.827326,-0.0880323,0.828444,-0.0962705,-0.0968278,0.171619,0.214795,0.0905749,0.0269336,0.0331355,0.0959676,-0.0124608,-0.000353749,0.0516827,0.0221019,0.00195013,-0.00586557,-0.00936293,-0.0191092,0.94973,0.141594,-0.231889,0.0207911,-0.0633062,0.187204,-0.810054,-0.566279,-0.157638,0.926145,-0.782345,-0.317455,1.38446,0.976,0.787532,0.0241085,0.197516,0.263536,-0.0158427,0.0156886,0.193121,0.0843461,-0.045161,-0.0794012,-0.200187,-0.252152,-0.0220277,0.0410733,-0.115395,-0.00319284
-2860.16,0.737825,0.366441,4,15,0,2921,5.69295,5.79589,6.00204,5.98188,5.91953,5.76256,5.90477,6.02577,5.41931,5.72172,5.94848,6.00524,5.88572,5.90695,5.69493,5.75267,6.04029,5.69831,5.97652,5.94766,5.78643,5.85877,5.49942,5.4762,5.86953,5.91973,6.04775,5.99376,6.11438,6.29411,5.43758,5.96299,5.91568,5.66686,6.28036,6.09371,5.61826,5.99416,5.90383,5.81419,5.56224,5.78007,5.79376,5.70091,6.01397,5.9203,5.70743,6.05997,5.97402,5.9344,5.784,6.61773,-0.0328943,0.113716,-0.00271021,0.0122394,-0.00949523,0.0368296,0.384095,0.237674,-0.583289,-0.878245,-0.109034,0.823547,-0.0699414,-0.0986146,0.171928,0.229711,0.0918711,0.0043305,-0.00759773,0.0835498,-0.0558988,-0.00107479,0.0165007,0.0125374,-0.00111621,-0.0236225,-0.0050596,-0.0207477,0.976461,0.147467,-0.101228,0.0112663,-0.0894643,0.0158674,-0.764872,-0.739225,-0.247141,0.927613,-0.686828,-0.343486,1.46776,1.03154,0.797281,-0.0109972,0.0981652,0.231484,-0.169183,-0.0524393,-0.00310653,-0.0204268,-0.106166,-0.185369,-0.127447,-0.273774,-0.0096758,0.0643697,-0.0322418,0.00228224
-2850.63,1,0.366441,4,15,0,2890.04,5.62099,5.87772,5.9082,5.89531,5.74015,6.05423,5.96324,6.06742,5.75162,5.55839,5.97322,6.13733,5.94794,5.88579,5.92251,5.66558,5.70909,5.70464,5.98274,5.85025,5.56142,5.92067,5.7034,5.81955,5.80238,6.00444,6.06914,5.6015,6.12695,5.95027,5.46622,5.96178,5.96992,5.65215,6.098,6.02172,5.66844,5.92925,5.77064,5.71599,5.54268,5.45726,5.82768,5.97253,5.99438,5.7813,5.4533,6.11563,5.8919,5.74691,5.86777,6.20384,0.0353952,0.0838429,0.00631313,-0.0343541,-0.0235767,0.0658554,0.367972,0.259699,-0.613831,-0.834369,-0.0944989,0.816456,-0.0896756,-0.0951522,0.168576,0.211532,0.0726896,0.00681398,0.0249949,0.093082,-0.0279177,0.0223333,0.0379437,0.0049099,-0.00587369,-0.0127119,-0.00595973,-0.0156023,0.957516,0.13473,-0.273862,0.0269926,-0.087671,0.120559,-0.826327,-0.57363,-0.178371,0.916226,-0.714909,-0.324995,1.39416,0.996716,0.634591,0.00192268,0.177041,0.255908,-0.0651693,0.0534347,0.105923,-0.0387782,-0.095305,-0.11107,-0.133782,-0.205878,0.00726209,0.0457083,0.0809091,-0.0064059
-2853.21,0.815856,0.366441,3,15,0,2894.19,5.63887,5.86961,5.99195,5.87339,5.87634,5.91442,6.01664,6.00825,5.64826,5.6569,6.00963,6.08771,5.84496,5.79659,5.96166,5.71788,5.93017,5.79443,6.04341,5.95007,5.66843,5.87245,5.59444,5.53734,5.86106,6.04326,6.0618,6.00349,6.36952,6.23448,5.39422,6.01415,6.03951,5.66498,6.1217,5.93494,5.64573,6.06823,5.82769,5.80336,5.58448,5.87194,5.74254,5.8188,6.01056,5.72629,5.27187,5.92216,5.93536,5.87662,5.75744,6.13143,-0.0136114,0.0895621,-0.00558824,-0.00504569,-0.036936,0.0514842,0.3615,0.250158,-0.605066,-0.871034,-0.101617,0.801586,-0.0987119,-0.0934842,0.17697,0.198062,0.0995842,0.0256338,0.0235676,0.100977,-0.010426,0.0028948,0.0329709,0.00916668,0.0194819,-0.00361145,0.00280741,-0.00723071,0.969855,0.15225,-0.187623,0.0167311,-0.114924,0.0648518,-0.880565,-0.787209,-0.203788,0.904885,-0.809704,-0.271354,1.39589,0.853661,0.876089,0.0311765,0.18343,0.276907,0.00378208,0.0466239,0.155028,0.0643906,0.0844013,-0.0316695,0.0360611,-0.0954118,-0.00642869,0.0517748,-0.0363961,-0.000940853
-2854.12,0.979287,0.366441,4,15,0,2890.86,5.65939,5.79982,5.95496,5.97075,5.83771,5.88152,5.81525,6.02998,5.56242,5.64848,6.00357,6.14024,5.97619,6.07632,5.65653,5.79877,5.79697,5.64533,5.9342,5.85016,5.5484,6.04587,5.73193,5.83815,5.79616,5.98786,6.00273,5.69785,5.93123,6.02879,5.46766,5.8449,5.93835,5.66104,6.28189,6.16384,5.68937,5.94281,5.74084,5.74016,5.54025,5.51103,5.76892,5.96205,5.94773,6.11943,5.4372,6.21463,5.96285,5.93281,5.91846,6.2578,-0.0292773,0.101533,-0.0665972,-0.00779197,-0.0328732,0.0605321,0.388985,0.26832,-0.591106,-0.835447,-0.0990523,0.827646,-0.093477,-0.106348,0.173726,0.24167,0.0917095,0.0124888,0.00417074,0.0830515,-0.0594414,-0.0096763,0.041701,0.0249266,-0.0122968,-0.0100193,-0.0169432,-0.0326754,0.948595,0.123511,-0.281542,0.0271529,-0.0166318,0.165104,-0.742329,-0.569976,-0.218302,0.934651,-0.791488,-0.409608,1.48472,1.10547,0.789374,-0.00311541,0.122249,0.228821,-0.1688,-0.0610946,0.103529,0.0445834,-0.160561,-0.13671,-0.358738,-0.431164,-0.0111951,0.0747811,-0.485743,-0.00145294
