# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/vi_beta_sens_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_sens_pdw2_download_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.313183
# Diagonal elements of inverse mass matrix:
# 0.0032945, 0.00234766, 0.00144258, 0.00343707, 0.00375592, 0.00453638, 0.00525128, 0.00146167, 0.0052639, 0.00484538, 0.0108053, 0.00250061, 0.0023983, 0.00926016, 0.00250714, 0.00510426, 0.00525755, 0.00518927, 0.00366224, 0.00612617, 0.00902475, 0.00682556, 0.00414521, 0.00411934, 0.00374076, 0.00584792, 0.00435128, 0.0101154, 0.00604139, 0.0121234, 0.0133389, 0.00400866, 0.00617965, 0.00187692, 0.00205276, 0.0103041, 0.00193012, 0.00401904, 0.00504523, 0.002856, 0.0119674, 0.00422355, 0.0116781, 0.00418233, 0.00171477, 0.00679769, 0.0176241, 0.00301795, 0.00380127, 0.00633878, 0.00274396, 0.0201524, 0.00070475, 0.000644888, 0.000784284, 0.000699884, 0.000114067, 0.000123485, 0.000122416, 0.000121181, 0.000128784, 9.99449e-05, 0.000111382, 0.00011428, 0.000171157, 0.000106922, 0.000123677, 0.000103196, 0.000102185, 0.000166198, 0.000101921, 0.000105515, 9.6974e-05, 0.000105838, 9.70223e-05, 9.99584e-05, 9.95255e-05, 9.62414e-05, 0.000112502, 0.000116407, 0.0203018, 0.000332113
5604.83,0.994678,0.313183,4,15,0,-5563.83,-1.81634,-1.55331,-1.48574,-1.5774,-1.57966,-1.63309,-1.50397,-1.48914,-1.83013,-1.83877,-1.41342,-1.35318,-1.54634,-1.38768,-1.58853,-1.58427,-1.6998,-1.8211,-1.41768,-1.65757,-1.72251,-1.62842,-1.8353,-1.73009,-1.46899,-1.54571,-1.3499,-1.79925,-1.24121,-1.42362,-1.9072,-1.56529,-1.54458,-1.78437,-1.25193,-1.37597,-1.66916,-1.45388,-1.55738,-1.60857,-1.79619,-1.67682,-1.55808,-1.67974,-1.43389,-1.4718,-2.07886,-1.34942,-1.60582,-1.53422,-1.57433,-1.40017,6.74468e-06,0.0737128,-0.0590792,-0.025446,0.0238318,0.0142291,0.122721,-0.105514,-0.156837,-0.0527891,0.00497684,-0.148031,-0.0710508,-0.063343,0.117172,0.152583,0.0769442,0.0048222,0.0125255,0.0685972,-0.00841204,0.0351124,0.0251332,0.0210725,0.00772586,0.0125056,0.0174456,-0.0128376,0.11398,7.98542,-0.153882,0.0101923,-0.0332587,0.0102089,-0.60407,-0.491183,-0.24115,-0.0771346,-0.523463,-0.164391,0.90521,0.66564,0.653442,0.0201421,0.122599,0.192209,0.0454319,0.175709,0.155092,0.164436,0.0688401,0.0706024,0.282834,-0.169465,-0.0036746,0.0573629,-0.412497,-0.00474483
5604.73,0.997235,0.313183,4,15,0,-5575.16,-1.81908,-1.65362,-1.51355,-1.37335,-1.57124,-1.36398,-1.53125,-1.45991,-1.87381,-1.65499,-1.67026,-1.30846,-1.53924,-1.56806,-1.72653,-1.8198,-1.56286,-1.64138,-1.53631,-1.48667,-1.93451,-1.43061,-1.67267,-1.6876,-1.66481,-1.42428,-1.41649,-1.425,-1.42685,-1.16318,-2.06865,-1.55891,-1.45953,-1.75799,-1.14877,-1.5781,-1.78458,-1.37903,-1.52794,-1.74111,-1.85223,-1.8234,-1.90233,-1.48077,-1.45854,-1.45787,-2.07682,-1.45572,-1.44942,-1.52272,-1.54912,-1.21657,0.0206203,0.0920601,-0.0272055,-0.0343205,1.36169e-05,-0.0269708,0.133048,-0.0744269,-0.17736,-0.0718138,0.0214321,-0.133331,-0.103592,-0.107862,0.124784,0.166722,0.0546478,-0.0109702,0.0106757,0.0817037,-0.0514794,-0.0196591,0.0378903,0.00532368,0.0151811,0.000633193,-0.00764892,-0.0183775,0.135201,8.24474,0.500686,-0.0366059,-0.0772565,0.0715179,-0.615576,-0.461263,-0.180687,-0.039659,-0.693168,-0.590172,1.04225,0.770706,0.492814,-0.00942264,0.13321,0.223196,-0.119655,-0.0382014,0.156129,0.0202943,0.0447669,-0.0365825,-0.168532,-0.242594,0.00204795,0.0592515,-0.167497,-0.00639964
5604.48,0.980202,0.313183,4,15,0,-5567.62,-1.75743,-1.58798,-1.50234,-1.51847,-1.5981,-1.59133,-1.46445,-1.42987,-1.76854,-1.85615,-1.30656,-1.42292,-1.56608,-1.44869,-1.56472,-1.64086,-1.69941,-1.75483,-1.44535,-1.60971,-1.6605,-1.63479,-1.84162,-1.75358,-1.5834,-1.52045,-1.39702,-1.70298,-1.36987,-1.54968,-1.91997,-1.58877,-1.45805,-1.78104,-1.33261,-1.41481,-1.78118,-1.4895,-1.56823,-1.63062,-1.84936,-1.66495,-1.67422,-1.71153,-1.41988,-1.61259,-1.92614,-1.35746,-1.56403,-1.52567,-1.66958,-1.38234,-0.0103112,0.0395039,-0.0121808,-0.0174167,0.0165042,0.00815912,0.111021,-0.102976,-0.154395,-0.0493193,0.0192045,-0.153034,-0.10783,-0.0666941,0.131042,0.155522,0.0767328,-0.000779568,0.0134984,0.0749941,-0.00368419,0.0334159,0.0302494,0.0222617,0.00431392,0.011895,0.0189288,-0.00393437,0.118752,8.19737,-0.0173201,-0.000624245,-0.0711495,0.0228656,-0.570274,-0.447109,-0.202861,-0.0669845,-0.69787,-0.162909,1.00433,0.683183,0.653377,0.0186912,0.133698,0.210097,0.0632415,0.180567,0.184878,0.18004,0.0650459,0.0842122,0.325419,-0.0519363,-0.010036,0.0255893,-0.0729572,-0.00324764
5615.26,0.994478,0.313183,4,15,0,-5572.16,-1.77709,-1.65655,-1.49256,-1.54117,-1.63792,-1.42586,-1.45464,-1.38884,-1.78233,-1.90554,-1.35671,-1.37522,-1.56925,-1.59809,-1.62697,-1.68962,-1.62218,-1.6918,-1.52777,-1.52363,-1.79144,-1.48784,-1.77794,-1.6517,-1.47774,-1.46787,-1.41761,-1.69736,-1.3167,-1.27572,-1.88911,-1.47827,-1.44281,-1.78256,-1.28877,-1.43418,-1.81508,-1.43322,-1.62419,-1.65897,-1.94337,-1.72954,-1.68666,-1.67308,-1.38891,-1.51288,-1.90657,-1.40875,-1.52273,-1.68807,-1.55464,-1.28196,-0.0235668,0.0519692,-0.0382419,-0.0114222,0.0106351,-0.00357576,0.0963767,-0.101724,-0.15715,-0.0628798,0.0260675,-0.149032,-0.0713838,-0.0867822,0.133372,0.157884,0.0709568,0.00494749,0.0218561,0.0623255,-0.0213312,0.0178781,0.0339184,0.00713505,0.00664184,-0.00633742,0.00104964,-0.00527234,0.141048,8.23041,0.153212,-0.0117358,-0.139176,0.040398,-0.610349,-0.560253,-0.177808,-0.0710583,-0.567947,-0.357643,1.05786,0.70558,0.607908,0.00728875,0.131821,0.173706,-0.0235939,0.0802905,0.138717,0.0294525,0.0111578,-0.0464952,0.00867101,-0.0695984,-0.0126575,0.0394633,-0.272025,-0.00212985
5605.89,0.892078,0.313183,4,15,0,-5567.5,-1.76973,-1.64811,-1.44705,-1.43091,-1.57103,-1.52022,-1.68043,-1.5055,-1.83302,-1.67939,-1.51497,-1.32531,-1.55463,-1.39271,-1.60769,-1.75356,-1.53319,-1.70836,-1.4274,-1.51128,-1.77228,-1.46731,-1.73343,-1.73891,-1.53725,-1.37654,-1.45058,-1.53797,-1.47176,-1.40397,-2.05714,-1.6166,-1.43446,-1.69647,-1.08855,-1.35487,-1.68121,-1.47269,-1.41813,-1.69165,-1.62217,-1.78388,-1.48706,-1.53207,-1.46388,-1.41979,-2.12413,-1.35761,-1.5772,-1.35499,-1.60433,-1.14562,-0.0206444,0.112075,-0.00808562,-0.000404507,-0.00706048,-0.0181832,0.127381,-0.100063,-0.174531,-0.0574853,0.0067068,-0.127574,-0.0556657,-0.0886,0.0942847,0.158274,0.0539143,-0.00352032,0.0142527,0.0845932,-0.0370349,-0.0129448,0.0318075,0.0116025,0.00379329,0.00110871,-0.000792167,-0.0256845,0.113793,8.34657,0.261055,-0.0202134,-0.0692764,0.0190138,-0.6358,-0.446317,-0.213854,-0.0609432,-0.443873,-0.480918,0.810815,0.730168,0.478378,-0.0066875,0.145431,0.232516,-0.0901032,-0.0311952,0.117769,0.0389037,-0.0193231,-0.0396226,-0.061562,-0.339052,-0.00766293,0.0650171,-0.0595124,-7.54271e-05
5614.21,0.971277,0.313183,4,15,0,-5563.37,-1.8592,-1.5552,-1.47835,-1.47799,-1.59859,-1.42465,-1.41985,-1.52922,-1.77252,-1.81001,-1.56111,-1.31305,-1.52622,-1.46407,-1.66239,-1.69455,-1.55913,-1.65303,-1.35064,-1.5469,-1.82705,-1.63099,-1.67141,-1.68319,-1.53925,-1.46783,-1.33735,-1.62636,-1.26832,-1.19953,-1.98297,-1.6438,-1.54151,-1.80818,-1.2316,-1.43948,-1.68575,-1.31589,-1.5922,-1.75426,-1.98423,-1.71888,-1.83826,-1.5967,-1.49176,-1.4294,-1.91888,-1.44374,-1.52658,-1.62757,-1.62011,-1.13115,-0.00973093,0.089644,-0.0518009,-0.0181706,0.0113368,-0.00452598,0.127583,-0.0811642,-0.158814,-0.0715517,0.0173745,-0.138182,-0.0794149,-0.0730896,0.129242,0.164216,0.0460711,0.0214303,0.0180345,0.0934255,-0.0301566,0.018014,0.0330388,0.00387272,0.0200013,0.00618489,0.00461918,-0.0193845,0.139368,7.92585,0.0785226,-0.0072144,-0.057614,0.0557967,-0.607817,-0.504226,-0.18849,-0.0685174,-0.614928,-0.232007,1.08126,0.791042,0.423429,0.0246913,0.166202,0.258993,-0.0312572,0.101363,0.159773,0.0408483,0.0945182,0.00771326,0.0452391,-0.255888,-0.00615453,0.0642799,-0.365792,-0.00338822
5597.79,0.91886,0.313183,4,15,0,-5564.76,-1.87276,-1.55872,-1.5118,-1.31683,-1.51612,-1.42189,-1.55804,-1.43221,-1.82966,-1.80184,-1.48194,-1.26751,-1.46645,-1.33403,-1.56008,-1.65984,-1.50737,-1.668,-1.50731,-1.53332,-1.83082,-1.49828,-1.8544,-1.79489,-1.5758,-1.506,-1.44681,-1.31916,-1.32696,-1.14318,-2.08799,-1.56234,-1.53435,-1.74263,-1.24118,-1.53232,-1.73012,-1.41833,-1.40482,-1.7585,-1.97206,-1.68605,-1.6434,-1.55856,-1.51756,-1.30397,-2.01938,-1.4314,-1.37755,-1.56983,-1.50846,-1.28736,0.01921,0.0471954,-0.0120658,-0.017894,0.0047435,-0.00868647,0.146922,-0.0852586,-0.180931,-0.0595454,-0.0167231,-0.147745,-0.0777703,-0.10846,0.108004,0.164391,0.0591018,0.00519166,0.0177991,0.0737408,-0.032802,0.00763514,0.0298381,-0.00160283,0.0229699,-0.0142132,-0.0208221,-0.0313524,0.122213,8.06094,0.171092,-0.0134558,0.0162586,0.0600822,-0.705902,-0.513896,-0.297931,-0.0784387,-0.57157,-0.620196,0.912835,0.760221,0.516849,-0.00825806,0.138162,0.205358,-0.08979,2.24117e-05,0.0683489,-0.0783374,0.0140984,-0.162649,-0.424145,-0.413872,0.00530118,0.0298775,-0.0716308,-0.00333663
5597.9,0.80609,0.313183,4,15,0,-5534.58,-1.74092,-1.69544,-1.43167,-1.48183,-1.64649,-1.53446,-1.47311,-1.475,-1.83644,-1.73733,-1.52027,-1.38877,-1.68497,-1.51211,-1.76781,-1.70052,-1.73022,-1.75355,-1.49073,-1.58683,-1.84893,-1.58946,-1.72592,-1.6703,-1.5733,-1.47598,-1.30792,-1.76837,-1.42322,-1.35603,-1.85352,-1.64407,-1.40022,-1.82104,-1.21358,-1.277,-1.8005,-1.39343,-1.55639,-1.62123,-1.76187,-1.78096,-1.59244,-1.57491,-1.39472,-1.62022,-1.98779,-1.38184,-1.60366,-1.43906,-1.66066,-1.15424,-0.0724875,0.00674339,-0.0296144,0.00392874,0.0287003,-0.0233035,0.112399,-0.102576,-0.150342,-0.0685376,0.0396849,-0.117295,-0.0734009,-0.0740533,0.139506,0.147578,0.0580059,0.00600797,0.00425556,0.0775592,-0.0287642,0.00689076,0.0451682,0.0171019,0.00622434,0.0213981,0.015856,0.00358419,0.170454,8.27475,0.408415,-0.0279164,-0.128148,0.0021903,-0.515532,-0.462144,-0.109802,-0.0345461,-0.568774,-0.229825,1.09823,0.674416,0.517494,0.0293711,0.116884,0.213497,0.00683634,0.127044,0.274448,0.183556,0.108846,0.151709,0.285351,0.0473136,-0.0340574,0.0116342,-0.223345,0.000732579
5600.9,0.995557,0.313183,4,15,0,-5552.66,-1.78802,-1.70215,-1.45787,-1.47461,-1.54595,-1.46395,-1.51297,-1.47837,-1.80603,-1.84551,-1.49373,-1.3229,-1.43844,-1.42587,-1.60448,-1.72394,-1.48901,-1.7871,-1.42182,-1.43537,-1.61564,-1.40713,-1.7702,-1.80491,-1.66522,-1.46925,-1.4195,-1.44962,-1.45601,-1.46417,-1.68436,-1.57413,-1.46111,-1.82647,-1.2123,-1.49086,-1.82858,-1.47165,-1.5152,-1.6412,-1.65576,-1.91511,-1.64704,-1.62993,-1.45068,-1.50081,-2.11663,-1.40543,-1.44269,-1.45382,-1.4503,-1.44621,-0.048649,0.0698003,-0.0297975,-0.0961432,0.00743044,-0.00235293,0.126387,-0.0979252,-0.174489,-0.0411092,0.0105393,-0.138642,-0.0936141,-0.0812001,0.119858,0.162969,0.0504048,0.00564371,0.0147887,0.0669825,0.00123692,-0.00499376,0.048454,0.0174603,0.0166574,0.00627486,0.00891504,-0.0250568,0.144042,8.1931,0.0728921,-0.0069497,-0.0489594,0.0499732,-0.621998,-0.378193,-0.207815,-0.0662028,-0.622131,-0.332322,0.958585,0.787511,0.441743,0.0134967,0.124795,0.187898,0.0423951,0.0406935,0.227642,0.113778,0.0720483,0.00261558,0.110228,-0.330766,-0.0571526,0.0481193,-0.125286,-0.0179275
5612.94,1,0.313183,4,15,0,-5572.81,-1.87741,-1.57388,-1.52532,-1.52159,-1.59892,-1.47538,-1.53779,-1.44837,-1.84884,-1.61214,-1.39073,-1.3587,-1.66632,-1.5257,-1.69593,-1.72756,-1.67973,-1.62808,-1.49699,-1.64357,-1.90762,-1.63961,-1.81503,-1.70723,-1.53996,-1.44375,-1.43107,-1.63496,-1.28378,-1.21678,-2.0904,-1.55551,-1.47097,-1.76921,-1.22279,-1.51649,-1.66376,-1.46758,-1.53229,-1.71352,-1.87035,-1.65461,-1.58132,-1.59803,-1.45674,-1.44482,-1.86686,-1.42612,-1.56164,-1.63399,-1.70262,-1.11987,0.0208762,0.126243,-0.0555064,-0.00755799,0.0115158,-0.00620683,0.117558,-0.100259,-0.169682,-0.064533,0.0228123,-0.139855,-0.0939121,-0.0962214,0.143643,0.160476,0.0926461,-0.00510459,0.0197127,0.0664321,-0.0384639,0.0260333,0.0279824,0.00653573,0.0106855,0.00193343,0.00252318,-0.0207408,0.12975,8.16996,0.220576,-0.0165368,-0.0879573,0.0532104,-0.607535,-0.539762,-0.199995,-0.0438093,-0.680984,-0.416332,1.1172,0.660518,0.786305,-0.000823755,0.13263,0.184046,-0.0619358,0.105499,0.116602,0.0299433,0.0302605,-0.0224882,0.00588174,-0.273793,0.014792,0.085681,-0.403793,-0.00140931
5611.91,0.938334,0.313183,4,15,0,-5569.99,-1.8406,-1.68946,-1.48642,-1.43745,-1.54609,-1.53993,-1.49539,-1.42948,-1.80218,-1.80285,-1.56304,-1.36272,-1.5575,-1.38669,-1.61942,-1.80754,-1.63013,-1.79678,-1.53055,-1.46855,-1.79327,-1.54214,-1.79744,-1.73768,-1.66841,-1.4581,-1.38548,-1.39886,-1.47571,-1.38754,-2.0304,-1.65312,-1.38477,-1.73995,-1.23675,-1.4235,-1.78838,-1.31286,-1.43459,-1.66747,-2.12049,-1.904,-1.83315,-1.6091,-1.43125,-1.52478,-2.27532,-1.45951,-1.46643,-1.49993,-1.54636,-1.01829,-0.0151917,0.0690588,0.0301631,-0.0388116,0.0187699,-0.0106884,0.123309,-0.0914473,-0.157679,-0.0711748,-0.00360298,-0.144497,-0.0907402,-0.0931102,0.11581,0.160719,0.0500305,0.0176134,0.0151202,0.107949,-0.0253697,-0.00266226,0.0275094,0.0217303,0.0118872,0.00617764,0.0157782,-0.0105011,0.140936,8.32145,0.153721,-0.0119624,-0.0531678,0.00668936,-0.628095,-0.505536,-0.248301,-0.0703119,-0.657387,-0.445897,0.980278,0.753234,0.462072,0.0246383,0.179586,0.297837,-0.0232815,0.0491095,0.159148,0.160468,0.0766405,0.0348553,0.25786,-0.138622,-0.0226252,0.0311066,0.262065,-0.00723707
5608.19,0.928994,0.313183,4,15,0,-5571.31,-1.71944,-1.55217,-1.49399,-1.53098,-1.6382,-1.47901,-1.49914,-1.45749,-1.87358,-1.68933,-1.47017,-1.31381,-1.56192,-1.39487,-1.65156,-1.49892,-1.6746,-1.69465,-1.45908,-1.79686,-1.85048,-1.55155,-1.68514,-1.67932,-1.56003,-1.45089,-1.37945,-1.66335,-1.09463,-1.38059,-1.99766,-1.47682,-1.59526,-1.75175,-1.23253,-1.51966,-1.80118,-1.47938,-1.65378,-1.69111,-1.57326,-1.60957,-1.53732,-1.59056,-1.49369,-1.48825,-1.88474,-1.38637,-1.62863,-1.51354,-1.66016,-1.28879,-0.008682,0.050896,-0.0501275,0.0171536,0.000786827,-0.012177,0.122042,-0.0788811,-0.166571,-0.0635324,0.0306297,-0.134491,-0.0704958,-0.0946793,0.12917,0.155268,0.0814613,0.00935441,0.00482764,0.0554153,-0.0188901,-0.00565381,0.0382203,0.00632507,0.00917858,-0.00198342,-0.00371054,-0.0228608,0.122346,8.17849,0.265937,-0.0198036,-0.0688949,0.119469,-0.624161,-0.565591,-0.152885,-0.0588664,-0.578117,-0.439846,1.023,0.66552,0.696044,0.00504656,0.0871322,0.154031,-0.0379288,-0.00466469,0.14269,0.00841936,0.00287642,-0.0562691,-0.107622,-0.301777,0.00641392,0.041724,-0.388485,0.00319857
5605.67,0.871457,0.313183,4,15,0,-5564.24,-1.80546,-1.67651,-1.42697,-1.45928,-1.47301,-1.5243,-1.46496,-1.46231,-1.80138,-1.79205,-1.56078,-1.38938,-1.52427,-1.5464,-1.62385,-1.85757,-1.54701,-1.71526,-1.49571,-1.44802,-1.82614,-1.49291,-1.8444,-1.72114,-1.62533,-1.47022,-1.39088,-1.60966,-1.62009,-1.29407,-1.92226,-1.68261,-1.39548,-1.71289,-1.22433,-1.37547,-1.70569,-1.35521,-1.50743,-1.66889,-2.02586,-1.84333,-1.83044,-1.58031,-1.36066,-1.56395,-2.19942,-1.41019,-1.41315,-1.47853,-1.49605,-1.01044,-0.0603074,0.0669021,-0.000235227,-0.037259,0.0150618,-0.00928914,0.126028,-0.106788,-0.163305,-0.0545484,-0.00063978,-0.12862,-0.104439,-0.075165,0.120812,0.156446,0.0487739,0.00292092,0.018892,0.0992395,-0.0393134,0.0121765,0.032556,0.0155102,0.00970363,-0.000307138,0.0148486,-0.0121809,0.128968,8.21667,0.139526,-0.0113602,-0.0460964,-0.0281325,-0.573685,-0.367676,-0.237337,-0.0459088,-0.697997,-0.284064,1.00811,0.732619,0.444285,0.00964888,0.175426,0.273771,-0.0587331,0.0812697,0.156948,0.100623,0.0448071,-0.00819565,0.238405,-0.160796,-0.0434987,0.0379836,0.0352719,-0.00694757
