# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_normal_sens_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_sens_pdw2_download_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.578055
# Diagonal elements of inverse mass matrix:
# 0.000130779, 0.00017188, 0.000170486, 0.00013682, 0.000148303, 0.000165564, 0.000171692, 0.000153529, 0.000135553, 0.00015677, 0.000160966, 0.000143145, 0.000152338, 0.000146394, 0.000174512, 0.000179919, 0.000143214, 0.000147419, 0.000151578, 0.000141376, 0.000153479, 0.000156989, 0.000164702, 0.000150519, 0.000158873, 9.34681e-05
-3006.91,0.913967,0.578055,3,7,0,3018.52,5.88093,0.0636803,0.0336214,0.397044,0.256881,-0.615444,-0.850321,-0.0962816,0.832125,-0.0504002,-0.110279,0.179848,0.214332,0.11725,-0.0242067,0.0179184,0.0898429,-0.014744,-0.00344014,0.0264833,0.0410766,0.0176346,-0.016931,0.0113086,0.00776452,0.965413,0.120374,-0.00738231,-0.0792789,0.123909,-0.835882,-0.72507,-0.186695,0.940427,-0.534883,-0.421812,1.38643,0.894216,0.999128,-0.00913907,0.160755,0.249564,-0.00173148,0.0397486,0.147214,0.251352,0.0725454,-0.0767848,0.213175,0.102497
-3004.16,1,0.578055,3,7,0,3014.14,5.87219,0.0281365,-0.00300348,0.393112,0.243081,-0.590805,-0.830355,-0.104004,0.839792,-0.0573258,-0.0840409,0.15361,0.226757,0.0852144,-0.0125843,0.016226,0.0870325,-0.051055,0.0150558,0.0268601,0.00683947,-0.00081161,-0.0210421,-0.0279876,-0.0422546,0.979924,0.502772,-0.0364682,-0.0657059,0.0877119,-0.75665,-0.583098,-0.193163,0.924682,-0.548725,-0.266975,1.31091,1.03954,0.720836,-0.0359319,0.153589,0.241565,-0.163782,-0.0249178,-0.000649195,-0.0989709,-0.15328,-0.23051,-0.570314,-0.557788
-3004.14,0.989125,0.578055,3,7,0,3012.99,5.89348,0.0431252,0.0212901,0.391266,0.255912,-0.608559,-0.844655,-0.0973001,0.82904,-0.0385007,-0.118385,0.187461,0.21679,0.124077,-0.0212933,0.0148608,0.0745474,-0.0220308,-0.00830085,0.0310548,0.0290968,-0.00093384,-0.0296166,0.01254,-0.0282687,0.967725,0.292468,-0.0202938,-0.0738811,0.150771,-0.832627,-0.775386,-0.195672,0.933905,-0.519082,-0.485594,1.47615,0.89425,1.04,-0.0319166,0.133386,0.207336,-0.0785886,-0.0591014,0.0635064,0.0697539,-0.115028,-0.215882,0.167988,-0.373165
-3003.07,0.931394,0.578055,3,7,0,3015.34,5.86054,0.043175,0.00728665,0.400412,0.256884,-0.624516,-0.843033,-0.108607,0.841183,-0.0689911,-0.0869187,0.173867,0.208238,0.0913958,-0.0141553,0.00687594,0.0887663,-0.0338276,0.0121282,0.0275313,0.0422191,0.0212746,-0.019194,-0.0237135,-0.00326359,0.975519,0.461951,-0.032996,-0.0556169,0.0923304,-0.840245,-0.621276,-0.201367,0.93874,-0.606891,-0.240582,1.39977,0.923791,0.78157,-0.0106566,0.137562,0.247572,-0.0596601,0.0589036,0.111915,0.211013,0.0348758,-0.145906,-0.422871,-0.0430815
-3007.78,0.786977,0.578055,3,7,0,3016.87,5.91323,0.0477934,0.0246978,0.386478,0.250454,-0.583137,-0.838728,-0.0899095,0.842916,-0.0232787,-0.107348,0.170419,0.223303,0.112604,-0.0190403,0.0173839,0.0901919,-0.0347408,0.0147198,0.0351747,0.0126656,0.00552444,0.00376029,0.0142132,-0.03324,0.973233,0.160872,-0.0110843,-0.0838009,0.128022,-0.730347,-0.680569,-0.164938,0.939144,-0.400208,-0.413919,1.34388,0.957899,0.955395,-0.0133406,0.160684,0.249685,-0.0584836,0.070262,0.142146,0.0558517,-0.00130416,-0.0216144,0.188176,-0.43879
-3008.11,0.780617,0.578055,3,7,0,3024.92,5.84429,0.0341337,0.00274628,0.39674,0.258083,-0.629923,-0.841058,-0.111124,0.836809,-0.0868108,-0.0904653,0.16755,0.217701,0.090224,-0.0184907,0.0137748,0.0898685,-0.0327915,-0.00119465,0.0213808,0.0273586,0.0109197,-0.0315903,-0.0316959,-0.0118518,0.975063,0.531595,-0.0385418,-0.066586,0.107792,-0.862703,-0.604522,-0.214324,0.9365,-0.69493,-0.296326,1.38596,0.975104,0.768303,-0.0317356,0.152186,0.250104,-0.107647,-0.0458346,0.019111,0.0569323,-0.0731234,-0.244094,-0.579107,-0.156451
-3005.58,1,0.578055,3,7,0,3014.97,5.91092,0.0449465,0.0246153,0.391539,0.248982,-0.589174,-0.840854,-0.0991978,0.83454,-0.0239409,-0.106768,0.168806,0.21577,0.110432,-0.0272645,0.00221846,0.0890358,-0.036539,0.00717506,0.0388167,0.0170391,0.00195169,0.00222603,0.0130397,-0.031796,0.970829,0.188651,-0.0131158,-0.0693327,0.0995293,-0.754832,-0.693191,-0.193066,0.933068,-0.38895,-0.422254,1.33015,0.91984,0.937224,-0.0207196,0.128042,0.246115,-0.0675934,0.0457484,0.154313,0.0747557,-0.0228821,-0.0295163,0.170229,-0.419728
-3000.85,0.9942,0.578055,3,7,0,3012.43,5.88067,0.0589012,0.0263925,0.393637,0.240111,-0.605509,-0.847606,-0.0922379,0.833983,-0.0290847,-0.105738,0.182066,0.224975,0.0895529,-0.0228466,0.0122067,0.0958696,-0.0280656,0.0146225,0.0417051,0.0219935,0.00107423,-0.0160966,-0.0067685,-0.023842,0.984346,0.194797,-0.0128894,-0.115371,0.0834788,-0.800511,-0.696942,-0.172723,0.929303,-0.426976,-0.386356,1.47358,1.02595,0.760515,-0.0257915,0.1589,0.267492,-0.0626573,0.0382844,0.125951,0.05302,-0.080744,-0.146287,-0.163192,-0.31473
-3002.52,0.782104,0.578055,3,7,0,3015.63,5.8971,0.028324,0.00459149,0.396048,0.252847,-0.604889,-0.834971,-0.108538,0.832703,-0.0706281,-0.096121,0.167642,0.208601,0.0943619,-0.0173166,0.0285273,0.107986,-0.0321826,-0.00081265,0.0366483,0.0250599,0.0246887,0.00587354,0.00491961,-0.0326874,0.966057,0.423079,-0.0320368,-0.0493364,0.0809077,-0.794718,-0.602086,-0.205188,0.936069,-0.601562,-0.33267,1.32772,0.911122,0.817244,-0.00686125,0.207702,0.299093,-0.0429459,0.0472963,0.178973,0.154733,0.0972539,-0.017422,0.0258465,-0.431495
