# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/vi_beta_full_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_full_pdw2_upload_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.362707
# Diagonal elements of inverse mass matrix:
# 0.010975, 0.00720281, 0.00544157, 0.00825362, 0.00419897, 0.00594551, 0.0057869, 0.00199001, 0.00801244, 0.00942813, 0.0300147, 0.0042834, 0.00327423, 0.0220214, 0.0027025, 0.0648, 0.00659712, 0.0069216, 0.0056143, 0.0126872, 0.0154778, 0.0104576, 0.00830048, 0.00771424, 0.00835036, 0.0110708, 0.00610188, 0.0109325, 0.011017, 0.0261538, 0.0168275, 0.00564136, 0.00830436, 0.00434774, 0.00236795, 0.0162999, 0.0031663, 0.00584681, 0.00935025, 0.00623462, 0.0446516, 0.00561937, 0.0330644, 0.00809548, 0.00258689, 0.017234, 0.0663138, 0.00359799, 0.0038651, 0.00882467, 0.00812304, 0.0130158, 0.00184202, 0.00183005, 0.00198637, 0.00223178, 0.000218218, 0.000175053, 0.000199989, 0.000193811, 0.000186124, 0.000248995, 0.000190777, 0.000211156, 0.000186699, 0.0001703, 0.000201766, 0.000138347, 0.000150805, 0.00016327, 0.000129521, 0.000110195, 0.000147651, 0.000112358, 0.0001274, 0.000117477, 0.000149426, 0.0204464, 0.000824162
2739.84,0.990992,0.362707,4,15,0,-2714.06,-1.53185,-1.51692,-1.4256,-1.56401,-1.51407,-1.27753,-1.41593,-1.48259,-1.9061,-1.37972,-1.28073,-1.2085,-1.28182,-1.13524,-1.61614,-2.07832,-1.54446,-1.66158,-1.20198,-1.70629,-1.39542,-1.22211,-1.36567,-1.78672,-1.56498,-1.48961,-1.36929,-1.65763,-1.50408,-1.29713,-1.68388,-1.59789,-1.3704,-2.00394,-0.827593,-1.68245,-1.6669,-1.32546,-1.33097,-1.36228,-1.99997,-1.11435,-1.92497,-1.65792,-1.38282,-1.62352,-1.85942,-0.967447,-1.53025,-1.27187,-1.21265,-1.42593,0.00895188,0.0241396,0.0408471,-0.00990161,-0.0927123,0.0521731,-0.015655,0.0421245,-0.0837196,-0.157027,-0.153088,0.0792768,-0.0733119,0.0218877,-0.0745636,0.00344481,0.0627002,0.0044467,-0.00721051,0.0216268,0.0296089,0.0317741,-0.0223211,0.0032917,-0.0143577,0.221561,19.8971,-0.0498024,0.000114926,0.0660988,-0.0258813,0.108568,-0.633421,-2.22592,0.259822,-0.917633,0.360622,-0.071802,0.0898817,0.170959,0.0127413,-0.0191146,0.0641263,0.103716,0.0498524,-0.148814,0.01616,-0.162178,-0.00118241,0.00308116,0.310735,-0.00184807
2746.14,0.934614,0.362707,4,15,0,-2710.16,-1.63712,-1.55226,-1.44463,-1.39428,-1.53837,-1.40814,-1.68681,-1.40204,-1.98964,-1.57496,-1.75952,-1.27464,-1.31595,-1.19784,-1.70979,-1.63513,-1.37009,-1.58893,-1.10426,-1.90158,-1.55681,-1.39547,-1.56704,-1.75786,-1.60619,-1.60556,-1.31278,-1.75437,-1.58946,-1.24641,-1.52176,-1.62974,-1.42724,-1.81274,-0.818093,-1.4992,-1.76625,-1.42465,-1.21339,-1.60094,-2.05978,-1.2299,-1.91091,-1.76729,-1.37213,-1.45775,-1.84777,-0.969366,-1.53751,-1.47507,-1.12165,-1.19454,0.0647349,0.072343,0.0634968,-0.0304678,-0.0813239,0.037736,0.000936324,0.046136,-0.0689034,-0.150272,-0.161153,0.0997265,-0.0662078,0.0225931,-0.0612576,0.0196159,0.0578929,-0.0250398,-0.00283462,0.0244645,0.0163396,0.0263035,-0.00210135,0.0154045,-0.0264092,0.295784,18.4661,0.0280796,-0.00628297,0.114915,0.0109746,0.129334,-0.633813,-2.17571,0.461737,-0.83632,0.358861,-0.0568818,0.11712,0.156557,-0.0490113,0.0132127,0.0954976,0.072192,0.0693068,-0.0542241,0.176742,-0.298306,0.0196359,0.0241831,0.498169,-0.00568661
2728.68,0.771459,0.362707,3,7,0,-2700.91,-1.66965,-1.48536,-1.40549,-1.36946,-1.56238,-1.49065,-1.67445,-1.4004,-2.06617,-1.57078,-1.8035,-1.27865,-1.38212,-1.26494,-1.67893,-1.93874,-1.27033,-1.63167,-1.12758,-1.87448,-1.55706,-1.48407,-1.56292,-1.75155,-1.69102,-1.54745,-1.39192,-1.66149,-1.6446,-1.20348,-1.36675,-1.62079,-1.3615,-1.86798,-0.751339,-1.43873,-1.74148,-1.40372,-1.23783,-1.7074,-2.03176,-1.29554,-2.03142,-1.77891,-1.38041,-1.44546,-1.72079,-0.98571,-1.44318,-1.32745,-1.09386,-1.23012,0.0567272,0.0586283,0.0582852,0.00917139,-0.0898142,0.0420678,-0.0156928,0.0415333,-0.0678336,-0.137996,-0.147218,0.110765,-0.0590355,0.0373597,-0.0424086,0.0161625,0.0612779,-0.0396138,-0.00896404,0.0272925,0.0178131,0.0172946,-0.0125215,0.0180717,-0.0321308,0.313937,18.9273,-0.0546047,0.00040538,0.0644644,0.0321366,0.113098,-0.641626,-1.85446,0.587478,-0.79655,0.517647,-0.0489377,0.115622,0.167238,-0.113163,-0.0377356,0.065716,0.0320775,-0.00769364,-0.120157,0.204496,-0.362936,0.0302186,0.0175115,0.420006,0.00171178
2737.61,1,0.362707,4,15,0,-2699.34,-1.67761,-1.63905,-1.20733,-1.3076,-1.55781,-1.22231,-1.62372,-1.417,-1.91592,-1.41628,-1.24449,-1.27871,-1.26475,-1.28389,-1.68025,-1.97155,-1.44364,-1.67297,-1.28977,-1.77449,-1.44471,-1.11918,-1.45881,-1.8905,-1.44344,-1.49254,-1.28223,-1.74342,-1.66507,-1.31957,-1.89062,-1.64988,-1.27816,-1.91748,-0.945422,-1.67954,-1.65928,-1.20291,-1.38207,-1.47968,-1.52666,-1.18117,-2.07041,-1.59396,-1.29551,-1.37324,-1.83626,-1.00372,-1.44346,-1.3645,-1.16824,-1.50259,-0.0102697,0.0565014,-0.0969733,-0.0562443,-0.0785202,0.0476134,0.00799718,0.0370337,-0.084136,-0.156911,-0.13954,0.0960782,-0.0755862,0.0213561,-0.0500147,-0.00378209,0.0484648,0.00801097,0.00556479,0.0194684,0.0314396,0.025562,0.000401436,0.0300529,0.00333301,0.203552,18.3022,-0.0352092,0.000169464,0.134483,-0.0266381,0.0963928,-0.641827,-1.92394,0.331608,-0.904425,0.324065,-0.0282006,0.0561538,0.130003,0.0836772,0.100565,0.153307,0.224903,0.151245,0.0440794,0.480821,0.0376482,-0.0188744,0.0563972,-0.657657,-0.0104976
2743.24,0.954121,0.362707,4,15,0,-2705.7,-1.62866,-1.52732,-1.28188,-1.3107,-1.44172,-1.23315,-1.50428,-1.37278,-1.90796,-1.63334,-1.40218,-1.257,-1.25643,-1.14545,-1.76172,-1.45683,-1.47724,-1.64969,-1.15483,-1.73593,-1.62613,-1.1184,-1.37792,-1.84754,-1.45958,-1.53837,-1.36209,-1.6823,-1.52389,-1.01405,-1.84933,-1.51013,-1.3063,-1.88754,-0.905596,-1.53669,-1.62562,-1.28633,-1.29884,-1.39224,-1.83665,-1.2641,-1.98723,-1.50925,-1.32984,-1.35415,-1.87375,-0.992211,-1.43329,-1.24052,-1.07232,-1.49247,0.00132402,0.0252466,-0.0562009,-0.111304,-0.0975625,0.046952,-0.00592111,0.0428605,-0.0990519,-0.165583,-0.143834,0.0968898,-0.0727305,0.0297619,-0.0583567,0.00513622,0.0561215,0.00112271,0.00811024,0.0347344,0.0181954,0.0235628,0.00556054,0.0235069,-0.0155879,0.200887,18.4971,0.00170163,-0.00504688,0.099767,-0.0140132,0.092275,-0.669989,-1.97337,0.343182,-0.910384,0.418039,-0.0434686,0.0849889,0.149662,0.0544293,0.0871927,0.173597,0.126988,0.109931,0.0208982,0.330976,-0.176074,-0.0364143,0.0293695,-0.302149,-0.0207741
2743.69,0.871255,0.362707,4,15,0,-2711.18,-1.7429,-1.65032,-1.28362,-1.30648,-1.5859,-1.24129,-1.51685,-1.43698,-1.86825,-1.59805,-1.50045,-1.20388,-1.29086,-1.0844,-1.6827,-1.96644,-1.57166,-1.59568,-1.33314,-1.77612,-1.52862,-1.27447,-1.39096,-1.8295,-1.62094,-1.54151,-1.28289,-1.80626,-1.56628,-1.19042,-1.51128,-1.52075,-1.35692,-1.85838,-0.858972,-1.56141,-1.7696,-1.23561,-1.33801,-1.52282,-1.95395,-1.14438,-1.77173,-1.64988,-1.34527,-1.44367,-2.00453,-0.918012,-1.37283,-1.34689,-1.2662,-1.33503,0.000626151,0.0735307,-0.0564813,-0.0274485,-0.106484,0.0692129,0.00441933,0.0464484,-0.0769186,-0.18267,-0.170682,0.0840918,-0.0685738,0.00612941,-0.0621362,0.00505023,0.049272,0.00585292,-0.0208992,0.00786944,0.024517,0.0138854,0.00863445,0.0223383,-0.00523349,0.263149,18.4819,-0.200354,0.0150828,0.118968,-0.00492626,0.125224,-0.761718,-2.47421,0.341636,-0.812118,0.183454,-0.0458487,0.0758267,0.132889,0.0438493,-0.00310033,0.0900588,0.173469,0.0969133,0.0597777,0.338274,-0.0591152,-0.0048407,0.0552336,-0.388377,-0.00512307
