# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_pcount_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.596262
# Diagonal elements of inverse mass matrix:
# 0.000163172, 0.000141028, 0.000143103, 0.000161698, 0.000191161, 0.000134894, 0.000152997, 0.000159307, 0.000148199, 0.000149181, 0.000151353, 0.00017009, 0.000130028, 0.000152366, 0.000169558, 0.000150063, 0.000137952, 0.00016421, 0.000149584, 0.000158374, 0.000147933, 0.000148822, 0.000218785
41.2956,0.800387,0.596262,3,7,0,-34.121,6.72779,0.180128,-0.0976233,0.0268584,-0.151492,0.846108,-0.164097,-0.188093,0.0806582,-0.0285217,0.016375,-0.0677481,0.023932,0.0621115,-0.016331,-0.00543513,0.0075704,0.0414767,0.017454,-0.0119231,0.0289937,-0.0368606,0.601369,-0.0589187,0.00618479,0.0710309,-0.0379906,1.13557,-0.694099,-2.55431,0.498814,-0.471067,0.281558,-0.0699101,0.130841,0.165143,-0.0483928,-0.0239655,0.0110676,0.15246,-0.00412192,-0.1161,0.363452,-0.416469
43.1486,0.939004,0.596262,3,7,0,-30.533,6.73075,0.162195,-0.108118,0.0288065,-0.145185,0.84626,-0.158332,-0.167612,0.126526,-0.0206185,0.0438242,-0.094452,0.00790216,0.0429276,0.00587775,0.0108055,0.0240564,-0.00469609,0.0517408,-0.00101275,0.0163421,-0.0247191,0.581388,0.0278928,-0.00582578,0.077581,-0.0183767,1.16102,-0.633573,-1.8433,0.743114,-0.479149,0.562912,-0.0822005,0.0686707,0.110866,0.0543048,0.0726206,0.118223,0.00632275,0.18689,-0.0441258,0.194977,-0.279288
43.3308,0.863784,0.596262,3,7,0,-31.6556,6.72061,0.169114,-0.0859646,0.0248487,-0.152162,0.837217,-0.146057,-0.186133,0.0874105,-0.0187987,0.0204174,-0.0979288,0.00163248,0.0623486,-0.00356815,-0.00469636,0.0120835,0.0387269,0.0234355,-0.00873242,0.0258149,-0.0388033,0.614312,-0.0678153,0.00718632,0.0541943,-0.0604624,1.13769,-0.564823,-2.41292,0.559398,-0.424551,0.328058,-0.0959167,0.0846339,0.164686,-0.00771365,-0.0128892,0.0344736,0.147884,0.0230652,-0.107154,0.308609,-0.438418
44.4687,0.964918,0.596262,3,7,0,-34.4082,6.73071,0.166712,-0.122744,0.0268347,-0.146181,0.852966,-0.175488,-0.17515,0.11696,-0.0265101,0.0367955,-0.0919861,0.0288514,0.0462612,0.00821353,0.0136157,0.0210505,0.00430254,0.0469264,-0.0086295,0.0188596,-0.017208,0.578649,0.0779462,-0.0118965,0.0744136,-0.0264395,1.17302,-0.706219,-2.07293,0.657398,-0.509452,0.48144,-0.0799069,0.115977,0.119538,0.0589303,0.0768558,0.104473,0.0421309,0.16384,-0.0645429,0.253378,-0.194424
43.5117,0.810767,0.596262,3,7,0,-32.9423,6.72149,0.172625,-0.0881986,0.023946,-0.155042,0.835465,-0.145739,-0.185011,0.0897477,-0.0192589,0.0206468,-0.0969115,-0.00163516,0.0619386,0.000957603,-0.00629029,0.0190916,0.0394966,0.0246244,-0.00842154,0.0259513,-0.0386301,0.614702,-0.0543222,0.00602302,0.0520254,-0.0665382,1.13474,-0.559102,-2.38043,0.564229,-0.427814,0.33105,-0.0943057,0.0771409,0.163025,0.00891723,-0.0100081,0.0635246,0.154496,0.0295877,-0.104944,0.311188,-0.436461
42.715,0.738204,0.596262,3,7,0,-30.7793,6.72377,0.172853,-0.0839171,0.0150259,-0.162333,0.843844,-0.157348,-0.180019,0.105127,-0.0218777,0.0279056,-0.0888507,-0.00769556,0.0544206,0.0141578,-0.00595729,0.0245648,0.045421,0.0317406,-0.0175854,0.0143479,-0.0253837,0.614028,-0.0857808,0.00956461,0.0295403,-0.0709815,1.14155,-0.627215,-2.2173,0.637078,-0.453181,0.392734,-0.0850299,0.0533411,0.142056,0.0495,-0.00160851,0.0876683,0.18389,0.0513942,-0.136229,0.16196,-0.286796
