# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_pcount_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.559365
# Diagonal elements of inverse mass matrix:
# 0.000163814, 0.0001453, 0.000142954, 0.000152322, 0.000161677, 0.000150115, 0.000136859, 0.000144907, 0.000145285, 0.00016813, 0.000137394, 0.000164905, 0.000152035, 0.000164416, 0.000143964, 0.000122041, 0.000135214, 0.000135557, 0.000139249, 0.000126064, 0.00013989, 0.00014157, 0.00083935
2473.94,0.823638,0.559365,3,7,0,-2460.11,-1.41981,-0.0447111,0.0134759,0.00499226,0.0392774,-0.0829487,-0.161291,-0.191727,0.131245,-0.0188112,0.0193922,-0.103118,0.0124069,0.0525215,-0.00698843,-0.00571061,0.00965182,0.00860767,0.0416926,-0.002757,0.0272653,-0.00462078,15.5984,0.055609,-0.00977974,0.0877713,-0.0332043,0.167222,-0.656154,-2.17522,0.853545,-0.427922,0.34088,-0.0830436,0.0920533,0.139028,0.0216058,0.0437248,0.0998384,0.104886,0.192655,0.00527553,0.41707,-0.0522077
2470.35,0.832385,0.559365,3,7,0,-2463.1,-1.42151,-0.0318095,0.0334101,0.0308787,0.0167076,-0.0910577,-0.137735,-0.209296,0.0905089,-0.0138937,0.0495285,-0.0927695,0.0348599,0.05446,0.0060885,-0.00052804,0.0260652,0.0182642,0.046554,0.00716434,0.027581,-0.0346886,15.8799,-0.0393012,0.00337207,0.156318,-0.042162,0.131514,-0.521849,-2.74162,0.480631,-0.460628,0.639776,-0.0783397,0.140285,0.141755,0.0615483,0.0586012,0.145165,0.126584,0.177344,-0.0109404,0.346686,-0.391928
2470.39,0.996385,0.559365,3,7,0,-2460.9,-1.45462,-0.0314858,0.0168415,-0.0170903,0.0356758,-0.0892835,-0.151998,-0.192636,0.121977,-0.0241386,0.0207782,-0.0825643,-0.00849113,0.0627656,-0.00457875,-0.00367411,0.0175556,0.00773352,0.0289037,0.00872303,0.0380416,-0.000591231,15.5376,0.0471782,-0.00730072,0.0263559,-0.0256288,0.142421,-0.626112,-2.29862,0.749086,-0.468071,0.363771,-0.0581873,0.0636061,0.164824,0.0476586,0.077753,0.15514,0.132537,0.188264,0.0878787,0.596585,-0.00668001
2471.32,0.84577,0.559365,3,7,0,-2458.05,-1.41135,-0.0321974,0.0283377,0.0195853,0.0250995,-0.0865209,-0.134105,-0.201557,0.101494,-0.0199024,0.0427948,-0.10233,0.0438725,0.0495724,0.0115634,0.00845543,0.0204747,0.0395631,0.0472733,0.00493957,0.0312457,-0.0337182,15.8351,0.00366566,-0.00158172,0.124351,-0.050818,0.140954,-0.475355,-2.57858,0.538717,-0.500984,0.540375,-0.0841145,0.151937,0.127855,0.0876895,0.094357,0.138249,0.23301,0.180347,-0.0164379,0.406731,-0.380964
2469.54,0.973108,0.559365,3,7,0,-2461.61,-1.45042,-0.0428634,0.0144795,-0.00568567,0.0333425,-0.076243,-0.136945,-0.198276,0.119253,-0.012989,0.0175903,-0.085059,-0.00289468,0.0684162,0.00520822,-0.00146242,0.00590456,0.019652,0.0186464,-0.0152239,0.0387361,-0.00156705,15.1195,0.0298759,-0.0068911,0.0529546,-0.0106477,0.141659,-0.581647,-2.38014,0.806415,-0.355307,0.319229,-0.0724733,0.082657,0.180615,0.033911,0.0250235,0.0522332,0.114899,0.077216,-0.0412243,0.605059,-0.0177052
2468.05,0.889552,0.559365,3,7,0,-2454.5,-1.39183,-0.0268793,0.028128,0.00648395,0.0120809,-0.0853696,-0.135444,-0.189511,0.0910076,-0.0239645,0.0410963,-0.0737838,0.0385873,0.0699581,-0.00379568,-2.91735e-05,0.02119,0.0218031,0.052118,0.00637409,0.0353961,-0.0359731,15.2378,-0.0373744,0.00286736,0.088306,-0.0549826,0.123443,-0.538874,-2.47076,0.468333,-0.527856,0.582982,-0.0591189,0.168329,0.18346,0.0399658,0.0663145,0.138532,0.154004,0.204904,-0.00933598,0.466331,-0.406441
