# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_upload_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.597821
# Diagonal elements of inverse mass matrix:
# 0.000130036, 0.000149563, 0.000156561, 0.000145809, 0.000175489, 0.000149134, 0.000153783, 0.000140051, 0.000162717, 0.000139092, 0.000134253, 0.000150543, 0.000135779, 0.000177874, 0.000163427, 0.000159744, 0.000165155, 0.000158616, 0.000170391, 0.000136311, 0.000115153, 0.000126686, 0.000204547
47.48,0.991011,0.597821,3,7,0,-34.0121,6.74007,0.17103,-0.1362,0.0159834,-0.136341,0.850829,-0.144739,-0.194423,0.100101,-0.00426959,0.0185124,-0.092636,0.00691269,0.0806216,0.00107562,-0.0101089,0.0313852,0.031388,0.0325089,-0.00152838,0.019592,-0.0351148,0.592018,-0.00980475,-0.00158571,0.0261391,-0.0414896,1.1587,-0.583575,-2.41535,0.680802,-0.329367,0.361245,-0.0840422,0.121187,0.217319,0.0242322,0.00323338,0.12792,0.143524,0.0839782,-0.0663299,0.221001,-0.396642
46.7695,0.753371,0.597821,3,7,0,-33.6437,6.71253,0.133482,-0.127057,0.0363067,-0.147976,0.848417,-0.167411,-0.153087,0.0994055,-0.0422136,0.0328651,-0.0908242,0.0253336,0.0405022,0.00848429,0.0224394,0.00817345,0.0128973,0.032552,-0.0253322,0.0289807,-0.0163927,0.598989,-0.143791,0.0073666,0.104878,-0.103111,1.15394,-0.680249,-1.9604,0.496264,-0.659878,0.421706,-0.084758,0.104501,0.110159,0.0336774,0.0593826,0.0166618,0.0339347,0.068103,-0.140312,0.415052,-0.185165
46.6658,0.622392,0.597821,3,7,0,-29.3423,6.74511,0.171551,-0.134886,0.0182919,-0.133436,0.849998,-0.145325,-0.194202,0.0967637,-0.00224398,0.0267045,-0.0932163,0.00167589,0.0772511,-0.000881918,-0.00700726,0.035065,0.0317846,0.0323289,0.000200852,0.0210873,-0.0384026,0.594928,-0.0124368,-0.00105946,0.0346963,-0.028888,1.15768,-0.581448,-2.42433,0.646815,-0.333872,0.439395,-0.0846405,0.106074,0.207871,0.0228956,0.0147629,0.141214,0.144865,0.0826307,-0.0628898,0.236363,-0.433779
47.6344,0.861619,0.597821,3,7,0,-34.4174,6.71211,0.133326,-0.13004,0.0273319,-0.144395,0.838582,-0.159644,-0.15776,0.102119,-0.0415996,0.0481094,-0.0871757,0.00319221,0.0433822,0.0129904,0.00992175,0.0107405,0.0210665,0.0463395,-0.0104113,0.0173817,-0.0103595,0.594859,-0.0826609,0.00152881,0.0788354,-0.086927,1.14313,-0.645815,-2.0069,0.470653,-0.71319,0.609245,-0.0707966,0.0619727,0.11698,0.0725076,0.0722885,0.0809328,0.132109,0.169358,-0.0597283,0.247626,-0.117017
44.7805,0.858001,0.597821,3,7,0,-36.4159,6.73252,0.129461,-0.139126,0.021701,-0.110352,0.836799,-0.159739,-0.166843,0.0858629,-0.0424502,0.0467148,-0.0805876,0.00338103,0.0702988,0.00290869,0.00481985,0.0131793,0.0242139,0.0155377,-0.00149151,0.0207059,-0.0309287,0.592149,0.0182059,-0.00905726,0.0795235,0.000105224,1.13649,-0.656399,-2.2985,0.393211,-0.725058,0.609046,-0.0753666,0.100865,0.189275,0.0178621,0.0207519,0.0443853,0.0957351,0.0203772,-0.0552661,0.248897,-0.349357
42.7136,0.954707,0.597821,3,7,0,-35.0109,6.71744,0.178651,-0.128072,0.0278875,-0.151594,0.86611,-0.14583,-0.179966,0.112245,-0.000506306,0.00523192,-0.101469,0.0220814,0.0740044,-0.000287643,0.0132766,0.0279465,0.0180328,0.0685465,-0.0209649,0.0210817,-0.0211803,0.593286,-0.106639,0.00842516,0.0515859,-0.0863858,1.17976,-0.574689,-2.03184,0.766549,-0.256288,0.226635,-0.0870051,0.14068,0.200211,0.0410449,0.0806572,0.130006,0.0995117,0.217929,-0.136886,0.278976,-0.239244
46.9767,0.967509,0.597821,3,7,0,-32.3468,6.73742,0.14729,-0.135137,0.0258022,-0.120796,0.838819,-0.163944,-0.177416,0.106723,-0.0428443,0.0445706,-0.0855666,0.00722376,0.0355523,0.00285232,0.00561048,0.0183651,0.0346208,0.0140073,-0.005782,0.0212037,-0.0246977,0.603453,0.0165484,-0.00584807,0.0872956,-0.0286037,1.14893,-0.669434,-2.3242,0.551797,-0.698809,0.529237,-0.0787176,0.0625708,0.0958065,0.0246099,0.0322605,0.0694453,0.146925,0.0155735,-0.0634163,0.272173,-0.278975
44.9864,0.876137,0.597821,3,7,0,-33.9947,6.73126,0.161887,-0.113931,0.0135684,-0.150469,0.819331,-0.165122,-0.180505,0.0981464,-0.0178744,0.0248766,-0.0946464,-0.0115796,0.0705303,-0.00932385,0.00656011,0.0356523,0.033809,0.029383,-0.000496741,0.0126018,-0.0234853,0.606177,-0.1501,0.0120316,0.0244493,-0.11213,1.13274,-0.651302,-2.25866,0.595335,-0.458411,0.394816,-0.0815067,0.0701721,0.18952,0.0171087,0.0677239,0.157366,0.170367,0.0902594,-0.0421177,0.139922,-0.26528
46.1901,0.741409,0.597821,3,7,0,-30.5549,6.72041,0.143151,-0.145101,0.0387386,-0.128473,0.879198,-0.149486,-0.167852,0.100346,-0.0272325,0.0316119,-0.0885934,0.0405156,0.0594844,0.0187605,0.0126347,0.00572013,0.0122153,0.0393397,-0.0229236,0.0290955,-0.0275663,0.585604,-0.0226104,-0.00433709,0.110164,-0.0170735,1.17991,-0.617266,-2.13179,0.559065,-0.537587,0.447597,-0.084845,0.160396,0.161312,0.0508209,0.0237756,0.00188779,0.0238027,0.0808082,-0.152881,0.389153,-0.311377
49.0876,0.985557,0.597821,3,7,0,-39.0692,6.72131,0.136373,-0.139717,0.033235,-0.138416,0.871745,-0.16236,-0.173742,0.106272,-0.0254069,0.0232641,-0.0836453,0.0286858,0.0619025,0.00882816,0.00728216,-0.000181682,0.0133553,0.0459136,-0.0290525,0.0288965,-0.0330876,0.588794,-0.0763332,0.000432691,0.0919478,-0.0410421,1.17402,-0.700132,-2.15225,0.650785,-0.497204,0.378313,-0.084641,0.139124,0.169037,0.0102548,-0.00896825,-0.0347064,0.010629,0.0806536,-0.19862,0.372333,-0.373743
48.9831,0.739914,0.597821,3,7,0,-36.8247,6.72965,0.168032,-0.122005,0.0202425,-0.138379,0.827867,-0.150637,-0.170979,0.087932,-0.0189466,0.0308099,-0.0996991,0.00604613,0.0550517,-0.00190051,0.00693875,0.0406815,0.0324069,0.023775,0.00791845,0.019042,-0.0197414,0.603104,-0.0731418,0.00523279,0.0422313,-0.0847569,1.13806,-0.556997,-2.19926,0.480539,-0.479231,0.427521,-0.080929,0.0857864,0.146628,0.0523786,0.0921879,0.199159,0.191961,0.103826,0.018924,0.250472,-0.222991
46.8855,0.892363,0.597821,3,7,0,-40.649,6.7177,0.136063,-0.130936,0.0299325,-0.120267,0.8801,-0.167549,-0.172959,0.0953672,-0.0305729,0.0267817,-0.0782839,0.024231,0.0756709,0.00627348,0.00923045,0.0151279,0.0166446,0.0420298,-0.0318851,0.0241223,-0.0329759,0.587552,-0.140234,0.00644774,0.0971934,0.00734755,1.18108,-0.716806,-2.23731,0.534649,-0.556427,0.427869,-0.0815515,0.14904,0.206052,0.00561896,-0.00324157,0.00920062,0.0103294,0.0511253,-0.218996,0.29754,-0.372481
44.715,0.87538,0.597821,3,7,0,-34.1638,6.71225,0.139135,-0.135542,0.0391419,-0.137362,0.845256,-0.154927,-0.16322,0.0839132,-0.0189194,0.0297842,-0.129161,0.00167771,0.0567269,0.00440049,0.0118588,0.0172954,0.00924054,0.0183883,-0.019239,0.0350393,-0.0351922,0.608931,-0.0135077,-0.00434344,0.10109,-0.0955011,1.17006,-0.578221,-2.10313,0.503268,-0.505624,0.424565,-0.127343,0.0790221,0.153634,0.00304135,0.00738992,0.0189888,-0.0168328,-0.00975005,-0.143827,0.463706,-0.397516
