# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_all_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25
2474.59,0.983726,0.611271,3,7,0,-2462.99,-1.42515,0.0431565,0.0254949,-0.139053,0.0490299,0.0360414,-0.0245472,0.00583524,0.00234422,-0.0301761,-0.136521,-0.206131,0.0817023,-0.0371536,0.023538,-0.0844647,0.0425115,0.050944,0.0048896,0.0055946,0.00548371,0.0368807,0.0469591,-0.00109718,0.054025,0.00287941,15.6017,0.336215,-0.0194154,-0.279283,0.0221692,0.055467,-0.00739796,0.0765303,-0.0520878,0.183344,-0.605087,-2.89825,0.382768,-0.625954,0.372869,-0.0539552,0.156706,0.140873,0.097708,0.132301,0.148867,0.298756,0.265666,0.0628194,0.857186,0.0326726
2478.52,0.995472,0.611271,3,7,0,-2464.77,-1.4292,0.0364618,0.0322421,-0.142049,0.0340477,0.0481554,-0.0236749,0.00903172,3.62727e-05,-0.0364401,-0.134006,-0.193182,0.0776596,-0.0475318,0.024318,-0.0887486,0.0414431,0.0595094,-0.00796967,0.005995,0.00173013,0.0366982,0.0353626,-0.00576888,0.0468152,-0.00454528,15.9544,0.0670851,-0.000419156,-0.163469,0.00822268,0.0634965,-0.00667733,0.0923607,-0.0812352,0.177764,-0.594135,-2.7709,0.352284,-0.728642,0.384134,-0.0671284,0.166849,0.164484,0.0366854,0.0938774,0.0917429,0.249182,0.178783,0.0123086,0.725038,-0.0515752
2476.7,0.752659,0.611271,3,7,0,-2465.84,-1.42745,0.0138677,0.0128671,-0.156147,0.0383694,0.0399084,-0.0132416,0.0124591,-0.0076418,-0.0560429,-0.0950961,-0.169447,0.119541,0.00493276,0.039347,-0.0791826,-0.0132006,0.056472,0.0109055,-0.00883966,0.0343445,0.0122571,0.0369067,-0.00196446,0.0160912,-0.0280908,15.6629,0.503326,-0.0317123,-0.252373,0.0162792,0.0524934,-0.00577807,0.0782468,-0.0194819,0.116016,-0.479498,-1.86299,0.864357,-0.254422,0.5503,-0.0735785,0.05105,0.15576,0.0560586,0.0136254,0.143612,0.0638194,0.113219,-0.05681,0.182316,-0.318745
2476.3,0.990685,0.611271,3,7,0,-2465.86,-1.43157,0.013234,0.0426259,-0.156405,0.0381416,0.0521337,-0.0305448,0.0168995,-0.0120353,-0.0561578,-0.0823169,-0.16464,0.0988588,-0.00383403,0.0360028,-0.084917,0.0155051,0.0596473,0.0188817,-0.0190999,0.0336734,0.0128001,0.0415606,-0.000563263,0.0195863,0.00206116,15.137,-0.063704,0.00945652,-0.313564,0.019515,0.145861,-0.0149413,0.083972,-0.0536368,0.120335,-0.388601,-1.97029,0.634974,-0.347129,0.538305,-0.0643579,0.113112,0.163928,0.104052,0.0346573,0.202968,0.138419,0.204819,0.0242295,0.313331,0.023388
2476.87,0.926876,0.611271,3,7,0,-2462.18,-1.45168,0.0334652,0.0134622,-0.144681,0.0429504,0.0462786,-0.017376,0.00793747,-0.0194867,-0.0249059,-0.10893,-0.167587,0.0893785,-0.0292838,0.0162938,-0.0650202,0.00296462,0.0459025,0.0175913,0.0158194,0.0180346,0.0357592,0.0279689,0.000355383,0.049794,-0.0232684,15.9911,0.423504,-0.0241735,-0.315124,0.0214097,0.0394515,-0.00305713,0.0755096,-0.0856308,0.139592,-0.487943,-2.2095,0.502141,-0.479532,0.251826,-0.0502324,0.0712061,0.12724,0.107638,0.115919,0.128853,0.217605,0.12723,0.00550382,0.724689,-0.264026
2474.25,0.902724,0.611271,3,7,0,-2461.57,-1.44185,0.0074462,0.0410171,-0.141358,0.037608,0.0440282,-0.024032,-0.00876065,-0.0325553,-0.0431571,-0.101386,-0.184038,0.0910188,-0.0208196,0.0367847,-0.109558,0.0129804,0.0377777,-0.00830168,-0.0222578,0.0196791,0.0326963,0.0184482,-0.000980354,0.021578,0.00168987,15.1499,0.0276238,0.00178123,-0.276059,0.0184184,0.105899,-0.0115812,0.00106523,-0.150558,0.170157,-0.436433,-2.40999,0.566566,-0.518396,0.497886,-0.0915482,0.0784756,0.10408,0.0132997,0.00322722,0.135655,0.208227,0.104407,0.0234203,0.343728,0.0191749
2476.26,0.838201,0.611271,3,7,0,-2456.99,-1.4368,0.0407589,0.0119273,-0.158475,0.0340359,0.0424398,-0.0137503,0.0239837,0.0195946,-0.0541449,-0.127048,-0.173591,0.106469,-0.0204971,0.0255053,-0.0585258,0.0152218,0.0761955,0.00644414,0.0177794,0.0165777,0.00969864,0.0569409,-0.00974803,0.0407642,-0.03251,15.8896,0.42134,-0.0253822,-0.143445,0.00610916,0.0152034,-0.00164636,0.14713,0.0350842,0.117898,-0.639087,-2.12454,0.663669,-0.446988,0.427912,-0.0501682,0.136029,0.210732,0.0624599,0.0947476,0.0956563,0.0710692,0.196103,-0.0804856,0.559329,-0.36889
2473.81,0.929297,0.611271,3,7,0,-2463.43,-1.43309,0.00997447,0.0467749,-0.142597,0.0344235,0.0443706,-0.0228301,-0.00131163,-0.0270503,-0.0272382,-0.10046,-0.186208,0.0915718,-0.0129967,0.0259146,-0.11191,0.0194063,0.0505629,0.0029362,-0.0313607,0.0198939,0.0279025,0.0191641,0.00794618,0.0242635,0.0073478,15.5772,-0.107933,0.0114989,-0.255407,0.0158764,0.0983329,-0.0106744,0.0175528,-0.13159,0.190195,-0.430507,-2.40997,0.60146,-0.433473,0.416128,-0.0872694,0.109012,0.138273,0.0536757,0.0012272,0.16618,0.222543,0.147112,0.0875333,0.400242,0.0833753
2475.99,1,0.611271,3,7,0,-2463.23,-1.44019,0.0155233,0.0472126,-0.130414,0.0299912,0.0465392,-0.0283672,-0.000942274,-0.0227808,-0.0420828,-0.105552,-0.172446,0.106848,-0.0114975,0.0272754,-0.110475,0.0159039,0.0450247,0.00652482,-0.0244446,0.0214676,0.0373505,0.0281714,0.00616885,0.0139875,-0.00131552,15.4779,-0.137451,0.0123958,-0.162926,0.00918113,0.129244,-0.0140896,0.022023,-0.127602,0.168128,-0.456495,-2.07646,0.719785,-0.411286,0.410214,-0.0887838,0.0943575,0.123721,0.0649533,0.0156705,0.161788,0.249746,0.152029,0.0462041,0.216735,-0.0149272
2477.01,1,0.611271,3,7,0,-2467.65,-1.43455,0.0344115,0.00862917,-0.167955,0.0406438,0.0464013,-0.00929483,0.0278854,0.0115607,-0.0527728,-0.123037,-0.187042,0.088635,-0.0314935,0.03905,-0.0571584,0.0184773,0.073047,-0.00499305,0.0181464,0.012055,0.0116989,0.0432584,-0.0175248,0.046857,-0.0300142,15.8719,0.507476,-0.0302607,-0.252649,0.0145696,-0.0103691,0.00186052,0.164147,0.017253,0.122614,-0.623014,-2.52571,0.486315,-0.585865,0.558403,-0.0534564,0.138778,0.202445,0.0149686,0.0718441,0.0552286,0.0536012,0.126815,-0.109539,0.661474,-0.340571
2475.01,0.859292,0.611271,3,7,0,-2460.95,-1.43709,0.0178779,0.0276945,-0.137153,0.0235474,0.0400357,-0.0173105,-0.0182722,-0.0130843,-0.0372954,-0.104456,-0.165883,0.083123,-0.0155455,0.0390394,-0.113648,0.0215864,0.050826,-0.00799868,-0.026175,0.0226526,0.0428159,0.0327166,0.0162901,0.0230376,-0.011691,15.6165,0.13007,-0.00567674,-0.0790091,-0.000121126,0.0905483,-0.0101754,-0.0293816,-0.113134,0.177542,-0.423062,-2.13664,0.502719,-0.508262,0.552476,-0.0887028,0.114194,0.139113,0.040362,0.0314861,0.188776,0.298158,0.187703,0.0871017,0.33295,-0.132657
2476.18,0.974262,0.611271,3,7,0,-2463.89,-1.42279,0.0360804,0.0165922,-0.147838,0.047953,0.0416838,-0.015226,0.0406305,-0.00146643,-0.0609629,-0.113189,-0.188642,0.107003,-0.0244541,0.0274987,-0.0479945,0.0099082,0.0623236,0.00628872,0.0176687,0.0122674,0.0163788,0.0415667,-0.026702,0.0402469,-0.0147027,15.4467,0.437041,-0.0262953,-0.326262,0.0248529,-0.00313807,0.000655354,0.195212,-0.00425359,0.0993884,-0.60128,-2.40053,0.662514,-0.45898,0.413599,-0.0435923,0.106064,0.173649,0.0438437,0.0702656,0.0557398,0.0739688,0.119235,-0.131181,0.596093,-0.166831
2477.15,0.997029,0.611271,3,7,0,-2464.94,-1.43799,-0.000645371,0.0180836,-0.149663,0.0361102,0.0501328,-0.0332139,0.0318712,-0.00788701,-0.0395127,-0.127395,-0.184018,0.1045,-0.0315401,0.0505758,-0.0678461,0.0156738,0.0593864,0.00078547,0.00112146,0.00640318,0.000495577,0.0369218,-0.0202191,0.035323,-0.0175199,14.8995,0.249166,-0.0154944,-0.288001,0.0192727,0.0899059,-0.0104282,0.167967,-0.0267489,0.15171,-0.662456,-2.38952,0.607829,-0.618941,0.676648,-0.0648255,0.113011,0.164742,0.00780364,0.0066559,0.0239629,-0.00426824,0.105729,-0.108481,0.511526,-0.198798
2480.25,0.886807,0.611271,3,7,0,-2465.5,-1.42068,0.0263957,0.0428741,-0.156814,0.0482321,0.0261079,-0.0240843,0.00233627,-0.00227636,-0.0406691,-0.12325,-0.180364,0.0915579,-0.0145889,0.0421281,-0.088924,0.0163325,0.0583881,-0.0233206,0.00252091,0.0102455,0.0336579,0.0466521,0.0113621,0.0382498,-0.0109433,14.85,0.120984,-0.00446575,-0.312308,0.0232338,0.0652882,-0.00986867,0.0503989,-0.0540986,0.168823,-0.560349,-2.29264,0.554962,-0.487338,0.587307,-0.0618424,0.113242,0.160206,0.0192072,0.118804,0.156279,0.273249,0.252676,0.0798135,0.574154,-0.124173
2479.93,0.606005,0.611271,3,7,0,-2461.16,-1.44866,0.022522,0.0114538,-0.141726,0.0210324,0.0596839,-0.0133121,0.0160057,-0.010307,-0.0561968,-0.101113,-0.1775,0.105306,-0.0266588,0.0207775,-0.0770096,0.0165467,0.0566666,0.0208325,-0.00912993,0.0266887,0.00988732,0.0260813,-0.0222519,0.0203048,-0.0215623,16.2259,0.284797,-0.0160379,-0.0951164,8.00017e-05,0.0521121,-0.00303926,0.107427,-0.0573971,0.116552,-0.501662,-2.25609,0.676423,-0.475715,0.343968,-0.0798427,0.112523,0.157562,0.0489056,-0.034055,0.068725,0.00103665,0.0281855,-0.145983,0.265066,-0.244667
2473.85,0.621711,0.611271,3,7,0,-2462.34,-1.42757,0.0181619,0.0276017,-0.137724,0.0421742,0.0772037,-0.0205593,0.0237062,-0.016665,-0.0434259,-0.12845,-0.206862,0.0853055,-0.0154704,0.0150828,-0.0817502,0.0068595,0.0301713,0.000639926,-0.000581086,0.0243748,0.0251166,0.0553894,0.00160051,0.0289292,-0.0156405,16.5561,0.108566,-0.00355554,-0.268908,0.0179741,0.0987908,-0.00600893,0.113906,-0.0732436,0.148842,-0.56584,-2.73866,0.521644,-0.36129,0.260798,-0.0618861,0.0547113,0.0839048,0.0700291,0.0914174,0.176311,0.197761,0.243692,0.00580094,0.415678,-0.177473
2479.34,0.981947,0.611271,3,7,0,-2464.2,-1.44034,0.046891,0.0396443,-0.147569,0.0457353,0.0238756,-0.0251685,0.000511359,0.00860609,-0.0457549,-0.101024,-0.183302,0.0958362,-0.0246459,0.0400701,-0.0905262,0.00391587,0.0712264,0.00836074,-0.00881297,0.0163558,0.0233524,0.0258348,-0.0320861,0.0400817,-0.0087612,15.493,0.262102,-0.012627,-0.321219,0.0245344,0.08166,-0.0117449,0.0638388,-0.0161771,0.147831,-0.497914,-2.39661,0.586112,-0.56934,0.58205,-0.0870838,0.10608,0.198114,0.0231557,-0.0206449,0.0540232,0.0857794,0.0481954,-0.146622,0.608477,-0.0994132
2475.6,0.79728,0.611271,3,7,0,-2464.43,-1.41908,0.0388574,0.0131955,-0.166121,0.0411266,0.0750364,-0.0129343,0.0258507,-0.0240662,-0.0337289,-0.103947,-0.176388,0.0894905,-0.0183516,0.0244013,-0.106801,0.0239245,0.0518995,0.00178597,0.0127303,0.00121751,0.025686,0.0417741,0.00272193,0.0339673,-0.00268079,15.4131,0.382548,-0.0182155,-0.300203,0.0155068,0.0696755,-0.00269189,0.108288,-0.129903,0.170997,-0.43412,-2.27407,0.541544,-0.46245,0.37115,-0.0808174,0.119995,0.142961,0.0738084,0.123905,0.101893,0.216283,0.22033,0.0474869,0.527617,-0.0304189
2478.87,0.909593,0.611271,3,7,0,-2462.13,-1.41602,0.0329009,0.0182979,-0.165302,0.0261031,0.0691721,-0.00741441,0.00661108,-0.0217109,-0.0492258,-0.104844,-0.167219,0.0971635,-0.0120645,0.0387116,-0.0914527,0.0218911,0.0564254,-0.00649603,0.0133198,-0.00468708,0.0293648,0.0311925,-0.00750675,0.03363,-0.0013524,15.4207,0.222731,-0.0082285,-0.151633,0.00114565,0.0362295,7.11029e-05,0.0527623,-0.103546,0.142117,-0.492553,-2.07165,0.630673,-0.433476,0.519424,-0.0727174,0.122299,0.155931,0.029781,0.0938525,0.0480916,0.196203,0.148353,-0.00482669,0.52566,-0.0153457
2480.67,0.710882,0.611271,3,7,0,-2461.88,-1.44217,0.00692486,0.0298691,-0.134427,0.0330624,0.0270478,-0.0185582,0.00913721,0.00372687,-0.0249662,-0.119028,-0.195374,0.0998147,-0.0213074,0.00965417,-0.0835129,0.0137878,0.0622299,-0.00329006,-0.0193591,0.0278438,0.0204349,0.0400631,0.00082949,0.0367259,-0.0194092,15.3298,0.147555,-0.00969083,-0.169582,0.0116264,0.0362561,-0.00601434,0.0819322,-0.0319403,0.178837,-0.555868,-2.50371,0.655228,-0.438854,0.269607,-0.0685233,0.113626,0.171301,0.0345055,0.0174872,0.166599,0.152847,0.17527,0.0019298,0.528832,-0.220236
2481.97,0.716045,0.611271,3,7,0,-2463.89,-1.41813,0.0342255,0.0189905,-0.148635,0.0169839,0.0623716,-0.0106912,0.00634889,-0.000295477,-0.0626464,-0.10701,-0.166556,0.0814691,-0.0244727,0.0484703,-0.0823983,0.0155967,0.0510964,0.0104168,0.00628849,0.0195003,0.0239882,0.0359185,-0.00354223,0.020155,-0.00994834,15.7304,0.133948,-0.00394025,-0.0128716,-0.0092318,0.0632057,-0.00373483,0.0725509,-0.0424909,0.11504,-0.481602,-2.22839,0.41759,-0.552518,0.615776,-0.067619,0.102661,0.141173,0.0767647,0.0791836,0.124172,0.156236,0.147244,-0.0188094,0.291995,-0.112884
2478.32,0.871805,0.611271,3,7,0,-2470.47,-1.43784,0.0143386,0.0285105,-0.158998,0.0245978,0.0572516,-0.00920324,0.0175292,-0.00894049,-0.0685842,-0.125326,-0.162727,0.097801,-0.022275,0.0312592,-0.0875468,0.0265506,0.0420659,0.0114183,0.0026286,0.0394345,0.0365723,0.041393,0.0204673,0.0260572,-0.00501893,15.1476,-0.0121554,0.00352393,-0.0230638,-0.00729852,0.039754,-0.0015853,0.0983963,-0.0920418,0.126097,-0.524214,-2.02829,0.531141,-0.489252,0.423461,-0.0560771,0.11347,0.11494,0.138031,0.155815,0.281113,0.305114,0.2544,0.128405,0.397279,-0.0569497
2477.6,0.901432,0.611271,3,7,0,-2465.4,-1.42518,0.00742306,0.0158027,-0.155716,0.0306931,0.0274713,-0.0278598,0.0252433,-0.00380142,-0.0362384,-0.11545,-0.172274,0.0753423,-0.0204882,0.0318173,-0.0737662,0.0391235,0.0596422,0.00672146,0.0155679,0.0149347,0.04104,0.033874,-0.000793289,0.00984855,-0.000966173,15.3947,0.244832,-0.0146851,-0.216568,0.0118234,0.0716429,-0.00994283,0.124249,-0.049053,0.138741,-0.517406,-2.35028,0.403815,-0.457323,0.427178,-0.0546194,0.16322,0.164455,0.0837654,0.123061,0.127754,0.253683,0.153835,0.00482592,0.152502,-0.0109631
2479.02,1,0.611271,3,7,0,-2470.32,-1.43539,0.0404297,0.0334653,-0.144122,0.0419852,0.0611872,-0.00630141,-0.00229965,-0.00844712,-0.0586763,-0.11862,-0.193897,0.119052,-0.0228303,0.0352124,-0.0957226,-0.00405897,0.0563455,-0.00581285,-0.0206951,0.0195836,0.00890249,0.0394349,-0.0013665,0.0477704,-0.0317832,16.0793,0.254847,-0.01285,-0.192175,0.0120433,0.027281,-0.00057133,0.048691,-0.065493,0.15738,-0.575256,-2.3662,0.783388,-0.545118,0.543662,-0.0857956,0.0685549,0.155402,0.00732372,-0.0147062,0.11161,0.0750856,0.152208,-0.025702,0.671384,-0.360643
2476.23,0.624152,0.611271,3,7,0,-2462.26,-1.42883,0.0246372,0.0360327,-0.161171,0.0484603,0.0240446,-0.00960948,0.0229468,-0.0242338,-0.0406854,-0.148779,-0.191933,0.0898743,-0.00999442,0.0388395,-0.103776,0.0155446,0.0697283,0.0111088,-0.01155,0.00665198,0.0379233,0.0400872,0.00235068,0.0296059,-0.00958454,15.3675,0.227517,-0.0132278,-0.284708,0.0211117,-0.0286201,0.000875266,0.106237,-0.110535,0.179592,-0.674585,-2.50164,0.565444,-0.4576,0.570571,-0.081558,0.127375,0.192024,0.0808038,0.0475377,0.11204,0.256562,0.192676,0.0245684,0.441593,-0.108756
2479.12,0.909535,0.611271,3,7,0,-2463.77,-1.43462,0.0240925,0.0221174,-0.148431,0.0174819,0.029745,-0.0261152,0.00653142,-0.00916582,-0.0525773,-0.124233,-0.160022,0.108298,-0.0326231,0.0567788,-0.0834924,0.0115012,0.0691864,0.0168651,0.00533373,0.0185943,0.0300794,0.0580013,-0.00437789,0.0443807,-0.0138556,16.1864,0.148789,-0.0085067,-0.00758423,-0.00666619,0.0594977,-0.00892269,0.0838904,-0.0704888,0.146879,-0.581128,-1.97083,0.551046,-0.698438,0.759041,-0.0607819,0.118366,0.191308,0.118406,0.112022,0.163546,0.228309,0.258905,-0.00446849,0.663262,-0.157219
2473.63,0.627459,0.611271,3,7,0,-2461.14,-1.45348,0.0533434,0.0454908,-0.119041,0.0529872,0.0449829,-0.00822183,0.000592458,0.000279859,-0.0338391,-0.120019,-0.173582,0.0929125,-0.0214923,0.0266635,-0.0910719,0.0256924,0.0361492,0.00270701,-0.00797805,0.0281406,0.0308748,0.0247249,-0.00405151,0.0414068,-0.0251699,15.1756,0.151101,-0.00597233,-0.2897,0.0251811,0.0331924,-0.00278405,0.0501998,-0.0499846,0.162585,-0.532207,-2.23492,0.578113,-0.466625,0.373904,-0.0814008,0.10381,0.100544,0.041962,0.0283191,0.139347,0.165607,0.0878414,-0.032207,0.587947,-0.285602
2476.97,1,0.611271,3,7,0,-2464.82,-1.42703,-0.00452149,0.00329307,-0.17601,0.0182281,0.0451103,-0.0274353,0.0169052,-0.0103995,-0.0604576,-0.111964,-0.18895,0.101291,-0.0240908,0.0363547,-0.0765038,0.0107382,0.0798039,0.000828836,0.000376067,0.00428889,0.0234413,0.0485124,-0.00174661,0.0219293,-0.00753864,15.948,0.341249,-0.0210894,-0.101757,-0.002802,0.0750265,-0.008557,0.107219,-0.0636443,0.130775,-0.552515,-2.43607,0.605498,-0.546896,0.557264,-0.0575509,0.130681,0.219603,0.0528425,0.0704892,0.0915883,0.180804,0.214049,-0.00156416,0.325984,-0.0855408
2471.94,0.634668,0.611271,3,7,0,-2457.76,-1.44174,0.0514616,0.0419354,-0.124133,0.044718,0.0238411,-0.00733413,0.00548538,0.00405858,-0.0333275,-0.111748,-0.171448,0.0912405,-0.0239193,0.0328686,-0.0768145,0.0170627,0.0458923,0.0103084,0.00147843,0.0513091,0.0340889,0.0368581,-0.00968745,0.0532792,-0.0367517,15.3728,0.169254,-0.00839607,-0.22855,0.0195636,0.00292709,-0.00183628,0.078191,-0.0195701,0.148088,-0.494558,-2.21024,0.509177,-0.503428,0.451598,-0.0695021,0.100545,0.128074,0.0803549,0.0700337,0.220911,0.170999,0.113363,-0.0755543,0.745521,-0.417021
2472.25,0.983938,0.611271,3,7,0,-2461.02,-1.42489,-0.00236913,0.0116096,-0.172226,0.0251624,0.0636654,-0.0299442,0.0188729,-0.0161099,-0.0610181,-0.119321,-0.19033,0.100036,-0.017827,0.0347625,-0.0894168,0.0151981,0.0717272,-0.0099289,-0.00493271,-0.014515,0.0146822,0.0374511,-0.00847492,0.00889188,0.0034514,15.8535,0.24419,-0.0129707,-0.183748,0.00448194,0.109716,-0.0103443,0.101377,-0.0864545,0.140957,-0.59767,-2.44296,0.66675,-0.48301,0.529767,-0.0743605,0.127624,0.19741,-0.00788381,0.0159823,-0.00595362,0.113994,0.156415,-0.0273874,0.148591,0.039163
2476.03,1,0.611271,3,7,0,-2460.74,-1.45721,0.0349907,0.0440456,-0.137958,0.0215885,0.0258467,-0.0367307,0.0118439,0.00297838,-0.0275599,-0.123679,-0.162562,0.0905554,-0.0341615,0.0323048,-0.0815076,0.00768537,0.0462661,-0.00454234,0.00510089,0.00994741,0.0435845,0.0332262,0.011624,0.0371123,-0.0226245,15.9185,-0.176538,0.0161872,-0.086033,0.00157648,0.113676,-0.0154338,0.093591,-0.0581607,0.165238,-0.543066,-2.1325,0.4913,-0.60535,0.437816,-0.0614633,0.0803445,0.127408,0.0543039,0.10222,0.125711,0.282415,0.169053,0.0529928,0.526805,-0.25672
2478.56,0.968463,0.611271,3,7,0,-2468.01,-1.41427,0.0177168,0.026475,-0.158998,0.0398431,0.0664714,-0.00928829,0.0116955,-0.0160839,-0.0685593,-0.127649,-0.1971,0.0870896,-0.00618865,0.014052,-0.0949998,0.0276967,0.0649963,0.0152394,-0.00209801,0.0162976,0.0208169,0.0241646,-0.0127847,0.0303953,-0.0176021,15.3028,0.208686,-0.0109469,-0.220364,0.0118635,0.0492625,-0.00180332,0.0731023,-0.0837963,0.123772,-0.588513,-2.58973,0.61802,-0.304801,0.278224,-0.0881198,0.147197,0.179811,0.0570973,0.0154842,0.07117,0.0956962,0.0653184,-0.0743672,0.433795,-0.199731
2473.85,0.627765,0.611271,3,7,0,-2459.13,-1.45714,0.0202884,0.0293,-0.15256,0.0442906,0.0522266,-0.0366323,0.0186479,-0.00446305,-0.0399924,-0.104895,-0.181122,0.117039,-0.0344912,0.0454776,-0.075425,0.0204546,0.0656392,0.0055558,-0.0193014,0.00300466,-0.000184821,0.0229477,0.0212258,0.0399014,-0.0266871,16.7253,0.206627,-0.00981161,-0.340023,0.0242161,0.123273,-0.0142757,0.119206,-0.0395365,0.160524,-0.539124,-2.3019,0.703187,-0.65873,0.644844,-0.0601715,0.132265,0.178805,0.0433894,0.000601964,0.0769859,0.0710181,0.145346,0.0984526,0.560438,-0.302818
2469.91,0.654586,0.611271,3,7,0,-2451.69,-1.41673,0.0456859,-0.00828291,-0.158781,0.024336,0.0585146,-0.0222551,0.0132903,0.0146026,-0.0321518,-0.119129,-0.172915,0.0907128,-0.0248656,0.0439413,-0.0750682,-0.00577942,0.0759818,-0.00910262,-0.0123279,0.0295018,0.0022061,0.0542898,-0.0157529,0.0493289,-0.0114741,15.0943,0.601815,-0.0346185,-0.154638,0.0031794,0.0882396,-0.00808609,0.110905,0.016419,0.166116,-0.588251,-2.21073,0.503219,-0.587961,0.675543,-0.0610182,0.0910535,0.209815,0.0178808,0.0299739,0.164464,0.0636053,0.221576,-0.0544439,0.747112,-0.130197
2474.43,0.938614,0.611271,3,7,0,-2451.98,-1.44189,0.0112981,0.0567495,-0.132388,0.0388492,0.0363817,-0.00467788,0.00719205,-0.0208788,-0.0663474,-0.111261,-0.182356,0.0934494,-0.0290973,0.0254583,-0.0905257,0.0273165,0.041566,-0.0110631,0.0122767,0.011756,0.0154831,0.0417178,0.00179209,0.0207559,-0.0161874,16.7874,-0.197234,0.0146356,-0.157623,0.0108318,-0.00879241,0.00120909,0.0670736,-0.117515,0.127913,-0.492886,-2.38608,0.550897,-0.522658,0.363425,-0.0752428,0.112967,0.114641,0.021692,0.0941901,0.0990692,0.12377,0.174746,-0.00382158,0.285716,-0.183678
2481.57,0.942562,0.611271,3,7,0,-2463.62,-1.45273,0.0302041,0.0102787,-0.166565,0.055078,0.0465223,-0.0121439,0.0153117,-0.00851934,-0.0594604,-0.13146,-0.186694,0.0926506,0.00192016,0.0412464,-0.0884257,0.0145394,0.0553743,0.0103859,-6.19506e-05,0.0197575,0.021381,0.038075,-0.0160225,0.0363928,-0.0124265,15.7671,0.651193,-0.0405575,-0.372367,0.0277932,0.0392827,-0.00364292,0.0864454,-0.0357124,0.132737,-0.625841,-2.33823,0.627931,-0.30911,0.564874,-0.0772247,0.10601,0.15383,0.0613926,0.0439192,0.107496,0.123578,0.134294,-0.0729534,0.5412,-0.141003
2483.79,0.789093,0.611271,3,7,0,-2468.73,-1.41378,0.0156586,0.0129478,-0.136677,0.0313444,0.0360755,-0.0123067,0.0104545,-0.00108436,-0.041541,-0.109521,-0.192065,0.104212,-0.0306591,0.0319813,-0.0714529,0.0010133,0.0677211,0.00096394,-0.0133299,0.0192988,0.0302307,0.0342985,0.00973219,0.0363154,-0.0171588,15.6185,0.384623,-0.0250567,-0.133126,0.00691131,0.00194205,-0.000852885,0.0944232,-0.0387765,0.152196,-0.529451,-2.50147,0.611016,-0.586967,0.497051,-0.0522866,0.0954909,0.185815,0.0586894,0.0498906,0.157529,0.222009,0.179164,0.0545037,0.528049,-0.194701
2484.18,0.774858,0.611271,3,7,0,-2471.31,-1.45463,0.033248,0.0342197,-0.163127,0.0389872,0.0505633,-0.0256606,0.00624244,-0.00872047,-0.0534769,-0.121874,-0.171952,0.0923124,-0.0119856,0.0329905,-0.0967104,0.0279712,0.0518441,0.000525008,0.00600898,0.0168336,0.0249695,0.0367032,-0.0238934,0.0255748,-0.0128427,15.7106,0.147704,-0.00452641,-0.271704,0.016214,0.114923,-0.0120033,0.0617606,-0.06925,0.140609,-0.562014,-2.16077,0.605787,-0.407555,0.459117,-0.0904529,0.128761,0.144717,0.0223378,0.0369955,0.0693723,0.107639,0.093972,-0.128656,0.36996,-0.145726
2484.53,0.508874,0.611271,3,7,0,-2462.85,-1.43387,0.023432,0.0254214,-0.151692,0.0254484,0.0577718,-0.0247929,0.0125036,-0.00612294,-0.0407106,-0.107376,-0.198047,0.101649,-0.0292974,0.0420941,-0.0787574,0.00894303,0.066612,0.0116617,-0.000917871,0.0204526,0.0270242,0.0395682,0.0155156,0.0397589,-0.0333043,16.0748,0.120725,-0.00435289,-0.131344,0.00319305,0.0905165,-0.00874373,0.0990603,-0.0432978,0.154771,-0.498948,-2.61907,0.565579,-0.606251,0.588071,-0.0610301,0.11109,0.182787,0.0935186,0.08293,0.155572,0.199897,0.187742,0.0523412,0.541511,-0.377903
