# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_all_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25
2482.78,0.793569,0.611271,3,7,0,-2470.87,-1.42937,0.0165472,0.0224613,-0.150836,0.0271994,0.0502353,-0.00356448,0.0195112,0.00748702,-0.0349675,-0.110695,-0.18509,0.0820542,-0.0301601,0.03418,-0.0721019,0.0331074,0.0633992,0.00728762,-0.0189066,0.0263984,0.0256541,0.0297766,-0.0184108,0.0232998,-0.0179132,15.8539,0.169651,-0.00814504,-0.14858,0.00466539,-0.00996063,0.00276613,0.12482,-0.00667219,0.147369,-0.540664,-2.54994,0.459456,-0.569142,0.507439,-0.0697294,0.15545,0.175857,0.0259226,-0.0351325,0.0994344,0.10467,0.0658542,-0.113483,0.321385,-0.203261
2481.58,0.393581,0.611271,3,7,0,-2457.64,-1.44555,0.0328707,0.0233868,-0.146313,0.044489,0.0362153,-0.0345768,-0.00341124,-0.0160287,-0.0571115,-0.119449,-0.177814,0.116323,-0.0155756,0.0285805,-0.0950308,0.00411378,0.0444025,-0.00509352,0.0149152,0.0126841,0.0260816,0.04181,0.00395263,0.0411034,-0.0176621,15.3006,0.394911,-0.0237579,-0.265173,0.0199649,0.131441,-0.0161596,0.0311624,-0.0973848,0.146322,-0.539154,-2.09531,0.761015,-0.430554,0.403035,-0.0742582,0.0697804,0.122594,0.0556239,0.126115,0.129278,0.199175,0.199939,0.0277761,0.602105,-0.200411
2477.3,0.848959,0.611271,3,7,0,-2468.84,-1.43851,0.0225856,0.0450749,-0.16314,0.0369764,0.0354042,-0.00459153,0.0114357,0.0208784,-0.0438393,-0.102098,-0.168331,0.0678091,-0.0334023,0.0429173,-0.0809448,0.0141514,0.0469478,0.00900019,0.00455637,0.0204123,0.0358118,0.0239434,-0.000752349,0.0235375,-0.00556038,16.1276,-0.0286274,0.00703699,-0.192962,0.00852691,0.0127486,-0.000929004,0.0964216,-6.29626e-05,0.132549,-0.435223,-2.3973,0.287442,-0.61425,0.539281,-0.0641829,0.0947859,0.129611,0.0780054,0.0838507,0.137212,0.219147,0.115758,0.0101881,0.356272,-0.0630935
2477.24,0.792959,0.611271,3,7,0,-2463.37,-1.41504,0.0257676,0.0128155,-0.15874,0.0525496,0.024281,-0.00319405,0.0157365,0.000726796,-0.0559127,-0.115781,-0.188411,0.115226,-0.0300324,0.0397775,-0.0776732,0.0358063,0.0562552,0.00600633,0.00332176,0.0290545,0.0167801,0.0200481,0.000861949,0.016933,-0.00746745,14.7923,0.650243,-0.0427875,-0.29887,0.0235939,-0.0428603,0.00261821,0.112825,-0.0329739,0.141449,-0.561688,-2.40327,0.686269,-0.566429,0.521519,-0.0650301,0.152293,0.154479,0.0603135,0.0666779,0.147626,0.113386,0.0921322,0.00688177,0.247562,-0.084733
2481.39,0.889473,0.611271,3,7,0,-2465.7,-1.43212,0.0259459,0.0251173,-0.143638,0.0588268,0.03844,-0.0246043,0.00685415,-0.0162294,-0.0405693,-0.112357,-0.164977,0.0906511,-0.0396922,0.0340396,-0.0857709,0.00557228,0.0540071,-0.00106902,-0.00798534,0.0190666,0.0342434,0.0255818,0.0198067,0.0358842,-0.00760756,16.1908,0.40417,-0.0238882,-0.414081,0.0330057,0.070492,-0.00831279,0.0730275,-0.117116,0.159373,-0.484664,-2.20457,0.455889,-0.677207,0.48323,-0.0586656,0.0865048,0.147389,0.0740139,0.0924336,0.187035,0.275868,0.188854,0.13018,0.54535,-0.0863228
2482.18,0.830238,0.611271,3,7,0,-2469.99,-1.42507,0.0312051,0.0251104,-0.159397,0.0146984,0.0422624,-0.000956692,0.0118886,0.00581264,-0.052734,-0.124996,-0.185239,0.114788,-0.00965534,0.031043,-0.0763497,0.00489589,0.0588072,-0.000561376,-0.000237575,0.0277528,0.0217922,0.0313949,-0.0256758,0.0382606,-0.0164849,15.619,0.124519,-0.00483825,0.0172483,-0.0105092,-0.0244265,0.00330978,0.0957069,-0.00146209,0.136832,-0.630391,-2.21259,0.795218,-0.369942,0.459338,-0.0732159,0.0914764,0.163798,0.0164806,0.0193603,0.102626,0.0853106,0.0718935,-0.132054,0.560351,-0.187053
2481.25,0.835805,0.611271,3,7,0,-2471.4,-1.44774,0.0164596,0.0418057,-0.14916,0.036345,0.0529941,-0.0193649,0.0350832,0.000608951,-0.0439659,-0.119624,-0.204547,0.0888251,-0.0414878,0.0358961,-0.0960508,0.0086745,0.059454,0.0106131,-0.00435247,0.0189106,0.0270952,0.0331477,-0.0129258,0.0239872,-0.00156349,15.6662,-0.0444699,0.00635463,-0.206194,0.0115223,0.0591549,-0.00505711,0.175375,-0.0582405,0.167319,-0.535951,-2.85478,0.441672,-0.701466,0.511413,-0.0811539,0.099464,0.164557,0.0656824,0.0415211,0.116409,0.163321,0.13101,-0.0455257,0.373425,-0.0177409
2477.56,0.825541,0.611271,3,7,0,-2468.88,-1.43415,0.0301072,0.0184673,-0.162711,0.0407615,0.0350683,-0.0237007,0.0355869,-0.02499,-0.0505451,-0.12293,-0.204314,0.0836449,-0.0346474,0.0375593,-0.0646566,0.00204599,0.0573226,0.00842328,-0.0106862,0.0291778,0.0231204,0.0338824,0.0111357,0.0172247,-0.0180154,16.0876,0.313717,-0.016757,-0.318094,0.0216759,0.0300747,-0.00440123,0.170029,-0.0842978,0.13425,-0.576453,-2.86048,0.415725,-0.604949,0.527079,-0.0494432,0.0835923,0.157125,0.0749704,0.0487529,0.174928,0.169723,0.15887,0.0381371,0.225553,-0.204421
2482.31,0.88296,0.611271,3,7,0,-2467.72,-1.4173,0.0183459,0.0281919,-0.152879,0.0404602,0.0508379,-0.0153735,-0.000343765,0.00136143,-0.0348063,-0.106744,-0.173009,0.102331,-0.0206039,0.00690813,-0.0811266,0.0337796,0.0544851,0.00923538,-0.0175886,0.00681067,0.0174489,0.0320423,-0.000609296,0.0338031,-0.0292225,15.4601,0.224528,-0.0113223,-0.25879,0.0159803,0.0575874,-0.005173,0.0451477,-0.0426446,0.148438,-0.513356,-2.16431,0.705992,-0.403105,0.213068,-0.0736095,0.144136,0.150392,0.0368969,-0.0220726,0.054378,0.101892,0.112488,-0.0317799,0.458107,-0.331587
2483.05,0.614234,0.611271,3,7,0,-2463.08,-1.45359,0.0266205,0.022837,-0.144369,0.0294724,0.0377877,-0.0164167,0.0274416,-0.010516,-0.0607405,-0.120349,-0.190625,0.0986386,-0.0209627,0.0551088,-0.0886652,0.00805801,0.0643647,-0.00708004,0.0107461,0.0268893,0.0343211,0.0391215,-0.00873048,0.0301525,-0.00622651,15.6544,0.232123,-0.0136985,-0.120737,0.00528631,0.0308937,-0.00403681,0.140505,-0.0650957,0.144746,-0.558609,-2.46258,0.556006,-0.572861,0.710218,-0.0707171,0.105648,0.177891,0.0458882,0.109968,0.165159,0.214994,0.165437,-0.0266346,0.458661,-0.0706521
2479,0.625686,0.611271,3,7,0,-2467.47,-1.44162,0.0200813,0.0235444,-0.136234,0.0238016,0.025904,-0.00940935,0.0415689,-0.0193099,-0.0438617,-0.120542,-0.185949,0.103658,-0.0151856,0.0589107,-0.0905834,0.0153376,0.0729966,-0.0147488,-0.00318615,0.0204221,0.0244693,0.0346825,-0.00559508,0.0326693,-0.00785286,16.0267,0.167102,-0.0103932,-0.0901259,0.00347382,-0.0331532,0.00146977,0.176524,-0.0771954,0.17098,-0.587288,-2.33462,0.637615,-0.549259,0.784529,-0.0740964,0.131849,0.20097,0.00839103,0.0579987,0.135937,0.167701,0.154079,-0.0106354,0.494154,-0.0891062
2479.43,0.943477,0.611271,3,7,0,-2467,-1.43574,0.0170777,0.0117072,-0.152434,0.0611971,0.0398255,-0.0163117,0.00749058,-0.0240693,-0.0617054,-0.114819,-0.189189,0.106631,-0.0206357,0.0180142,-0.0895547,0.0178076,0.0691776,0.0113173,-0.0127391,0.0156352,0.0297818,0.0197362,0.00193675,0.0306041,-0.0416809,15.7811,0.705572,-0.0466549,-0.420063,0.0346378,0.0349162,-0.00428448,0.0690598,-0.113332,0.130667,-0.543157,-2.4122,0.734776,-0.455341,0.329558,-0.0869673,0.133492,0.190654,0.0381281,-0.0201322,0.0629769,0.127075,0.0362098,-0.0504817,0.376365,-0.472953
2476.49,0.511596,0.611271,3,7,0,-2457.02,-1.43972,0.0315969,0.0439608,-0.144571,0.00696151,0.0504738,-0.0126609,0.0243983,0.0087133,-0.0354013,-0.116446,-0.169218,0.0917893,-0.0174038,0.047904,-0.0786538,0.0172357,0.0465751,-0.0129522,0.0086393,0.0184086,0.0197176,0.0532767,-0.00976778,0.0267149,0.0115628,15.4153,-0.353371,0.0294059,0.0523437,-0.0148967,0.0388427,-0.00283137,0.127187,-0.00636101,0.158698,-0.547398,-2.12567,0.510952,-0.492173,0.628853,-0.0538923,0.0977636,0.128896,0.0408131,0.122812,0.165173,0.188889,0.258058,0.00483747,0.449437,0.131202
2479.43,0.974711,0.611271,3,7,0,-2466.17,-1.42035,0.0264545,0.0109667,-0.151525,0.0152588,0.0489883,-0.0137377,0.00648683,0.021392,-0.0502732,-0.131724,-0.173889,0.102724,-0.0140745,0.0122552,-0.0716172,0.0131885,0.0549119,-0.00901198,-0.0087537,0.0297931,0.0229997,0.0466796,-0.00697321,0.0318325,-0.0217542,16.0793,0.241916,-0.0135106,0.0303135,-0.0113509,0.0507534,-0.00449495,0.0795306,0.0157374,0.135802,-0.630976,-2.09727,0.699828,-0.353108,0.274713,-0.0607164,0.102277,0.152003,0.0189945,0.0371224,0.157693,0.144124,0.172221,-0.0510438,0.445936,-0.246845
2480.62,0.929809,0.611271,3,7,0,-2468.46,-1.42725,0.0266827,0.0315017,-0.141365,0.0559847,0.0447408,-0.0162512,-0.000390625,-0.0218507,-0.0359939,-0.10515,-0.193268,0.105809,-0.030423,0.0452815,-0.0941143,0.0332138,0.0770861,0.0148529,0.000198842,0.00924862,0.0275456,0.0471648,-0.00219707,0.0415925,-0.00834987,15.7128,0.375512,-0.0230778,-0.378363,0.0303725,0.0312938,-0.00363102,0.0499563,-0.0994372,0.176611,-0.492434,-2.52421,0.578508,-0.659743,0.647561,-0.0708331,0.173826,0.212442,0.101349,0.0867056,0.125596,0.215652,0.2264,0.0167401,0.633281,-0.0947458
2480.35,0.977228,0.611271,3,7,0,-2470.49,-1.4248,0.0438588,0.0226069,-0.166046,0.0270174,0.0469671,-0.00529366,0.00749697,-0.00888,-0.0676103,-0.110995,-0.170083,0.102189,-0.0185672,0.0359828,-0.0626754,0.0192423,0.060909,0.00544937,-0.000850388,0.0309908,0.00374688,0.0330589,0.00519854,0.0212328,-0.0261444,15.8623,0.212834,-0.0087195,-0.124041,0.00178895,-0.00129121,0.00120085,0.0791799,-0.0367467,0.101969,-0.552444,-2.11788,0.635813,-0.440708,0.510499,-0.0547047,0.124133,0.167136,0.0520588,0.0463381,0.144899,0.0441693,0.125974,-0.00790888,0.268111,-0.29666
2480.32,0.551491,0.611271,3,7,0,-2458.15,-1.43792,0.00439962,0.0313804,-0.131494,0.0455312,0.0406661,-0.0327544,0.00782507,-0.00469285,-0.0286153,-0.12088,-0.190187,0.0881301,-0.0212572,0.0296999,-0.106264,0.0116125,0.0564349,-0.00579625,-0.00383891,0.00725305,0.0417515,0.0418795,-0.0102768,0.039378,-0.00279721,15.2385,0.212579,-0.0134916,-0.298488,0.0233098,0.125154,-0.014644,0.0673471,-0.079329,0.189253,-0.528296,-2.50495,0.52947,-0.526885,0.453648,-0.0844645,0.100676,0.156501,0.0382989,0.0666704,0.109744,0.267053,0.190338,-0.0164428,0.612444,-0.0317399
2478.61,0.879835,0.611271,3,7,0,-2470.52,-1.41285,0.0485459,0.0273166,-0.152335,0.0141374,0.0609184,-0.00995368,0.0327983,-2.7416e-05,-0.0513677,-0.119413,-0.188314,0.0949625,-0.0276425,0.047578,-0.0637498,0.0205386,0.0645328,-0.00143794,0.00390052,0.0169374,0.0180366,0.0407072,-0.00501815,0.0203137,-0.0172731,15.454,-0.0325794,0.00848686,-0.0184227,-0.00852029,0.00885576,0.00145181,0.167757,-0.0130572,0.131164,-0.597016,-2.4998,0.530144,-0.573055,0.63732,-0.0536656,0.13086,0.178002,0.0346344,0.0581506,0.101231,0.114592,0.148699,-0.0434428,0.276021,-0.195998
2479.51,0.952633,0.611271,3,7,0,-2469.49,-1.41989,0.026826,0.0154978,-0.152665,0.0128541,0.0607237,-0.0203785,0.0163004,0.0118039,-0.0336887,-0.125128,-0.182031,0.0841789,-0.0194626,0.0377006,-0.0748717,0.0290316,0.0734951,0.00406983,-0.00974229,0.0172539,0.0256414,0.0311233,0.00328341,0.0227339,-0.0417464,15.6625,0.126264,-0.00447594,-0.0253689,-0.00809474,0.0806644,-0.00732845,0.110787,0.00851164,0.151922,-0.601815,-2.44305,0.521852,-0.49249,0.547928,-0.0718531,0.161851,0.202356,0.0267306,-0.00368619,0.0762957,0.116882,0.0808994,-0.052437,0.252384,-0.473695
2480.1,0.881864,0.611271,3,7,0,-2468.05,-1.40908,0.0224409,0.0348972,-0.135475,0.0238622,0.0385177,-0.0107463,-0.00231725,-0.00374056,-0.0567953,-0.108769,-0.192179,0.0842374,-0.0252587,0.0310168,-0.0815789,0.0158708,0.0518252,0.00611866,-0.00974777,0.0443685,0.0340846,0.0545318,-0.00885415,0.0315519,-0.024287,15.7404,0.0214324,0.000564537,-0.0525792,-0.000810923,0.0359529,-0.00366907,0.0493571,-0.0484476,0.130406,-0.479395,-2.57116,0.44947,-0.526311,0.466309,-0.0687406,0.104065,0.14413,0.0730328,0.0529247,0.220046,0.199301,0.195539,-0.067315,0.435135,-0.275584
2473.26,0.709824,0.611271,3,7,0,-2462.2,-1.45181,0.00703165,0.0317171,-0.163192,0.0392044,0.0371827,-0.0147795,0.0150579,-0.0155878,-0.0578313,-0.125953,-0.187934,0.0974261,-0.0439038,0.0194304,-0.0920442,-0.00729392,0.0648839,0.00819127,0.0215269,0.00316082,0.040499,0.0166526,0.0159396,0.0304911,-0.0405684,15.5866,0.186934,-0.0113802,-0.18222,0.00925052,0.0160339,-0.00202302,0.109416,-0.126631,0.138452,-0.540906,-2.56238,0.552352,-0.660484,0.292112,-0.0807382,0.0772247,0.178168,0.0680254,0.106375,0.052972,0.215879,0.0638293,0.0272291,0.377392,-0.460329
