# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_upload_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.66353
# Diagonal elements of inverse mass matrix:
# 0.000142781, 0.000149383, 0.000145606, 0.00012572, 0.000162704, 0.000122862, 0.000156813, 0.000135156, 0.000157866, 0.000150204, 0.000137348, 0.000137686, 0.00014384, 0.000124208, 0.000135369, 0.000194688, 0.000127229, 0.000126894, 0.000127192, 0.000138629, 0.0001479, 0.000139803, 0.00022382
42.8261,0.858927,0.66353,3,7,0,-31.1861,6.72843,0.163964,-0.129641,0.0114866,-0.131784,0.826028,-0.154705,-0.192324,0.0916134,-0.0282132,0.0364265,-0.089164,0.0222517,0.0948709,0.00970734,-0.0112331,0.01745,-0.00148381,0.0403293,-0.0319712,0.0195364,-0.0181881,0.597557,-0.0560886,0.0019815,0.0369689,-0.0316609,1.13693,-0.673231,-2.56626,0.501718,-0.60095,0.590119,-0.0894953,0.170335,0.258522,0.00580652,-0.0573037,0.0252417,-0.0579375,0.0697393,-0.190793,0.262097,-0.205445
47.9223,0.986162,0.66353,3,7,0,-34.1895,6.72772,0.147351,-0.126726,0.0122803,-0.127089,0.844772,-0.170142,-0.172622,0.114252,-0.016871,0.0155927,-0.0905786,0.000313959,0.0788916,0.00962516,-0.00179293,0.0324425,0.0309494,0.00820415,-0.0181654,0.0282831,-0.0253161,0.598171,-0.0731593,0.00209778,0.032892,-0.0396844,1.15573,-0.711169,-2.06209,0.759012,-0.418265,0.300886,-0.0888252,0.107027,0.213633,0.0258589,-0.00819971,0.0897258,0.0941484,-0.0374495,-0.123142,0.381958,-0.28596
42.8824,0.7279,0.66353,3,7,0,-35.4285,6.71714,0.165058,-0.136638,0.0454483,-0.15262,0.867354,-0.154799,-0.178196,0.0945255,-0.03659,0.0534888,-0.0988138,0.023457,0.0587345,-0.00854664,0.00335777,0.00512274,-0.002372,0.0552214,-0.020567,0.0401849,-0.036283,0.595458,-0.0835836,0.00444753,0.131044,-0.0838523,1.19299,-0.645506,-2.33392,0.465167,-0.72347,0.720508,-0.0944084,0.123567,0.160051,-0.0216803,0.00261738,0.00932662,-0.0290952,0.149763,-0.147576,0.541912,-0.409837
42.1868,0.913611,0.66353,3,7,0,-30.9541,6.74094,0.142875,-0.130635,0.0188844,-0.143673,0.859723,-0.146357,-0.184258,0.112795,-0.0222597,-0.00475753,-0.0856443,0.00178697,0.049096,0.024675,0.0178571,0.00604259,0.0332289,0.019096,-0.0236235,0.00461612,-0.00754413,0.607395,-0.103338,0.00445131,0.038397,-0.0758052,1.14687,-0.595124,-2.28201,0.747039,-0.350296,0.0176151,-0.0801953,0.0686696,0.133248,0.0706967,0.0423243,0.00353905,0.116881,0.00696727,-0.138667,0.0538792,-0.0852152
40.0087,0.721649,0.66353,3,7,0,-26.6175,6.71382,0.159345,-0.131263,0.0334503,-0.132588,0.84011,-0.169698,-0.163231,0.0831962,-0.0238508,0.0619986,-0.0971927,0.0254092,0.0706044,-0.0139559,-0.00611064,0.035358,0.0125348,0.0505065,-0.00268898,0.0480239,-0.0435269,0.581737,-0.0457628,0.000852625,0.0966153,-0.044976,1.16758,-0.683179,-2.11089,0.384831,-0.657265,0.83154,-0.0857293,0.144499,0.190283,-0.00228015,0.0297266,0.159486,0.0798194,0.171611,-0.0593953,0.647213,-0.49166
47.4083,1,0.66353,2,3,0,-35.2993,6.72256,0.155533,-0.125339,0.0268261,-0.140076,0.837047,-0.173952,-0.175629,0.0873665,-0.0323635,0.0468807,-0.0952688,0.0240286,0.0655255,-0.00376112,-0.00890125,0.0258621,0.0170486,0.0432454,-0.0047731,0.0448903,-0.0478393,0.587785,-0.089353,0.00507226,0.078213,-0.072369,1.16167,-0.704897,-2.33341,0.425127,-0.675832,0.655508,-0.0885009,0.135213,0.1769,0.00637476,-0.00191391,0.104134,0.0762986,0.121913,-0.0840279,0.587247,-0.540372
46.767,0.583384,0.66353,3,7,0,-30.5421,6.73572,0.146997,-0.136992,0.025767,-0.131788,0.862683,-0.137886,-0.171247,0.109514,-0.00821149,0.00568974,-0.0886113,0.00180872,0.0554952,0.0115071,-0.00350426,0.0165842,0.0286499,0.026668,-0.0236469,0.00145965,-0.00665572,0.603073,-0.0566793,0.000216185,0.0540334,-0.0350737,1.15224,-0.575323,-2.00835,0.771067,-0.27834,0.173114,-0.0833633,0.0769935,0.151455,0.0313752,-0.0100961,0.0472791,0.10226,0.0382864,-0.140358,0.00644917,-0.0751801
40.2661,0.706499,0.66353,3,7,0,-29.5083,6.74539,0.165633,-0.12981,0.0203122,-0.150268,0.835348,-0.1728,-0.168112,0.0824404,-0.0410442,0.0301315,-0.0948228,0.00934708,0.0489093,-0.0217596,0.0201915,0.0191596,0.0427777,0.0574577,0.016374,0.00391736,-0.0222041,0.592066,-0.0285935,-0.0001486,0.0470753,-0.14084,1.155,-0.638037,-2.24948,0.348102,-0.674052,0.418304,-0.0682157,0.0820297,0.129868,0.0274917,0.158828,0.167197,0.28917,0.252039,0.041352,0.00654295,-0.250808
43.223,0.973221,0.66353,3,7,0,-27.219,6.73872,0.148058,-0.138476,0.0367379,-0.14652,0.849208,-0.179295,-0.176799,0.121419,-0.012161,0.045715,-0.0923897,-0.00692999,0.0711748,-0.0109758,0.0167357,0.0133304,0.0381009,0.0290832,-0.0137317,0.0153938,-0.0110649,0.578445,-0.0285685,-0.00273159,0.097497,-0.0749212,1.17409,-0.762642,-2.04193,0.773474,-0.466865,0.602567,-0.0796853,0.0803598,0.192794,0.0041641,0.078646,0.0706016,0.183238,0.0816664,-0.0814131,0.21462,-0.124985
43.202,1,0.66353,3,7,0,-37.2218,6.71834,0.159029,-0.130018,0.0123695,-0.135218,0.861845,-0.135245,-0.169983,0.0741621,-0.0331559,0.0109135,-0.0916781,0.0415005,0.0570698,0.0212655,-0.00280272,0.0312795,0.0163895,0.0399157,-0.0106158,0.0335748,-0.0404931,0.613213,-0.0896209,0.00468835,0.0243134,-0.0607196,1.15374,-0.498863,-2.34397,0.352512,-0.540109,0.243855,-0.0861678,0.15957,0.153523,0.069929,0.00737169,0.109446,0.0569348,0.0947507,-0.111421,0.427534,-0.457392
45.7134,1,0.66353,3,7,0,-34.0597,6.73115,0.138806,-0.132072,0.051257,-0.149762,0.851247,-0.17647,-0.1792,0.117942,-0.014033,0.0348991,-0.0934507,-0.00700518,0.0589069,-0.00443685,0.0165623,0.0214678,0.0288182,0.036593,-0.0142175,0.0072127,-0.0198675,0.579316,-0.10703,0.00455325,0.14128,-0.0820254,1.16959,-0.734697,-2.09624,0.751176,-0.432611,0.475069,-0.0846829,0.0631826,0.159177,0.0143853,0.0663399,0.080948,0.120248,0.0856715,-0.113528,0.0641532,-0.224414
48.4541,0.976344,0.66353,3,7,0,-37.2745,6.71206,0.150385,-0.152366,0.0224886,-0.141019,0.851641,-0.139603,-0.18915,0.111454,-0.0273337,0.0287116,-0.0802413,0.00841312,0.051502,0.00173189,0.00829764,0.0250081,0.0187588,0.0422691,-0.0184311,-0.00394139,-0.0266046,0.586184,0.0602995,-0.0112159,0.0627015,-0.0451949,1.14597,-0.583335,-2.36235,0.6652,-0.503137,0.40539,-0.0791995,0.0842859,0.139519,0.0102531,0.0181689,0.0642431,0.0424284,0.0726253,-0.164285,-0.12794,-0.300514
