# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_all_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta.28,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28
5432.36,0.953079,0.485399,3,7,0,-5418.97,-1.56325,0.00742634,0.00918024,-0.0764606,0.0442103,0.0346918,0.00380288,0.142129,-0.116424,-0.169088,-0.0452883,-0.000805571,-0.104541,-0.0495097,-0.0764661,0.124459,0.166249,0.0619159,0.00329232,0.0332318,0.0770671,-0.0408909,-0.00248435,0.0380742,0.0122181,0.0154589,-0.00648597,-0.000507417,-0.00225335,7.86056,0.0128593,0.000193117,-0.272789,0.0229179,0.0248124,0.00017209,-0.00745017,0.0365267,-0.606899,-0.405857,-0.240462,-0.0386818,-0.500827,-0.289987,1.02367,0.76076,0.557307,0.0100108,0.175009,0.212634,-0.0723529,0.0329179,0.174502,0.0748421,0.0603326,-0.0441365,-0.0131167,-0.0297614
5439.3,0.92888,0.485399,3,7,0,-5421.68,-1.56346,0.00220851,-0.01059,-0.0853714,0.0532833,0.00747661,0.00165782,0.141705,-0.123999,-0.160445,-0.0409718,0.00768699,-0.117232,-0.0386618,-0.0827073,0.100501,0.157817,0.0750469,-0.0197821,0.0156283,0.081181,-0.0334431,0.00865916,0.0231249,0.00902225,0.0178857,-0.0135069,-0.0077357,-0.0176446,8.16391,0.534348,-0.0366199,-0.357183,0.0321721,0.0179467,-0.00162898,-0.0196712,0.0247717,-0.595883,-0.43834,-0.218587,-0.0541869,-0.388729,-0.406994,0.825651,0.680006,0.652777,-0.0196289,0.14483,0.22606,-0.0777458,0.0239059,0.0702531,0.0113921,0.0224582,-0.12208,-0.168967,-0.233043
5435.31,0.740283,0.485399,3,7,0,-5423.16,-1.53787,0.00479683,-0.00419112,-0.0825904,0.0403387,0.0396538,0.00592452,0.118479,-0.12414,-0.163474,-0.0369418,0.0198212,-0.11112,-0.0541102,-0.0821285,0.114869,0.158711,0.0592693,-0.0143047,0.014912,0.0676505,-0.013865,-0.00296238,0.0302714,0.0169859,0.00522747,-0.0132297,0.0117251,-0.0217713,7.5187,0.299337,-0.0195761,-0.22808,0.0180479,0.0296886,0.000242473,-0.0901543,0.0341811,-0.580875,-0.393974,-0.167119,-0.0476587,-0.476067,-0.370003,0.949441,0.731807,0.513036,-0.0151133,0.125182,0.188701,-0.0320797,-0.00741022,0.101988,0.0541966,-0.0309873,-0.106596,0.16609,-0.287548
5433.6,0.5928,0.485399,3,7,0,-5412.96,-1.55345,0.0109274,-0.00819422,-0.0901485,0.0410653,0.0382939,0.00749266,0.116985,-0.127279,-0.165449,-0.0354883,0.0242081,-0.106159,-0.0585789,-0.0778527,0.10866,0.158955,0.0642577,-0.0171633,0.0174645,0.0583634,-0.0252232,-0.000832593,0.0302608,0.014855,0.000977941,-0.0118946,-0.00423064,-0.00825179,7.54714,0.371153,-0.0231648,-0.251465,0.0192314,0.0263391,0.000486552,-0.10256,0.0313808,-0.572418,-0.370419,-0.154214,-0.0410943,-0.483746,-0.353736,0.895831,0.722,0.550632,-0.0167062,0.117541,0.162313,-0.0590024,-0.000265684,0.102529,0.0446471,-0.0439763,-0.0918108,-0.0898139,-0.108987
5421.37,0.790314,0.485399,3,7,0,-5411.51,-1.52929,-0.000443983,-0.0035261,-0.0895615,0.0355321,0.042696,-0.00101912,0.127819,-0.103108,-0.175819,-0.0384132,0.0292951,-0.112624,-0.0259846,-0.0811571,0.129116,0.174299,0.0735096,0.00228631,0.0179563,0.0579868,-0.0208303,0.0236631,0.0381412,0.0344209,0.0325646,-0.0183143,0.00512289,-0.0164597,7.89759,0.210922,-0.0127941,-0.188122,0.0124327,0.0702529,-0.00355567,-0.056675,0.143175,-0.62602,-0.461568,-0.16265,-0.0553413,-0.374414,-0.296698,1.03054,0.793448,0.631575,0.00863757,0.118319,0.162909,-0.00397302,0.118629,0.172986,0.186355,0.101994,-0.135393,0.0596775,-0.217394
5428.29,1,0.485399,3,7,0,-5407.25,-1.56067,0.00725443,-0.00738462,-0.0828301,0.0427311,0.00716781,0.00885561,0.137417,-0.126238,-0.157715,-0.0339101,0.00451752,-0.115427,-0.021363,-0.0804253,0.0992064,0.162078,0.0669206,-0.0169525,-0.00338183,0.094769,-0.0293426,-0.00610715,0.0170218,0.0156919,-0.00194793,-0.0108819,-0.00624369,-0.0362208,7.52494,0.402208,-0.0263309,-0.297562,0.0253018,-0.00853258,0.00125235,-0.0201017,0.0233663,-0.584335,-0.423089,-0.228243,-0.0594387,-0.322005,-0.390665,0.865661,0.719091,0.585133,-0.0276088,0.125315,0.264091,-0.101695,-0.0594103,0.00776844,0.00452675,-0.103897,-0.137318,-0.177158,-0.478393
5436.58,1,0.485399,3,7,0,-5420.43,-1.54279,0.014733,-0.00781975,-0.0775323,0.0392913,0.0192034,0.0128976,0.134572,-0.134805,-0.155035,-0.0319459,0.0122121,-0.115736,-0.0393812,-0.0840472,0.105558,0.162237,0.063274,0.00145237,0.00975491,0.079743,-0.0304722,-0.0119596,0.0297648,0.000573911,-0.000713419,-0.0112837,-0.00349299,-0.0281677,7.70795,0.323364,-0.0202622,-0.277338,0.0234554,-0.0234143,0.00376582,-0.0435163,0.0247783,-0.589769,-0.423826,-0.192907,-0.0609011,-0.439064,-0.407156,0.906308,0.735399,0.561517,-0.0104143,0.130856,0.221364,-0.100228,-0.067535,0.0644077,-0.0716137,-0.0827018,-0.122535,-0.113775,-0.37203
5436.47,0.832774,0.485399,3,7,0,-5421.79,-1.56061,-0.00692415,-0.0127701,-0.0987015,0.0562113,0.0271297,-0.00377711,0.133036,-0.110622,-0.163701,-0.0581746,0.0200862,-0.105924,-0.0445528,-0.083979,0.120787,0.158461,0.0824695,-0.0315014,0.0165627,0.0697769,-0.0261863,0.0156736,0.0241032,0.0247548,0.0255984,-0.0116101,0.00322199,-0.0117437,7.99799,0.588914,-0.0404313,-0.329677,0.0276852,0.0631518,-0.00427048,-0.0575215,0.0454255,-0.569535,-0.468241,-0.187378,-0.0303404,-0.418027,-0.368639,0.949512,0.670182,0.703422,-0.0199147,0.131178,0.194539,-0.0303473,0.0831564,0.115966,0.14073,0.0887075,-0.088176,0.0349518,-0.155107
5427.68,0.780412,0.485399,3,7,0,-5418,-1.5558,0.0195956,-0.0113584,-0.0819269,0.0628417,-0.000398224,-0.00234612,0.129242,-0.138441,-0.140204,-0.054637,0.0190765,-0.109002,-0.0486665,-0.0751889,0.106019,0.157148,0.0558453,0.000127098,0.00190332,0.0824362,-0.0310227,-0.00778587,0.0159491,0.0136355,-0.00716771,0.00348986,-0.00384288,-0.0293813,7.80968,0.626361,-0.0415005,-0.481676,0.0447238,0.00301782,-0.0012447,-0.0895767,-0.0392381,-0.538142,-0.457442,-0.161258,-0.0527033,-0.46899,-0.33038,0.925381,0.722354,0.495485,-0.00599148,0.119118,0.228412,-0.0889117,-0.0373679,0.037191,0.0339162,-0.079861,-0.0348674,-0.122189,-0.388058
5429.25,0.99058,0.485399,3,7,0,-5411.99,-1.54978,-0.00242427,0.00444918,-0.0645503,0.0607831,0.00494933,0.00966008,0.129291,-0.0966153,-0.166378,-0.0336836,0.0196949,-0.120199,-0.0540667,-0.079641,0.11655,0.145879,0.0834368,-0.0159953,0.00529725,0.0662153,-0.0347175,0.00658857,0.0395791,0.0102981,-0.00292067,-0.00802481,0.00309652,-0.0142904,7.89666,0.422831,-0.031891,-0.317971,0.0334716,-0.00787239,0.000777625,-0.0118242,0.112307,-0.600657,-0.44391,-0.176181,-0.0501881,-0.490323,-0.348951,0.928867,0.602703,0.713414,-0.0146595,0.103594,0.183393,-0.0728164,0.0302835,0.14102,0.0191693,-0.0567455,-0.0709311,0.028017,-0.188742
5431.59,0.841191,0.485399,3,7,0,-5407.62,-1.54157,0.00427119,0.00789088,-0.0629618,0.0652121,0.0148293,0.00687889,0.125083,-0.0984857,-0.162212,-0.0333668,0.0205586,-0.117166,-0.0501379,-0.0743465,0.119307,0.159595,0.0823453,-0.00840428,0.0105593,0.0690856,-0.0306502,0.000444812,0.0284802,0.00747785,0.0131343,-0.0160912,0.00923604,-0.00516589,7.93512,0.371957,-0.0268009,-0.385284,0.0386102,0.00807384,-8.99812e-05,-0.0225925,0.123787,-0.588698,-0.431547,-0.182283,-0.0491699,-0.494859,-0.277988,0.957755,0.676734,0.717762,-0.0056951,0.116967,0.191307,-0.0644585,0.0145554,0.109841,0.0229769,0.0275224,-0.0973707,0.153066,-0.0682293
5433.16,0.9709,0.485399,3,7,0,-5417.61,-1.54405,0.00505341,0.00942778,-0.0676933,0.0678271,0.0305564,0.00916438,0.12335,-0.121708,-0.185595,-0.0293254,0.0107364,-0.120221,-0.0357266,-0.0760697,0.104061,0.163037,0.075111,-0.0111373,0.0182611,0.0710213,-0.0306968,0.00343,0.0321106,0.00815943,0.0088091,-0.00439877,0.00325639,-0.0313709,7.86346,0.350798,-0.0238945,-0.446026,0.0420148,0.0208277,0.000261596,-0.0585025,0.0746508,-0.664217,-0.415646,-0.213131,-0.0606683,-0.387605,-0.332527,0.854856,0.714936,0.648139,-0.0128946,0.136583,0.197108,-0.0691784,0.0138343,0.108262,0.0062388,-0.0125152,-0.0788543,-0.000858389,-0.414336
5433.66,0.844472,0.485399,3,7,0,-5414.82,-1.56889,0.00325325,-0.0242763,-0.109097,0.0307076,0.0161411,-0.00239234,0.147239,-0.120723,-0.143107,-0.0568801,0.0198921,-0.105429,-0.0460604,-0.0887691,0.121051,0.160314,0.0710208,-0.0157839,0.00719744,0.0807616,-0.0303632,0.00191328,0.0275248,0.0169629,0.0157404,-0.0206938,-0.00304132,-0.010299,8.09243,0.500533,-0.0324101,-0.19551,0.012357,0.0323034,-0.00218006,-0.0297334,0.0178647,-0.528649,-0.471835,-0.176545,-0.0366907,-0.462936,-0.413326,0.994543,0.704899,0.622216,-0.0157571,0.126859,0.225008,-0.0716698,0.0057986,0.0896929,0.0533721,0.00854968,-0.147866,-0.0726678,-0.136026
5431.12,0.788222,0.485399,3,7,0,-5415.63,-1.53301,-0.00115205,0.00832733,-0.0667192,0.0666778,0.0324279,0.0155607,0.122804,-0.12107,-0.174871,-0.0250757,0.00322464,-0.102194,-0.033664,-0.0739886,0.106787,0.168028,0.0719818,-0.0157663,0.0193027,0.0711357,-0.025887,0.00656659,0.0270889,0.00491124,0.00983556,-0.00504325,-0.0064244,-0.0314438,7.80323,0.355469,-0.0246814,-0.449029,0.0419189,-0.00446439,0.00321782,-0.0379317,0.0630456,-0.598131,-0.344973,-0.235103,-0.0421124,-0.37248,-0.309695,0.884659,0.75136,0.618289,-0.0193142,0.139163,0.198283,-0.0640326,0.0113111,0.0763656,-0.0224961,-0.0185643,-0.0934127,-0.171477,-0.415299
5427.56,0.886228,0.485399,3,7,0,-5413.4,-1.58033,0.0105382,-0.0204619,-0.109756,0.0285445,0.0228417,-0.0110116,0.13007,-0.120827,-0.142044,-0.0638925,0.0248589,-0.113932,-0.0393753,-0.0901235,0.11137,0.154058,0.0730085,-0.0104943,0.0104866,0.0774553,-0.0365041,0.00143083,0.0392479,0.0214253,0.0199645,-0.00840418,0.00640553,-0.0426337,7.92145,0.41125,-0.0251254,-0.181646,0.0101567,0.0733645,-0.00606807,-0.0786145,0.0139203,-0.552476,-0.532194,-0.156478,-0.0509598,-0.414947,-0.445768,0.909231,0.666522,0.634656,-0.0121471,0.129434,0.215126,-0.0775779,0.0167221,0.142056,0.0776063,0.020764,-0.11983,0.0337025,-0.563092
