# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_all_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,theta_1.25,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,gamma.1,gamma.2,gamma.3,gamma.4
266.718,0.972476,0.347516,4,15,0,-235.726,6.72513,6.58472,6.66648,6.64105,6.69682,6.93231,6.58654,6.83292,6.27637,6.75089,6.74052,6.97859,6.91928,6.57511,6.45955,6.34745,6.66029,6.43796,6.91697,6.29058,6.65594,6.99235,6.64187,6.44078,6.63336,6.67055,6.83029,6.30346,6.47337,6.7895,6.67499,6.61286,6.82994,6.43045,7.16399,6.79964,6.5333,6.87313,6.97706,6.81076,6.3024,6.93609,6.3696,6.43965,6.79316,6.78373,6.29348,7.23421,6.71873,6.68369,7.09341,6.83658,0.00313007,0.0520406,0.0443056,-0.0136797,0.0266472,-0.0934176,0.169727,-0.0838895,0.0713136,-0.0441706,0.0116891,-0.0991682,0.819831,-0.155947,-0.141742,0.0997135,-0.0996243,0.0325202,-0.0662286,-0.00103361,0.0639172,0.000816065,-0.00345852,0.0107005,0.0260032,0.0307447,-0.0038919,0.0111441,-0.037052,0.552714,0.235415,0.561834,-0.0397236,-0.175191,0.014062,-0.0791089,0.00613679,0.107716,-0.0847225,1.12927,-0.726544,-2.06145,0.356473,-1.18403,0.469849,-0.0670058,0.0864327,0.176582,0.00759754,-0.00579614,0.0330787,0.0971909,0.0567936,-0.0935091,0.0818906,-0.420428,-0.00530814,0.0176575,0.339995,-0.00255322
266.31,0.903321,0.347516,4,15,0,-226.96,6.49376,6.55681,6.92881,6.94912,6.65688,6.86078,6.5804,6.77893,6.50844,6.80735,6.92872,6.91117,6.96599,7.08154,6.47587,6.46872,6.72647,6.55488,6.91704,6.49786,6.6913,6.92368,6.72325,6.45417,6.59826,6.86947,6.70618,6.5979,6.83351,7.00144,6.57364,6.518,6.99577,6.23304,7.25262,6.63707,6.38088,6.68086,6.82883,6.58834,6.44057,6.95573,6.16452,6.53916,6.74782,6.60057,6.08106,7.08286,6.71259,6.66251,6.73546,6.83433,-0.0070553,0.0445601,-0.0802605,-0.0304508,0.0388139,-0.101972,0.20054,-0.090671,0.0568996,-0.0574525,-0.000203676,-0.0927674,0.849311,-0.167023,-0.157363,0.0808449,-0.0521748,0.0082907,-0.0337311,0.0139815,0.0621532,-0.00998074,0.000765053,0.0146429,0.0353617,0.00837856,-0.0230682,0.00859858,-0.0134835,0.56074,0.18403,0.582693,-0.0414684,-0.214616,0.0213726,-0.0341237,-0.00131459,0.0449632,0.00665029,1.12508,-0.836072,-2.2262,0.443091,-0.62204,0.182774,-0.0399182,0.115631,0.172516,-0.0340961,-0.0141954,0.0200843,0.107906,-0.0466886,-0.145205,0.101274,-0.152997,-0.008956,0.0452908,-0.560473,-0.00568343
267.783,0.750998,0.347516,4,15,0,-220.624,6.45417,6.5427,6.64427,6.78653,6.69214,6.89194,6.55216,6.82401,6.38624,6.49382,6.67163,6.9694,6.8701,6.84984,6.50018,6.42927,6.77436,6.52912,6.87517,6.34943,6.64813,6.86765,6.72019,6.47497,6.59972,6.61833,6.83357,6.55481,6.51519,7.19261,6.58759,6.48171,6.91858,6.30797,7.19736,6.67082,6.53666,6.79461,7.05015,6.67564,6.284,6.92294,6.16211,6.39773,6.73163,6.9744,6.18884,7.10535,6.66509,6.75027,6.9031,6.83898,0.0402288,0.0230544,0.0191224,-0.0908399,0.00409712,-0.0953924,0.182741,-0.0798727,0.0901198,-0.0720421,0.0201476,-0.10425,0.818235,-0.155992,-0.164146,0.10293,-0.107888,0.0135752,-0.0481293,-0.0081851,0.0584395,-0.0119137,-0.00892257,0.012331,0.00937617,0.00698081,-0.0132584,0.0107239,-0.00917875,0.551667,0.209665,0.453384,-0.0329627,-0.318745,0.0274514,0.0424442,-0.0061784,0.141074,-0.0871574,1.12487,-0.768782,-2.44104,0.400965,-1.16516,0.261324,-0.0502705,0.0639359,0.161035,-0.0419393,-0.0359684,0.0244047,0.0128994,-0.0141987,-0.0801056,0.145565,-0.104151,-0.0135009,0.00884162,0.231991,-0.0169547
268.566,0.805434,0.347516,4,15,0,-234.11,6.5543,6.69923,6.89106,6.8402,6.62797,6.9799,6.59035,6.78056,6.40776,6.81142,6.80089,6.9576,7.01022,6.95687,6.49175,6.34277,6.70299,6.58032,6.96622,6.43181,6.64019,7.06865,6.65071,6.4832,6.62591,6.62279,6.69435,6.50795,6.63027,6.71116,6.7297,6.58689,7.06788,6.24252,7.24266,6.62585,6.43973,6.73221,6.72841,6.68264,6.30834,6.98514,6.36461,6.57461,6.77783,6.30161,6.29023,7.17543,6.83569,6.70791,6.9617,6.75465,-0.0327398,0.0739493,0.0235085,0.000123506,0.0594883,-0.0999022,0.186428,-0.0841449,0.0656245,-0.0323297,0.000812287,-0.0690896,0.842864,-0.177818,-0.147024,0.10061,-0.05326,0.00990893,-0.0398636,0.0116039,0.0657784,0.00948401,-0.000525648,0.0248046,0.0337699,0.0217528,-0.00811441,0.0171854,-0.019128,0.56097,0.239715,0.684394,-0.0476295,-0.125211,0.0129643,-0.126581,0.0110617,0.0587909,0.0555453,1.12923,-0.868976,-1.9332,0.543726,-0.65641,0.217209,-0.0365186,0.115919,0.181742,0.0509076,0.0303572,0.105169,0.154019,0.0503122,-0.0679573,0.222129,-0.217044,-0.017098,0.0348899,0.172992,2.30515e-05
270.232,0.907761,0.347516,4,15,0,-231.849,6.47898,6.59884,6.71916,6.72041,6.67842,6.74527,6.51261,6.79255,6.30024,6.63286,6.77043,6.91246,6.89554,6.75473,6.48847,6.10376,6.85479,6.46404,6.96002,6.31011,6.68968,6.82595,6.73573,6.43493,6.57498,6.68488,6.79517,6.39504,6.57191,6.93753,6.62204,6.51977,6.80461,6.36849,7.26396,6.61106,6.55254,6.79828,6.76516,6.7108,6.30771,6.92955,5.85043,6.32392,6.76884,6.85685,6.15522,7.1752,6.63177,6.75522,6.94461,6.86366,0.0190766,0.0478924,-0.00151676,-0.0374039,-0.000653911,-0.0746164,0.193737,-0.0899057,0.0834896,-0.0556816,0.0122931,-0.10367,0.829072,-0.145491,-0.161546,0.105407,-0.0888697,0.0309374,-0.0608826,0.00876634,0.0469642,-0.0103279,-0.0120022,0.00999403,0.00906164,0.0105768,-0.0204437,0.00920516,-0.0297823,0.549726,0.205901,0.165267,-0.0142622,-0.202811,0.0182555,-0.0107109,-0.00078857,0.102344,-0.0601858,1.13599,-0.727098,-2.30353,0.490127,-1.04577,0.428468,-0.073811,0.0830378,0.130591,-0.0675182,-0.0876402,-0.0318522,-0.044826,-0.0636186,-0.167962,0.069718,-0.337939,-0.00293815,0.0272357,0.0263721,-0.00698119
270.277,0.963706,0.347516,4,15,0,-234.956,6.66873,6.55482,6.83478,6.80433,6.64523,6.8675,6.58205,6.77907,6.28831,6.88456,6.77951,6.94272,6.8925,7.02875,6.47751,6.5675,6.72887,6.62788,7.01224,6.37013,6.62298,7.01416,6.66995,6.39179,6.60959,6.47905,6.73474,6.61093,6.68038,6.85748,6.59738,6.5587,6.99928,6.32583,7.23576,6.70538,6.46482,6.72776,6.84354,6.67128,6.44781,7.00848,6.57845,6.6505,6.74551,6.46773,6.07615,7.10659,6.83659,6.79459,7.00913,6.8062,-0.0388181,0.0695171,-0.036682,-0.0352933,0.0433822,-0.111425,0.188211,-0.0775023,0.0701611,-0.0247421,0.0139216,-0.0721356,0.841369,-0.163367,-0.14883,0.0860294,-0.0513025,0.00136877,-0.0726704,0.0138417,0.0779022,-0.00934059,-0.00383327,0.0117543,0.021464,0.0164491,-0.00947397,0.00108235,-0.0191774,0.560443,0.24558,0.907098,-0.0637017,-0.185933,0.0183087,-0.132721,0.013045,0.0852281,0.00964844,1.14718,-0.768059,-2.02693,0.503437,-0.652342,0.15342,-0.073447,0.136366,0.214505,-0.0277629,-0.0168926,0.0251758,0.0666435,0.00600484,-0.0938843,-0.0313294,-0.217605,-0.0295808,0.0480777,-0.234702,-0.00658725
269.296,0.919008,0.347516,4,15,0,-236.955,6.55344,6.57704,6.84115,6.77328,6.61043,6.88154,6.49815,6.71907,6.3336,6.84585,6.78937,6.97658,6.89383,7.11411,6.46579,6.41235,6.82552,6.63768,7.01051,6.41254,6.65445,6.98288,6.70271,6.43461,6.69274,6.49709,6.84807,6.5402,6.68158,6.69909,6.67285,6.51849,6.98591,6.33692,7.26548,6.6652,6.50489,6.81564,6.83222,6.60378,6.51382,6.94213,6.40274,6.66909,6.8217,6.40873,6.06086,7.12457,6.80687,6.77362,7.01606,6.81169,-0.00988113,0.0764943,-0.0125965,-0.0292426,0.0255841,-0.12377,0.179764,-0.0708389,0.0605796,-0.0392321,0.0154442,-0.0708299,0.842987,-0.16246,-0.157607,0.0949049,-0.066231,0.00085066,-0.0672102,0.0132657,0.0795455,-0.00883027,-0.00292708,0.00719039,0.0206882,0.0264852,-0.00521547,0.00410584,-0.0256921,0.556744,0.213388,1.13722,-0.081205,-0.271781,0.0266898,-0.0954321,0.00677082,0.10289,0.00858335,1.15293,-0.771568,-2.17303,0.51013,-0.788709,0.158436,-0.0664727,0.136979,0.218957,-0.0200889,-0.00633662,0.0211618,0.0771131,0.0509955,-0.0825314,-0.00019105,-0.291528,-0.0137225,0.0457607,-0.0634104,-0.00545793
250.357,0.750858,0.347516,4,15,0,-219.228,6.5272,6.6842,6.80209,6.79325,6.7772,6.87575,6.58551,6.8602,6.37233,6.71329,6.61144,6.86993,7.04496,6.83545,6.46162,6.63892,6.47927,6.3442,7.08492,6.50623,6.57625,7.04135,6.65441,6.36091,6.56035,6.79019,6.72646,6.66611,6.54991,7.15305,6.64376,6.57064,6.87392,6.2266,7.25491,6.98584,6.48976,6.78642,6.95786,6.58763,6.32423,7.01832,6.26206,6.50962,6.70331,6.75111,6.44565,7.14824,6.80593,6.61389,7.04382,6.94997,0.0440618,0.0429712,0.0265806,-0.0474055,0.0223319,-0.101797,0.204078,-0.106335,0.0721381,-0.0467171,0.000240769,-0.0999517,0.844752,-0.171187,-0.159744,0.0875428,-0.080495,0.016344,-0.0362046,0.0256653,0.0523253,0.0256874,-0.0208928,0.0154331,0.00561808,0.0181553,6.14731e-05,0.00515444,-0.041262,0.565398,0.198473,0.403373,-0.0312021,-0.00806886,0.00145958,-0.0771732,0.00537044,0.0631973,-0.0160291,1.12685,-0.845119,-2.38409,0.357658,-0.897933,0.283901,-0.0452237,0.1256,0.14422,0.0445865,-0.082675,0.0195968,-0.0241487,-0.00239918,-0.0888421,-0.0229549,-0.468199,0.0044503,0.0174967,0.243319,-0.00884792
261.298,0.988898,0.347516,4,15,0,-212.508,6.54009,6.59571,6.80808,6.93359,6.69621,6.92651,6.60813,6.7922,6.27475,6.66013,6.64173,6.84074,6.91617,7.01231,6.46809,6.47172,6.88463,6.43058,6.98209,6.40912,6.67874,6.94274,6.70262,6.37157,6.64408,6.53058,6.77674,6.73858,6.84837,7.1877,6.35729,6.58579,6.95715,6.29712,7.17581,6.92634,6.41461,6.78899,6.96963,6.66965,6.33139,6.93006,6.43768,6.381,6.75836,6.43348,6.529,7.19774,6.79434,6.74375,6.89246,6.72275,-0.0337202,0.0362246,-0.0558327,0.00121904,0.0185795,-0.0915264,0.180576,-0.0909472,0.0692275,-0.0542974,-0.0132994,-0.0824069,0.835086,-0.173459,-0.164019,0.111306,-0.0823929,0.00347654,-0.0475811,0.0191732,0.0525538,0.0172252,-0.0218677,0.000221205,0.0135767,0.0114157,0.0124026,0.0132244,-0.00672638,0.567958,0.231253,0.421292,-0.0315173,-0.100227,0.00912863,-0.0393306,0.000374717,0.0199901,-0.0104584,1.14228,-0.849779,-2.29959,0.540753,-0.904496,0.154301,-0.0355415,0.111617,0.143418,0.0622647,-0.0208142,0.0515762,0.114884,0.0841131,0.0663687,0.191087,-0.076324,-0.0128157,0.0341583,-0.412374,0.000227526
256.389,0.868406,0.347516,4,15,0,-218.067,6.41248,6.57956,6.86133,6.8935,6.61304,6.94195,6.58233,6.87519,6.4939,6.70883,6.83821,7.02192,6.91609,6.96576,6.4229,6.61685,6.63714,6.57468,6.9567,6.50805,6.51545,6.95942,6.62216,6.39548,6.79883,6.67229,6.76015,6.2624,6.55213,6.96006,6.78228,6.55423,7.06149,6.36037,7.31183,6.5392,6.44429,6.66224,6.84053,6.70957,6.21493,6.94117,6.1609,6.48295,6.74496,6.94689,6.00824,7.10594,6.75132,6.78545,6.99822,7.00574,0.000541351,0.0248977,-0.0543376,-0.130782,0.0311713,-0.0798238,0.174886,-0.072187,0.0907303,-0.050252,0.016563,-0.100878,0.821321,-0.179815,-0.154978,0.0988511,-0.0591861,0.0253951,-0.0310506,-0.00722919,0.0660352,-0.0201572,0.00613783,0.0486049,0.0126908,-0.00591242,-0.0260775,0.0307208,-0.0337,0.540551,0.238104,0.361066,-0.025214,-0.379407,0.0340929,-0.0376966,0.00332642,0.116916,-0.00547046,1.10759,-0.914651,-2.09547,0.539141,-0.733064,0.368762,-0.0484734,0.0797042,0.18299,-0.0700801,-0.0196582,0.0942978,-0.0497864,-0.136119,-0.182554,0.398324,-0.382393,-0.0441527,0.028909,-0.268878,-0.0244096
