# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/vi_beta_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_sens_pdw2_pcount_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.413791
# Diagonal elements of inverse mass matrix:
# 0.00326174, 0.00250598, 0.00164118, 0.00278927, 0.00369772, 0.00443569, 0.00586816, 0.00129273, 0.00488669, 0.00601915, 0.00953509, 0.00213236, 0.00312371, 0.0091547, 0.00198286, 0.0050682, 0.00416572, 0.00453868, 0.00438699, 0.00419429, 0.00968092, 0.00685693, 0.00375285, 0.00386532, 0.0036921, 0.00724414, 0.0042522, 0.0105741, 0.00675311, 0.0113095, 0.0126478, 0.00480178, 0.00719885, 0.00193311, 0.00261953, 0.00738061, 0.00221739, 0.00431375, 0.0048168, 0.00261327, 0.0129908, 0.00479311, 0.0100899, 0.00390779, 0.00164711, 0.00694532, 0.0190528, 0.00333517, 0.00391924, 0.00576713, 0.00333734, 0.0169122, 0.000598335, 0.000591902, 0.000763703, 0.000680669, 0.000147222, 0.000125751, 0.000136578, 0.00010398, 0.000127112, 0.000117458, 0.000120365, 0.000111831, 0.000165878, 0.000110533, 0.000141552, 9.70977e-05, 0.000125937, 0.00013973, 0.000113538, 0.000109242, 0.000104904, 0.000103733, 9.77422e-05, 0.00010132, 0.000102047, 0.000115429, 9.00779e-05, 0.000128107, 0.0233665, 0.00030795
5620.94,0.590645,0.413791,3,7,0,-5572.5,-1.83803,-1.70086,-1.50783,-1.52211,-1.57414,-1.49781,-1.52268,-1.50078,-1.81725,-1.63503,-1.63649,-1.33044,-1.54182,-1.6446,-1.71064,-1.72282,-1.65017,-1.76114,-1.49938,-1.54038,-1.88517,-1.5135,-1.80659,-1.81572,-1.65094,-1.36048,-1.50349,-1.58098,-1.27775,-1.40006,-2.08274,-1.58099,-1.39137,-1.78166,-1.25324,-1.34704,-1.70547,-1.4811,-1.59558,-1.66113,-1.94313,-1.68263,-1.6936,-1.6278,-1.43064,-1.50354,-1.93803,-1.39653,-1.52189,-1.56719,-1.58201,-1.09299,-0.0141978,0.0828359,-0.0381478,-0.0131937,-0.0225872,0.0311717,0.116947,-0.10474,-0.174747,-0.0810353,0.00972908,-0.128985,-0.10603,-0.0881953,0.144775,0.161007,0.0589551,0.00260457,0.0272301,0.0657897,-0.0339689,0.00646337,0.0329624,0.016829,0.0126314,0.00971106,0.00971413,-0.0187626,0.127229,8.09465,-0.0115709,0.00261822,-0.109135,-0.00532046,-0.629271,-0.511263,-0.214451,-0.0398647,-0.712405,-0.343803,1.16097,0.744971,0.523426,0.0127124,0.141824,0.175401,-0.0420982,0.0730147,0.171987,0.122985,0.0707633,0.0354208,0.136051,-0.24759,-0.00771587,0.0567689,-0.269567,-0.00246019
5611.68,0.72108,0.413791,3,7,0,-5577.54,-1.76174,-1.61388,-1.47349,-1.49895,-1.67245,-1.46934,-1.4967,-1.46718,-1.85004,-1.82082,-1.45875,-1.3764,-1.59187,-1.3808,-1.71422,-1.64655,-1.58945,-1.76709,-1.42536,-1.57173,-1.74626,-1.56878,-1.73177,-1.62623,-1.5412,-1.58756,-1.38396,-1.64559,-1.34843,-1.38925,-1.82018,-1.66199,-1.54415,-1.81058,-1.20917,-1.65439,-1.77899,-1.23936,-1.64445,-1.70555,-1.72391,-1.87636,-1.71263,-1.55487,-1.39466,-1.39364,-1.96044,-1.39909,-1.50941,-1.59311,-1.66596,-1.32935,-0.0421845,0.0649738,-0.0332002,-0.00451726,0.00635913,0.0398897,0.144439,-0.0803061,-0.155691,-0.0654137,-0.00690471,-0.125687,-0.0723025,-0.0880484,0.136577,0.166521,0.0569692,0.00366462,-0.00468373,0.0700426,-0.019363,-0.00843317,0.0261544,0.0104534,0.00876474,0.00212516,0.0043148,-0.0244401,0.108682,8.52117,-0.027793,0.00725443,0.0295048,0.0618814,-0.585058,-0.486933,-0.267097,-0.0508107,-0.569873,-0.356143,1.13008,0.780741,0.509131,0.00311841,0.0827921,0.188671,-0.0397527,-0.0111303,0.106259,0.047369,0.0164592,-0.0259153,0.0306694,-0.32251,-0.0198074,0.0453392,-0.241525,-0.000842319
5604.32,0.923515,0.413791,3,15,0,-5568.72,-1.933,-1.60137,-1.49475,-1.61662,-1.46384,-1.60093,-1.4699,-1.49,-1.90764,-1.85742,-1.44671,-1.32747,-1.49532,-1.78967,-1.63117,-1.83092,-1.65477,-1.72685,-1.54872,-1.59548,-1.89877,-1.52414,-1.76474,-1.82082,-1.56208,-1.40565,-1.34283,-1.41572,-1.36455,-1.24851,-2.15582,-1.44998,-1.37971,-1.74666,-1.20045,-1.28459,-1.67908,-1.54113,-1.66897,-1.70729,-2.1786,-1.60353,-1.71962,-1.61713,-1.45138,-1.75891,-2.01925,-1.33335,-1.63702,-1.52235,-1.41117,-1.28128,0.00288516,0.0836637,-0.00733058,-0.00256541,0.00283003,0.0152286,0.116511,-0.102903,-0.172661,-0.0727493,0.0281452,-0.139202,-0.103306,-0.0771533,0.105765,0.159828,0.068756,-0.010523,0.0193196,0.0760957,-0.0284222,0.016812,0.0447168,0.0107417,0.00614475,0.000605987,0.00188847,-0.0108916,0.17641,8.01346,0.0761065,-0.00480168,-0.121182,0.030964,-0.633091,-0.483857,-0.160744,-0.0607971,-0.624848,-0.329981,0.835989,0.722021,0.601482,-0.000962901,0.138948,0.202823,-0.0315036,0.09187,0.194748,0.0599484,0.0182317,-0.0136409,0.0130631,-0.143725,0.00303602,0.0489046,-0.0517708,-0.000478365
5603.71,0.862053,0.413791,3,15,0,-5556.29,-1.93208,-1.60585,-1.44588,-1.58301,-1.48028,-1.5634,-1.46636,-1.47063,-1.86282,-1.83676,-1.46528,-1.33444,-1.49367,-1.70208,-1.6432,-1.87009,-1.64909,-1.73728,-1.58604,-1.61136,-1.96171,-1.51367,-1.7624,-1.82737,-1.61385,-1.38551,-1.378,-1.3822,-1.29754,-1.29968,-2.13615,-1.44198,-1.37057,-1.74122,-1.19604,-1.25673,-1.70554,-1.56763,-1.66038,-1.72633,-2.08953,-1.6193,-1.7223,-1.62128,-1.46689,-1.77841,-2.14408,-1.33019,-1.64617,-1.50866,-1.45128,-1.26459,0.00924012,0.0831978,-0.0332081,-0.00753154,0.00060081,0.0151374,0.11712,-0.101174,-0.167451,-0.0653162,0.0266598,-0.141012,-0.100291,-0.0761793,0.112683,0.154614,0.0696753,-0.00547004,0.0171178,0.0870639,-0.0270807,0.00829695,0.0399368,0.0154536,0.0111308,0.0132078,-0.00083364,-0.00845384,0.180424,7.95977,0.0657916,-0.00416478,-0.100472,0.0334492,-0.618567,-0.478211,-0.164671,-0.0603971,-0.628747,-0.305127,0.88607,0.685948,0.619335,0.0103669,0.149167,0.232409,-0.0148423,0.0922537,0.211384,0.127485,0.0783677,0.0638367,-0.0302721,-0.111556,0.00623129,0.0555945,-0.238589,-0.00140438
5608.41,0.898094,0.413791,4,15,0,-5558.33,-1.72055,-1.65302,-1.51036,-1.40719,-1.68404,-1.47469,-1.51512,-1.44669,-1.97357,-1.63949,-1.61617,-1.47802,-1.59797,-1.24643,-1.5629,-1.78915,-1.52509,-1.55214,-1.492,-1.52574,-1.74251,-1.62516,-1.71459,-1.81707,-1.54349,-1.52265,-1.40503,-1.50905,-1.46943,-1.27026,-1.94356,-1.55762,-1.4818,-1.77189,-1.16682,-1.4366,-1.80212,-1.32088,-1.66478,-1.66828,-1.85851,-1.73559,-1.61617,-1.71182,-1.49346,-1.59693,-1.97723,-1.35098,-1.39266,-1.43337,-1.63312,-1.27095,-0.020798,0.0660482,-0.0398498,-0.035055,-0.00319127,0.0196534,0.130672,-0.0995971,-0.177668,-0.0617992,-0.00335249,-0.150934,-0.0963389,-0.105934,0.136953,0.151557,0.0565207,0.00680841,0.00404908,0.0615965,-0.0174676,-0.00916219,0.0366546,0.0159302,0.00575605,-0.00530827,0.00977218,-0.0161443,0.156165,8.10891,0.0430931,-0.00156421,-0.0390581,0.0289302,-0.689233,-0.540798,-0.246698,-0.0710484,-0.677081,-0.526683,1.11068,0.702521,0.502086,0.00692275,0.0892126,0.165377,-0.030012,-0.00616168,0.150502,0.0751452,1.80112e-05,-0.0504477,0.141909,-0.213039,-0.0195122,0.048041,-0.260461,-0.0065366
5612.39,0.884854,0.413791,3,15,0,-5566.9,-1.68956,-1.63149,-1.49565,-1.41522,-1.66122,-1.44925,-1.55545,-1.43986,-1.90363,-1.64632,-1.65617,-1.46333,-1.57647,-1.23796,-1.58428,-1.83063,-1.52494,-1.54546,-1.47895,-1.50266,-1.83766,-1.58478,-1.72027,-1.80105,-1.50509,-1.56405,-1.38948,-1.47079,-1.39551,-1.2654,-1.87593,-1.55948,-1.45278,-1.76621,-1.16916,-1.46889,-1.80542,-1.31514,-1.62673,-1.67887,-1.85528,-1.77553,-1.64408,-1.71961,-1.50008,-1.61918,-1.99534,-1.3007,-1.38726,-1.44352,-1.6036,-1.28582,-0.0129504,0.0743267,-0.0317095,-0.0454867,2.14291e-05,0.0220129,0.124832,-0.103111,-0.183603,-0.0648169,0.00200621,-0.137515,-0.0853707,-0.103303,0.130908,0.158845,0.0641718,0.00465001,-8.36417e-05,0.0618863,-0.0176588,-0.00764151,0.043543,0.0144565,0.00694623,-0.0079377,0.00839816,-0.023189,0.142324,8.03649,0.0370916,-0.000747033,-0.0657011,0.0430834,-0.686092,-0.528402,-0.234379,-0.0613531,-0.619224,-0.508903,1.05787,0.727395,0.563468,0.00228007,0.0809304,0.165984,-0.0341247,-0.00879139,0.164659,0.0496442,-0.0131634,-0.080164,0.104744,-0.306,-0.0196416,0.0506257,-0.189778,-0.00848176
