# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_download_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.558034
# Diagonal elements of inverse mass matrix:
# 0.000125442, 0.000117405, 0.000106471, 0.000115688, 9.61111e-05, 0.000119413, 0.000124146, 0.000110762, 9.97251e-05, 9.14527e-05, 0.000123711, 0.000119, 8.88498e-05, 9.30939e-05, 9.76343e-05, 0.000100637, 0.000112779, 0.000116395, 0.000103227, 0.000104415, 0.000108312, 0.000105824, 9.21743e-05, 8.82799e-05, 0.000101798, 0.000368319
5419.85,0.673538,0.558034,3,7,0,-5409.8,-1.55095,-0.001486,-0.00479264,0.133562,-0.104138,-0.169975,-0.0625407,0.0403327,-0.147891,-0.0749677,-0.0871654,0.140121,0.168115,0.080423,0.0022572,0.00881292,0.0628727,-0.0188086,-0.00058362,0.0225021,0.0253042,0.0370067,-0.00164222,0.0171236,-0.0351193,7.77613,0.14414,-0.0118743,-0.0930656,0.0686764,-0.622688,-0.56031,-0.146813,-0.0640458,-0.594631,-0.326942,1.1026,0.729548,0.693888,0.00817659,0.104578,0.17498,-0.0147788,0.0414102,0.123829,0.161216,0.150463,-0.0545497,0.235848,-0.463598
5427.75,0.943745,0.558034,3,7,0,-5410.01,-1.54483,-0.00663123,0.00301357,0.129155,-0.105504,-0.171852,-0.0440718,0.0175971,-0.115887,-0.0584992,-0.0837348,0.112665,0.172076,0.0641306,-0.0272743,0.0107977,0.0938149,-0.0278155,0.0205488,0.0364204,0.0164394,0.0146115,0.000114752,-0.0104461,-0.0117174,7.97711,0.0251024,-0.00476972,-0.0628542,0.0319989,-0.550301,-0.336184,-0.208757,-0.0349814,-0.42096,-0.379793,0.904797,0.79011,0.557019,-0.015023,0.152996,0.261255,-0.0279497,0.10304,0.162671,0.0928728,0.0485149,-0.0307822,-0.205346,-0.154677
5419.72,0.758686,0.558034,3,7,0,-5409.38,-1.5474,0.00837385,0.000518551,0.154598,-0.090021,-0.171457,-0.054798,0.0123165,-0.132641,-0.0782783,-0.0920606,0.132008,0.138107,0.0686931,-0.0312019,0.0291091,0.0683868,-0.0192775,0.00180842,0.0117308,0.00738374,-0.00305857,-0.0239551,0.0199286,-0.0251989,7.77488,0.147861,-0.0114151,0.0102986,0.0220788,-0.593072,-0.468712,-0.206966,-0.0386304,-0.568603,-0.443106,1.05166,0.582969,0.579899,-0.0397181,0.152917,0.189313,-0.0762281,-0.0399493,-0.016111,-0.0392651,-0.0996611,-0.168708,0.303552,-0.332642
5427.79,1,0.558034,3,7,0,-5410.24,-1.55205,0.00213944,-0.0182895,0.135609,-0.0975064,-0.169795,-0.0731856,0.0268425,-0.129979,-0.0460587,-0.100727,0.110769,0.154231,0.0675165,-0.0227442,0.0212839,0.0807776,-0.0377312,0.0053899,0.0462721,0.00186781,0.0245658,-0.0203681,0.00371581,-0.0254097,7.76284,0.381103,-0.0279497,-0.0868754,0.0293834,-0.612454,-0.531695,-0.167813,-0.0514277,-0.39212,-0.551323,0.878216,0.677729,0.59039,-0.0232812,0.15471,0.224277,-0.0841237,0.0197597,0.155901,-0.0404594,0.0395038,-0.164076,0.0181854,-0.335425
5426.81,0.907549,0.558034,3,7,0,-5416.62,-1.54249,-0.0137054,0.00205306,0.124877,-0.107029,-0.176617,-0.0421877,0.0242884,-0.129474,-0.0734902,-0.0737366,0.133932,0.161961,0.0706997,-0.0210765,0.0160428,0.07854,-0.0157121,-0.00302013,0.0414017,0.0217919,0.00982813,-0.0119413,-0.0147646,-0.0125099,7.65778,0.0388211,-0.00618295,-0.0712603,0.0385231,-0.583051,-0.396104,-0.193292,-0.0424551,-0.542202,-0.252007,1.05901,0.721929,0.604906,-0.0189541,0.142678,0.219404,-0.0280655,0.00366815,0.152401,0.0839938,-0.0131819,-0.109349,-0.282723,-0.165139
5431.41,0.891184,0.558034,3,7,0,-5417.85,-1.56106,0.0123458,-0.013148,0.147807,-0.0886072,-0.181167,-0.0536459,0.0226395,-0.12173,-0.0497542,-0.0785593,0.113619,0.160811,0.0764884,-0.022139,0.0107856,0.0587371,-0.0380093,0.00016876,0.0187887,0.0127911,0.0124428,-0.00917649,0.0103308,-0.0247755,8.01592,0.311262,-0.0212798,-0.0222309,0.0771744,-0.606265,-0.445617,-0.188546,-0.0416499,-0.421316,-0.340752,0.913225,0.691466,0.652548,-0.0215711,0.102063,0.161333,-0.0919944,0.000618776,0.0613119,0.04332,0.0117642,-0.0886486,0.135635,-0.327052
