# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_upload_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.591746
# Diagonal elements of inverse mass matrix:
# 0.000199623, 0.000155881, 0.000131457, 0.00016292, 0.000160737, 0.000197388, 0.000147021, 0.000185267, 0.000165933, 0.000121193, 0.000148316, 0.000141425, 0.000143086, 0.000151431, 0.000174428, 0.0001617, 0.000159434, 0.0001237, 0.000153972, 0.000157357, 0.000149304, 0.000150641, 0.000776153
2478.56,0.833062,0.591746,3,7,0,-2466.7,-1.43495,-0.104158,0.0340065,0.0128861,0.00496875,-0.0628202,-0.13206,-0.186845,0.100668,-0.0147782,0.0239701,-0.0644594,0.00958934,0.0691489,0.00148104,-0.0057424,0.0285004,0.0290617,0.0713367,-0.0117765,0.03676,-0.0197906,15.1264,-0.0600129,-0.000509264,0.103904,-0.0266576,0.125264,-0.556411,-2.29945,0.581097,-0.418658,0.439646,-0.0455564,0.108537,0.187117,0.0616019,0.0648893,0.178381,0.199846,0.27501,-0.0665555,0.52895,-0.223547
2478.25,0.718467,0.591746,3,7,0,-2463.58,-1.43958,-0.097446,0.0528024,0.0037655,0.00845088,-0.0699588,-0.154015,-0.180197,0.111741,-0.032364,0.037846,-0.111571,0.0303801,0.0598951,0.00678884,0.00980973,0.0130869,0.0260695,0.00629682,0.00954075,0.0267228,-0.0139148,16.0705,-0.0721751,0.00269605,0.0817871,-0.092664,0.166055,-0.587682,-2.30509,0.620103,-0.636163,0.489956,-0.0923673,0.142613,0.159988,0.0582854,0.0774991,0.0927086,0.161324,0.0528561,0.0497396,0.385692,-0.157175
2476.97,0.978453,0.591746,3,7,0,-2470.06,-1.43017,-0.104332,0.0339052,0.01423,0.00370884,-0.064516,-0.131551,-0.192635,0.102653,-0.00694422,0.0262645,-0.0617111,0.00551734,0.0681422,0.00263024,-0.00599742,0.0295155,0.0262864,0.0728095,-0.0128058,0.0354045,-0.0199923,15.1858,-0.0658234,0.000246473,0.104843,-0.0139751,0.120306,-0.566084,-2.34093,0.622317,-0.34859,0.464426,-0.0437228,0.0987076,0.184414,0.0626962,0.0613619,0.178341,0.183472,0.276701,-0.0740821,0.507136,-0.225824
2477.13,0.941002,0.591746,3,7,0,-2467.49,-1.42342,-0.0985584,0.038683,0.0163925,0.0141089,-0.0736246,-0.131569,-0.174738,0.107339,-0.0398479,0.031258,-0.0982483,0.00874941,0.0451349,0.00479638,0.00602672,0.0342726,0.0280167,0.0230753,0.0170899,0.0423033,-0.00733352,16.3529,0.0208694,-0.00667669,0.124351,-0.0780982,0.147628,-0.46774,-2.23669,0.521537,-0.675333,0.429733,-0.0674792,0.0777126,0.119085,0.0978248,0.133544,0.233027,0.239688,0.177003,0.123071,0.647001,-0.0828363
2480.42,1,0.591746,3,7,0,-2470.44,-1.43717,-0.116118,0.0357596,0.00219666,-0.00692848,-0.06734,-0.141279,-0.19161,0.121743,-0.0100018,0.0390516,-0.0981058,0.0298246,0.0624676,0.0119549,0.00724468,0.0123325,0.0131536,0.055193,-0.0151889,0.0228102,-0.0181128,15.6636,-0.0274945,-0.00441029,0.0644983,-0.0721724,0.150082,-0.585509,-2.25976,0.756901,-0.430186,0.555466,-0.0839605,0.141449,0.168909,0.0609165,0.052781,0.0732061,0.0812737,0.184136,-0.0969187,0.313762,-0.204595
2477.74,0.86137,0.591746,3,7,0,-2471.95,-1.43449,-0.0828213,0.0410272,0.0226006,0.0123196,-0.0642924,-0.143762,-0.177882,0.0946815,-0.0273523,0.0222965,-0.0691445,-0.000288005,0.0599813,-0.00833853,-0.00868196,0.0315191,0.0416674,0.0277817,0.00753025,0.0457338,-0.00805833,15.9947,-0.0671408,0.00298248,0.138066,-0.0459985,0.136606,-0.580165,-2.29302,0.513346,-0.525864,0.376665,-0.0439233,0.0792331,0.161205,0.050357,0.083557,0.217056,0.290217,0.173273,0.0740754,0.699145,-0.0910234
2480.78,0.840955,0.591746,3,7,0,-2468.46,-1.41811,-0.101448,0.0519387,0.00886465,0.0156971,-0.0665478,-0.133817,-0.179308,0.119996,-0.0165765,0.033711,-0.108803,0.0218524,0.0648819,-0.00025746,0.0118989,0.0357509,0.0205597,0.02673,0.00734473,0.0229126,-0.0103275,15.8325,-0.0817782,0.00324943,0.0930785,-0.0550213,0.162818,-0.497472,-2.11534,0.718579,-0.484941,0.475934,-0.0853043,0.130735,0.173033,0.063876,0.114264,0.194802,0.157136,0.139037,0.0418426,0.334675,-0.116655
2479.71,0.774987,0.591746,3,7,0,-2468.88,-1.4391,-0.10413,0.0336789,0.0014964,-0.017245,-0.0496405,-0.150505,-0.180757,0.0971551,-0.0267766,0.0233149,-0.0660932,0.0196068,0.0682879,0.0143627,0.0041579,0.0134802,0.0276987,0.0430813,-0.0188967,0.0409956,-0.0190974,15.8652,-0.103579,0.00271613,0.0683445,-0.0899734,0.140402,-0.641013,-2.33764,0.533257,-0.508137,0.390748,-0.0550914,0.129493,0.185141,0.0660245,0.0452224,0.0778391,0.144078,0.138685,-0.0983048,0.59727,-0.215716
2474.74,0.69967,0.591746,3,7,0,-2466.66,-1.45255,-0.102684,0.0570377,0.0126082,0.0342268,-0.0667682,-0.131535,-0.19279,0.0922602,-0.0145066,0.0393998,-0.110077,0.0167241,0.0585624,0.0108434,-0.0215995,0.0259083,0.0246825,0.0371255,0.0111864,0.0373366,-0.0122823,15.0994,-0.0921852,0.00519362,0.102991,0.00113871,0.161361,-0.488886,-2.50162,0.506487,-0.511441,0.577933,-0.082704,0.110834,0.157032,0.0863468,0.0356392,0.190683,0.210806,0.206051,0.0744129,0.556633,-0.138736
