# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_normal_sens_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_sens_pdw2_upload_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.616077
# Diagonal elements of inverse mass matrix:
# 0.000130989, 0.000142749, 0.000171109, 0.000170648, 0.000160595, 0.000127687, 0.000206169, 0.000129774, 0.000142262, 0.000170218, 0.000159861, 0.000170184, 0.000157998, 0.000172258, 0.000184679, 0.000146585, 0.000151194, 0.000164374, 0.000158174, 0.000182144, 0.000163953, 0.000145814, 0.000150953, 0.000132784, 0.000180165, 8.07107e-05
-3005.34,0.878959,0.616077,3,7,0,3012.46,5.89874,-0.0525702,0.0667107,0.3876,0.276215,-0.597714,-0.856844,-0.104916,0.837294,-0.0445358,-0.097743,0.167774,0.22884,0.105247,0.0105601,0.0117853,0.0977639,-0.0241592,0.0103639,0.0342637,-0.00231549,0.00265059,0.0117311,-0.0208439,-0.0213881,0.966693,-0.340955,0.0302097,-0.0138205,0.165716,-0.786843,-0.677406,-0.23732,0.933332,-0.535287,-0.329471,1.35911,1.01408,0.909673,0.0114658,0.156074,0.267663,-0.0434271,0.0444941,0.128127,-0.0318531,-0.0104663,0.0109649,-0.406547,-0.282223
-3007.95,0.717361,0.616077,3,7,0,3023.62,5.85999,-0.030089,0.0442054,0.381413,0.229557,-0.62024,-0.839812,-0.0777066,0.832108,-0.0381524,-0.094921,0.159384,0.214732,0.0968064,-0.00187746,0.0189179,0.0864574,-0.0496351,-0.000443338,0.00333929,0.0410857,0.000900944,-0.0458062,-0.00775693,0.00789652,0.975975,-0.196527,0.0177415,-0.125569,0.0816297,-0.830952,-0.653078,-0.142633,0.930553,-0.525247,-0.348829,1.34533,0.931173,0.834402,-0.0138744,0.157038,0.241988,-0.154342,-0.0509249,-0.04874,0.139785,-0.109927,-0.272173,-0.121977,0.104197
-3005.61,0.750431,0.616077,3,7,0,3026.63,5.85628,-0.0284051,0.0643346,0.381327,0.229997,-0.615902,-0.825911,-0.0851467,0.830156,-0.0386251,-0.0915556,0.174987,0.225225,0.116136,-0.00583234,0.0183707,0.0814072,-0.0502007,0.000940419,0.00817166,0.0174552,-0.00595219,-0.0290008,-0.00148274,-0.000513453,0.962245,-0.323501,0.0311102,-0.0811037,0.116249,-0.803813,-0.627041,-0.190741,0.938545,-0.552798,-0.274042,1.44222,0.9468,0.992066,-0.0154982,0.148488,0.226114,-0.150464,-0.0396486,-0.0233822,0.0228236,-0.109521,-0.178382,-0.0270561,-0.00677519
-3002.46,0.902456,0.616077,3,7,0,3018.64,5.86251,-0.0460402,0.0488037,0.378145,0.242586,-0.624778,-0.864773,-0.0952336,0.837988,-0.0331184,-0.088649,0.167288,0.231399,0.0898417,-0.0093012,0.00519183,0.111916,-0.0309855,0.021505,0.0426156,0.0349174,-0.00822961,-0.0145881,-0.0152988,-0.0253022,0.967654,-0.2001,0.016394,-0.120253,0.0747145,-0.831759,-0.660951,-0.215067,0.933421,-0.443763,-0.252897,1.38633,1.0634,0.773933,-0.0119571,0.16299,0.308498,-0.0723636,0.0512566,0.120412,0.111519,-0.137523,-0.14962,-0.316151,-0.333871
-3004.2,0.819529,0.616077,3,7,0,3015.99,5.8952,-0.0417961,0.0569267,0.404261,0.250602,-0.594583,-0.826004,-0.0915298,0.81933,-0.0666004,-0.107485,0.160556,0.211436,0.111871,-0.0169533,0.030626,0.0740769,-0.0383388,-0.0190474,0.0111798,0.00441325,0.0222507,-0.018593,-0.00193201,-0.0189024,0.979625,-0.227361,0.0212628,-0.00075094,0.120672,-0.764011,-0.613411,-0.193284,0.933617,-0.625672,-0.465737,1.29166,0.877863,0.961095,-0.0217797,0.162191,0.205268,-0.118065,-0.0826391,0.0119624,-0.0196582,0.0362984,-0.148247,-0.0689671,-0.249424
-3002.23,0.9725,0.616077,3,7,0,3011.35,5.88622,-0.0334575,0.0597902,0.391363,0.241019,-0.61044,-0.838654,-0.0914249,0.833359,-0.0589106,-0.0967703,0.16327,0.219412,0.108353,-0.00845156,0.0337602,0.0796896,-0.0336939,-0.0238037,0.0163811,0.00391268,0.00784059,-0.0342076,0.0147315,-0.0243907,0.98695,-0.285088,0.0271357,-0.0571775,0.107,-0.801938,-0.625986,-0.192009,0.941525,-0.623565,-0.353627,1.33931,0.931285,0.932206,-0.0243967,0.176513,0.221611,-0.132368,-0.13235,-0.0106567,-0.074477,-0.0729541,-0.234759,0.214282,-0.321844
