# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_download_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.589055
# Diagonal elements of inverse mass matrix:
# 0.000157628, 0.000156928, 0.00015916, 0.000150832, 0.000153894, 0.000145589, 0.000151359, 0.000151326, 0.000148463, 0.000163023, 0.000157633, 0.000147225, 0.000154449, 0.000116488, 0.00014239, 0.000145049, 0.000139296, 0.000160656, 0.00016869, 0.000155923, 0.00014497, 0.000120775, 0.00021188
41.7186,0.680328,0.589055,3,7,0,-22.0471,6.72652,0.0251205,-0.104458,0.021581,-0.15153,0.831917,-0.152818,-0.180645,0.0993865,-0.0178362,0.0194267,-0.0744772,0.012514,0.0322761,-0.00165873,-0.0109149,0.0172255,0.0241693,0.032909,0.00156878,0.012728,-0.0230356,0.590914,0.549367,-0.0390445,0.0373545,0.034605,1.10482,-0.641105,-2.22787,0.633666,-0.388589,0.302724,-0.064228,0.0699349,0.0899426,0.0192437,0.00721293,0.0939743,0.133041,0.111564,-0.0308708,0.14226,-0.260365
40.4732,0.856871,0.589055,3,7,0,-29.794,6.7257,0.0518474,-0.0756322,0.0349066,-0.185536,0.865723,-0.152377,-0.171705,0.128906,-0.00434845,0.0267536,-0.114624,0.0131132,0.0710829,0.039985,0.0151762,0.0267789,0.0279956,0.0485241,-0.0116934,0.0244381,-0.0177359,0.604593,0.188584,-0.0134557,0.0619892,-0.0551391,1.17111,-0.591767,-1.83124,0.821979,-0.373616,0.428017,-0.0954629,0.126276,0.198871,0.157482,0.100502,0.13971,0.158489,0.166996,-0.0760122,0.339671,-0.200464
42.7252,0.981495,0.589055,3,7,0,-29.7175,6.72161,0.0270317,-0.116399,0.0244238,-0.180549,0.860635,-0.175149,-0.188348,0.0755525,-0.0230418,0.0326607,-0.0884156,0.012087,0.0425157,-0.017908,0.000370716,0.0118727,0.0032242,0.0323477,-0.0137251,0.0182188,-0.0414444,0.588643,0.632116,-0.0451482,0.044496,-0.0210391,1.15269,-0.739295,-2.52405,0.452865,-0.493389,0.45531,-0.0930654,0.0826045,0.118201,-0.0631364,-0.0284021,-0.000226772,-0.0425917,0.0342929,-0.149021,0.182358,-0.468435
37.6255,0.792936,0.589055,3,7,0,-26.0968,6.72719,0.0410975,-0.0933915,0.0326345,-0.205246,0.858346,-0.149553,-0.182284,0.118403,-0.0097272,0.0025141,-0.118642,0.01604,0.0722352,-0.00909241,0.0145245,0.0452246,0.037073,0.0415474,-0.0402532,0.0052326,-0.0431916,0.597266,0.399513,-0.0291061,0.05499,-0.126913,1.1646,-0.583878,-2.03212,0.858163,-0.34076,0.162144,-0.128161,0.134304,0.202967,-0.0315542,0.00654798,0.0835647,0.0529094,-0.0151678,-0.309135,-0.0261931,-0.488183
35.0658,0.686713,0.589055,3,7,0,-13.2119,6.73512,0.0291163,-0.0882562,0.0200006,-0.167539,0.854534,-0.148904,-0.183955,0.0581594,-0.0345632,0.0517345,-0.0832813,0.0154391,0.0459845,0.0186094,0.00542235,-0.00744308,-0.0011978,0.0258962,-0.00356601,0.0309868,-0.0170778,0.590221,0.252141,-0.018191,0.0361087,0.0192749,1.12798,-0.611041,-2.69513,0.190727,-0.653277,0.6512,-0.0724604,0.0940976,0.126852,0.0599854,0.0260757,-0.00834091,0.0131394,0.0991364,-0.023772,0.444279,-0.193026
41.6174,0.977749,0.589055,3,7,0,-21.8755,6.73156,0.0409703,-0.0842715,0.0098004,-0.17303,0.852671,-0.150865,-0.18199,0.0913351,-0.023096,0.0405279,-0.0666978,0.0197529,0.0647404,-0.00204325,0.0295238,0.0219172,0.0353689,0.0576785,-0.0121637,0.0134406,-0.0374613,0.588567,0.247072,-0.0182397,0.00848875,0.0128163,1.11773,-0.631645,-2.32199,0.485113,-0.510311,0.538008,-0.0602748,0.130784,0.181514,0.0396063,0.117347,0.0937401,0.156822,0.151907,-0.136824,0.11724,-0.423415
44.386,0.960124,0.589055,3,7,0,-34.1289,6.71535,0.0290092,-0.0909901,0.0290157,-0.186654,0.861823,-0.161946,-0.166788,0.101735,-0.0190821,0.011715,-0.119813,0.0205378,0.0572321,0.0227852,0.00538875,0.0224534,-0.0143668,0.0330802,-0.00176119,0.0268556,-0.0181637,0.602518,0.323127,-0.0241938,0.0458203,-0.0815009,1.17408,-0.619932,-1.99615,0.618585,-0.445452,0.266637,-0.104427,0.121083,0.158402,0.0867958,0.0462181,0.101691,-0.0447003,0.128547,-0.021341,0.376603,-0.205299
42.3742,0.950689,0.589055,3,7,0,-34.7276,6.71005,0.0154949,-0.0787846,0.0150019,-0.186897,0.856045,-0.175169,-0.172068,0.0919469,-0.00862214,0.010012,-0.109773,0.0100776,0.0546415,0.00471365,0.0206819,0.0209882,0.00597089,0.0250878,-0.0116621,0.0392386,-0.0267761,0.616868,0.140612,-0.0128878,0.000517208,-0.0728516,1.15915,-0.689809,-2.0876,0.611874,-0.330956,0.218421,-0.100903,0.0974582,0.152215,0.0364475,0.0728248,0.0737692,0.0155773,0.061754,-0.080176,0.549657,-0.302642
41.1695,0.758923,0.589055,3,7,0,-27.1969,6.73938,0.0139759,-0.0953265,0.0180462,-0.20363,0.860263,-0.17141,-0.161791,0.117755,-0.0152413,0.00792862,-0.0910499,0.0263824,0.0649483,0.0151318,0.000186719,0.0134326,0.00900304,0.0224404,-0.00645946,0.010523,-0.0170391,0.581275,0.296304,-0.0241809,0.00752547,-0.099341,1.15207,-0.729372,-1.8176,0.804392,-0.360386,0.210986,-0.0841097,0.143565,0.178782,0.0485182,0.0092188,0.0481722,0.0329686,0.0547646,-0.0621976,0.122651,-0.192588
35.9524,0.567772,0.589055,3,7,0,-18.7032,6.74168,0.0182962,-0.101094,0.0239309,-0.193826,0.853501,-0.174336,-0.164404,0.094905,-0.0165907,-0.00901566,-0.0711618,0.038537,0.0521045,0.0215716,0.0107714,0.0211704,0.00823213,0.028739,-0.00438053,0.0156667,-0.0279769,0.576347,0.319801,-0.025434,0.0298969,-0.0642908,1.11753,-0.728852,-2.01122,0.6252,-0.279241,0.00112278,-0.0660166,0.152163,0.145352,0.0759493,0.0445596,0.0745135,0.0260059,0.0699197,-0.0707609,0.176053,-0.316215
33.647,0.925942,0.589055,3,7,0,-18.7287,6.70348,0.0564829,-0.0683302,0.0383138,-0.172816,0.86707,-0.148222,-0.193889,0.104972,-0.0303568,0.0562337,-0.116925,-0.0203036,0.0553451,-0.0142837,-0.000739949,0.0234192,0.0251516,0.0555375,-0.00760261,0.0234526,-0.0297534,0.612973,0.103888,-0.00561146,0.0950759,-0.0308367,1.1933,-0.572708,-2.41606,0.558671,-0.709599,0.75403,-0.102383,0.0337406,0.153973,-0.00032669,0.045736,0.121772,0.139499,0.181946,-0.0832812,0.293999,-0.336295
28.7945,0.946127,0.589055,3,7,0,-19.1737,6.73968,-0.0103639,-0.121656,0.028318,-0.190205,0.8335,-0.172891,-0.165097,0.111923,-0.00532176,-0.00385318,-0.0834707,0.0321354,0.0374104,0.0273278,0.0258903,0.0303668,0.0205671,0.0264995,-0.0172501,0.0268296,-0.0311965,0.582695,0.682025,-0.0533279,0.0413937,-0.0675272,1.10244,-0.704613,-1.84911,0.773623,-0.196021,0.0169739,-0.0800664,0.120888,0.107611,0.0955359,0.0803897,0.0893758,0.0552764,0.030223,-0.134249,0.343468,-0.352605
49.4612,0.960732,0.589055,2,3,0,-23.1777,6.73234,0.039265,-0.0930119,0.0340078,-0.183954,0.863826,-0.178155,-0.170512,0.110465,-0.0151484,0.0309358,-0.0962881,0.0157011,0.0502352,0.005502,0.0134417,0.0170537,0.0383067,0.0237376,0.00377517,0.0271126,-0.0255532,0.60009,0.338054,-0.0244879,0.064679,-0.0562232,1.167,-0.719045,-2.0037,0.68776,-0.441703,0.416107,-0.0805099,0.103488,0.13971,0.0605795,0.0902811,0.104323,0.206249,0.0875728,-0.00873505,0.362088,-0.28882
47.0502,0.902939,0.589055,3,7,0,-42.6152,6.73265,0.0479117,-0.0932291,0.0428282,-0.19019,0.865209,-0.168851,-0.171812,0.11102,-0.0122273,0.02334,-0.0991821,0.0152757,0.0447325,0.00640531,0.0157377,0.0229241,0.0374883,0.022263,0.0033028,0.036895,-0.0257739,0.606911,0.322919,-0.022445,0.0854235,-0.0731983,1.16694,-0.663455,-1.99714,0.704658,-0.394256,0.329894,-0.0817423,0.095706,0.125157,0.0699083,0.104983,0.130722,0.207817,0.089748,-0.000726909,0.515329,-0.291316
45.8302,0.911786,0.589055,3,7,0,-38.5098,6.73443,0.0148009,-0.105337,0.0147937,-0.168528,0.859701,-0.172547,-0.172998,0.0978537,-0.0352106,0.00814792,-0.0954422,0.0272846,0.0480337,0.0086083,-0.00703372,0.0126736,0.0260852,0.0437419,0.00367712,0.0153613,-0.0281155,0.598777,0.535876,-0.0401225,0.0176327,-0.0450112,1.15973,-0.68299,-2.19146,0.554171,-0.557367,0.213101,-0.0807867,0.121658,0.13342,0.0541466,0.0262188,0.0894384,0.154307,0.156286,-0.0284809,0.170904,-0.317782
39.8867,0.761948,0.589055,3,7,0,-32.3385,6.74003,0.00484506,-0.0937861,0.0330528,-0.189538,0.843858,-0.164708,-0.156823,0.109991,-0.0106766,0.0100688,-0.0985811,0.0436535,0.0431286,0.00562497,0.00547066,0.0382457,0.0237419,0.045026,0.0184028,0.0289535,-0.0251662,0.595432,0.275445,-0.0232324,0.0490621,-0.0939647,1.14394,-0.622914,-1.72526,0.681001,-0.345073,0.219072,-0.071553,0.150715,0.1206,0.0966381,0.124373,0.233727,0.201119,0.222431,0.0722074,0.392001,-0.284446
42.6916,0.982844,0.589055,3,7,0,-30.4768,6.72204,0.0444947,-0.0892662,0.0194346,-0.166951,0.858922,-0.157078,-0.205731,0.0977198,-0.0329836,0.0410541,-0.0911747,-0.00462056,0.076277,0.00813654,-0.00140473,0.00890032,0.0355724,0.0411432,-0.0283631,0.0144022,-0.0331465,0.601817,0.398615,-0.0280508,0.0473825,0.00800489,1.1546,-0.671203,-2.71896,0.553208,-0.6517,0.589963,-0.0940465,0.0948942,0.2118,0.0104308,-0.026011,-0.00204348,0.104072,0.046373,-0.212042,0.143191,-0.374645
