# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/vi_normal_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_sens_pdw2_pcount_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.405236
# Diagonal elements of inverse mass matrix:
# 0.00432317, 0.00313516, 0.00235993, 0.0038733, 0.00577441, 0.00628324, 0.00815661, 0.00215726, 0.00774895, 0.0074448, 0.0157281, 0.0034397, 0.0040578, 0.0174607, 0.00317519, 0.00671543, 0.00649637, 0.00734584, 0.00464668, 0.00654311, 0.0111163, 0.0102024, 0.0047443, 0.00581813, 0.00554427, 0.00924095, 0.00625654, 0.0123276, 0.00905656, 0.0165866, 0.0158464, 0.00590235, 0.00955799, 0.00233573, 0.00366275, 0.0169701, 0.00245541, 0.00596671, 0.00936331, 0.00302564, 0.0184154, 0.00633917, 0.0140858, 0.00550772, 0.00264177, 0.0131163, 0.0271263, 0.00427374, 0.0046995, 0.00968385, 0.00490883, 0.027312, 0.00100784, 0.000893235, 0.00109573, 0.000991222, 0.000216012, 0.000203398, 0.000195683, 0.000153241, 0.000194731, 0.000166569, 0.000162114, 0.00017813, 0.000223294, 0.000137851, 0.000205078, 0.000139338, 0.000163472, 0.000195281, 0.000135593, 0.000159218, 0.000156456, 0.000159428, 0.000158013, 0.000153763, 0.000174532, 0.000165568, 0.000157048, 0.000180158, 9.73422e-05, 0.0233687
-2861.23,0.881313,0.405236,4,15,0,2900.82,5.67577,5.82873,5.88952,6.03705,5.83834,6.0222,5.74358,6.02787,5.50826,5.62662,5.84327,6.03973,5.92734,6.19952,5.81357,5.5709,5.83879,5.55406,6.14018,5.83355,5.59263,5.85938,5.51863,5.73233,5.88873,5.93708,6.14478,5.95666,6.05464,5.96592,5.4819,6.04241,5.78672,5.75311,6.22703,6.09781,5.63899,6.18765,5.736,5.72776,5.55471,5.58907,5.64994,5.7744,6.02782,5.98314,5.53545,6.00783,6.05828,5.61423,5.84181,6.36802,-0.0427893,0.0931329,-0.0239497,-0.0440354,-0.113351,0.0061054,0.368735,0.242213,-0.595824,-0.863907,-0.104998,0.821002,-0.118315,-0.103771,0.179676,0.221806,0.0842557,-0.0184494,0.00930187,0.0685732,-0.0202993,-0.0105752,0.0511628,0.0229212,0.00060098,0.00781345,-0.0234364,-0.0190418,0.941345,0.139458,-0.00677782,0.00328421,-0.10405,0.0360151,-0.767238,-0.625411,-0.211737,0.937672,-0.794699,-0.379359,1.43772,1.034,0.718603,-0.012815,0.109948,0.183665,-0.0306629,-0.00124009,0.209588,0.109336,-0.0298548,-0.0107052,-0.44707,-0.251274,-0.0346824,0.0590892,-0.13372,-0.00821115
-2861.41,0.981061,0.405236,3,15,0,2897.91,5.56816,5.72248,5.99047,5.84455,5.8146,5.74344,6.10939,6.05028,5.54115,5.63884,6.03348,6.09783,5.80046,5.6351,5.82779,5.63856,5.7764,5.82222,5.86478,5.87676,5.59002,5.88103,5.89908,5.50428,5.79642,5.86702,6.00178,5.74177,6.10568,6.32397,5.3655,5.93915,6.08546,5.58874,6.16503,5.91908,5.6809,5.87474,5.69037,5.76616,5.5349,5.66061,5.69698,5.89399,6.03885,5.8096,5.04608,6.20262,5.92289,6.15857,5.81723,6.09781,-0.00954666,0.09206,-0.0573609,-0.0257215,-0.0704946,0.00776062,0.358642,0.278622,-0.593924,-0.858679,-0.105726,0.80274,-0.0852653,-0.114959,0.18531,0.21355,0.0977664,0.0117262,0.0200754,0.103914,-0.0329758,0.0165546,0.0248723,0.0247891,0.0121589,-0.0128544,0.0161143,-0.0127353,0.978427,0.157384,0.00831609,0.00474932,-0.0533344,0.167356,-0.837451,-0.766135,-0.216559,0.910123,-0.739412,-0.432204,1.49869,0.938943,0.863846,0.0138368,0.177219,0.279294,-0.0550596,0.0742161,0.107758,0.129248,0.0259038,-0.0833809,0.259668,-0.168054,-0.00841873,0.0671978,-0.39949,-0.00479621
-2870.17,0.882599,0.405236,4,15,0,2912.36,5.61179,5.76498,5.99848,5.94623,5.81998,5.8534,6.0291,5.99764,5.76208,5.56844,6.16639,6.0953,5.89223,5.75735,5.9346,5.68151,5.83843,5.64118,5.80439,5.94988,5.67922,5.98816,5.68013,5.47066,5.77017,5.97806,5.9661,5.71729,5.83231,6.33311,5.3357,5.96433,6.14972,5.67373,6.13564,6.12341,5.72084,5.99431,5.70933,5.76413,5.51864,5.69295,5.93649,5.89822,5.95048,6.00848,5.31139,6.0042,5.91648,5.98186,5.92069,6.18873,-0.00976292,0.14062,-0.0308649,-0.0467742,-0.0883899,-0.0157097,0.35539,0.276955,-0.616663,-0.853144,-0.10379,0.821206,-0.109299,-0.0909445,0.193783,0.221901,0.0861522,-0.00543218,0.0130306,0.100753,-0.0262315,-0.00569289,0.0164676,0.0416436,-0.0281748,-0.0340267,0.0188407,-0.00815295,0.966005,0.16701,0.0816901,-0.00525171,-0.0755753,0.157589,-0.828252,-0.637225,-0.212769,0.937066,-0.858279,-0.215238,1.62496,1.00947,0.748285,-0.0191429,0.161279,0.273715,-0.0985939,-0.065577,-0.00158715,0.133219,-0.231488,-0.200124,0.316052,-0.107586,-0.0169395,0.0875949,-0.18224,-0.00872182
-2867.24,0.979218,0.405236,4,15,0,2917.01,5.70619,5.83618,5.89904,5.86244,5.87704,5.92163,5.89821,6.04513,5.46889,5.70745,5.75068,6.0172,5.85095,6.20183,5.74166,5.59681,5.88309,5.85813,6.1783,5.79494,5.60014,5.87303,5.69987,5.78358,5.96158,5.84945,6.11961,6.09232,6.44966,5.83301,5.58996,6.02162,5.72184,5.6614,6.24945,6.13145,5.62998,6.12378,5.7483,5.72816,5.41786,5.56436,5.68711,5.79526,6.11054,5.76401,5.68348,6.16647,5.94876,5.7728,5.80059,6.32838,-0.0306943,0.150763,0.0357428,-0.0185021,-0.0760014,0.000205881,0.371102,0.229184,-0.597488,-0.872436,-0.102769,0.801405,-0.0900789,-0.115988,0.200045,0.211439,0.108421,0.00291186,0.0109298,0.0733179,-0.0373933,0.01114,0.0544473,-0.0065805,0.0303309,0.00685879,-0.0276996,-0.0249225,0.952927,0.170046,0.0318426,0.00195454,-0.103177,0.0450048,-0.843287,-0.823161,-0.2185,0.916853,-0.745482,-0.426158,1.55676,0.916303,0.940045,0.00646412,0.117708,0.195536,-0.0566386,0.0722338,0.225646,-0.0431583,0.11094,-0.0312475,-0.532859,-0.328876,-0.0216013,0.0752259,0.283234,-0.00345002
-2852.75,1,0.405236,3,7,0,2899.13,5.67424,5.85187,5.96804,5.94103,5.74933,5.84618,5.88246,6.04442,5.52623,5.62674,5.9464,6.00628,5.76491,5.96713,5.889,5.72151,5.8532,5.78664,5.93294,5.73231,5.58928,5.88634,5.60106,5.55307,5.69765,5.94223,6.13881,5.71296,6.10381,6.20062,5.49353,5.96507,6.05516,5.68675,6.11571,6.27086,5.71914,6.03467,5.64962,5.77623,5.54276,5.65426,5.80502,5.75452,6.01936,5.75062,5.33898,6.04089,5.97586,5.69889,5.90022,6.24753,-0.10502,0.0268614,-0.0173167,-0.00497688,-0.0862874,0.000649644,0.340551,0.245027,-0.609801,-0.853592,-0.112771,0.821948,-0.0951569,-0.0769765,0.188161,0.219574,0.085553,-0.0105113,0.00828263,0.101354,-0.0361772,0.0120155,0.0256085,0.0288097,-0.00564813,-0.0130082,-0.00862035,-0.0195659,0.953644,0.192072,0.0210235,0.00145268,-0.123637,0.0584471,-0.80409,-0.619109,-0.245842,0.933148,-0.747995,-0.104359,1.55458,1.00331,0.744161,-0.0155639,0.151331,0.273504,-0.0915432,0.0213295,0.0640923,0.0971503,-0.103173,-0.121887,-0.187653,-0.25819,-0.0546006,0.0197346,-0.123372,-0.000928023
-2855.92,0.933894,0.405236,3,7,0,2893.88,5.62256,5.87059,5.97459,5.90993,5.74025,5.80523,5.93601,6.04313,5.6061,5.54222,5.97089,6.00712,5.73824,6.03968,5.80331,5.68665,5.7068,5.91064,5.9161,5.75231,5.54662,5.8676,5.61242,5.57447,5.74037,5.98951,5.98773,5.86253,6.13537,6.10629,5.68149,5.91419,6.01142,5.66117,6.0938,6.32191,5.75151,6.05838,5.64573,5.77705,5.70414,5.57076,5.80248,5.80424,6.00602,5.78837,5.53959,6.12336,5.9082,5.81356,5.88285,6.25317,-0.085521,0.0464523,0.000901426,-0.00306677,-0.090393,-0.00705567,0.356577,0.237107,-0.625182,-0.836122,-0.128256,0.812778,-0.0931793,-0.0955135,0.197395,0.195626,0.088136,-0.0115268,0.0024304,0.101375,-0.0386683,0.0141314,0.0185201,0.0164122,-0.00200915,-0.00103417,-0.0145034,-0.035773,0.962862,0.179525,0.0402881,-0.00100093,-0.0612978,0.0389655,-0.861153,-0.630043,-0.279902,0.9289,-0.750167,-0.267961,1.61089,0.861342,0.764931,-0.0186724,0.139568,0.273739,-0.102884,0.0190935,0.0292845,0.0275037,-0.0848531,-0.0843946,-0.320993,-0.472059,-0.044522,0.0258454,0.00972621,-0.00057185
