# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/vi_normal_sens_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_sens_pdw2_upload_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.340048
# Diagonal elements of inverse mass matrix:
# 0.0043386, 0.003548, 0.00237846, 0.00486916, 0.00632831, 0.00624711, 0.0080263, 0.00194081, 0.00660777, 0.00780122, 0.0173538, 0.00290955, 0.00369957, 0.0133099, 0.00352337, 0.00669614, 0.00793783, 0.0077976, 0.00574834, 0.00808446, 0.0126571, 0.00846343, 0.00618982, 0.00586981, 0.00517483, 0.00956492, 0.00564836, 0.012705, 0.00991117, 0.0178607, 0.0178928, 0.00528793, 0.00994946, 0.00233173, 0.00374606, 0.0124738, 0.00335506, 0.00649597, 0.00983808, 0.00358343, 0.0160122, 0.00710495, 0.0152573, 0.0058904, 0.00272892, 0.00989682, 0.0242603, 0.00495006, 0.00496949, 0.0115257, 0.00444179, 0.0325554, 0.00103738, 0.000839928, 0.00103149, 0.00110855, 0.000205541, 0.000184522, 0.000159072, 0.000174324, 0.000160445, 0.000169035, 0.000159783, 0.000165442, 0.000236563, 0.000148228, 0.000174535, 0.000139737, 0.000185007, 0.000177741, 0.000145772, 0.000142588, 0.000150725, 0.000144077, 0.000149789, 0.000147935, 0.000151859, 0.000154688, 0.000156576, 0.0001781, 7.42746e-05, 0.0280265
-2854.63,0.826726,0.340048,4,15,0,2890.35,5.77748,5.84574,5.90611,6.02551,5.88147,6.04503,5.85943,6.01914,5.55519,5.74749,5.92476,6.02197,5.94871,6.15066,5.81476,5.62832,5.7654,5.55254,6.09754,5.89238,5.73401,5.94251,5.60703,5.81867,5.89663,5.92291,6.06354,5.87698,6.05583,6.05105,5.54611,6.03377,5.87029,5.7405,6.17882,5.99722,5.5972,6.10235,5.82685,5.77841,5.76043,5.72222,5.73239,5.85413,6.00053,6.00252,5.61186,5.96188,5.99243,5.67508,5.83629,6.26357,-0.0243117,0.0892427,-0.0241972,-0.0182045,-0.0496946,0.0509845,0.383129,0.246847,-0.598478,-0.857756,-0.0950323,0.830774,-0.108051,-0.110537,0.175322,0.221074,0.0911306,0.00308768,0.00932973,0.0788743,-0.0301178,-0.0184579,0.0430913,0.0198179,-0.000863682,0.000630258,-0.0266793,-0.0169397,0.944087,0.101315,-0.204528,0.0178874,-0.0905281,0.068841,-0.768335,-0.625901,-0.18769,0.943537,-0.82026,-0.456407,1.43791,1.0008,0.784795,0.000365394,0.126602,0.217001,-0.075728,-0.0504087,0.154678,0.0707014,-0.0566032,-0.0547603,-0.501067,-0.223526,-0.0156088,0.056697,-0.161216,-0.00339454
-2852.17,0.99237,0.340048,4,15,0,2891,5.5097,5.78503,5.98687,5.96769,5.85645,5.79221,5.92847,6.00523,5.61009,5.52456,5.99232,6.14927,5.81205,5.66496,5.833,5.80123,5.81957,5.78452,5.91469,5.82274,5.47561,5.8434,5.65599,5.55071,5.73398,6.09522,5.95686,5.78422,6.19964,6.24229,5.41131,5.9266,5.96516,5.59611,6.22826,5.98623,5.81629,5.93651,5.72657,5.80957,5.4189,5.53793,5.59031,5.85462,6.00375,5.84151,5.29008,6.16576,5.86226,5.97586,5.8199,6.23026,-0.0454582,0.0843288,-0.0513244,-0.0617706,-0.03518,0.0637174,0.369728,0.262668,-0.594293,-0.847579,-0.0953369,0.804895,-0.0859086,-0.0880857,0.182769,0.225773,0.0938662,0.0166025,0.0145266,0.106138,-0.0396917,0.0168222,0.025973,0.0194922,0.00387394,-0.0220432,0.0172245,-0.0177672,0.973505,0.142746,-0.272893,0.0254867,-0.0659197,0.135793,-0.800809,-0.678603,-0.210861,0.910313,-0.769114,-0.199749,1.51196,1.0113,0.823867,0.0114231,0.172721,0.292077,-0.0935007,0.0420643,0.0726051,0.0566688,-0.0489071,-0.146601,0.270423,-0.234445,-0.040994,0.0616383,-0.318947,-0.0115182
-2866.6,0.769132,0.340048,4,15,0,2903.1,5.56922,5.77426,5.9934,5.9611,5.82565,5.86752,5.94485,5.97318,5.81301,5.52806,6.15254,6.13023,5.88768,5.74022,5.9259,5.79021,5.86575,5.65652,5.81743,5.90805,5.63006,5.97201,5.57086,5.49411,5.73589,6.09006,5.93128,5.74658,5.92483,6.29252,5.37844,5.94689,6.11516,5.67028,6.16378,6.14161,5.76247,5.9804,5.77785,5.81245,5.45728,5.63083,5.89214,5.88122,5.91792,6.02288,5.27858,6.00216,5.90319,5.92914,5.89746,6.20423,-0.0147593,0.121638,-0.0449261,-0.020894,-0.0369778,0.0441852,0.366844,0.26838,-0.613781,-0.84707,-0.100355,0.820637,-0.0957572,-0.0770455,0.18473,0.22778,0.087036,0.00920707,0.0133518,0.106542,-0.0309513,-0.000890842,0.0139175,0.0357136,-0.0265188,-0.0392311,0.0181806,-0.0118138,0.968522,0.16276,-0.137906,0.0117768,-0.0709001,0.139959,-0.818963,-0.615751,-0.22191,0.928329,-0.828267,-0.109951,1.57315,1.03506,0.754247,-0.009076,0.172856,0.296077,-0.119465,-0.0683268,-0.0314937,0.0802599,-0.243593,-0.239292,0.298265,-0.155888,-0.00947431,0.0804205,-0.312144,-0.00389603
-2866.91,0.981338,0.340048,4,15,0,2913.64,5.78868,5.83072,5.8833,5.89106,5.81071,5.92536,5.92906,6.0688,5.43695,5.84229,5.75442,5.96291,5.8559,6.04816,5.75292,5.64542,5.85809,5.81605,6.09723,5.78724,5.67838,5.83773,5.77927,5.79231,5.90947,5.85509,6.08276,5.99626,6.39046,5.8054,5.65336,5.96486,5.88428,5.69487,6.21565,6.2239,5.5418,6.06181,5.83708,5.77375,5.67356,5.64644,5.69442,5.82533,6.01121,5.88871,5.61902,6.19382,5.96617,5.81614,5.75633,6.39411,-0.037334,0.132228,-0.00177958,-0.0255775,-0.0371274,0.0620054,0.371994,0.239279,-0.584605,-0.861124,-0.0863511,0.822024,-0.0818385,-0.120256,0.181267,0.204753,0.110557,0.0222563,0.0158497,0.0864371,-0.0366919,0.0155002,0.0653094,0.0071741,0.0362867,0.0125581,-0.0327228,-0.035246,0.96008,0.135029,-0.29487,0.0274545,-0.106102,0.076575,-0.776155,-0.752664,-0.159718,0.926808,-0.712339,-0.509209,1.40594,0.873278,0.959005,0.0283818,0.148023,0.235078,-0.0401362,0.103001,0.281533,0.0416599,0.134994,-0.021266,-0.641323,-0.465084,-0.0255845,0.0749087,0.0122232,-0.00476935
-2847.62,0.948072,0.340048,4,15,0,2899.05,5.68674,5.86789,5.99186,5.9721,5.87838,5.89285,5.9667,5.99817,5.66412,5.64938,5.94246,6.10386,5.92313,5.66594,5.86031,5.66999,5.88548,5.63971,5.96463,5.96035,5.7187,5.85984,5.75928,5.63847,5.89481,6.06737,5.92744,5.94585,6.07544,6.19995,5.37118,6.03379,5.99251,5.68072,6.20092,5.97142,5.6465,5.98362,5.81261,5.81568,5.60385,5.60504,5.81137,5.90496,5.93838,6.02158,5.28596,6.0501,5.86878,5.99363,5.81171,6.54681,-0.0331608,0.125265,0.0643604,0.0182144,-0.025903,0.0534413,0.393108,0.26764,-0.591956,-0.865477,-0.0949943,0.825774,-0.093987,-0.126871,0.162873,0.215275,0.0849284,0.00975948,0.0173783,0.0841257,-0.0200067,-0.00980259,0.0398043,0.0224009,0.00330507,-0.0256883,0.0106885,-0.019661,0.975799,0.159839,-0.194555,0.0192967,-0.0552524,0.114511,-0.791302,-0.689625,-0.172042,0.928132,-0.755725,-0.617613,1.34137,0.982478,0.73889,0.00174476,0.149221,0.23231,-0.0609276,-0.0451884,0.117446,0.0556653,-0.0709491,-0.179071,0.151842,-0.259434,-0.0118413,0.052904,0.458814,0.00339638
-2842.99,0.919473,0.340048,4,15,0,2883.89,5.75922,5.86657,5.87269,5.91137,5.81325,5.85654,5.89913,6.01119,5.51506,5.78191,5.94378,6.04184,5.93566,6.10045,5.87621,5.74636,5.86553,5.8187,6.05915,5.69669,5.6804,5.85568,5.61557,5.68519,5.6973,5.94485,6.11947,5.72521,6.19849,5.90375,5.54419,6.05835,5.91895,5.72093,6.25878,6.22235,5.68925,5.9646,5.7993,5.79417,5.73867,5.65359,5.88735,5.77832,5.94157,5.78572,5.67089,6.08363,5.95293,5.77331,5.86303,6.20037,-0.0346951,0.0815057,-0.0138927,-0.0189855,-0.0532287,0.0507094,0.357242,0.241198,-0.598959,-0.838389,-0.0879542,0.818926,-0.0670456,-0.0802778,0.178724,0.222499,0.100633,0.0106396,0.0361357,0.102985,-0.0312955,0.0136104,0.0358969,0.0140684,-0.00496459,-0.019602,-0.0218549,-0.0214419,0.94704,0.147733,-0.257796,0.0211319,-0.113678,0.106868,-0.793083,-0.651176,-0.19162,0.91965,-0.665562,-0.158401,1.4633,0.985331,0.865453,-0.00251578,0.213989,0.284866,-0.0943308,0.00173267,0.0702467,-0.0224552,-0.133649,-0.180243,-0.424447,-0.282934,-0.0221697,0.0496192,-0.0840838,-0.00354017
