# 0.00416545, 0.00315674, 0.00237109, 0.00393542, 0.00565824, 0.00733095, 0.00641197, 0.00195028, 0.00642014, 0.00703604, 0.017321, 0.00300524, 0.00315018, 0.0154222, 0.0029004, 0.00662668, 0.0072735, 0.00693812, 0.00508191, 0.00755563, 0.0111654, 0.0101266, 0.00547923, 0.00568678, 0.00469007, 0.00993948, 0.00553639, 0.0136978, 0.00923031, 0.0156866, 0.0157059, 0.00607314, 0.0117853, 0.0026891, 0.00344653, 0.0142558, 0.00318755, 0.00623513, 0.0110241, 0.00366229, 0.0138767, 0.00570357, 0.0151105, 0.00662648, 0.0025708, 0.0121147, 0.02769, 0.00551843, 0.00539696, 0.00908248, 0.00571324, 0.0263626, 0.000944303, 0.00092626, 0.000923343, 0.00100293, 0.000167405, 0.000174419, 0.00023811, 0.000172994, 0.000215504, 0.000155358, 0.000175944, 0.000184704, 0.000145511, 0.000150139, 0.000149117, 0.000175944, 0.000216043, 0.000166503, 0.000157444, 0.000172249, 0.000166662, 0.000200674, 0.000138953, 0.000146438, 0.000158697, 0.000171563, 0.000139528, 0.000154245, 0.000148098, 0.000179373, 0.000179056, 0.000158143, 8.21658e-05, 0.0249572
-2856.93,0.896877,0.354846,4,15,0,2912.44,5.66406,5.7888,6.01849,5.98858,5.89679,5.78288,6.05063,6.04245,5.52821,5.69622,6.03354,6.03466,5.89461,5.93074,5.76937,5.63593,5.84644,5.66288,5.92164,5.97725,5.61004,6.05352,5.58782,5.52819,5.82074,5.98827,5.9479,6.16539,6.1236,6.32385,5.57923,5.74235,6.01305,5.64557,6.16395,6.00093,5.6735,6.03451,5.80626,5.78674,5.67888,5.83886,5.84982,5.87752,5.94471,5.95916,5.39183,6.16554,5.99304,5.79087,5.87153,6.08429,-0.0746076,0.0890879,-0.048225,-0.0270411,0.0359419,0.0135029,-0.0605555,0.0508133,-0.0671575,-0.0104438,0.37013,0.244048,-0.594927,-0.868789,-0.088203,0.837006,-0.0838488,-0.10408,0.195246,0.204939,0.103838,0.0052864,0.0156591,0.0850807,-0.0473073,0.049313,0.0213323,-0.00402319,0.00498313,-0.0352269,-0.00913708,-0.0179387,0.975102,0.165304,0.715242,-0.0517585,-0.355006,0.0356669,-0.023951,0.00570825,-0.076831,0.0902129,-0.759558,-0.703268,-0.174683,0.954037,-0.817074,-0.340406,1.59964,0.882245,0.891444,-0.0119267,0.150681,0.238567,-0.128936,0.0919745,-0.0121248,-0.142312,-0.105339,-0.256724,-0.194192,-0.236928,-0.0433953,0.0631097,-0.330483,-0.00504226
-2858.63,0.978657,0.354846,4,15,0,2896.23,5.68355,5.92964,5.96897,5.82649,5.94859,5.95854,5.76178,5.98597,5.4927,5.58711,5.92007,6.0488,5.93295,5.69514,5.82878,5.85486,5.73471,5.65318,5.98181,5.81009,5.53571,5.90739,5.7756,5.67347,5.90978,6.00075,6.18141,5.81185,5.9202,6.10812,5.31987,6.078,5.88008,5.55432,6.11219,6.21625,5.75562,5.99556,5.7897,5.77706,5.48638,5.49596,5.95496,5.96846,5.9442,5.86443,5.42785,6.09113,5.80206,5.85965,5.89289,6.38151,0.015275,0.182686,0.0320901,-0.0311931,0.0704641,0.0199463,-0.0887458,0.05791,-0.0711931,-0.0199257,0.388317,0.232777,-0.604571,-0.866047,-0.101227,0.811464,-0.063624,-0.114148,0.152591,0.220264,0.0907599,-0.0121047,0.00119079,0.0922812,-0.0106461,-0.0107263,0.0488094,0.0348693,0.00903861,0.000237781,0.00546269,-0.0504455,0.962146,0.188717,0.624133,-0.0402611,-0.423128,0.0385492,0.0285128,0.000422609,-0.0704938,0.0477139,-0.82663,-0.685497,-0.226124,0.916273,-0.595724,-0.521645,1.25349,1.00226,0.777475,-0.0124078,0.132928,0.257902,-0.0123872,-0.0105151,0.18788,0.153233,-0.0275674,-0.0819196,0.00260468,-0.666267,-0.00140299,0.0942396,0.268776,-0.00581648
-2850.37,0.884075,0.354846,4,15,0,2908.78,5.59289,5.71271,5.96336,5.90654,5.71309,5.77253,6.03654,6.10337,5.53828,5.62012,5.90849,6.13148,5.87181,6.0452,5.8574,5.49671,5.87322,5.72792,5.99999,5.91001,5.48138,5.80551,5.53481,5.59676,5.80163,5.95837,5.95179,5.7182,6.29711,6.22677,5.27131,5.89573,5.9418,5.7809,6.28451,5.86602,5.61733,6.04967,5.59927,5.67049,5.42084,5.75555,5.59097,5.7807,6.08105,5.88415,5.29599,6.09721,6.02845,5.81663,5.83467,6.07738,-0.010703,0.104772,-0.0446411,-0.0697835,0.0364295,0.0193385,-0.0406554,0.0587624,-0.0254341,-0.00168338,0.342398,0.256601,-0.596579,-0.855235,-0.0872354,0.810489,-0.096438,-0.0834793,0.192614,0.220255,0.0961628,0.00043469,0.0134588,0.0795076,-0.0357778,0.00884475,0.0237133,0.00734679,-0.000524388,-0.0206627,-0.017717,0.0125594,0.956646,0.17507,0.565752,-0.0409226,-0.333405,0.0336755,0.000139119,0.00732861,-0.120247,0.127562,-0.780138,-0.658015,-0.195271,0.93096,-0.857332,-0.163051,1.5816,0.98514,0.834198,-0.00257543,0.138347,0.221326,-0.0898195,0.016003,0.0634515,-0.00618693,-0.0550672,-0.123124,-0.288702,0.16588,-0.0258612,0.0714079,-0.261463,-0.0130123
-2841.94,0.770034,0.354846,4,15,0,2904.47,5.63167,5.89734,5.9138,5.8319,5.89077,5.97527,5.88433,6.0281,5.55798,5.61,5.89094,5.93985,5.86,5.80611,5.87344,5.8605,5.90299,5.84732,5.96312,5.84825,5.50578,6.0367,5.71963,5.67955,5.90967,5.86406,6.13044,5.90536,6.03676,6.03926,5.3345,5.9706,5.98256,5.58676,6.09401,6.20517,5.73082,6.08256,5.77614,5.6937,5.45185,5.57779,5.75468,5.9378,5.98413,5.84081,5.20279,6.08411,5.78893,5.80435,5.90681,6.37464,-0.0197868,0.114565,0.0365275,-0.054105,0.0723248,0.00687262,-0.0715633,0.0410804,-0.055543,-0.0408774,0.380879,0.251697,-0.604555,-0.876261,-0.0987897,0.815249,-0.0798409,-0.117855,0.163012,0.214144,0.0877032,-0.0044911,0.00599524,0.0900715,-0.0138469,-0.00229553,0.0524471,0.0389595,0.01102,-0.0108049,0.00630234,-0.0479643,0.965391,0.0983025,0.660606,-0.0433192,-0.279223,0.0254392,0.11537,-0.00763083,-0.0749258,0.0803514,-0.829914,-0.714825,-0.20763,0.922202,-0.697018,-0.532901,1.33582,0.977445,0.752222,-0.00832454,0.139709,0.252406,-0.0206498,0.00759883,0.188647,0.15704,-0.0416018,-0.144035,0.0219951,-0.633496,-0.0300107,0.0550961,0.324418,-0.0100888
-2836.67,1,0.354846,4,15,0,2874.63,5.71088,5.70669,6.0516,5.94957,5.83788,5.75818,5.90683,6.0386,5.45304,5.71893,6.04101,6.09102,5.89154,5.98027,5.80942,5.55953,5.68594,5.61248,6.03116,5.88916,5.68355,5.80944,5.62359,5.73283,5.80203,6.07701,6.01503,5.87758,6.17399,6.22099,5.39994,5.97367,5.94906,5.71371,6.29337,6.02481,5.57266,5.99958,5.77519,5.80791,5.6182,5.78258,5.88434,5.96818,6.02122,6.02033,5.45962,6.12136,6.01326,5.97864,5.87183,6.25117,-0.0453885,0.0831958,-0.0212492,0.00818775,0.048031,0.00803952,-0.0762216,0.0508038,-0.0680938,0.000192997,0.350388,0.26125,-0.608811,-0.86066,-0.102705,0.81558,-0.0866418,-0.0838258,0.176488,0.232781,0.0914358,0.00229956,0.00988651,0.0857845,-0.035915,0.016006,0.0189698,0.00706683,-0.0139666,-0.0165792,0.00375948,-0.0183472,0.959287,0.139089,0.777146,-0.0537376,-0.317795,0.0303227,-0.0450158,0.00789987,-0.0947306,0.135854,-0.818846,-0.642527,-0.243889,0.926765,-0.790229,-0.188768,1.49161,1.06506,0.788745,-0.0090953,0.140103,0.238726,-0.10504,0.0107965,0.0129646,-0.0428822,-0.143754,-0.129619,0.0321652,-0.242323,-0.0171451,0.0522374,-0.165591,0.00152674
-2847.6,0.609337,0.354846,4,15,0,2890.25,5.70649,5.9232,6.00376,5.80672,5.95612,5.89023,6.14434,5.95881,5.67667,5.68976,5.97866,6.09039,5.94146,5.82741,5.8453,5.8815,6.00542,5.86131,6.03722,5.98694,5.60385,6.11586,5.77606,5.65834,5.83234,5.90785,6.01724,5.72663,6.03097,5.77598,5.56376,5.95724,5.89399,5.73455,6.24296,5.98962,5.83496,6.07392,5.62701,5.69718,5.61062,5.74425,5.62732,5.86886,6.01277,5.71026,5.5529,6.08261,5.79982,5.95963,5.8761,6.05125,0.0161444,0.0560961,0.040011,-0.0405141,0.0418003,0.0260983,-0.0416009,0.0363702,-0.0814348,-0.0251541,0.391527,0.24021,-0.599642,-0.851406,-0.0784248,0.817934,-0.063991,-0.113452,0.135998,0.21215,0.087949,-0.016012,-0.00325082,0.0840441,-0.0386122,-0.0114843,0.0277729,0.0280435,0.00212458,-0.0259276,-0.0276742,-0.0197322,0.961418,0.117107,0.325982,-0.0235787,-0.245253,0.0257758,0.0450349,-0.0022324,-0.0757434,0.0883864,-0.791174,-0.635971,-0.140744,0.920233,-0.592974,-0.580885,1.16136,0.95286,0.75681,-0.0290381,0.110711,0.234859,-0.12968,-0.0804614,0.039205,0.0517679,-0.117095,-0.22322,-0.523966,-0.260616,-0.00794437,0.0212295,0.33673,-0.00755453
-2844.26,0.931781,0.354846,4,15,0,2891.39,5.67667,5.76662,6.00781,5.92416,5.77091,5.67842,5.77746,5.94128,5.49814,5.70494,6.0687,5.9634,5.89942,5.80466,5.80855,5.58311,5.74567,5.65217,6.06872,5.8655,5.83462,5.82613,5.758,5.73076,5.84443,5.98057,6.02155,5.83837,6.19765,5.98243,5.6622,5.95889,5.78325,5.69481,6.16533,6.11751,5.60968,6.07833,5.71108,5.89788,5.73957,5.70301,5.89646,5.94659,6.01425,6.05612,5.61241,6.13528,5.89089,5.95512,5.90005,6.24115,-0.0641795,0.0513188,-0.0440357,-0.00895936,0.0677454,0.0137304,-0.0793874,0.0522436,-0.0561221,0.00142242,0.362962,0.250986,-0.61612,-0.868079,-0.0934403,0.825072,-0.0637843,-0.0750158,0.183966,0.221876,0.0962096,-0.0248722,0.00684849,0.0870534,-0.0270022,0.0102889,0.0404368,0.0252306,-0.00660959,-0.0189473,0.00405447,-0.0367326,0.970877,0.133117,0.730626,-0.0484065,-0.295727,0.0271949,-0.0190983,0.00709829,-0.100046,0.0902951,-0.798348,-0.650399,-0.223722,0.94254,-0.64509,-0.106265,1.51268,0.995842,0.812841,-0.0326591,0.13679,0.243582,-0.0749538,0.00632701,0.0996159,0.0437598,-0.14054,-0.176301,0.00324797,-0.485152,-0.0324739,0.0406166,-0.317403,-0.00167062
-2836,0.79158,0.354846,4,15,0,2891.7,5.57375,5.84191,5.90808,5.93332,5.89409,5.94385,6.0541,6.06631,5.65209,5.68767,5.82615,6.12067,5.85616,5.91626,5.81287,5.81947,5.93441,5.69737,5.91115,5.90889,5.41009,6.00266,5.67391,5.59578,5.80346,6.03998,6.0346,5.78118,6.00224,5.85857,5.40408,6.00394,6.16254,5.69159,6.17363,6.12501,5.73226,5.96804,5.74688,5.7091,5.49933,5.68123,5.66685,5.80042,5.97971,5.73504,5.24787,6.09278,5.90476,5.78252,5.84412,6.36836,0.000242688,0.0909235,0.0347001,-0.0306675,0.0388458,0.0147335,-0.0462113,0.0440841,-0.0520387,-0.0340541,0.36653,0.250224,-0.587849,-0.852196,-0.0935019,0.812149,-0.0969434,-0.122357,0.160368,0.204295,0.0887407,0.0183699,0.00975334,0.0856587,-0.027176,0.0081073,0.0274548,0.022341,0.0123755,-0.0175505,-0.0112764,-0.00627187,0.952379,0.127859,0.507074,-0.0365287,-0.326479,0.0322598,0.0725224,-0.00333498,-0.073381,0.105898,-0.79749,-0.672851,-0.171611,0.916331,-0.820645,-0.582141,1.324,0.915659,0.778085,0.0144441,0.139781,0.239307,-0.0565229,0.0307318,0.0946751,0.0878108,-0.00258668,-0.130474,-0.21022,-0.0828368,-0.0113797,0.042073,0.287594,-0.00571847
-2834.51,0.57849,0.354846,4,31,0,2878.26,5.72788,5.80344,5.96563,5.94442,5.75379,5.83967,5.7969,5.9806,5.49815,5.63192,6.0954,6.02366,5.88582,5.8358,5.85933,5.51371,5.71617,5.70213,6.00622,5.87205,5.75427,5.81304,5.73347,5.64473,5.84859,5.90581,5.99653,5.88046,6.16263,6.216,5.5584,5.99321,5.83274,5.65615,6.18149,5.96956,5.60568,6.07032,5.63732,5.86921,5.6052,5.63453,5.80723,5.89535,6.08577,5.97868,5.57642,6.16832,5.96132,5.89779,5.8296,6.24474,-0.00767782,0.083972,-0.0421747,-0.00416787,0.0561459,0.0153583,-0.0864609,0.0483538,-0.076569,-0.00534001,0.36247,0.248716,-0.609758,-0.870102,-0.0909697,0.808127,-0.0902188,-0.0915188,0.186165,0.226253,0.0866274,0.00993046,0.0100058,0.0952803,-0.0257858,0.00204198,0.0477854,0.0230774,0.00227465,-0.00878182,-0.00608552,-0.0316705,0.966828,0.128633,0.617784,-0.0428393,-0.296004,0.0282721,-0.0392345,0.00638589,-0.113138,0.104633,-0.841341,-0.705188,-0.202897,0.918555,-0.812928,-0.236077,1.54411,1.04607,0.754641,0.00334621,0.154866,0.266022,-0.0557097,0.0107135,0.161272,0.0673064,-0.0684943,-0.116271,-0.16593,-0.418294,-0.000693714,0.0583829,-0.308373,-0.000777168
-2851.42,0.787731,0.354846,3,7,0,2876.92,5.59498,5.84195,5.90686,5.89249,5.7792,5.82795,5.87381,6.07452,5.64546,5.62022,5.92028,6.13321,5.75013,5.98344,5.80001,5.91185,5.93883,5.7553,5.83729,5.91493,5.55337,6.08706,5.73986,5.76488,5.90067,5.97633,6.18201,5.80208,6.16319,5.88744,5.39191,6.03008,5.96092,5.72516,6.17091,6.19142,5.7367,5.96983,5.83517,5.66906,5.5581,5.50433,5.65242,5.77122,5.92324,5.94346,5.29066,6.03079,5.8827,5.80161,5.84796,6.05661,-0.0632839,0.0992597,-0.0205274,-0.0627202,0.0576425,0.0284389,-0.0809894,0.0444344,-0.0652622,-0.0413161,0.381479,0.253982,-0.603998,-0.863095,-0.120442,0.818192,-0.0618941,-0.116558,0.188299,0.19728,0.103739,-0.0296077,-0.0019563,0.0852869,-0.0261542,0.0138935,0.0292297,0.00675723,0.0112303,-0.00562899,-0.00691816,-0.0228614,0.944222,0.160336,0.439389,-0.0288518,-0.294967,0.0269981,0.112811,-0.00839077,-0.00864108,0.0605297,-0.797558,-0.701044,-0.288489,0.944212,-0.636928,-0.488171,1.50383,0.838173,0.883774,-0.0265754,0.115419,0.237889,-0.0515834,0.0472984,0.0978701,0.00150373,0.000611135,-0.0823322,-0.164249,-0.301945,-0.0523224,0.0618131,-0.0897986,-0.0116952
-2859.22,0.922306,0.354846,4,15,0,2898.72,5.65028,5.77216,6.01709,5.84128,5.87061,5.99131,6.02983,6.04622,5.41076,5.67307,6.11411,5.954,6.00843,5.86378,5.86738,5.40614,5.84289,5.77404,6.15561,5.84852,5.57354,5.87789,5.54504,5.5887,5.7796,6.07216,5.82435,5.70732,5.99612,6.55126,5.47569,5.83978,5.9212,5.66864,6.2527,6.11779,5.66395,6.0325,5.80944,5.80791,5.53668,5.69252,5.76707,6.05406,6.06038,5.78909,5.49099,6.03014,5.93824,5.99854,5.87697,6.17952,-0.0205202,0.084847,-0.00604549,-0.0130029,0.038865,0.0132544,-0.0599159,0.0533458,-0.0468692,0.000867892,0.370808,0.262494,-0.593187,-0.880928,-0.0861011,0.837368,-0.0916102,-0.0978347,0.169368,0.210996,0.0871009,-0.0062172,0.00379128,0.0749607,-0.0346628,0.00266668,0.0437516,0.0263974,-0.00143068,-0.0245541,-0.00366732,-0.0128702,0.969113,0.153971,0.637561,-0.0452107,-0.309139,0.0299624,-0.0246316,0.00889752,-0.0933476,0.0901559,-0.746707,-0.658569,-0.159788,0.950261,-0.773201,-0.352206,1.39847,0.958735,0.748278,-0.0120983,0.112894,0.209074,-0.0867266,-0.000412034,0.133004,0.0724311,-0.0972462,-0.176663,-0.0884624,-0.169985,-0.0130414,0.0493374,-0.0318792,-0.00242461
-2849.11,0.975191,0.354846,4,15,0,2900.49,5.67486,5.79292,5.94815,5.99209,5.87323,5.75105,5.89349,6.03988,5.62564,5.59747,5.95834,6.15143,5.79678,6.04755,5.86571,5.68318,5.80314,5.79993,5.93788,5.95607,5.71847,5.80032,5.67443,5.51337,5.77962,5.80779,6.08085,5.83491,6.11578,6.09629,5.48683,6.05548,5.876,5.64818,6.21489,5.84497,5.70513,6.07146,5.58348,5.75752,5.56066,5.59054,5.89601,5.70601,5.99672,5.89561,5.49727,6.16995,5.82977,6.03928,5.91915,6.21148,-0.0109587,0.0888595,-0.0381055,0.0100647,0.0210489,0.0241756,-0.0545488,0.0315916,-0.0520499,-0.00820425,0.3503,0.247875,-0.604496,-0.848898,-0.102683,0.801528,-0.0977088,-0.11461,0.178536,0.213281,0.0929801,-0.00954769,0.0119893,0.0927636,-0.0139707,0.0157266,0.0294053,0.045894,0.0124185,-0.0211006,-0.0119259,-0.0216963,0.973799,0.170005,0.319646,-0.0268548,-0.104193,0.0118061,-0.00413942,0.00509103,-0.101199,0.0949581,-0.822719,-0.657846,-0.233864,0.917968,-0.802818,-0.472271,1.45828,0.957203,0.792477,-0.01154,0.155824,0.261346,-0.0217507,0.0501195,0.0927361,0.197494,-0.0373362,-0.180155,-0.250276,-0.286557,0.00270588,0.0598871,-0.29236,0.00187673
-2845.58,0.917498,0.354846,4,15,0,2895.85,5.62602,5.85439,5.98705,5.80705,5.80867,5.91833,6.04703,5.98897,5.46992,5.64425,5.76849,6.02644,5.97362,5.75522,5.81124,5.72789,5.83741,5.6493,6.07917,5.83178,5.6405,5.9025,5.61463,5.78595,5.96797,6.05918,6.00201,5.79948,6.11495,5.96689,5.3673,5.82983,6.03133,5.66854,6.21691,6.30072,5.67761,5.98298,5.78551,5.6505,5.59863,5.63591,5.75551,5.94927,5.99475,5.85388,5.363,5.95566,5.95642,5.75679,5.84272,6.29108,-0.0101789,0.116921,0.0164832,0.00879038,0.0818473,0.0109218,-0.0718569,0.0509906,-0.0818737,-0.0310469,0.382229,0.271476,-0.594951,-0.880519,-0.104843,0.838413,-0.0606675,-0.0833566,0.155976,0.210853,0.0887937,0.0123094,0.0167759,0.0771981,-0.0404238,-0.00557791,0.0455966,-0.000178185,-0.017152,-0.0168983,0.00654669,-0.0274651,0.955769,0.117133,0.697847,-0.0438531,-0.429417,0.0401191,0.0544798,-0.00378199,-0.0222962,0.11142,-0.789157,-0.689451,-0.216468,0.936759,-0.654169,-0.247653,1.31053,0.952171,0.771467,-0.00424773,0.142127,0.213712,-0.125187,-0.054538,0.108129,-0.103018,-0.17338,-0.144686,0.064332,-0.36275,-0.000363264,0.0610875,0.113407,0.00163911
-2852.4,0.885588,0.354846,4,15,0,2894.37,5.51981,5.82706,5.87571,5.94917,5.89083,5.96855,5.89355,5.9397,5.39916,5.71286,5.92778,6.01237,6.00872,5.83207,5.79751,5.70004,5.73133,5.66569,6.01212,5.84052,5.41935,5.82062,5.6499,5.67838,5.77116,5.90301,6.07419,5.77125,6.08467,6.2016,5.4782,5.96075,5.98567,5.62078,6.10833,6.12481,5.70626,5.87096,5.61363,5.76394,5.53099,5.80856,5.63465,5.74003,6.04176,6.05538,5.20325,6.24887,5.85308,5.90705,5.83808,6.4314,-0.0146165,0.137552,-0.0245142,-0.0406802,0.0483614,0.0185237,-0.0532159,0.0407453,-0.0737601,-0.0391677,0.364811,0.243947,-0.602034,-0.86341,-0.0755059,0.799889,-0.0878687,-0.0887412,0.16361,0.207125,0.0953195,0.000823664,0.003523,0.0690351,-0.0403316,-0.0272037,0.0126338,0.0278638,-0.00160406,-0.0266884,-0.0174455,-0.0307275,0.959717,0.163672,0.472939,-0.0321795,-0.291638,0.029146,0.0952366,-0.00780224,-0.128021,0.0928881,-0.83636,-0.746732,-0.141155,0.908574,-0.79102,-0.294773,1.38587,0.903283,0.819085,-0.0213713,0.102616,0.192114,-0.160982,-0.154649,-0.0381634,0.03639,-0.146382,-0.236239,-0.364235,-0.405838,-0.0177087,0.0841162,-0.141236,-0.00758551
-2845.07,0.957054,0.354846,4,15,0,2892.02,5.59328,5.80525,5.95206,5.92388,5.77901,5.90736,5.94079,6.02321,5.52124,5.71025,5.95117,6.13924,5.91316,5.96388,5.92175,5.63914,5.84087,5.76626,6.061,5.83659,5.57104,5.78475,5.4708,5.64841,5.80907,6.01405,6.08078,5.86031,6.13171,6.21703,5.27461,6.00113,6.02845,5.77264,6.25508,5.96799,5.62575,5.95435,5.87511,5.64568,5.37084,5.52273,5.66258,5.78248,5.95596,5.80885,5.26116,6.0243,5.90243,5.89512,5.87393,6.27689,0.0270796,0.124573,-0.0177961,-0.0219627,0.0466642,0.0181762,-0.0668202,0.031027,-0.0726585,0.00918184,0.369257,0.252964,-0.572888,-0.856613,-0.116459,0.824392,-0.077101,-0.0941732,0.168438,0.21164,0.113392,0.00419283,-0.000672825,0.111436,-0.00771589,-0.000676904,0.0163748,0.0211758,-0.0119451,-0.0202585,-0.000662278,-0.0204734,0.955737,0.153119,0.400315,-0.0287028,-0.182381,0.017134,-0.1037,0.0137227,0.0022703,0.0895215,-0.732976,-0.672967,-0.274774,0.933191,-0.75804,-0.297117,1.38993,0.892632,0.978117,-0.00888829,0.155039,0.312341,-0.0478472,-0.0464134,0.000512027,0.0286249,-0.150685,-0.160639,-0.049649,-0.270405,0.0101139,0.0748461,-0.11005,-0.00409531
-2855.69,0.826881,0.354846,4,15,0,2896.79,5.66823,5.77456,5.97788,5.89788,5.77829,5.8617,6.00137,6.06578,5.60599,5.56208,6.01689,6.00302,5.77266,6.01011,5.82805,5.74105,5.97192,5.74187,6.125,5.78338,5.62759,5.85803,5.78345,5.57353,5.82892,5.82312,6.06647,6.06217,6.11874,6.14543,5.67319,5.97566,5.9118,5.68406,6.14727,5.93415,5.60187,6.07749,5.7721,5.72292,5.62808,5.69325,5.65703,5.95262,6.07618,5.79032,5.64966,6.00309,5.83065,6.00847,5.91647,6.03485,-0.0705811,0.0502516,-0.0299584,-0.0165466,0.0548228,0.0132066,-0.0427906,0.0459148,-0.0469458,-0.00799382,0.340594,0.247356,-0.599287,-0.850829,-0.0550891,0.824907,-0.0661949,-0.110705,0.197611,0.223062,0.112961,-0.00712156,0.00162289,0.0565632,-0.0273613,-0.0181575,0.0345471,0.00935955,0.0290731,-0.0108029,0.008879,-0.0245684,0.949786,0.115767,0.622751,-0.0425963,-0.21222,0.022639,0.0134953,0.00398097,-0.180501,0.173921,-0.751706,-0.686626,-0.0970909,0.948858,-0.713359,-0.387124,1.57083,0.961292,0.970778,-0.00549279,0.0807005,0.156118,-0.0594258,-0.0339646,0.143778,0.0404473,0.0941562,-0.0998163,0.11078,-0.324492,-0.039577,0.0363467,-0.205553,-0.0030854
-2849.3,0.794984,0.354846,4,15,0,2905.29,5.64792,5.84868,5.98201,5.95215,5.87149,5.96105,5.90281,6.06398,5.57365,5.61746,5.93947,5.98787,5.86399,6.04741,5.79074,5.7257,5.88912,5.61645,6.03986,6.01211,5.56961,5.70181,5.70518,5.59173,5.82251,5.79522,5.8927,5.90647,6.16009,5.97641,5.52056,6.03451,5.99115,5.71859,6.08743,5.96754,5.7628,6.14572,5.75675,5.72839,5.53755,5.73749,5.99224,5.97488,6.00648,5.84882,5.45421,6.02385,5.85388,5.89254,5.83538,6.18516,-0.0180084,0.0630843,-0.00969007,-0.0177402,0.0712687,-0.000445607,-0.0561669,0.0409947,-0.0514341,0.00567294,0.390971,0.236398,-0.595261,-0.844789,-0.0677046,0.800937,-0.0756189,-0.108751,0.175047,0.226506,0.0830786,0.00256448,-0.0109281,0.0674491,-0.021414,-0.00731567,0.021752,0.001892,0.0132202,-0.0191077,-0.00767823,-0.0133373,0.947389,0.118697,0.751659,-0.0494235,-0.210081,0.0205564,-0.0476024,0.0108867,-0.083307,0.127669,-0.796078,-0.671073,-0.122097,0.907289,-0.725496,-0.425241,1.46302,1.05422,0.725122,-0.00594662,0.0708026,0.188111,-0.0701435,-0.0451884,0.0465317,-0.0459106,-0.0100792,-0.148587,-0.159963,-0.176154,-0.0137608,0.0381539,-0.0541792,-0.00330796
-2852,0.888753,0.354846,4,15,0,2890.61,5.66936,5.80502,5.98059,5.96764,5.7744,5.83162,5.91456,6.03204,5.6212,5.74866,5.90587,6.17425,5.81797,5.7802,5.92396,5.67903,5.77988,5.85056,5.88335,5.71202,5.65296,6.08568,5.72888,5.68123,5.83427,6.088,6.17475,5.84114,6.00999,6.21536,5.53653,5.95125,5.96792,5.69276,6.19497,6.13553,5.57742,5.88621,5.84543,5.79191,5.72589,5.6127,5.63782,5.77129,5.99099,5.89881,5.43468,6.12756,6.06538,5.78262,5.88056,6.46986,-0.0274665,0.0884471,-0.00472671,-0.023629,0.0382179,0.0265827,-0.0928514,0.0592872,-0.06717,-0.0532388,0.343416,0.256457,-0.605833,-0.874243,-0.120468,0.823401,-0.0857963,-0.0993068,0.184487,0.211176,0.105305,0.00558675,0.0293645,0.111616,-0.0329102,0.0173149,0.0570683,0.0342696,0.00492437,-0.0044639,-0.00723931,-0.0272798,0.97581,0.144851,0.521387,-0.0367115,-0.500667,0.0455211,0.134382,-0.0124002,-0.084579,0.0776693,-0.822811,-0.700767,-0.291771,0.940859,-0.787024,-0.311538,1.48329,0.914986,0.910541,0.0077472,0.218214,0.311551,-0.0423383,0.0905222,0.226873,0.155144,-0.0370754,-0.0833884,-0.178102,-0.360302,-0.0205817,0.0511187,-0.0115507,-0.00440601
-2857.05,0.814052,0.354846,4,15,0,2902.47,5.56554,5.81965,6.00329,5.99371,5.99672,5.90837,5.9503,5.94785,5.59875,5.50284,5.80159,6.02507,5.88682,5.88412,5.74561,5.67382,5.92231,5.78295,6.11415,6.00484,5.60315,5.99061,5.58051,5.7449,5.76268,5.99955,6.07449,5.93085,6.27863,6.09143,5.38112,5.87917,5.86475,5.71493,6.1378,6.00384,5.75915,5.96122,5.65929,5.73349,5.46414,5.7139,5.93558,5.68615,6.01538,5.88253,5.51962,6.17184,5.98051,5.9263,5.8904,6.37702,-0.103,0.116376,-0.0439528,-0.0014201,0.0538948,0.0187149,-0.0371473,0.0341911,-0.0566957,0.00803264,0.372056,0.241995,-0.600788,-0.862707,-0.0750293,0.829875,-0.0774075,-0.093455,0.151149,0.222351,0.100262,-0.0078334,-0.0232257,0.0428378,-0.0135929,0.00542736,0.0338513,0.00544022,-0.0022436,-0.00891324,0.0165287,-0.029472,0.961635,0.133806,0.446875,-0.0311729,-0.118783,0.0142847,-0.048492,0.010781,-0.114751,0.113071,-0.768612,-0.632589,-0.133371,0.932118,-0.665764,-0.332053,1.23292,1.00405,0.841968,-0.0127137,0.0125594,0.119408,-0.0320375,0.0106184,0.103072,-0.0220942,-0.0666494,-0.0886667,0.236396,-0.389257,-0.0483129,0.0770012,-0.324278,-0.000264801
