# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_download_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.325625
# Diagonal elements of inverse mass matrix:
# 0.0095941, 0.00718857, 0.00523141, 0.00878727, 0.00535651, 0.00524555, 0.0065159, 0.0017896, 0.00651304, 0.00706058, 0.0262769, 0.00426147, 0.00398673, 0.0222827, 0.00244516, 0.0483589, 0.00789664, 0.00585347, 0.0066018, 0.00993461, 0.0142333, 0.0106475, 0.00840917, 0.00683321, 0.00813872, 0.0113281, 0.00782212, 0.013889, 0.010426, 0.0237443, 0.0199463, 0.00602016, 0.00728581, 0.00368478, 0.00318954, 0.0144987, 0.00319315, 0.00715498, 0.00812639, 0.00716106, 0.0469392, 0.00801299, 0.0358038, 0.0094182, 0.00214025, 0.0184526, 0.0639613, 0.00454734, 0.00437218, 0.0098952, 0.00749766, 0.016528, 0.00174338, 0.00161267, 0.00239757, 0.00238753, 0.000173586, 0.000135283, 0.000187525, 0.000191839, 0.000179287, 0.000254365, 0.000178483, 0.000268175, 0.000211397, 0.000186563, 0.00021429, 0.000132542, 0.000135598, 0.000129737, 0.000130165, 0.000150073, 0.000147529, 0.000122195, 0.000146425, 0.000160802, 0.000162418, 0.000190301, 0.023297
271.012,0.698249,0.325625,4,15,0,-238.15,6.43682,6.52941,6.91364,6.80732,6.55648,6.87428,6.68007,6.84027,6.26936,6.7318,6.81994,6.9433,6.87315,7.05575,6.45424,6.14162,6.65744,6.53014,7.02727,6.33536,6.53658,6.9787,6.73768,6.32195,6.64059,6.39251,6.83821,6.44458,6.43383,7.10563,6.62341,6.50301,6.9572,6.20556,7.27368,6.67549,6.49575,6.8563,6.88552,6.60838,6.23842,7.03256,6.36381,6.49933,6.7831,6.52599,6.24553,7.19526,6.7373,6.66058,7.10476,6.85755,-0.0575892,0.0404784,-0.0456159,-0.023891,0.0287451,-0.0907472,0.0188361,-0.138668,0.846052,-0.197434,-0.166038,0.112179,-0.0777135,0.0176155,-0.0779809,0.0166095,0.0634586,-0.0114134,-0.0115592,0.00178867,0.0296333,0.0226501,0.00822498,0.00528282,-0.0298804,0.561099,0.280389,0.381818,-0.0286169,0.0778553,-0.00749751,1.15723,-0.839607,-2.21634,0.550672,-0.954168,0.314763,-0.0715249,0.120584,0.173101,-0.021649,-0.0149675,0.0249334,0.144391,0.0626783,-0.019721,0.00802202,-0.33773,-0.0350823,0.0341812,-0.311935,-0.00445909
245.277,0.718474,0.325625,4,15,0,-223.108,6.60748,6.55917,6.96007,6.84488,6.62739,6.90654,6.57474,6.8308,6.17825,6.70761,6.82354,7.06218,6.8998,6.84327,6.52012,6.20047,6.79441,6.51617,6.96556,6.5055,6.50663,6.92852,6.72,6.3726,6.78721,6.65202,6.69609,6.37265,6.56709,7.11419,6.57932,6.32061,7.03015,6.28263,7.23262,6.63317,6.54363,6.92757,6.84366,6.50949,6.2197,7.08114,6.43087,6.77839,6.76864,6.46149,6.9506,7.20404,6.78249,6.75444,7.0947,6.92816,-0.0166279,0.0302385,-0.0395038,0.0234633,0.028681,-0.0854658,0.0196994,-0.135326,0.831456,-0.183155,-0.156474,0.101913,-0.081825,-0.0117184,-0.0307273,0.0201127,0.0769952,-0.0153336,-0.0249648,0.00826192,0.0290986,0.0119002,-0.0062155,-0.00852272,-0.0507506,0.550848,0.276622,0.18994,-0.0154147,0.0911416,0.0342142,1.08334,-0.855221,-2.15923,0.567944,-0.835044,0.0116569,-0.0501314,0.146566,0.210411,-0.088998,-0.128381,-0.04275,0.0369671,-0.0821083,-0.160826,-0.26143,-0.573619,0.00313555,0.0264766,-0.314455,0.00437927
253.52,1,0.325625,4,15,0,-216.621,6.54851,6.58262,6.6588,6.59517,6.63785,6.85649,6.68113,6.81778,6.32386,6.71385,6.73717,6.87607,6.86541,7.05261,6.47093,6.40085,6.66214,6.42927,6.98087,6.25434,6.79296,6.72373,6.62749,6.45678,6.4336,6.6059,6.79614,6.71925,6.63627,6.91225,6.45684,6.74652,6.76407,6.21773,7.24605,6.59062,6.43192,6.67149,6.79121,6.7586,6.19174,6.97235,6.12459,6.24537,6.77294,6.62878,6.3424,7.11205,6.69547,6.74866,7.01115,6.86243,0.0405771,0.0522899,0.0747842,0.0101751,0.0240651,-0.103987,0.0265565,-0.148349,0.857016,-0.174511,-0.149506,0.103421,-0.0658578,0.0244823,-0.091001,0.000334439,0.0299909,-0.00128404,0.00137203,0.0388421,0.0183332,0.0187263,-0.013753,0.0260092,-0.0015622,0.556932,0.24158,0.535075,-0.0391013,0.0889481,-0.0170222,1.16193,-0.69218,-1.93218,0.452166,-0.856153,0.343389,-0.0776735,0.0435818,0.0844755,0.0336276,0.0521209,0.167104,0.100401,0.068111,-0.0475859,0.404984,-0.0176571,0.0210231,0.00981526,0.540496,0.00189911
247.662,0.956214,0.325625,4,15,0,-205.679,6.54681,6.60425,6.81945,6.77861,6.78399,6.94591,6.53064,6.76781,6.41968,6.88639,6.77162,6.97421,6.93181,6.4708,6.54049,5.79834,6.72661,6.58825,6.94572,6.46065,6.55015,6.92821,6.69333,6.32332,6.8454,6.76909,6.78691,6.46993,6.64591,6.77421,6.59939,6.36454,6.99685,6.23304,7.18574,6.56524,6.60654,6.97037,6.91059,6.69114,6.01387,6.91139,6.27076,6.58356,6.68738,6.58618,6.08499,7.17438,6.7845,6.8036,6.91741,6.61875,0.0401334,0.0161416,0.0578932,-0.115086,0.0397116,-0.0914836,0.0249238,-0.146374,0.864902,-0.18419,-0.164092,0.0909365,-0.0726302,-0.0144541,-0.0476793,0.000717784,0.075756,0.00333731,-0.00927437,0.0186472,0.0395544,-0.00336274,0.0110466,0.0253436,-0.0347167,0.568872,0.240015,0.252231,-0.0189096,0.0915496,0.00729488,1.13298,-0.787454,-2.32552,0.453401,-0.777661,-0.0321325,-0.0453937,0.108137,0.207183,0.022074,-0.00323415,0.0783181,0.177784,-0.0316864,0.00670471,0.311267,-0.392393,-0.0251346,-0.00455462,0.541833,-0.0214801
252.949,1,0.325625,4,15,0,-210.053,6.42846,6.51154,6.68102,6.79083,6.45176,6.75717,6.69795,6.81876,6.14176,6.58938,6.6775,6.9252,6.88877,7.10474,6.4537,6.85161,6.7879,6.47807,6.90258,6.43248,6.5229,7.04562,6.67774,6.42726,6.48307,6.57482,6.78834,6.43839,6.60387,7.10424,6.38682,6.70142,6.80496,6.35083,7.26455,6.65917,6.48046,6.66002,6.72845,6.50837,6.14903,6.99242,6.14643,6.42662,6.8681,6.43976,6.17943,7.20253,6.64465,6.61389,7.04204,6.93482,0.0160796,0.122225,-0.0733365,-0.0460401,0.0377064,-0.0878354,0.012517,-0.164473,0.813752,-0.199594,-0.15686,0.105944,-0.0830467,0.0204071,-0.0652233,0.0142249,0.0407578,-0.0141732,-0.00488288,0.0148543,0.00899968,0.0311727,-0.0228783,0.0154564,-0.0167695,0.545728,0.264156,0.285683,-0.0209994,0.0584564,-0.0619826,1.10838,-0.876358,-2.11064,0.468598,-0.969807,0.324037,-0.0666526,0.0840054,0.113184,-0.0436839,-0.0241155,0.0319092,0.00629279,0.0539068,-0.143515,0.200891,-0.189541,-0.00170361,0.0866042,-0.493838,-0.00859308
264.995,0.935909,0.325625,4,15,0,-217.238,6.57284,6.66408,6.79826,6.75191,6.75064,6.9148,6.54733,6.82756,6.30494,6.69139,6.9212,6.83716,6.94286,7.01242,6.51992,6.15342,6.77682,6.5963,7.06803,6.31373,6.63964,6.74502,6.72405,6.46166,6.61725,6.7634,6.81787,6.67956,6.72953,7.07758,6.40663,6.39471,6.95026,6.32483,7.19217,6.49189,6.45603,6.90441,6.83079,6.79223,6.46233,7.00103,6.19094,6.46498,6.68162,6.72001,6.42442,7.09004,6.76384,6.92292,6.92267,6.75723,0.0576305,0.052344,0.0441272,-0.0195365,0.0234797,-0.0955279,0.0125721,-0.149181,0.854864,-0.16622,-0.145672,0.0893957,-0.0503414,-0.00129168,-0.0729372,0.0123243,0.0619729,0.000518342,-0.00630635,0.0409147,0.0164569,0.0005496,-0.0133788,0.00836044,-0.0377317,0.559727,0.23886,0.386335,-0.0293902,0.0396714,0.00613952,1.12277,-0.694391,-1.91576,0.512106,-0.617529,0.0908355,-0.0841756,0.113262,0.171486,-0.0199922,-0.0513709,0.0774176,-0.0178275,-0.105308,-0.149662,0.036692,-0.426471,0.0208589,0.0179319,0.34456,-0.00364635
