# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/vi_beta_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_sens_pdw2_pcount_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.353856
# Diagonal elements of inverse mass matrix:
# 0.00363196, 0.00223342, 0.00153855, 0.00295844, 0.00359197, 0.0042604, 0.0050153, 0.00156147, 0.00491032, 0.00539744, 0.0112252, 0.00230902, 0.00292119, 0.00961538, 0.00189948, 0.00465201, 0.00498657, 0.00469196, 0.00382839, 0.00556987, 0.00767467, 0.00637112, 0.00492813, 0.00374133, 0.00380515, 0.00688027, 0.00351698, 0.0102944, 0.00698931, 0.012677, 0.0129901, 0.00480691, 0.0061635, 0.00208237, 0.00240865, 0.0111209, 0.00234501, 0.00376413, 0.0064975, 0.00280648, 0.0151039, 0.00482401, 0.0105093, 0.00440995, 0.00166703, 0.00649955, 0.0202656, 0.00281476, 0.00389819, 0.00607235, 0.00316481, 0.0158568, 0.000657945, 0.000703064, 0.000793318, 0.00073587, 0.000155848, 0.000129148, 0.000100626, 0.00010997, 0.00012428, 0.000104675, 0.000115201, 0.000111687, 0.000161612, 0.000129744, 0.000139688, 0.000101546, 0.000114108, 0.00014155, 0.000108124, 9.86786e-05, 0.000125631, 0.00010232, 0.000117957, 0.000120035, 0.000103222, 0.000127695, 0.000103562, 0.000112647, 0.0246003, 0.000310458
5613.69,0.66995,0.353856,4,15,0,-5582.79,-1.90591,-1.62314,-1.43819,-1.49577,-1.68522,-1.51954,-1.50874,-1.43099,-1.74772,-1.76882,-1.40398,-1.38984,-1.48937,-1.51696,-1.57535,-1.73293,-1.54126,-1.64218,-1.50571,-1.57811,-1.8282,-1.49143,-1.73469,-1.67462,-1.59335,-1.54447,-1.44678,-1.55491,-1.27014,-1.49121,-1.92703,-1.58627,-1.52074,-1.71302,-1.22765,-1.38101,-1.75124,-1.34836,-1.55918,-1.7482,-1.77058,-1.78766,-1.88367,-1.62323,-1.44939,-1.3996,-2.21826,-1.34218,-1.40982,-1.61349,-1.58963,-1.33264,0.00329249,0.0637761,-0.00135642,-0.0364871,0.0077492,0.0187669,0.100156,-0.0872647,-0.167935,-0.0410821,-0.00169693,-0.154068,-0.0890219,-0.0855332,0.1477,0.152476,0.064792,-0.00152207,-0.00653048,0.0650251,-0.0163,-0.00176368,0.0385184,0.016567,0.0202623,0.0177773,-0.00219739,-0.0207899,0.124187,8.19501,0.0704972,-0.00386633,-0.0480741,0.0685846,-0.627278,-0.468512,-0.261444,-0.0691962,-0.624398,-0.311415,1.15691,0.691498,0.570674,0.0125441,0.0714436,0.173019,0.00798615,0.063042,0.210018,0.138205,0.117133,0.0681865,-0.0770343,-0.274342,-0.010168,0.0365209,0.026197,-0.00680364
5615.2,1,0.353856,4,15,0,-5582.96,-1.86534,-1.62608,-1.52273,-1.48809,-1.51043,-1.48712,-1.47912,-1.50486,-1.86287,-1.78713,-1.52491,-1.36598,-1.58979,-1.34195,-1.68381,-1.72003,-1.64955,-1.67696,-1.44087,-1.52156,-1.8383,-1.52936,-1.74811,-1.78464,-1.51502,-1.55181,-1.28831,-1.54873,-1.43167,-1.32762,-1.9218,-1.51757,-1.47468,-1.79325,-1.25531,-1.44327,-1.73786,-1.42401,-1.74115,-1.62096,-1.85043,-1.73284,-1.64766,-1.62272,-1.38796,-1.59572,-1.96903,-1.41772,-1.61993,-1.38988,-1.52636,-1.20326,0.00669882,0.063155,-0.0041737,0.0246315,0.0149299,0.0240846,0.149084,-0.0876844,-0.169472,-0.0920294,0.0335404,-0.129607,-0.0993457,-0.0959242,0.111571,0.164419,0.0655534,0.00430893,0.0269881,0.0802021,-0.0364349,0.0100742,0.0304454,0.00614117,0.000285308,-0.00594859,0.0137062,-0.00587057,0.157237,8.09001,0.0399319,0.000616578,-0.0712567,0.0660389,-0.641683,-0.564175,-0.133412,-0.0515233,-0.664921,-0.483101,0.920874,0.744675,0.586313,0.00702362,0.160776,0.215332,-0.0686888,0.0515311,0.12513,0.0259359,-0.0101559,-0.0321,0.230031,-0.0774678,0.014371,0.0362697,-0.0553971,0.00459296
5611.36,0.819293,0.353856,4,15,0,-5573.28,-1.81366,-1.67889,-1.44312,-1.46717,-1.69526,-1.5147,-1.53116,-1.40933,-1.85282,-1.83211,-1.62502,-1.38345,-1.52478,-1.64608,-1.602,-1.86028,-1.55985,-1.6761,-1.54729,-1.58378,-1.81448,-1.56156,-1.78539,-1.66867,-1.68122,-1.43114,-1.44919,-1.43085,-1.34807,-1.31489,-2.01858,-1.63385,-1.42865,-1.77893,-1.20518,-1.48684,-1.73187,-1.46742,-1.50332,-1.77735,-1.95083,-1.77068,-1.77014,-1.59879,-1.4521,-1.47343,-2.06575,-1.36996,-1.48566,-1.66293,-1.61857,-1.29235,0.0275559,0.124858,0.0377486,-0.0196696,-0.00849843,0.0291161,0.10427,-0.107422,-0.163265,-0.0451384,-0.00436791,-0.150831,-0.0941792,-0.0796525,0.133198,0.154315,0.0617683,0.00242609,0.000525515,0.0606446,-0.0161924,-0.00310144,0.0411902,0.0115657,0.0238405,0.00718344,-7.39686e-05,-0.0213678,0.151496,8.46721,0.00711897,0.001475,-0.0634112,0.0152505,-0.624442,-0.4563,-0.261907,-0.0727727,-0.637753,-0.290135,1.05155,0.709139,0.546826,0.0110866,0.0797795,0.161608,-0.00275406,0.0430567,0.20074,0.0877372,0.109779,0.00548317,-0.0407841,-0.281968,0.0074801,0.0601748,0.299257,-0.00366773
5617.34,0.915888,0.353856,4,15,0,-5570.09,-1.81272,-1.62818,-1.50839,-1.47637,-1.46846,-1.5199,-1.3936,-1.43343,-1.85591,-1.78316,-1.46817,-1.38615,-1.57785,-1.30746,-1.6937,-1.6459,-1.59638,-1.61762,-1.46291,-1.49316,-1.90998,-1.5556,-1.72627,-1.80488,-1.44616,-1.53049,-1.26388,-1.56617,-1.31752,-1.30951,-1.96566,-1.5182,-1.45192,-1.77267,-1.24643,-1.35505,-1.78493,-1.23775,-1.73756,-1.63352,-1.93821,-1.70283,-1.62143,-1.63577,-1.357,-1.6084,-2.06557,-1.3745,-1.5814,-1.3977,-1.50603,-1.29101,-0.0307325,0.0964105,-0.00411046,-0.0175345,0.0118308,0.0252086,0.141757,-0.0831187,-0.166595,-0.082686,0.0257381,-0.127811,-0.0867844,-0.0884815,0.120956,0.162914,0.0533801,-0.00839519,0.0231332,0.0847607,-0.0373612,0.0123616,0.025821,0.00716793,0.00518233,-0.00156959,0.0145522,-0.00766164,0.153272,8.05041,0.041813,0.000257114,-0.0620344,0.0515185,-0.605547,-0.504225,-0.161725,-0.0463814,-0.589548,-0.401932,0.998325,0.762809,0.484868,-0.000221184,0.15874,0.22748,-0.0640141,0.0675307,0.119674,0.04763,0.0248999,-0.00798998,0.24159,-0.101103,-0.0198774,0.0553555,-0.0130388,-0.0032696
5615.15,0.906149,0.353856,4,15,0,-5570.06,-1.95966,-1.66113,-1.47882,-1.45096,-1.72281,-1.50592,-1.58143,-1.35149,-1.92702,-1.8055,-1.5222,-1.35486,-1.5342,-1.64622,-1.57049,-1.90492,-1.61794,-1.75187,-1.56447,-1.56757,-1.90419,-1.54758,-1.75193,-1.75919,-1.69461,-1.5709,-1.46284,-1.5859,-1.41337,-1.27132,-2.08907,-1.56938,-1.47406,-1.76471,-1.22918,-1.454,-1.77665,-1.45248,-1.6936,-1.8161,-1.91215,-1.79252,-1.89184,-1.61027,-1.39729,-1.48115,-2.09394,-1.32741,-1.52507,-1.72073,-1.61256,-1.1301,0.0190009,0.102357,-0.0476567,-0.0570722,0.0161588,0.0261823,0.106314,-0.0979785,-0.164766,-0.0545948,0.00026825,-0.16511,-0.104324,-0.0855816,0.13722,0.150207,0.0752941,-0.00650894,-0.00837401,0.0580869,-0.0107957,0.0034986,0.0400009,0.0127062,0.0192084,0.0104326,0.00114724,-0.0185015,0.123588,8.38108,0.0600267,-0.00146122,-0.060054,0.033628,-0.645369,-0.528502,-0.258717,-0.0790851,-0.673863,-0.33249,1.05248,0.658271,0.65139,0.00626621,0.0581084,0.154179,0.0173284,0.0690209,0.202308,0.101715,0.0995203,0.0313962,-0.0140254,-0.244144,-0.00558363,0.0707214,-0.296437,-0.0106421
5612.91,0.679023,0.353856,4,15,0,-5561.75,-1.92113,-1.64884,-1.4836,-1.49128,-1.74155,-1.5366,-1.54923,-1.36425,-1.91485,-1.80558,-1.44269,-1.36558,-1.55502,-1.59315,-1.57631,-1.89854,-1.62598,-1.74397,-1.61376,-1.54949,-1.98771,-1.57964,-1.68441,-1.73751,-1.65848,-1.62956,-1.44547,-1.52472,-1.39101,-1.23495,-2.08856,-1.53088,-1.45312,-1.75513,-1.24523,-1.50654,-1.81128,-1.45749,-1.68891,-1.80797,-1.88832,-1.83808,-1.93851,-1.60439,-1.39197,-1.54842,-2.02183,-1.32515,-1.52455,-1.69664,-1.64287,-1.10253,0.0252898,0.112465,-0.0346736,-0.0659075,0.0153578,0.0307814,0.108447,-0.104792,-0.160575,-0.054459,-0.00034611,-0.15588,-0.106412,-0.0842877,0.13634,0.149536,0.078529,-0.00879552,-0.00357044,0.055781,-0.00983783,0.00394338,0.0406494,0.0099903,0.0261124,0.0121667,0.0034954,-0.0174212,0.12546,8.37323,0.0381852,0.000835844,-0.0576409,0.013366,-0.616381,-0.499861,-0.258099,-0.0678016,-0.675643,-0.321215,1.02819,0.646894,0.679273,0.00766675,0.0644365,0.147631,0.027853,0.0820005,0.218345,0.102639,0.144409,0.046182,0.0292386,-0.229889,-0.00621487,0.0730244,-0.191455,-0.0122896
