# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_upload_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.496732
# Diagonal elements of inverse mass matrix:
# 0.000178378, 0.000142416, 0.00014836, 0.00016262, 0.000140838, 0.000153664, 0.000154849, 0.000175847, 0.000151229, 0.000175509, 0.000146221, 0.000155308, 0.000151367, 0.000173068, 0.000165772, 0.000139327, 0.000149489, 0.000133683, 0.000152485, 0.000146071, 0.000148688, 0.000164501, 0.000821411
2481.21,0.848346,0.496732,3,7,0,-2469.7,-1.44218,-0.0970202,0.0366143,0.0190705,-0.00200544,-0.0680341,-0.144518,-0.156926,0.101384,-0.025843,0.0223367,-0.088378,0.0298708,0.0514614,-0.00335581,0.00639469,0.0177091,0.0325522,0.0404948,-0.0144297,0.0354945,-0.015267,15.5445,-0.042524,-0.00134098,0.11852,-0.101258,0.135282,-0.574838,-1.90578,0.581436,-0.510376,0.351611,-0.0733988,0.128473,0.139657,0.0302594,0.0655112,0.105196,0.17903,0.141933,-0.0718541,0.520266,-0.172449
2479.46,0.817063,0.496732,3,7,0,-2466.95,-1.44404,-0.101544,0.0510344,0.0209915,0.0063395,-0.0630788,-0.128179,-0.215774,0.121152,-0.0205425,0.0266084,-0.0928247,0.017765,0.0743723,0.0133501,0.00141579,0.0173704,0.0201724,0.0442323,0.0096236,0.0393058,-0.0246062,15.1806,-0.121121,0.00717836,0.131688,-0.0462994,0.158674,-0.504747,-2.70478,0.719298,-0.505777,0.444016,-0.0696511,0.133524,0.198926,0.0931203,0.0831301,0.142167,0.171036,0.208771,0.0400332,0.557041,-0.277941
2481.53,0.971425,0.496732,3,7,0,-2472.19,-1.42083,-0.110739,0.0318987,0.00937718,0.0121659,-0.0865309,-0.14831,-0.167943,0.100723,-0.0136521,0.0261422,-0.084056,0.00975943,0.0680737,0.00770774,-0.00796121,0.00871374,0.022107,0.0368382,-0.00262897,0.0340997,-0.029303,15.6696,0.0370166,-0.0100667,0.0917068,-0.0455326,0.109955,-0.620342,-2.04591,0.635222,-0.422164,0.430855,-0.0725576,0.109324,0.18385,0.0406789,0.00894163,0.06298,0.124921,0.127487,-0.0423564,0.463534,-0.330994
2475.13,0.758646,0.496732,3,7,0,-2469.65,-1.43604,-0.109687,0.0169341,0.00771518,0.0222116,-0.0804314,-0.149454,-0.162049,0.0979829,-0.00602316,0.0227916,-0.0748622,0.0336602,0.0507223,0.00218204,0.00303619,-0.00124197,0.0236987,0.0483902,-0.00915774,0.0334493,-0.0131451,15.0913,0.147246,-0.0209536,0.0792754,-0.00810964,0.10657,-0.636352,-1.92594,0.632451,-0.313764,0.365016,-0.0580476,0.134104,0.137625,0.0426036,0.0569159,0.0524563,0.160964,0.193015,-0.0410614,0.49337,-0.148482
2473.41,0.939883,0.496732,3,7,0,-2461.36,-1.43301,-0.0931878,0.0698691,0.00986636,-0.00918163,-0.0465624,-0.13593,-0.209532,0.116273,-0.0445515,0.0379424,-0.0979993,0.00415004,0.0742085,0.00528401,0.00167206,0.043723,0.0283317,0.0278782,0.00514031,0.0294673,-0.0251817,16.0373,-0.294632,0.0245102,0.11312,-0.105537,0.18884,-0.511084,-2.75372,0.579613,-0.757872,0.545018,-0.0803716,0.107235,0.198464,0.0668549,0.0742993,0.206227,0.168802,0.113684,0.00345497,0.400911,-0.284442
2470.8,0.955093,0.496732,3,7,0,-2459.05,-1.45283,-0.117875,0.0141226,0.0105872,0.0215261,-0.0754754,-0.158867,-0.198684,0.0962082,-0.0102783,0.0283627,-0.0776555,0.00617628,0.0556699,-0.0124097,0.00889621,-0.0165605,0.0173059,0.0404458,-0.0122666,0.0309692,-0.00402625,16.2719,0.151277,-0.0220882,0.0957351,0.000945173,0.128838,-0.699378,-2.53554,0.626946,-0.374199,0.428372,-0.0616918,0.0848231,0.151859,-0.00538783,0.0572674,-0.0112447,0.126297,0.166506,-0.0396549,0.476981,-0.0454787
2475.79,0.994782,0.496732,3,7,0,-2462.17,-1.42433,-0.104374,0.0648504,0.00165986,-0.00072691,-0.0685077,-0.128403,-0.180484,0.12749,-0.0332408,0.0374747,-0.0963488,0.0361857,0.0683756,0.0184272,0.00402549,0.0493229,0.0231686,0.033434,0.0148995,0.0336631,-0.0234861,15.244,-0.208424,0.0152301,0.079003,-0.0903959,0.155151,-0.468338,-2.18043,0.66921,-0.644508,0.528591,-0.0717249,0.16435,0.181158,0.123863,0.111924,0.258502,0.183133,0.172724,0.0644464,0.471092,-0.265289
2469.87,0.80908,0.496732,3,7,0,-2462.04,-1.46047,-0.0985963,0.0195098,0.00495636,0.0250252,-0.0588455,-0.154664,-0.181609,0.0918206,-0.0112562,0.0164435,-0.0734626,-0.003453,0.0632225,-0.020352,0.000467003,-0.00233831,0.0257548,0.0483938,-0.0291095,0.0348005,-0.0122866,15.5894,0.0961298,-0.015329,0.0824683,0.00619081,0.136817,-0.68584,-2.25957,0.621922,-0.357523,0.332841,-0.0657632,0.075363,0.173968,-0.0427576,0.0129048,0.00756051,0.121466,0.141371,-0.14451,0.516745,-0.138784
2476.09,0.970406,0.496732,3,7,0,-2458.51,-1.42574,-0.117463,0.0306094,0.023362,-0.0115698,-0.0439584,-0.14907,-0.185831,0.116643,-0.0243108,0.0486025,-0.0962132,0.027783,0.0630413,0.00399058,0.0151321,0.0406365,0.0142065,0.0458198,0.00201238,0.00950966,-0.0158113,15.6118,-0.0545472,-0.00287137,0.139024,-0.0891654,0.183892,-0.581063,-2.27354,0.621086,-0.577303,0.634769,-0.0765272,0.139043,0.168023,0.07226,0.114662,0.198684,0.112002,0.181404,-0.0146046,0.110328,-0.178598
2472.99,0.888849,0.496732,3,7,0,-2462.43,-1.45531,-0.096452,0.068487,0.0267958,0.00406609,-0.0717093,-0.173247,-0.162131,0.104489,-0.0148588,0.0351812,-0.0840291,0.00724331,0.0852217,-0.00737742,-0.00371384,0.0148821,0.0323954,0.0393207,-0.00341648,0.022817,-0.0360379,16.0043,-0.27258,0.0220648,0.149622,-0.0675137,0.139044,-0.735091,-1.92529,0.656434,-0.474479,0.542354,-0.0756565,0.127473,0.230326,0.000689465,0.015466,0.0724159,0.153394,0.109868,-0.074888,0.269424,-0.407068
2470.96,0.946913,0.496732,3,7,0,-2459.05,-1.44177,-0.0930085,0.0609427,0.0259614,0.00348524,-0.0598798,-0.174373,-0.143838,0.106065,-0.0243787,0.0374396,-0.0860694,0.00441261,0.0839248,-0.0104909,0.000945026,0.0199049,0.0353957,0.0448481,0.00452332,0.023804,-0.0266499,16.1944,-0.216026,0.0160574,0.149187,-0.0873715,0.157166,-0.715313,-1.65691,0.601934,-0.575114,0.566744,-0.0681073,0.11959,0.225905,0.0228407,0.0696097,0.133626,0.215475,0.176545,-0.00967912,0.308221,-0.301025
2476.95,0.956777,0.496732,3,7,0,-2459.43,-1.44051,-0.0898068,0.0540024,0.0266468,-0.000111193,-0.0591098,-0.149226,-0.149898,0.105451,-0.031584,0.0351895,-0.0791765,-0.000240017,0.0688431,-0.00822314,-0.00371756,0.0213727,0.0315708,0.0409637,0.00502394,0.0271998,-0.0332589,15.9776,-0.183073,0.0132218,0.152517,-0.0866606,0.143402,-0.609428,-1.79278,0.583533,-0.611185,0.522944,-0.0653399,0.0901259,0.18519,0.0184056,0.0445556,0.125119,0.18322,0.150766,-0.01827,0.34523,-0.375678
2475.54,0.94314,0.496732,3,7,0,-2468.28,-1.4346,-0.112431,0.0372445,-0.0215561,0.0174213,-0.0653886,-0.151496,-0.202897,0.114498,-0.017183,0.0279811,-0.0962333,0.0425896,0.0618439,0.0174167,0.017222,0.0167009,0.0267301,0.0489832,-0.00851934,0.0238509,-0.00100517,15.0038,0.0376508,-0.0100748,0.00191667,-0.0281844,0.157747,-0.597082,-2.53466,0.655798,-0.456909,0.416247,-0.0711875,0.167214,0.166125,0.110133,0.125604,0.134954,0.193001,0.212653,-0.0207632,0.372543,-0.011354
2477.22,0.869569,0.496732,3,7,0,-2461.49,-1.43623,-0.103251,0.0494081,0.0185715,-0.00866574,-0.0673709,-0.132712,-0.172121,0.124133,-0.0333165,0.0292285,-0.0774938,0.0242686,0.0400343,0.00495244,0.00697605,0.0197737,0.0327234,0.0171766,-0.004697,0.00992832,-0.0161508,15.7323,-0.161115,0.0102967,0.124202,-0.0982309,0.127383,-0.546835,-2.07924,0.7362,-0.550288,0.369614,-0.0685328,0.103091,0.107663,0.0373392,0.0457213,0.0843081,0.150241,0.0382734,-0.0508728,0.116069,-0.182432
