# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_upload_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.390745
# Diagonal elements of inverse mass matrix:
# 0.00910263, 0.00612946, 0.00425769, 0.00814382, 0.00385174, 0.00618508, 0.00633248, 0.00159448, 0.00553237, 0.0085983, 0.0277732, 0.00435658, 0.00385997, 0.0216054, 0.0021483, 0.0411249, 0.00743871, 0.00514186, 0.00688332, 0.0104175, 0.0156228, 0.010372, 0.00615177, 0.00690915, 0.00895779, 0.0110536, 0.00666539, 0.0140244, 0.00861994, 0.0231262, 0.0200305, 0.0059331, 0.00730651, 0.00360906, 0.00331678, 0.0135338, 0.00299475, 0.00597275, 0.00942173, 0.00644039, 0.0429341, 0.00930579, 0.0279434, 0.00801773, 0.00251933, 0.0191171, 0.0661638, 0.004819, 0.00420836, 0.0113389, 0.00761823, 0.0158914, 0.00168313, 0.00162345, 0.0021969, 0.00210895, 0.000210423, 0.000165476, 0.000201988, 0.000198866, 0.000175341, 0.000224826, 0.000165706, 0.000230983, 0.000190272, 0.000162132, 0.000212367, 0.000136794, 0.000118799, 0.000131828, 0.000140496, 0.000131279, 0.000131435, 0.00014816, 0.000121194, 0.00014821, 0.000148829, 0.000200888, 0.0183205
267.266,0.940949,0.390745,3,15,0,-232.832,6.4145,6.5851,6.87471,6.79806,6.68254,6.8252,6.42653,6.8184,6.39436,6.68054,7.04354,6.9864,6.93879,6.82421,6.49999,6.49683,6.73272,6.52224,7.03648,6.4538,6.69399,6.91328,6.55486,6.33424,6.52563,6.71749,6.7124,6.50104,6.67541,6.81433,6.33305,6.44102,7.02902,6.29803,7.15793,6.76988,6.49534,6.89119,6.77502,6.57739,6.31141,6.86906,6.08695,6.54102,6.79671,6.73135,6.1522,7.16146,6.76756,6.52677,6.99036,6.7149,-0.0199209,0.0972887,-0.0723914,-0.0777906,0.175364,-0.123283,0.0352831,-0.111242,0.846128,-0.190526,-0.169833,0.0885954,-0.0800531,0.0209202,-0.0418699,0.0124983,0.0641123,0.00855362,-0.0094315,0.0333931,0.0263413,0.0180455,-0.0114674,0.0356859,-0.0135068,0.55671,0.200232,-0.130695,0.0103575,0.149295,-0.00540678,1.14034,-0.819888,-2.48964,0.281505,-0.947371,0.350475,-0.0345475,0.111315,0.173452,0.0470382,0.011804,0.142932,0.131279,0.0564983,-0.0517206,0.527641,-0.152567,-0.0326778,0.0729225,-0.455012,-0.0145191
269.52,0.649656,0.390745,3,7,0,-229.768,6.52398,6.46149,6.83447,6.84011,6.65296,6.89974,6.67068,6.81638,6.30197,6.65473,6.9345,6.97498,6.86319,6.93634,6.4447,6.12781,6.55507,6.46998,6.98706,6.32067,6.60693,6.85968,6.72825,6.55992,6.62625,6.61743,6.73363,6.55949,6.48505,7.22584,6.61816,6.58353,7.02211,6.18947,7.17006,6.69822,6.49137,6.78089,6.83091,6.67466,6.42167,6.94844,6.33573,6.45571,6.72712,6.84999,6.15814,7.00575,6.78656,6.82891,6.81308,7.12583,0.00301528,0.0429408,-0.0319673,-0.0241925,0.151729,-0.127122,0.0400393,-0.104705,0.82721,-0.185721,-0.153898,0.115495,-0.0641768,-0.00242798,-0.0464765,0.00981554,0.0400046,-0.00795251,-0.0026605,0.0113973,0.0146379,0.0242394,0.00289346,0.0200433,-0.0184818,0.555917,0.219651,-0.0575869,0.00211724,0.147387,-0.00800015,1.11542,-0.810626,-1.95023,0.621817,-0.704356,0.0677571,-0.0378716,0.0726914,0.107727,0.00291804,0.0259944,0.0721039,0.0941468,0.0957356,-0.00398443,0.269339,-0.208762,-0.00453522,0.0320835,-0.211125,-0.00451536
268.634,0.847932,0.390745,4,15,0,-239.045,6.60798,6.67339,6.87184,6.75063,6.65803,6.878,6.57616,6.7903,6.24134,6.66123,6.96971,6.9299,6.87372,6.81567,6.43277,6.18371,6.88845,6.68331,6.97038,6.26619,6.63374,6.9568,6.80539,6.65635,6.6756,6.69416,6.89632,6.39337,6.65205,6.93635,6.77623,6.60349,6.87883,6.29701,7.16837,6.77384,6.53023,6.81497,6.71498,6.77393,6.26965,6.97531,5.92945,6.46686,6.8267,6.65028,6.48684,7.16137,6.63681,6.8301,6.8669,6.94566,-0.0126992,0.101749,0.045377,-0.0725147,0.190729,-0.108287,0.0151541,-0.107768,0.836526,-0.17058,-0.144398,0.0898517,-0.0833991,0.0312543,-0.0676086,-2.44926e-06,0.0417345,-0.0104479,-0.002927,0.00923461,0.0155799,0.0279897,-0.0224175,0.011119,-0.0293227,0.552883,0.250534,-0.147922,0.014772,0.0852966,-0.0294527,1.13026,-0.724792,-2.06143,0.327951,-1.00726,0.425937,-0.0734955,0.0549464,0.11478,-0.0493515,-0.0431877,-0.0133768,0.00712209,0.0100047,-0.174703,0.102132,-0.331217,-0.0344425,0.0454653,0.406936,-0.0135344
262.051,0.555931,0.390745,4,15,0,-226.42,6.34383,6.56866,6.67087,6.69632,6.59847,6.94796,6.55053,6.81999,6.36299,6.85381,6.55679,6.92345,6.9794,7.00864,6.53611,6.25728,6.66838,6.47668,7.00617,6.33083,6.32298,6.9092,6.53497,6.34186,6.61571,6.81183,6.67487,6.58286,6.62989,6.86524,6.58064,6.43227,6.94261,6.26553,7.29167,6.56428,6.51489,6.82155,6.8681,6.57701,6.23676,6.9257,6.4664,6.43592,6.74341,6.47708,6.34055,7.21128,6.79897,6.64916,6.84701,6.79788,0.0559346,0.0644668,0.0127261,0.00717595,0.175118,-0.124667,0.0215552,-0.0836086,0.843833,-0.188895,-0.144839,0.0830412,-0.0611411,-0.0102881,-0.0407572,0.0360458,0.0587058,-0.00686206,-0.00051024,0.014844,0.0313992,0.00567824,-0.000139092,0.0226324,-0.0271355,0.554364,0.232743,-0.057299,0.00373604,0.0932799,0.0434749,1.11778,-0.807623,-2.0411,0.408377,-0.655288,-0.0195401,-0.0390004,0.153149,0.158414,-0.00796813,0.0100687,0.0544981,0.131916,-0.00867634,-0.0371234,0.288594,-0.306511,0.0320984,0.0323116,0.0865121,0.00133934
249.146,0.731359,0.390745,4,15,0,-215.317,6.44145,6.45148,6.83078,6.64965,6.65171,6.85376,6.47132,6.81685,6.39247,6.81436,6.92802,6.91081,6.97409,7.11734,6.43963,6.31693,6.53397,6.45384,7.06281,6.31888,6.40154,6.95416,6.53978,6.22178,6.67128,6.75739,6.8159,6.52931,6.58336,6.92225,6.27688,6.53582,6.87439,6.21124,7.18454,6.48178,6.42324,6.91164,6.87907,6.60992,6.45747,6.98315,6.02447,6.49672,6.76662,6.63587,5.92126,7.09651,6.80217,6.70799,6.85951,6.74783,0.10754,0.152951,0.00964465,-0.0561796,0.170139,-0.145155,0.0167207,-0.121207,0.84037,-0.202569,-0.152377,0.0996439,-0.0559208,-0.00592908,-0.0489693,0.0368426,0.0751884,-0.00589008,-0.0138163,0.0210882,0.0194245,0.0108684,0.00142094,0.02425,-0.0270162,0.539255,0.252903,0.0441716,-0.00799445,0.0666328,-0.0457075,1.13666,-0.88428,-2.0202,0.546424,-0.653839,0.0781034,-0.0460054,0.176341,0.20302,-0.00880078,-0.022897,0.0813194,0.0846745,0.0201374,-0.0266412,0.314325,-0.305163,0.0373155,0.0826415,0.127409,-0.0104855
269.186,0.986864,0.390745,3,7,0,-221.838,6.4687,6.6384,6.81348,6.89874,6.61776,6.91068,6.53063,6.80973,6.32526,6.64057,6.71993,6.92294,6.91373,6.97625,6.50861,6.10179,6.64445,6.54994,7.02677,6.20939,6.6267,6.96883,6.58752,6.47015,6.54074,6.70086,6.85185,6.46667,6.52265,7.15094,6.34167,6.66007,7.09501,6.30726,7.20206,6.50599,6.49015,6.94057,6.95671,6.69358,6.45475,7.06212,6.20396,6.46397,6.74027,6.57648,6.08062,7.11851,6.75884,6.93984,6.98213,6.83613,0.0420597,0.0711019,-0.00644477,-0.0820808,0.164109,-0.132165,0.0186465,-0.106499,0.830577,-0.192936,-0.154908,0.0839962,-0.0692426,-0.0128773,-0.0642225,0.0125667,0.0561561,0.0127134,-0.00354789,0.0092264,0.0126176,0.0193361,-0.00113693,0.0115769,-0.0213499,0.550149,0.20272,0.014793,-0.00449142,0.0805243,-0.0372718,1.12082,-0.794756,-2.21698,0.372078,-0.744154,-0.0264437,-0.0588382,0.0999603,0.151195,0.0393025,-0.00205552,0.0360733,0.0536392,0.0482648,-0.0418243,0.1291,-0.241159,-0.00677709,0.0417769,0.0349235,-0.0153198
