# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_upload_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.336669
# Diagonal elements of inverse mass matrix:
# 0.0110481, 0.00695894, 0.0046913, 0.00725892, 0.00481907, 0.00520958, 0.00584105, 0.00167617, 0.00609772, 0.00926324, 0.0269432, 0.00516478, 0.00427407, 0.0222589, 0.00213572, 0.0593375, 0.00783421, 0.00526652, 0.00603679, 0.00981042, 0.0138535, 0.00924242, 0.00685637, 0.00624671, 0.00949103, 0.0111812, 0.00589577, 0.015308, 0.00889569, 0.0227631, 0.0161578, 0.00675988, 0.00723785, 0.00360868, 0.00308211, 0.0143638, 0.00293296, 0.0068249, 0.00919007, 0.00647008, 0.0467584, 0.00722678, 0.0295333, 0.0096375, 0.00233051, 0.0226549, 0.0565051, 0.00502871, 0.00393606, 0.0106649, 0.00805221, 0.0144082, 0.00186235, 0.0013991, 0.00234845, 0.00205725, 0.000229387, 0.000168804, 0.00022729, 0.000171358, 0.000202745, 0.000237114, 0.000161888, 0.000242483, 0.000178252, 0.000177182, 0.000185215, 0.000114946, 0.000148751, 0.00013743, 0.000125672, 0.000135922, 0.000159784, 0.000141863, 0.000150697, 0.000128942, 0.000149448, 0.000221513, 0.0227685
262.076,0.945825,0.336669,4,15,0,-227.273,6.46636,6.54316,6.7332,6.75251,6.61636,6.87834,6.60526,6.84256,6.26265,6.58309,6.70983,6.84683,6.86474,6.73088,6.40826,6.09099,6.74931,6.63744,6.99223,6.4533,6.39069,7.06235,6.5795,6.39488,6.67419,6.62756,6.80151,6.59507,6.64576,6.97893,6.57458,6.76551,6.91137,6.32702,7.23359,6.55302,6.50707,6.78983,6.88316,6.56773,5.95341,6.98637,6.11313,6.45104,6.76614,6.5193,5.97862,7.05413,6.75045,6.68793,6.99397,7.06117,-0.0186316,0.0956532,0.0292347,-0.102715,0.147466,-0.1251,0.00469552,-0.112953,0.858414,-0.198552,-0.148548,0.109827,-0.047403,0.0129594,-0.0541761,0.0189424,0.0528998,-0.0192498,-0.0200679,0.0174829,0.030631,0.0122889,-0.0229206,0.0126035,-0.0184788,0.553179,0.267091,-0.12482,0.00697235,0.0303776,-0.00628033,1.15744,-0.902344,-1.83536,0.667268,-0.623291,0.250473,-0.0599436,0.11019,0.145929,-0.0733439,-0.079314,0.0263951,0.0835436,-0.0351514,-0.150851,0.152362,-0.208728,-0.047775,0.0465088,0.318376,-0.019171
262.973,0.775289,0.336669,3,15,0,-207.862,6.4276,6.54095,6.70716,6.76813,6.68335,6.8626,6.60235,6.86324,6.21564,6.57071,6.61667,6.85697,6.8883,6.78646,6.45573,6.03286,6.73935,6.70676,7.01028,6.39057,6.37142,7.07354,6.59258,6.42155,6.61865,6.64113,6.79625,6.60654,6.65496,7.09574,6.51753,6.77707,6.93827,6.31276,7.27465,6.5933,6.51611,6.82257,6.83207,6.58961,5.93805,6.93758,6.10024,6.45384,6.75734,6.53806,5.85577,7.07971,6.74489,6.71587,7.04651,7.08497,-0.0222466,0.0934683,0.04801,-0.100084,0.163041,-0.121696,0.00478036,-0.113248,0.851492,-0.19269,-0.152527,0.109389,-0.046721,0.0158636,-0.055994,0.0115694,0.0585657,-0.0267683,-0.0108991,0.0135929,0.0357713,0.0144958,-0.0198001,0.0118604,-0.0167721,0.553421,0.263703,-0.119959,0.00827112,0.0300608,-0.0126705,1.15163,-0.869044,-1.89157,0.659453,-0.633956,0.282044,-0.058305,0.102626,0.160914,-0.0803824,-0.0414645,0.0269702,0.122787,-0.0141792,-0.131058,0.144909,-0.18945,-0.0499247,0.0405128,0.453997,-0.0186801
255.577,0.877345,0.336669,4,15,0,-220.814,6.70977,6.71997,6.80352,6.62786,6.64552,6.7415,6.5945,6.73223,6.35532,6.86168,7.00569,7.01417,6.94507,6.96196,6.53088,6.58253,6.76134,6.34653,6.87205,6.42599,6.87248,6.76938,6.79559,6.4381,6.65609,6.73094,6.75938,6.31304,6.60908,6.68059,6.49848,6.39064,6.77383,6.35035,7.17926,6.76446,6.53928,6.8186,6.70928,6.74064,6.53197,6.95962,6.35782,6.49828,6.80893,6.53411,6.42733,7.20607,6.66752,6.77971,6.78088,6.67097,0.0109564,-0.0346968,0.0183723,-0.0266069,0.172225,-0.1187,0.0296619,-0.114276,0.825469,-0.156321,-0.153645,0.0866469,-0.0657923,0.0160568,-0.0836343,0.0143764,0.0573837,0.0140724,0.00474513,0.0229329,0.012358,0.0184306,-0.00610203,0.0123942,-0.0381605,0.55945,0.186043,-0.0799206,0.00605572,0.113095,-0.0522419,1.11762,-0.607406,-2.17543,0.354825,-0.821531,0.26699,-0.0845075,0.105742,0.154101,0.0326887,-0.00219602,0.0470093,0.00615455,-0.00385364,-0.106042,0.100271,-0.431045,-0.00597301,-0.0235476,0.161998,-0.00496599
242.99,0.757601,0.336669,4,15,0,-209.475,6.43158,6.6172,6.77767,6.84133,6.64342,6.99058,6.57016,6.82098,6.29999,6.90692,6.77301,6.91822,6.84911,7.02782,6.43514,6.42155,6.74281,6.54132,7.01533,6.42152,6.53992,6.95868,6.69155,6.29066,6.62554,6.59684,6.77448,6.37513,6.51682,6.95347,6.53045,6.42658,7.1857,6.14332,7.3782,6.81843,6.49367,6.83317,6.78964,6.70536,5.76027,7.03869,6.38603,6.28598,6.80129,6.65062,5.70669,7.09793,6.73703,6.72454,6.74163,7.10541,0.0261457,0.0855012,0.134187,-0.136184,0.186576,-0.111713,0.0189479,-0.105183,0.825159,-0.189524,-0.178106,0.107773,-0.0688085,-0.000405199,-0.0395565,0.0116785,0.0599739,-0.00555369,0.016131,0.0075275,-0.00766277,0.0268758,0.0117195,0.0216567,-0.0188453,0.55048,0.300369,-0.127956,0.0129741,0.0916095,0.00949387,1.11554,-0.827774,-2.41878,0.51894,-0.74784,0.106672,-0.0277316,0.102513,0.159875,0.0230722,0.0861021,0.0676244,0.0104957,0.132434,0.0443382,0.293807,-0.212868,-0.0438101,0.0146364,1.12484,-0.0254178
247.403,0.972638,0.336669,4,15,0,-206.419,6.56719,6.59064,6.67548,6.69523,6.65539,6.81428,6.51303,6.84887,6.35105,6.5061,6.63737,6.95464,6.99026,6.79973,6.5336,6.04423,6.79226,6.55419,6.81238,6.28143,6.71907,6.8577,6.68366,6.51242,6.70746,6.74417,6.73755,6.60506,6.70057,6.92503,6.60111,6.65124,6.75962,6.42052,7.08679,6.60152,6.39644,6.7049,7.02395,6.60932,6.41576,6.88334,6.07229,6.52689,6.73299,6.41427,6.56589,7.15139,6.75764,6.65046,7.14297,6.72641,0.0582554,0.0447842,-0.0257675,-0.010339,0.150122,-0.12614,0.0191615,-0.122853,0.860321,-0.187817,-0.148134,0.112199,-0.0582925,0.00760144,-0.049858,0.00888697,0.0627814,0.00273208,-0.0269669,0.0327478,0.0443574,0.00675495,-0.0301378,0.00995332,-0.019438,0.562657,0.194875,-0.159705,0.0098522,0.0814688,-0.0352192,1.1488,-0.844198,-1.88108,0.633581,-0.708642,0.202905,-0.0588702,0.103438,0.172631,-0.0215166,-0.103821,0.0648554,0.121521,-0.0838991,-0.194763,0.108312,-0.219564,0.0289273,0.031384,-0.179374,-0.00192971
256.364,0.952544,0.336669,4,15,0,-206.615,6.37555,6.56564,6.93658,6.6988,6.62312,6.84399,6.60199,6.88858,6.17314,6.74638,6.6626,7.03509,6.98148,6.94954,6.45312,5.90929,6.68225,6.54186,7.11938,6.39911,6.6264,6.97048,6.64786,6.35079,6.66313,6.64979,6.87403,6.51162,6.64559,6.9704,6.79065,6.4334,6.89137,6.22125,7.3195,6.48603,6.52661,6.84185,6.69804,6.68555,5.97168,7.06432,5.99152,6.36274,6.85548,6.59783,5.92429,7.20079,6.64532,6.7102,6.80591,7.00879,0.000559067,0.0880458,-0.0401922,-0.076055,0.202217,-0.119578,0.0443072,-0.0887719,0.847557,-0.190742,-0.152844,0.106032,-0.0906641,0.0112387,-0.0561025,0.00212436,0.0626605,-0.0224042,0.011035,0.00929654,0.0350357,0.017061,-0.00998813,0.0225729,-0.0211507,0.556868,0.248234,-0.0564912,0.00639338,0.187956,-0.000112242,1.15436,-0.809797,-2.12416,0.443458,-1.02124,0.221188,-0.0519336,0.088448,0.170109,-0.0424461,0.0431809,0.0373946,0.149927,0.0261907,-0.076272,0.302498,-0.238909,-0.0236315,0.0596324,-0.21964,-0.0141951
248.657,0.915864,0.336669,4,15,0,-212.708,6.48773,6.56791,6.79447,6.88871,6.60845,6.95116,6.57241,6.77413,6.36471,6.54382,6.88578,6.99806,6.88969,7.03636,6.44993,6.71285,6.7763,6.49866,6.79727,6.33032,6.52171,6.89327,6.75164,6.54804,6.48654,6.69047,6.83105,6.70393,6.47526,7.10906,6.32418,6.56405,7.00813,6.33596,7.2549,6.73146,6.5204,6.96257,6.89892,6.60357,6.40552,6.94997,6.13737,6.44313,6.82723,6.63198,6.1366,7.13662,6.76888,6.64671,6.99933,6.40834,0.0620368,-0.0220414,0.035805,-0.090868,0.165954,-0.135689,0.0216289,-0.119024,0.797342,-0.202089,-0.147706,0.0824362,-0.0654144,0.0342903,-0.0621029,0.00820974,0.0561891,-0.0118759,-0.0145507,0.00318021,-0.00303484,0.0203717,0.000473979,-0.00939029,-0.0169217,0.553436,0.265821,0.0445694,-0.00696217,0.0893807,-0.0503625,1.09506,-0.888379,-2.10291,0.338952,-0.849314,0.48437,-0.0610738,0.0908771,0.15235,-0.0444783,-0.0524125,-0.00158699,-0.0300965,0.0441195,-0.0469598,-0.189611,-0.19114,-0.00408838,-0.0203016,0.35487,-0.0169599
256.738,0.99714,0.336669,4,15,0,-219.961,6.66739,6.58119,6.87149,6.63766,6.67996,6.85435,6.57467,6.80213,6.41987,6.73488,6.97877,6.83476,6.93477,6.77411,6.52996,6.08911,6.68176,6.62739,7.02339,6.32007,6.75942,7.04515,6.6258,6.44124,6.74801,6.65157,6.65801,6.33904,6.63511,6.64132,6.52224,6.44728,6.80907,6.24673,7.22443,6.73861,6.54235,6.78745,6.79201,6.55382,6.00026,6.96961,6.43057,6.50756,6.70211,6.44079,6.37804,7.14978,6.83685,6.6923,7.05629,7.18834,-0.0858539,0.119688,0.0731146,-0.0308428,0.15397,-0.101851,0.00686749,-0.11002,0.839022,-0.166062,-0.187424,0.0912434,-0.0604036,0.00682795,-0.0698528,0.0116999,0.0542657,-0.00744912,-0.0186023,0.0287624,0.0317554,0.017059,-0.0394982,0.00913041,-0.0138906,0.561828,0.239954,-0.262652,0.0225282,0.0468209,-0.0144111,1.13877,-0.716493,-2.62645,0.468456,-0.740422,0.192181,-0.0782446,0.0969792,0.150423,-0.0508747,-0.0901569,0.0419504,0.0569859,-0.0541084,-0.233166,0.109127,-0.156902,-0.0584806,0.0479036,0.56937,-0.00575661
261.289,0.971094,0.336669,4,15,0,-221.681,6.41634,6.62749,6.75804,6.6542,6.68769,6.86578,6.70931,6.75936,6.24622,6.55586,6.62149,6.93012,6.90443,7.01021,6.47098,6.23105,6.94823,6.52989,7.02349,6.54674,6.67328,6.77521,6.82383,6.37447,6.49582,6.77176,6.8442,6.68956,6.65944,6.83275,6.58373,6.59126,6.9231,6.35784,7.26433,6.74104,6.49637,6.80697,6.76894,6.74115,6.12637,6.91954,6.05935,6.35776,6.80689,6.53028,6.18973,7.11207,6.67672,6.8799,6.82418,6.90325,0.0164002,0.0583016,0.0689831,-0.041904,0.212929,-0.136977,0.0175326,-0.131314,0.8569,-0.180083,-0.123889,0.108253,-0.0628891,0.00571074,-0.0524611,0.0239178,0.0539858,-0.00652688,-0.00255357,0.0139651,0.0195182,0.0149684,0.00905971,0.0215362,-0.0438495,0.550823,0.233208,0.0131213,-0.000417985,0.0656192,-0.0754399,1.14086,-0.768731,-1.53966,0.573686,-0.733114,0.156117,-0.0517815,0.121187,0.144743,-0.0110614,-0.0011724,0.0464616,0.0751391,0.0206258,-0.027372,0.229916,-0.495305,-0.0103206,0.0151549,0.550048,-0.0078211
