# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_all_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta.28,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28
5435.09,0.998124,0.513467,3,7,0,-5423.37,-1.54553,0.0133325,-0.00227653,-0.0888107,0.050866,0.0293588,-0.0110055,0.124634,-0.118654,-0.164835,-0.0395285,0.0103142,-0.117923,-0.0353572,-0.0768079,0.111691,0.157382,0.0544585,-0.011289,0.0215351,0.068544,-0.0189952,-0.0120352,0.0429665,0.00965339,0.0267818,-0.00481712,-0.00154213,-0.00280451,7.82367,0.328407,-0.0200086,-0.350998,0.0292685,0.0880791,-0.00704999,-0.0638953,0.0289683,-0.607029,-0.412736,-0.201003,-0.0576103,-0.375939,-0.330992,0.899466,0.735276,0.489005,0.000646095,0.139367,0.189983,-0.0129117,0.0176769,0.209803,0.077466,0.122698,-0.0360452,-0.0323612,-0.037041
5430.89,0.726065,0.513467,3,7,0,-5416.92,-1.56082,0.00631247,0.000367577,-0.0990143,0.0418782,0.0292664,0.00146715,0.117382,-0.131579,-0.150364,-0.0330191,0.00891133,-0.131368,-0.0301818,-0.0828409,0.0983245,0.16513,0.0817566,-0.0125643,0.00732884,0.0629053,-0.0225215,0.00952073,0.0456604,0.022651,0.0110758,-0.00725704,0.0124733,-0.0101517,8.07031,0.222157,-0.0125937,-0.281681,0.020991,0.0461356,-0.00255019,-0.0630318,0.0327522,-0.590079,-0.454747,-0.225611,-0.0737833,-0.336015,-0.39344,0.774023,0.720269,0.699873,-0.00214004,0.103432,0.174772,-0.0129174,0.0797487,0.208005,0.12981,0.0352987,-0.0487529,0.200826,-0.13408
5433.82,0.984198,0.513467,3,7,0,-5420.25,-1.57108,0.00163474,-0.000684895,-0.0968571,0.0503864,0.0220432,-0.00612725,0.126698,-0.133675,-0.164822,-0.0340389,0.019355,-0.136235,-0.0430298,-0.0952212,0.109922,0.167809,0.080188,-0.012582,-0.00387749,0.0819618,-0.0408576,0.00287467,0.0365359,0.00974938,0.012501,-0.000461148,-0.000346078,-0.0205062,7.84537,0.330544,-0.0212732,-0.345583,0.0288017,0.061427,-0.00519658,-0.0757556,0.050179,-0.626791,-0.475585,-0.196186,-0.0697875,-0.432841,-0.48606,0.900016,0.726144,0.701224,-0.00742598,0.106081,0.226571,-0.0778634,0.0368165,0.152581,0.0439881,0.0314112,-0.0394884,-0.0441415,-0.270839
5433.33,0.952356,0.513467,3,7,0,-5420.76,-1.54388,0.011299,-0.0163599,-0.0887208,0.0511279,0.0225352,0.0142264,0.136986,-0.112934,-0.146334,-0.0679377,0.0114185,-0.106755,-0.0482458,-0.0775105,0.109475,0.157331,0.0655948,-0.0215328,0.00721351,0.0613345,-0.015708,0.0101783,0.00946714,0.0158296,-0.0051847,-0.0153235,0.00363217,-0.0171751,7.95439,0.622414,-0.0414793,-0.294221,0.0252469,-0.0150225,0.00400782,-0.0491546,0.00189955,-0.549563,-0.491255,-0.195545,-0.0440497,-0.436782,-0.345283,0.917548,0.708288,0.55408,-0.0263436,0.100751,0.171755,-0.0519704,0.00244116,-0.00640648,0.0270487,-0.0922331,-0.120016,0.0320978,-0.226843
5434.98,0.909271,0.513467,3,7,0,-5419.46,-1.56853,-0.00726211,4.0285e-05,-0.0834748,0.0441775,0.0227569,-0.00597635,0.14078,-0.134204,-0.171946,-0.0269453,0.0254697,-0.121241,-0.0334581,-0.0858436,0.11673,0.164376,0.0758238,-0.0087176,0.0153689,0.088317,-0.0309834,-0.00452014,0.0339995,0.0108232,0.0293824,-0.010068,-0.00440902,-0.0208751,7.76943,0.216536,-0.0147593,-0.300229,0.0252367,0.0571053,-0.00465767,-0.0476899,0.061338,-0.621538,-0.431158,-0.171866,-0.056735,-0.407283,-0.386834,0.947221,0.714117,0.672514,-0.00567506,0.153923,0.245419,-0.060979,0.00813513,0.138664,0.0450885,0.0904673,-0.103197,-0.116376,-0.275711
5437.08,1,0.513467,3,7,0,-5427.55,-1.53204,0.0028843,-0.0103438,-0.0828396,0.049419,0.0281206,0.0194136,0.129397,-0.11237,-0.157486,-0.0496357,-0.000686049,-0.100942,-0.0384449,-0.0795373,0.11458,0.165968,0.0658591,-0.00685688,0.00877967,0.0748325,-0.0413444,0.00365754,0.0230706,0.00143612,-0.000477629,-0.0166067,-5.24179e-05,-0.020146,7.90204,0.465279,-0.0307068,-0.326271,0.0275641,-0.0299619,0.00578878,-0.0267445,0.0402458,-0.571807,-0.429261,-0.238508,-0.0394832,-0.437335,-0.345367,0.97762,0.748298,0.578159,-0.0161255,0.121595,0.207417,-0.119948,-0.0202917,0.0377815,-0.0645038,-0.0792283,-0.137103,-0.0383018,-0.266082
5435.35,0.578765,0.513467,3,7,0,-5418.19,-1.52793,0.00345339,8.26785e-05,-0.0825935,0.033867,0.0295142,0.0062511,0.128062,-0.108299,-0.163451,-0.0504968,0.000431882,-0.114887,-0.0341014,-0.0835527,0.113615,0.158798,0.0667369,-0.00574605,0.00802156,0.074623,-0.0376151,-0.00560379,0.0157619,0.00443913,-0.00542749,-0.0107978,-0.00451376,-0.023669,7.81956,0.155224,-0.00877466,-0.202168,0.0148357,0.0208624,0.000313685,-0.0328225,0.0503324,-0.62006,-0.49132,-0.234552,-0.0544596,-0.422034,-0.392073,0.973129,0.704242,0.583896,-0.0167292,0.119931,0.206752,-0.120955,-0.0556847,0.00716187,-0.0477104,-0.100084,-0.112711,-0.123405,-0.312613
5434.86,0.961261,0.513467,3,7,0,-5424.59,-1.52339,0.0151269,-0.00396794,-0.0790107,0.0492651,0.0233964,0.0131702,0.130688,-0.1268,-0.162218,-0.0444246,0.0152294,-0.108543,-0.0501081,-0.0743142,0.123658,0.156318,0.0606372,0.004263,0.0155763,0.0834428,-0.0312311,0.00443209,0.0169981,2.42955e-05,0.00213261,-0.0152985,-0.0100534,-0.0140921,7.69466,0.382497,-0.024978,-0.338328,0.0298761,-0.0265768,0.00440929,-0.0576294,0.0242346,-0.597444,-0.447134,-0.180097,-0.0481839,-0.519843,-0.280446,1.05022,0.707607,0.541179,-0.00583081,0.147931,0.232362,-0.0953966,-0.0187664,0.0164715,-0.0660909,-0.0621464,-0.129242,-0.203192,-0.186123
5428.86,0.700692,0.513467,3,7,0,-5417.3,-1.56617,-0.0154546,-0.0132551,-0.105491,0.047017,0.0207605,-0.00715179,0.140543,-0.111036,-0.160584,-0.0541561,0.0123824,-0.106658,-0.0401168,-0.0864974,0.0897654,0.17055,0.0720928,-0.0257824,0.00737308,0.0749179,-0.0458982,-3.92601e-05,0.0430209,0.0288733,-0.000986553,-0.0125925,0.00695263,-0.0307189,7.84023,0.454585,-0.0302827,-0.331163,0.0255169,0.0761235,-0.00612812,-0.0382096,0.0458827,-0.572411,-0.420717,-0.205672,-0.0439538,-0.364792,-0.463683,0.760721,0.760034,0.61745,-0.0267847,0.119874,0.207402,-0.108305,0.00284445,0.144215,0.101362,-0.0813355,-0.123717,0.0654438,-0.405724
5434.25,0.953672,0.513467,3,7,0,-5416.34,-1.5513,-0.0100731,-0.0113913,-0.0982959,0.0445864,0.0197786,0.000221436,0.143445,-0.106454,-0.164693,-0.0525901,0.00235629,-0.106656,-0.0370192,-0.0820184,0.0919371,0.163689,0.075053,-0.0134376,0.0120871,0.0676019,-0.0441196,0.00202348,0.0457687,0.0235704,0.00561901,-0.0136576,0.00206366,-0.0236784,7.79185,0.395323,-0.0261297,-0.306546,0.0239788,0.0458284,-0.00294397,-0.00384358,0.0564625,-0.602503,-0.438555,-0.230857,-0.0484272,-0.369302,-0.416164,0.760523,0.719012,0.645894,-0.0142863,0.119238,0.187203,-0.0969567,0.0174177,0.163008,0.0818378,-0.0427579,-0.123058,-0.00759043,-0.312736
5432.85,0.762048,0.513467,3,7,0,-5419.06,-1.56295,-0.00172888,-0.0242839,-0.0902977,0.0344886,0.0226124,-0.00627034,0.146221,-0.11275,-0.162142,-0.0563195,0.00413348,-0.103842,-0.0344944,-0.0830527,0.087378,0.167219,0.0752466,-0.0141556,0.0131407,0.0707512,-0.0348768,-0.00438343,0.036624,0.0225718,0.00761384,-0.0123685,0.00413294,-0.0251702,7.73823,0.486684,-0.0315724,-0.235104,0.016951,0.0683586,-0.00512906,-0.0140937,0.0412057,-0.59662,-0.444303,-0.225406,-0.0471901,-0.353352,-0.432114,0.72858,0.736056,0.649298,-0.0152944,0.125568,0.196246,-0.0815814,-0.00748628,0.127976,0.0814802,-0.0291338,-0.115585,0.0260828,-0.332439
5435.15,1,0.513467,3,7,0,-5420.77,-1.54469,0.00726034,0.0109206,-0.0821608,0.0556358,0.0249728,0.013691,0.129218,-0.130815,-0.168906,-0.0386993,0.0299003,-0.119131,-0.037172,-0.0811722,0.138196,0.155094,0.0656513,-0.0147156,0.00495324,0.0806334,-0.0240065,0.0103615,0.0237121,0.0028734,0.0219822,-0.0084145,-0.00186733,-0.0178377,7.93562,0.253055,-0.0172846,-0.31826,0.0289214,-0.0128065,0.00342257,-0.0853601,0.0367004,-0.59984,-0.464188,-0.150718,-0.0494129,-0.43908,-0.306732,1.12376,0.691337,0.578346,-0.0115822,0.122198,0.224641,-0.0438232,0.0432548,0.0888426,-0.00211767,0.0631801,-0.0849704,-0.0659803,-0.235594
5431.82,0.799615,0.513467,3,7,0,-5420.19,-1.55202,0.0121436,-0.0192296,-0.090704,0.0459376,0.0274567,-0.0151462,0.154367,-0.129201,-0.178792,-0.0498163,0.0222776,-0.106146,-0.0268321,-0.0662012,0.121139,0.165913,0.0769802,-0.028159,0.0170812,0.0896036,-0.0178214,-0.00228546,0.0416178,0.013731,0.0121791,-0.017605,0.00843476,-0.021791,7.91566,0.565866,-0.0366491,-0.313567,0.025447,0.106699,-0.00906294,-0.0321291,0.0322481,-0.608739,-0.438553,-0.19083,-0.0372676,-0.355766,-0.203209,0.974794,0.724322,0.667419,-0.0261962,0.160148,0.250027,-0.0375802,-0.000993378,0.144783,0.0299691,-0.00918074,-0.13691,0.108109,-0.287808
5431.08,0.98447,0.513467,3,7,0,-5419.4,-1.57113,-0.00541518,0.00870846,-0.087835,0.0539879,0.0237334,0.0166261,0.118884,-0.111702,-0.140742,-0.0509724,0.0135895,-0.118356,-0.0574163,-0.104898,0.111922,0.156031,0.0672212,-0.00672263,0.00684275,0.0645017,-0.0401105,0.0112946,0.0166915,0.008202,0.0102914,-0.00551056,-0.0100747,-0.0152132,7.97773,0.231641,-0.016287,-0.320356,0.0281964,-0.0318369,0.00539237,-0.0712159,0.0393633,-0.555928,-0.491104,-0.183142,-0.0531831,-0.504732,-0.58691,0.93434,0.692773,0.584493,-0.00764907,0.103607,0.178739,-0.091974,0.0345292,0.0513027,0.017838,0.00516245,-0.0714931,-0.205647,-0.20093
5433.39,0.996376,0.513467,3,7,0,-5423.62,-1.53668,0.0146105,-0.0231376,-0.085783,0.0439227,0.0123345,-0.0064416,0.150061,-0.12649,-0.179722,-0.0373355,0.0199918,-0.105773,-0.0295597,-0.0658002,0.116097,0.166921,0.0778986,-0.0185097,0.0177506,0.0869282,-0.0161819,-0.000952435,0.0360877,0.0118569,0.015668,-0.0181993,0.00449773,-0.0265004,7.84432,0.645363,-0.0428066,-0.297279,0.025536,0.0563514,-0.00540011,-0.0190038,0.0611173,-0.615295,-0.406524,-0.193241,-0.0423968,-0.375216,-0.205666,0.941037,0.728689,0.676347,-0.0207274,0.157719,0.243001,-0.0400519,-0.00729892,0.113547,0.0113263,-0.00384133,-0.153142,0.0300387,-0.350008
5425.91,0.62437,0.513467,3,7,0,-5412.27,-1.5494,-0.0102291,0.00742383,-0.101079,0.0493786,0.0469479,0.0190659,0.137991,-0.1198,-0.158755,-0.0258099,0.0174001,-0.110933,-0.0425896,-0.0652218,0.109744,0.159201,0.0907611,-0.0232824,0.015837,0.0961514,-0.0318083,-0.00479808,0.0277464,0.0207145,0.034329,-0.0238349,-0.00217769,-0.0337192,7.84774,0.122977,-0.0072435,-0.317354,0.0233228,-0.00407813,0.00479776,0.00185276,0.0683945,-0.554658,-0.382389,-0.203825,-0.0416213,-0.434808,-0.217004,0.880491,0.642262,0.79128,-0.0261563,0.16546,0.268316,-0.0839094,-0.0234767,0.0805799,0.0594203,0.0615183,-0.207562,-0.100912,-0.445352
5429.18,0.982545,0.513467,3,7,0,-5412.35,-1.55909,0.0133589,-0.021297,-0.0828613,0.049441,0.0116207,-0.0169967,0.127193,-0.123077,-0.168585,-0.0646059,0.0153867,-0.108539,-0.0415826,-0.0924623,0.122657,0.168405,0.0541547,-0.00333904,0.0112896,0.0562825,-0.0294369,0.0114016,0.0201154,0.00559303,-0.00662774,0.00463015,0.000917656,-0.0215708,8.00645,0.685802,-0.0455554,-0.340355,0.0306315,0.0820513,-0.00833242,-0.108073,0.0173,-0.619042,-0.500723,-0.182539,-0.0478409,-0.438311,-0.445875,1.04059,0.801043,0.466618,-0.00460668,0.10226,0.155711,-0.0637823,0.0375105,0.0659806,0.00496733,-0.0566278,-0.00891983,-0.0238618,-0.2849
5431.92,0.902512,0.513467,3,7,0,-5416.68,-1.55235,0.00958806,0.000564577,-0.0967232,0.0368889,0.0222534,0.0280517,0.144499,-0.130251,-0.165774,-0.0524471,0.0160855,-0.112719,-0.0219363,-0.0711328,0.11591,0.16234,0.0803399,-0.0056828,0.00923464,0.0783527,-0.0246229,0.000632718,0.0409238,0.0150105,0.0269568,-0.026082,-0.0101313,-0.00523819,7.8935,0.169487,-0.00937294,-0.217124,0.015346,-0.0589145,0.0086797,-0.03572,0.0319997,-0.618711,-0.503943,-0.201626,-0.0546902,-0.355836,-0.252465,0.927541,0.700332,0.70467,-0.00554999,0.127844,0.219106,-0.0487908,0.0137549,0.148776,0.0444955,0.0546222,-0.179489,-0.188137,-0.0691843
5429.95,0.929143,0.513467,3,7,0,-5418.04,-1.55597,0.0163026,-0.0019884,-0.0988196,0.0373077,0.0255868,0.0228324,0.14655,-0.123155,-0.173517,-0.0532383,0.0155266,-0.111879,-0.0249185,-0.0683063,0.115021,0.167054,0.0897033,-0.0026866,0.00290993,0.0725074,-0.0239962,0.00909112,0.0369016,0.00873062,0.0319167,-0.0235425,-0.0140305,-0.0151177,7.75328,0.233832,-0.012841,-0.227991,0.0159722,-0.0334887,0.0062561,-0.0209983,0.0696294,-0.641534,-0.513979,-0.209142,-0.0555025,-0.372454,-0.219372,0.914448,0.707503,0.778593,-0.00558646,0.106808,0.203318,-0.0485778,0.0311419,0.122923,0.00152718,0.067759,-0.1857,-0.275133,-0.199669
5432.99,0.969414,0.513467,3,7,0,-5417.73,-1.5622,-0.00198818,-0.00374902,-0.0911289,0.0355373,0.0252869,-0.00288928,0.1581,-0.108379,-0.172396,-0.0420713,0.0104902,-0.109806,-0.0328966,-0.0825749,0.105369,0.162043,0.0735456,-0.0330211,0.0149189,0.0872893,-0.0248654,0.00273411,0.036941,0.000252103,0.00921936,0.00544331,-0.00851237,-0.018997,7.87185,0.206975,-0.0137141,-0.169228,0.0120646,0.0611109,-0.00407781,0.0168487,0.0632564,-0.597999,-0.401884,-0.217048,-0.0407065,-0.339858,-0.399647,0.850499,0.711367,0.637067,-0.0244,0.152954,0.242428,-0.0398504,0.0340596,0.151598,-0.00804388,0.0240579,-0.00962226,-0.185154,-0.250906
5431.89,0.92787,0.513467,3,7,0,-5420.2,-1.54558,0.00941301,-0.0161144,-0.0852396,0.0630048,0.0208727,0.0101835,0.108249,-0.130487,-0.151519,-0.0501657,0.0203231,-0.116342,-0.0509224,-0.0784996,0.119637,0.166824,0.0661946,0.0056649,0.0113755,0.0665112,-0.0353932,0.00295307,0.0187128,0.0228772,0.0246283,-0.0315276,0.00923414,-0.0214118,7.81981,0.714394,-0.0476689,-0.459764,0.0412294,-0.00990375,0.00236371,-0.119178,0.0252035,-0.582271,-0.484422,-0.174019,-0.0577667,-0.514725,-0.308437,1.0058,0.752412,0.584745,-0.00280693,0.114526,0.185327,-0.0955236,-0.00830512,0.0390992,0.0682716,0.0210295,-0.220371,0.122891,-0.282799
5425.41,0.708588,0.513467,3,7,0,-5413.13,-1.5313,0.00292699,-0.00980429,-0.0786888,0.0415265,0.0260571,0.0212511,0.13867,-0.124243,-0.162388,-0.0336147,-0.0138576,-0.106912,-0.037103,-0.0864285,0.103999,0.157523,0.0699308,-0.00682845,0.0162063,0.0968535,-0.0226624,0.00774823,0.0273542,0.015502,0.00437152,0.00751074,-0.0145882,-0.00136937,7.44566,0.33783,-0.0232503,-0.245221,0.0203029,-0.0502734,0.00750164,0.0134942,0.00914334,-0.59536,-0.383725,-0.277071,-0.0463077,-0.393213,-0.427332,0.853913,0.69537,0.617421,0.0037486,0.169511,0.269396,-0.0216064,0.0658509,0.137711,0.103601,0.0263256,0.0276157,-0.259447,-0.0180862
5427.57,0.966065,0.513467,3,7,0,-5407.91,-1.54263,0.0250717,-0.0130651,-0.0976837,0.0405796,0.013326,0.00033225,0.142538,-0.140587,-0.156556,-0.035593,-0.0117392,-0.119998,-0.0458328,-0.0795875,0.103781,0.171237,0.0597097,-0.0128313,0.0157267,0.0715705,-0.0319256,-0.00519954,0.0142594,0.0118689,0.0110914,-0.00229787,-0.0158579,0.00087139,7.83912,0.40338,-0.0237414,-0.298923,0.0234602,0.0199626,-0.00142085,-0.0164431,-0.0354024,-0.589548,-0.385739,-0.281498,-0.05805,-0.426511,-0.373128,0.881133,0.792136,0.52806,-0.00715503,0.131577,0.198147,-0.0695783,0.000574962,0.0673858,0.0681435,0.0381284,-0.0296773,-0.277648,0.011509
5430.65,0.913427,0.513467,3,7,0,-5413.01,-1.54999,-0.0126101,-0.00272737,-0.0802556,0.050284,0.0368224,0.00815031,0.126343,-0.0996018,-0.154092,-0.0483042,0.0452872,-0.107354,-0.0307404,-0.0809483,0.123803,0.15659,0.0820378,-0.0177248,0.00846344,0.0749862,-0.028427,0.00481222,0.0437852,0.0189453,0.0177129,-0.0201174,0.00778926,-0.0377794,7.8798,0.357676,-0.0254012,-0.268045,0.0228135,0.0324283,8.03e-05,-0.0691372,0.121123,-0.546438,-0.489316,-0.105248,-0.0407611,-0.391042,-0.331591,0.991159,0.66331,0.703929,-0.0219614,0.122024,0.209391,-0.0657041,0.0117319,0.138552,0.0381954,-0.0130549,-0.181248,0.0670772,-0.498978
5426.54,0.810782,0.513467,3,7,0,-5411.57,-1.55025,0.00676308,-0.027966,-0.0881628,0.00727039,0.0284618,0.00448804,0.12076,-0.111761,-0.152971,-0.0411903,0.0156373,-0.106939,-0.0494964,-0.0918833,0.120329,0.155545,0.0703529,-0.00210725,0.0289262,0.0810515,-0.0260309,-0.00356362,0.0242296,-0.00285083,0.00693112,-0.0300052,0.00179334,-0.0103384,7.65297,0.357535,-0.0228857,-0.00122852,-0.00548316,0.0128709,0.000475993,-0.0516394,0.0717133,-0.575621,-0.452887,-0.179903,-0.0422127,-0.517037,-0.446538,0.997375,0.679012,0.6229,-0.0135451,0.171219,0.225931,-0.0916296,-0.0515522,0.0333264,-0.0979499,-0.0580089,-0.199542,0.0123999,-0.136546
