# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_all_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta.28,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28
5433.35,0.705729,0.598669,3,7,0,-5413.79,-1.52826,0.00926271,-0.00814549,-0.0716447,0.0589229,0.0242749,-5.28765e-05,0.120411,-0.118014,-0.173168,-0.0339081,0.0110265,-0.108037,-0.0375311,-0.0740525,0.114545,0.157003,0.0729244,-0.012738,0.0144356,0.0753279,-0.0314115,-0.0123814,0.0247415,0.0152267,0.0200271,-0.00190555,0.010343,-0.00582676,7.45194,0.513505,-0.0342662,-0.378761,0.0346975,0.040622,-0.00263025,-0.0578699,0.0513985,-0.602377,-0.392793,-0.205083,-0.0400126,-0.414094,-0.292731,0.923371,0.678185,0.645505,-0.00091049,0.133371,0.207463,-0.051211,0.00819337,0.139127,0.115478,0.101694,-0.0107351,0.171335,-0.0769579
5431.43,0.605223,0.598669,3,7,0,-5412.74,-1.57817,0.00087395,0.00602955,-0.111865,0.0459612,0.0143175,-0.00390746,0.149637,-0.114962,-0.156043,-0.0550491,0.0211275,-0.115395,-0.0430733,-0.0842302,0.112568,0.163395,0.0704474,-0.024908,0.00776228,0.0666964,-0.0343988,0.0109084,0.0319933,0.00584617,0.0106179,-0.00601058,-0.0131398,-0.0369167,8.21569,0.207754,-0.012613,-0.292655,0.0227839,0.0513333,-0.00417471,-0.0307672,0.0409213,-0.571425,-0.476911,-0.18051,-0.0495164,-0.407535,-0.400284,0.931216,0.729813,0.599372,-0.0295446,0.109449,0.185954,-0.0860441,0.0191804,0.0847553,-0.0325091,-0.0325228,-0.116286,-0.299894,-0.487584
5422.32,0.527439,0.598669,3,7,0,-5407.48,-1.54925,0.00455845,0.015468,-0.0892138,0.0634161,0.0283843,-0.00281144,0.137081,-0.115602,-0.187683,-0.0307409,0.0493557,-0.0932609,-0.0357598,-0.0771456,0.129646,0.154036,0.0774895,-0.0158497,0.0058966,0.0856338,-0.0369007,0.00210607,0.0484933,0.009133,0.00888636,-0.0129726,0.00410948,0.000307364,7.71832,0.233769,-0.0147985,-0.439402,0.0387436,0.0595226,-0.00405321,-0.0708726,0.116911,-0.592157,-0.375726,-0.0845366,-0.0204024,-0.428693,-0.288582,1.03387,0.657378,0.682318,-0.00770638,0.131222,0.237079,-0.0632534,0.0411954,0.201589,0.0386127,0.0170838,-0.0742006,0.0729403,0.00405957
5426.1,1,0.598669,3,7,0,-5411.56,-1.55166,0.000997662,-0.0252184,-0.0876842,0.0396761,0.0204247,0.0158422,0.12751,-0.134556,-0.148342,-0.0546725,-0.0117001,-0.127086,-0.0445675,-0.0735794,0.0965316,0.170172,0.0611512,-0.0155918,0.00687251,0.0733123,-0.0314525,-0.000372347,-0.000573298,0.0160874,0.0177527,-0.0122777,-0.00466318,-0.043306,7.92189,0.591103,-0.0394823,-0.23975,0.0187453,-0.0235845,0.00435072,-0.0543988,-0.0461924,-0.593764,-0.47342,-0.282571,-0.07093,-0.414703,-0.330448,0.850518,0.776993,0.531471,-0.0262438,0.11538,0.204403,-0.105425,-0.0429382,-0.0539984,0.0213886,-0.0133337,-0.156668,-0.16247,-0.571971
5432.46,0.988343,0.598669,3,7,0,-5414.85,-1.54998,0.010758,0.00252229,-0.0801288,0.060387,0.0245176,-0.00850049,0.144918,-0.130227,-0.17051,-0.0410043,0.0339714,-0.0994107,-0.0375091,-0.0812812,0.124458,0.144265,0.0836858,-0.00336785,0.0120703,0.0781013,-0.0282355,-0.00506764,0.0470785,0.00905755,0.0159464,-0.00836067,0.0011002,-0.0113177,7.72951,0.357512,-0.0231617,-0.445073,0.0401182,0.0617198,-0.00487753,-0.0448813,0.0507935,-0.59298,-0.456121,-0.12304,-0.0323494,-0.446578,-0.337054,0.975375,0.591072,0.733468,0.00133241,0.133535,0.216562,-0.0458679,0.0184241,0.197175,0.039516,0.0448985,-0.0698838,-0.0016236,-0.149481
5432.36,0.949623,0.598669,3,7,0,-5419.99,-1.55685,-0.00261419,-0.018979,-0.096281,0.0374516,0.0224578,0.0146325,0.123215,-0.112053,-0.155271,-0.0514938,-0.00227206,-0.119759,-0.041554,-0.0822066,0.104543,0.180289,0.0596338,-0.0228655,0.0132764,0.0733836,-0.0321277,0.00937103,0.0058624,0.0139617,0.0086924,-0.0151385,-0.00285234,-0.0306631,8.07234,0.510936,-0.0341223,-0.19624,0.0139676,-0.00855647,0.00299022,-0.0566509,0.0316935,-0.584215,-0.438847,-0.261443,-0.058322,-0.399415,-0.389195,0.913818,0.840728,0.514096,-0.0301877,0.129098,0.20469,-0.0981529,-0.00767041,-0.0279237,0.00931806,-0.0466188,-0.149791,-0.107123,-0.404987
5431.51,0.962835,0.598669,3,7,0,-5421.24,-1.54986,0.0101969,-0.000503502,-0.0786055,0.0602209,0.0255367,-0.0086459,0.143553,-0.127433,-0.167767,-0.0371897,0.0340206,-0.102727,-0.0432185,-0.0779889,0.122627,0.141511,0.0811236,-0.00565703,0.0138447,0.0771878,-0.0261897,-0.00375247,0.047342,0.00890104,0.0166423,-0.00834719,0.00194736,-0.0092697,7.57952,0.4016,-0.0265978,-0.42959,0.0390553,0.0635702,-0.00499655,-0.0394705,0.0517169,-0.584836,-0.437478,-0.120731,-0.0352225,-0.462659,-0.31399,0.957455,0.582503,0.711003,0.000570165,0.135957,0.214118,-0.0374955,0.0262852,0.202349,0.0434004,0.0527622,-0.065258,0.017095,-0.122431
5431.92,0.987742,0.598669,3,7,0,-5418.5,-1.55678,-0.00361391,-0.014699,-0.0958302,0.0368315,0.0212539,0.0178599,0.122034,-0.116299,-0.15124,-0.053596,-0.00252294,-0.117634,-0.0424476,-0.0844152,0.106261,0.180177,0.0587949,-0.024643,0.013658,0.0723109,-0.0311546,0.0107202,0.00802535,0.0143023,0.00969824,-0.0153142,-0.0024355,-0.034971,8.06517,0.446472,-0.030079,-0.184509,0.0131661,-0.0229194,0.00444235,-0.0645359,0.015115,-0.569084,-0.439222,-0.261263,-0.055411,-0.400937,-0.406245,0.926072,0.843189,0.504709,-0.0325419,0.128533,0.201925,-0.0955514,-0.00469896,-0.022636,0.00624317,-0.0483068,-0.158038,-0.107775,-0.461886
5432.78,0.912355,0.598669,3,7,0,-5421.22,-1.54297,-0.00357375,-0.014976,-0.0983393,0.0539073,0.0313504,0.0160237,0.129389,-0.107334,-0.16975,-0.0472025,0.0130998,-0.114937,-0.0535475,-0.0851402,0.0972864,0.173231,0.0638295,-0.0255599,0.0220402,0.0766468,-0.0337603,0.00348296,0.0141407,0.0120988,0.000883311,-0.00824795,0.0123339,-0.0390048,7.90588,0.583409,-0.0393956,-0.308714,0.02515,-0.00467896,0.00348982,-0.0627269,0.0658326,-0.605849,-0.407757,-0.20363,-0.0495147,-0.444086,-0.435563,0.84236,0.78957,0.549002,-0.0309211,0.151671,0.212632,-0.0981371,-0.0156072,0.0131591,0.00608627,-0.0679175,-0.106026,0.144838,-0.515163
5435.49,0.813871,0.598669,3,7,0,-5416.07,-1.56192,0.0111942,-0.00206413,-0.0813458,0.0443062,0.0242362,-0.00680479,0.121864,-0.12736,-0.167772,-0.0517269,0.0269304,-0.108133,-0.0388353,-0.0746809,0.129598,0.159323,0.0679984,0.00295771,0.00254985,0.0668801,-0.0255756,0.00297075,0.0416646,0.0142483,0.0169296,-0.0249991,-0.0112158,-0.0174353,7.80802,0.336118,-0.0213307,-0.3264,0.0279208,0.0624339,-0.00497102,-0.0996337,0.0454982,-0.610317,-0.492484,-0.152192,-0.0501279,-0.459472,-0.26138,1.06199,0.718398,0.59428,-0.00498486,0.0986694,0.187423,-0.0642825,-0.000390346,0.125036,0.00954701,-0.016268,-0.195644,-0.229864,-0.23028
5440,0.992547,0.598669,3,7,0,-5430.3,-1.5576,-0.0013238,-0.0206104,-0.0921414,0.0421157,0.015041,0.00958444,0.145627,-0.121977,-0.155542,-0.049396,0.0151478,-0.121235,-0.048892,-0.0813022,0.114161,0.16054,0.076043,-0.0120493,0.00697682,0.0822462,-0.0347786,0.00419636,0.0196467,0.009238,0.00275046,-0.0168514,0.0118875,-0.0186247,7.96117,0.552523,-0.0377225,-0.24399,0.0200791,-0.00996489,0.00217448,-0.0218276,0.0343271,-0.589924,-0.485904,-0.197433,-0.0544834,-0.482953,-0.356232,0.951216,0.691108,0.664023,-0.0160195,0.12813,0.228158,-0.0935556,-0.00379914,0.0436722,-0.000419188,-0.0484657,-0.122961,0.17479,-0.245989
5435.43,0.577843,0.598669,3,7,0,-5421.53,-1.55384,0.00942288,-0.00674205,-0.0851969,0.0697055,0.0231197,-0.0180737,0.124819,-0.103292,-0.161851,-0.0480078,0.0112095,-0.0958167,-0.0304207,-0.0812682,0.116056,0.169865,0.0706003,-0.0142388,0.0178411,0.0697024,-0.0265157,0.00840854,0.0350562,0.00984744,0.0138551,-0.0112328,-0.0130977,-0.0186672,7.80688,0.638581,-0.0420321,-0.536504,0.0483379,0.108873,-0.0100502,-0.0443677,0.0822472,-0.565283,-0.416726,-0.209921,-0.0339587,-0.369663,-0.354118,0.951162,0.768105,0.608497,-0.0151626,0.134336,0.194709,-0.0559574,0.0288502,0.116628,0.0102172,0.000204974,-0.115819,-0.265292,-0.24655
5436.77,0.769686,0.598669,3,7,0,-5420.61,-1.54714,-0.00178627,-0.00657895,-0.0895222,0.0292733,0.0204441,0.00533482,0.135703,-0.136764,-0.151086,-0.0389687,0.0168388,-0.125551,-0.0569925,-0.0791859,0.108305,0.158131,0.0671503,-0.00807716,0.00977465,0.0774864,-0.0275838,-0.00351947,0.015478,0.00662086,0.00707413,-0.0035077,0.00135912,-0.016451,8.01728,0.180866,-0.0118666,-0.155286,0.0107388,0.00287189,0.00101009,-0.0563576,-0.00174853,-0.580565,-0.444391,-0.183047,-0.0619922,-0.503176,-0.356162,0.906663,0.700826,0.591268,-0.00789365,0.127511,0.214709,-0.0680882,-0.00961084,0.0527899,0.0174423,0.00287237,-0.0490615,-0.00658836,-0.21728
5433.84,0.740227,0.598669,3,7,0,-5423.27,-1.55523,0.00374923,-0.00594152,-0.0741851,0.0476464,0.00439362,0.00253403,0.132294,-0.144064,-0.181586,-0.0549769,0.0022049,-0.110964,-0.0474462,-0.0779011,0.122436,0.158153,0.0787053,-0.0139845,0.00715186,0.0877575,-0.036817,0.0124355,0.0237716,0.00985214,0.0127619,-0.0206169,0.0113597,-0.0172473,7.94734,0.460467,-0.0327059,-0.304293,0.0290042,0.0047355,-0.000871572,-0.0706432,-0.0236837,-0.646524,-0.475113,-0.238669,-0.0409005,-0.484323,-0.303553,1.00275,0.67107,0.689321,-0.0152637,0.136075,0.24389,-0.0867878,0.0316812,0.0673531,0.00911261,-0.00385751,-0.144084,0.168049,-0.227796
5432.53,0.900938,0.598669,3,7,0,-5420.89,-1.55138,0.00693196,-0.00689911,-0.103369,0.0421282,0.039913,0.00152144,0.13249,-0.0949034,-0.138339,-0.0358806,0.0336695,-0.104029,-0.0406344,-0.0783428,0.10492,0.165837,0.0671498,0.000408118,0.0117613,0.0645249,-0.0342399,0.00261206,0.025444,0.0129224,0.0211177,-0.0145072,-0.00905443,-0.0186048,7.80686,0.281818,-0.0153894,-0.301588,0.0209162,0.0477452,-0.00138733,-0.0257948,0.12504,-0.511578,-0.405621,-0.126231,-0.0490867,-0.424648,-0.348487,0.87772,0.749376,0.588822,-0.00314388,0.113512,0.179504,-0.0806913,0.00827836,0.0826698,0.0342481,0.0340198,-0.131316,-0.193972,-0.245726
5431.66,0.742249,0.598669,3,7,0,-5416.15,-1.56191,-0.00105664,-0.00724545,-0.0706463,0.0555604,0.00513626,0.00768978,0.133671,-0.148146,-0.180872,-0.0509677,0.000818907,-0.119518,-0.0418035,-0.0842502,0.119926,0.159,0.0740264,-0.0232704,0.0164077,0.0868013,-0.0248001,0.00398537,0.0297898,0.0112794,0.00594613,-0.00691475,0.00977604,-0.0306967,7.7197,0.539384,-0.0393385,-0.328939,0.032755,-0.0102702,0.000905166,-0.0756681,-0.0385999,-0.653101,-0.476152,-0.247585,-0.0488917,-0.429464,-0.375787,0.979171,0.690544,0.640262,-0.0227912,0.154892,0.241465,-0.0560897,0.0131089,0.0975514,0.021649,-0.0267522,-0.0859537,0.115207,-0.405431
5432.4,0.875919,0.598669,3,7,0,-5417.58,-1.55254,0.00813318,-0.00656235,-0.105092,0.0442363,0.0406599,-0.00200928,0.135333,-0.0985293,-0.14591,-0.037508,0.0304053,-0.108963,-0.0398828,-0.077358,0.104545,0.165176,0.069948,-0.0067908,0.0124499,0.0658466,-0.0360836,0.00273199,0.0255398,0.0120715,0.0193104,-0.0159752,-0.0105611,-0.0109679,8.15259,0.303328,-0.0166363,-0.317055,0.0223109,0.0662642,-0.0032578,-0.0257234,0.112517,-0.536745,-0.416199,-0.142901,-0.0506225,-0.413544,-0.344289,0.868256,0.737602,0.611469,-0.0080112,0.116673,0.183011,-0.0840911,0.0104886,0.0854843,0.0329439,0.0313899,-0.128394,-0.206337,-0.144861
5433.83,0.956222,0.598669,3,7,0,-5420.89,-1.55907,-0.00749211,-0.00730338,-0.0708228,0.0449465,0.0202304,0.0154653,0.133069,-0.12878,-0.180151,-0.0424549,0.00756511,-0.116037,-0.0410713,-0.0789722,0.134077,0.15806,0.0756468,-0.0230574,0.0194804,0.0882074,-0.0260373,-0.00104046,0.0275753,0.0114998,0.00112309,-0.00833443,0.00714681,-0.034391,7.68154,0.40839,-0.0304262,-0.206627,0.019905,-0.0218553,0.00371474,-0.0476267,0.0225088,-0.631851,-0.458177,-0.231125,-0.0410596,-0.457573,-0.301113,1.09754,0.679284,0.652943,-0.0267893,0.163154,0.245402,-0.0728304,-0.018313,0.0723475,0.00478881,-0.0646008,-0.104011,0.0620503,-0.454225
5435.49,0.954286,0.598669,3,7,0,-5422.68,-1.55198,0.00596495,-0.0101459,-0.0958224,0.0527939,0.0238711,0.0015068,0.134492,-0.116983,-0.139438,-0.0422823,0.0244348,-0.108238,-0.04688,-0.0849608,0.117291,0.162929,0.0835235,-0.00291304,0.00863651,0.0531921,-0.0414958,0.00246501,0.0311632,0.010054,0.0243264,-0.0149789,-0.0106845,-0.00489271,7.93532,0.460758,-0.029164,-0.377315,0.0313993,0.0293416,-0.0012392,-0.0325019,0.0679391,-0.524408,-0.457574,-0.165366,-0.0430463,-0.475327,-0.381325,0.939813,0.695921,0.724253,-0.00104895,0.0908659,0.147079,-0.0861023,0.0262391,0.12417,0.0392033,0.0702341,-0.111692,-0.197237,-0.0646212
5436.23,0.743393,0.598669,3,7,0,-5420.51,-1.563,-0.00661095,-0.00403005,-0.0799572,0.04986,0.0313329,0.000958815,0.129727,-0.125085,-0.183329,-0.0375149,0.00449084,-0.106567,-0.0431731,-0.0819342,0.1156,0.16452,0.0585629,-0.0141097,0.0143156,0.0922455,-0.00886954,-0.000990648,0.0280695,0.00533885,0.011419,-0.00613324,0.00501371,-0.0267916,7.91997,0.387375,-0.0273219,-0.329135,0.0286643,0.0378186,-0.00160948,-0.0559703,0.0357197,-0.635573,-0.379123,-0.221813,-0.044369,-0.43096,-0.358575,0.963241,0.761634,0.519414,-0.0140276,0.15835,0.257567,-0.0180411,-0.000443834,0.0954204,-0.00317218,0.00581209,-0.0794328,0.0385852,-0.353855
5435.63,0.759547,0.598669,3,7,0,-5422.8,-1.54682,0.0185545,0.00568145,-0.0982948,0.0514507,0.00835609,0.00429087,0.138608,-0.111808,-0.149673,-0.0500935,0.0297276,-0.107083,-0.0431665,-0.0871301,0.111213,0.160844,0.0743826,-0.0154679,0.0214083,0.0598635,-0.0508879,0.00388281,0.0227737,0.0173631,0.0191997,-0.0110389,-0.00354454,-0.0165362,7.78335,0.256023,-0.0148286,-0.319309,0.027061,0.0101656,-0.000506224,-0.0526646,0.0580764,-0.542183,-0.458605,-0.146268,-0.038604,-0.430101,-0.427357,0.91254,0.697132,0.643422,-0.0132854,0.126246,0.164937,-0.114199,0.0233728,0.0866713,0.0753637,0.0419271,-0.100508,-0.0931021,-0.218405
5433.29,0.86341,0.598669,3,7,0,-5423.88,-1.56588,0.00227256,-0.0229751,-0.083582,0.0427366,0.0346641,0.0102491,0.124599,-0.130371,-0.172849,-0.0369034,0.00801443,-0.113326,-0.0411571,-0.069205,0.124819,0.16322,0.060361,-0.0156842,0.00267611,0.0912914,-0.00462204,0.00545006,0.0295927,0.00451174,0.011747,-0.0150561,-0.0103167,-0.0250584,7.83612,0.644232,-0.0440755,-0.267237,0.0219746,0.0102802,0.00178114,-0.0624638,0.0221497,-0.610964,-0.403006,-0.219901,-0.0524199,-0.433164,-0.224455,1.03752,0.754838,0.529474,-0.0212145,0.133702,0.256557,-0.0188181,-0.00303295,0.0723001,-0.0417371,-0.0286442,-0.147459,-0.228174,-0.330963
5433.64,0.793114,0.598669,3,7,0,-5413.71,-1.54277,0.0110073,-0.00697138,-0.0915346,0.066302,0.0129081,0.0011212,0.135613,-0.112103,-0.158463,-0.0620442,0.0187643,-0.115626,-0.0369784,-0.098842,0.0933088,0.151915,0.0700175,-0.0157802,0.0129874,0.0647216,-0.0478813,0.00600198,0.0273238,0.0232923,0.0129129,-0.0103884,0.0107316,-0.0181094,7.78577,0.594905,-0.0390487,-0.444633,0.0398259,0.0305204,-0.001914,-0.068458,0.0303548,-0.604017,-0.513882,-0.166898,-0.0536995,-0.367818,-0.57345,0.770176,0.658664,0.607136,-0.0111651,0.116022,0.17829,-0.0983858,0.0403027,0.113574,0.11475,0.0221084,-0.083844,0.15539,-0.239183
5430.9,0.904908,0.598669,3,7,0,-5421.48,-1.54151,-0.00717851,-0.00416084,-0.071776,0.0640628,0.0209924,-0.00317907,0.137133,-0.110528,-0.157613,-0.0407101,0.0151178,-0.113874,-0.0301933,-0.105124,0.10261,0.144623,0.0640299,-0.0211607,0.0200594,0.0826451,-0.0342955,0.00864185,0.0393283,0.031307,0.0115707,-0.00735143,0.0147102,-0.0173452,7.84864,0.504056,-0.0361301,-0.400632,0.0377587,0.0487837,-0.00331948,-0.0323709,0.0399723,-0.57965,-0.440977,-0.17547,-0.0489447,-0.332929,-0.612048,0.829253,0.63466,0.558314,-0.0103757,0.156709,0.229166,-0.0465525,0.071796,0.180245,0.173823,0.0282822,-0.0596375,0.226871,-0.22909
5432.53,0.979651,0.598669,3,7,0,-5418.49,-1.565,0.0168711,-0.00677925,-0.0915282,0.0280457,0.0191329,0.00763089,0.13213,-0.120094,-0.172508,-0.0441245,0.0226128,-0.110204,-0.0507213,-0.0574788,0.117749,0.171737,0.0811924,-0.0168314,0.0171091,0.0651254,-0.0232374,-0.0065781,0.0278489,-0.0104338,0.0117123,-0.0102601,-0.0148236,-0.0237227,7.88704,0.242763,-0.0143658,-0.128377,0.0084394,0.0136291,-0.000191719,-0.0570452,0.0721876,-0.603818,-0.425841,-0.18889,-0.0436632,-0.482184,-0.136729,0.961002,0.750214,0.698818,-0.024166,0.125543,0.181427,-0.0763208,-0.0466149,0.0623103,-0.121984,-0.0184145,-0.1207,-0.305065,-0.313321
5425.85,0.733808,0.598669,3,7,0,-5414.5,-1.546,0.0137965,-0.0176422,-0.0754974,0.0711212,0.0208637,-0.000982009,0.129597,-0.102024,-0.14187,-0.0444352,0.00660545,-0.123186,-0.0225883,-0.0996852,0.130058,0.150894,0.0982912,-0.0188453,0.0116917,0.0780576,-0.0421857,-0.0023503,0.0319522,0.00483486,0.0148647,-0.0208554,0.0046818,-0.0195133,7.68008,0.82167,-0.0553087,-0.475072,0.0448169,0.0423939,-0.00310026,0.00924949,0.0871201,-0.562965,-0.557032,-0.238047,-0.0476321,-0.392935,-0.494373,1.02809,0.582826,0.850183,-0.022012,0.131447,0.216179,-0.110512,-0.0183851,0.0927487,-0.0283592,-0.00368608,-0.15679,0.0462442,-0.257725
5433.52,0.953756,0.598669,3,7,0,-5413.01,-1.55425,0.0125208,-0.00413575,-0.0788532,0.039028,0.0307838,0.0131972,0.145361,-0.110581,-0.155016,-0.036265,0.0141545,-0.118461,-0.0484639,-0.0967938,0.127082,0.163443,0.0672516,-0.0166976,0.00657693,0.0587909,-0.00923409,-0.0122114,0.0223121,0.00591505,0.0119945,-0.0241346,0.00748868,-0.0239157,7.8773,0.308916,-0.0199919,-0.182272,0.0153461,-0.00193943,0.00319567,-0.00391744,0.079949,-0.577276,-0.450202,-0.196081,-0.0512304,-0.482977,-0.475333,1.04526,0.738142,0.579485,-0.0252801,0.09472,0.164601,-0.0487543,-0.0697705,0.0379966,-0.0381987,-0.0318816,-0.18156,0.0875065,-0.315871
5433.57,0.97691,0.598669,3,7,0,-5423.68,-1.54102,-0.00311333,0.00563861,-0.101474,0.054208,0.00656381,0.0126451,0.128116,-0.124608,-0.162893,-0.0604814,0.00538323,-0.121585,-0.0439819,-0.0927333,0.0991922,0.151303,0.0777469,-0.0112425,0.0095482,0.0778045,-0.0347523,0.0134137,0.0263623,0.0160477,0.0116723,0.00741339,-0.00615239,-0.0292254,7.75187,0.296865,-0.0206216,-0.337093,0.0291491,-0.0278803,0.0032609,-0.0688934,0.000209458,-0.631925,-0.528164,-0.216652,-0.0598574,-0.410149,-0.498768,0.806928,0.641972,0.670299,-0.00637829,0.128773,0.215921,-0.0584078,0.0681279,0.114057,0.0826504,0.0281024,-0.0131415,-0.162571,-0.386
5434.25,0.845659,0.598669,3,7,0,-5422.55,-1.56644,0.0121369,-0.00855535,-0.0764719,0.0407941,0.0452585,0.000343673,0.138078,-0.119795,-0.155999,-0.0333652,0.0233305,-0.100291,-0.0429764,-0.0721523,0.119511,0.169222,0.0687251,-0.010881,0.0166722,0.0779482,-0.0223021,-0.00991254,0.0235723,0.0208646,0.0206517,-0.0267771,0.0068989,-0.00863857,8.0681,0.299451,-0.0179298,-0.267463,0.0207195,0.0547834,-0.00179747,-0.0317121,0.0643024,-0.538633,-0.369823,-0.171135,-0.0353388,-0.45667,-0.256689,0.987142,0.758374,0.607159,-0.0115874,0.14171,0.217199,-0.0588248,-0.0315227,0.0783196,0.0797333,0.0309245,-0.17129,0.105465,-0.114095
5424.93,0.605037,0.598669,3,7,0,-5413.12,-1.53774,0.00520441,-0.012234,-0.0928618,0.0527027,0.00505446,0.00317634,0.147046,-0.119015,-0.172084,-0.0657603,-0.00404614,-0.127355,-0.0465006,-0.0865229,0.104876,0.1692,0.0778587,-0.0146622,0.00962615,0.0759099,-0.0467616,0.0220458,0.0361691,-0.00394846,0.00719626,0.00157639,-0.00518693,-0.0266409,7.51605,0.55013,-0.0378199,-0.316139,0.0286434,0.0145585,-0.00134209,-0.0212616,0.0227441,-0.661952,-0.527755,-0.267314,-0.0627589,-0.430688,-0.422764,0.864801,0.743295,0.672804,-0.0133313,0.12582,0.210034,-0.0937015,0.0789088,0.127143,-0.0545141,-0.00593724,-0.0431557,-0.140773,-0.351864
5428.81,0.90855,0.598669,3,7,0,-5407.01,-1.57029,0.0228289,-0.0123824,-0.0779661,0.0544873,0.0453686,0.00344993,0.126968,-0.1227,-0.149678,-0.0301219,0.0246529,-0.103106,-0.043413,-0.0820939,0.113234,0.14943,0.0708673,-0.0122878,0.00617151,0.0737899,-0.0187986,-0.0153271,0.0345407,0.0254226,0.0128533,-0.0190452,0.0119153,-0.0201543,8.21087,0.534571,-0.0334152,-0.379053,0.0320617,0.042285,-0.000420079,-0.049684,0.043746,-0.529754,-0.389045,-0.148194,-0.0393305,-0.441658,-0.37283,0.918707,0.647045,0.618364,-0.0127886,0.115153,0.205403,-0.0466306,-0.0397649,0.125515,0.103502,-0.00333575,-0.139032,0.172441,-0.266191
5428.85,0.990654,0.598669,3,7,0,-5414.75,-1.54663,-0.0176418,-0.0122732,-0.100385,0.0266511,0.0116012,0.00879335,0.136947,-0.122457,-0.175641,-0.0519811,-0.00505215,-0.118325,-0.0381811,-0.0837274,0.111169,0.172983,0.0718496,-0.0213155,0.0224341,0.0685895,-0.0424068,0.00640261,0.0307108,-0.00737209,0.0199072,0.00120667,-0.00565143,-0.0222809,7.63562,0.261048,-0.0184887,-0.102068,0.00535492,0.00389349,0.000424791,-0.0380809,0.0225937,-0.640473,-0.452902,-0.273082,-0.050046,-0.392079,-0.390241,0.910561,0.77456,0.625831,-0.0166435,0.140869,0.189171,-0.0868337,0.0377476,0.12122,-0.0524845,0.0668422,-0.0381988,-0.140864,-0.294278
5431.97,0.945941,0.598669,3,7,0,-5416.45,-1.55398,0.0196628,0.00100545,-0.0736223,0.058313,0.0332126,-0.00503975,0.120629,-0.123233,-0.141451,-0.0354084,0.0271272,-0.110307,-0.0375224,-0.084292,0.11483,0.150074,0.0770939,-0.00975764,0.00611992,0.0730881,-0.0191909,-0.0102504,0.0294111,0.0260265,0.0126346,-0.00830826,0.0100689,-0.0327584,8.06547,0.379932,-0.0237798,-0.405313,0.036192,0.0583625,-0.00367765,-0.0656703,0.0423592,-0.52601,-0.448137,-0.147186,-0.0473218,-0.418802,-0.385334,0.9285,0.636392,0.665965,-0.0104766,0.114523,0.203406,-0.0434096,-0.0215218,0.1097,0.113648,0.00186258,-0.0977932,0.116539,-0.432662
5438.02,0.994281,0.598669,3,7,0,-5425.2,-1.55692,-0.0113651,-0.0111992,-0.0907771,0.0442324,0.0219201,0.00721707,0.14141,-0.122675,-0.171964,-0.0425449,0.00309303,-0.118552,-0.0450167,-0.0821928,0.110311,0.177999,0.0615001,-0.0196689,0.016869,0.0734182,-0.0406623,0.0119336,0.0275239,0.00400111,0.0170616,-0.0134453,-0.00407419,-0.013418,7.75382,0.409775,-0.0284493,-0.260344,0.0213466,0.0183158,6.76437e-06,-0.0342256,0.0355557,-0.617255,-0.401315,-0.244498,-0.0532862,-0.422394,-0.374247,0.929097,0.827136,0.54017,-0.0178455,0.136247,0.203675,-0.0890489,0.0409263,0.0928204,-0.0102904,0.0287352,-0.110253,-0.096644,-0.17722
