# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_download_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.542314
# Diagonal elements of inverse mass matrix:
# 0.000167184, 0.000159047, 0.000131551, 0.000145596, 0.000171325, 0.000155031, 0.000171092, 0.000178218, 0.000134009, 0.000130486, 0.000140916, 0.000141863, 0.000145984, 0.000140548, 0.000162521, 0.000147566, 0.000147986, 0.000131773, 0.000118106, 0.000160056, 0.000123484, 0.000145052, 0.000886658
2473.8,0.765636,0.542314,3,7,0,-2466.5,-1.4297,0.029549,0.0279163,0.00734031,0.0468216,-0.0939022,-0.132806,-0.193651,0.106774,-0.0346249,0.0307579,-0.100558,-0.00103406,0.0398977,0.0126781,-0.0123999,0.0285376,0.0277523,0.034417,0.0104641,0.0492207,-0.0159841,16.1871,0.255729,-0.0176314,0.100409,-0.0360911,0.141795,-0.491141,-2.46148,0.551695,-0.645332,0.45884,-0.0731042,0.0537518,0.111136,0.0993205,0.0669853,0.202469,0.223901,0.19576,0.0741297,0.733692,-0.180664
2470.39,0.906364,0.542314,3,7,0,-2465.36,-1.43288,0.0123064,0.02437,0.0115371,0.0334913,-0.0939805,-0.156321,-0.199195,0.128762,0.000546942,0.0264764,-0.100525,0.030001,0.0738415,0.00126027,0.000783539,0.00936734,0.0127815,0.0396598,-0.0158978,0.0165787,-0.0278068,14.7404,0.259216,-0.0207014,0.0963152,-0.0293858,0.14299,-0.681622,-2.23916,0.931572,-0.306265,0.436788,-0.096852,0.162007,0.203716,0.00475328,-0.00170517,0.0218695,0.0335885,0.0874028,-0.130722,0.190819,-0.314292
2468.39,0.906177,0.542314,3,7,0,-2458.52,-1.43817,0.0192242,0.019675,-0.00168915,0.0382454,-0.0796535,-0.138223,-0.168024,0.118507,0.00583703,0.0141767,-0.109322,0.0164294,0.0658229,0.0257553,0.00013756,0.0251077,0.0296775,0.045221,-0.0107971,0.0149543,-0.0381125,16.1405,0.399918,-0.0298574,0.0474436,-0.0331639,0.136302,-0.541583,-1.78033,0.850969,-0.230431,0.294712,-0.102251,0.125323,0.184087,0.0857553,0.018275,0.0904761,0.116486,0.101754,-0.129347,0.139401,-0.430775
2467.73,0.746099,0.542314,3,7,0,-2448.47,-1.41774,0.024107,0.0413869,0.00192414,0.0449962,-0.0781815,-0.141054,-0.198449,0.118005,-0.0263316,0.0708735,-0.0716432,0.0236138,0.0529838,-0.0108388,0.0061259,0.0329489,0.0206239,0.0467137,-0.00420366,0.0224715,-0.00774002,15.0139,-0.0231225,0.000524538,0.0933432,0.036405,0.148849,-0.614641,-2.43592,0.616733,-0.64411,0.872457,-0.0527842,0.12135,0.146966,0.03447,0.0987873,0.187576,0.156627,0.198634,-0.0150544,0.333853,-0.0874833
2465.48,0.953784,0.542314,3,7,0,-2456.76,-1.44507,0.0150466,0.00978556,0.00542694,0.0296712,-0.0993869,-0.15407,-0.204792,0.102135,-0.0104353,-0.00916022,-0.117686,0.012585,0.0559865,0.0239256,-0.0159563,0.0073258,0.0311406,0.0338031,0.00496296,0.0439254,-0.0325839,16.2595,0.502343,-0.0366776,0.0667083,-0.0984491,0.141056,-0.577166,-2.54851,0.707544,-0.332613,0.0598381,-0.0992778,0.102952,0.155105,0.0909458,0.00435369,0.0804432,0.188386,0.137287,0.000211033,0.608757,-0.368287
2459.32,0.672085,0.542314,3,7,0,-2444.01,-1.46204,0.021196,0.0404979,0.00402395,0.0201212,-0.0655629,-0.14103,-0.17487,0.0912198,-0.00509015,0.0488265,-0.102914,-0.00522233,0.0576227,-0.00725386,0.00536092,0.0326669,0.0170684,0.034309,-0.0306572,0.0547726,-0.000630562,15.3107,-0.0492829,0.00214087,0.069216,-0.0477514,0.165449,-0.575749,-2.11176,0.545938,-0.4388,0.666919,-0.0882755,0.0687241,0.160421,0.0194958,0.0626992,0.149964,0.0984198,0.122237,-0.103057,0.859531,-0.00712706
