# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_beta_sens_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_sens_pdw2_all_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,theta_1.25,theta_1.26,theta_1.27,theta_1.28,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.340662
# Diagonal elements of inverse mass matrix:
# 0.00344128, 0.00229182, 0.00158831, 0.002877, 0.0035172, 0.00466584, 0.0049065, 0.0014191, 0.00467838, 0.0063664, 0.0125954, 0.00254277, 0.00235336, 0.00922606, 0.00257273, 0.00536498, 0.00443835, 0.00498731, 0.0039753, 0.00495992, 0.00865639, 0.00723889, 0.00472524, 0.00414328, 0.00366588, 0.00937545, 0.00429128, 0.00914585, 0.00552306, 0.0115221, 0.0127494, 0.00465675, 0.00651294, 0.00204966, 0.00227673, 0.0133016, 0.0023638, 0.00421137, 0.00670702, 0.00267946, 0.0128948, 0.00382594, 0.0105234, 0.00396234, 0.0018371, 0.00706216, 0.0184767, 0.00272605, 0.00342657, 0.00697458, 0.00296996, 0.0169745, 0.000755064, 0.000630848, 0.00080283, 0.000786146, 0.000128678, 0.000113122, 0.000150362, 0.000129367, 0.000154728, 0.000125298, 0.000124372, 0.000139521, 0.000118138, 0.000114367, 0.00011217, 9.92508e-05, 0.000168518, 0.000119692, 0.000150286, 0.00011751, 0.000110485, 0.000141012, 0.000106523, 0.000104209, 0.000107806, 0.000112452, 0.000111154, 9.35099e-05, 0.000119026, 0.000114928, 0.000108688, 0.000104068, 0.0233272, 0.000341153
5610.47,0.984226,0.340662,4,15,0,-5558.25,-1.72749,-1.57774,-1.50207,-1.38829,-1.64426,-1.42289,-1.42564,-1.38575,-1.91613,-1.7645,-1.56545,-1.39631,-1.53199,-1.35812,-1.65335,-1.82005,-1.55997,-1.65013,-1.46655,-1.50046,-1.76219,-1.58543,-1.72893,-1.73795,-1.43618,-1.49282,-1.34084,-1.56634,-1.52555,-1.19627,-1.86624,-1.49654,-1.24048,-1.74898,-1.23782,-1.44129,-1.80172,-1.44536,-1.5096,-1.69226,-1.94981,-1.82873,-1.78416,-1.49541,-1.39,-1.49041,-1.9928,-1.3818,-1.59047,-1.60891,-1.50333,-1.1192,0.011811,0.0664441,-0.00254026,-0.0338707,0.000586425,0.00776633,-0.0722371,0.0619963,0.0670234,-0.012229,0.104016,-0.118012,-0.140413,-0.0623567,0.00630796,-0.143296,-0.096622,-0.107095,0.12518,0.142091,0.0566993,0.0265298,0.00604439,0.0966998,-0.0199291,0.0177063,0.0419274,0.0232846,0.00746563,0.0177721,0.0114313,-0.0193676,0.158771,8.06467,0.189979,-0.0145661,-0.392455,0.0353299,0.0817286,-0.00357823,-0.101588,-0.000657686,-0.622577,-0.569197,-0.186897,-0.0808482,-0.727602,-0.552624,1.02046,0.649525,0.516171,0.0390277,0.149031,0.268443,0.0186254,0.136321,0.230232,0.177661,0.0668247,0.0866109,0.165377,-0.255801,-0.00463167,0.0383049,0.0148254,-0.00631575
5617.41,0.995506,0.340662,4,15,0,-5569.59,-1.77179,-1.61709,-1.45453,-1.5148,-1.55069,-1.54955,-1.52883,-1.50859,-1.74388,-1.72686,-1.39853,-1.38734,-1.55247,-1.53427,-1.57812,-1.64214,-1.63905,-1.7143,-1.58838,-1.60042,-1.72627,-1.43181,-1.69447,-1.7555,-1.77955,-1.48825,-1.47646,-1.56605,-1.29977,-1.43329,-2.00619,-1.64548,-1.54469,-1.77188,-1.27389,-1.51162,-1.6923,-1.40151,-1.76858,-1.69729,-1.79486,-1.64051,-1.73332,-1.58069,-1.43177,-1.46498,-1.89136,-1.40725,-1.43548,-1.40035,-1.67341,-1.25912,-0.0121495,0.060547,-0.0333829,-0.0193164,0.0167274,-0.0233341,-0.0969915,0.0258217,0.0327064,0.0115578,0.122509,-0.104019,-0.157227,-0.047907,0.0145196,-0.105371,-0.089715,-0.0725894,0.134719,0.167422,0.063967,0.000707716,0.0242568,0.0594731,-0.0309932,-0.011259,0.0398251,0.00189728,0.0141193,-0.0188255,0.00179678,-0.00767695,0.0956213,8.24512,0.424021,-0.0273256,-0.0896149,0.0042926,-0.0060314,0.00303211,-0.0487575,0.0756347,-0.560383,-0.394141,-0.189037,-0.0323818,-0.70535,-0.234897,1.10272,0.768048,0.566674,-0.00198127,0.131646,0.164496,-0.0762656,-0.0297333,0.140669,-0.0268573,0.0139982,-0.126573,0.0173985,-0.101395,-0.00976633,0.0430634,-0.228177,-0.00360186
5622.87,0.942739,0.340662,4,15,0,-5577.67,-1.71783,-1.67292,-1.4778,-1.50508,-1.52301,-1.34921,-1.49031,-1.44463,-1.86513,-1.76342,-1.54528,-1.30324,-1.45356,-1.60945,-1.72548,-1.71564,-1.64969,-1.66188,-1.38827,-1.58687,-1.70525,-1.61288,-1.72032,-1.79567,-1.59958,-1.44069,-1.35043,-1.48103,-1.45143,-1.3454,-1.74371,-1.49443,-1.44765,-1.74743,-1.27803,-1.53646,-1.83022,-1.45716,-1.47429,-1.68058,-1.70635,-1.74461,-1.60556,-1.54145,-1.43083,-1.47652,-1.86881,-1.39479,-1.48437,-1.52916,-1.56518,-1.31677,-0.0214337,0.0579204,-0.00892073,-0.0132067,0.0109872,-0.00133305,-0.0663315,0.0448295,0.0397453,0.00597603,0.13276,-0.120949,-0.154645,-0.0703104,0.015904,-0.127987,-0.0575633,-0.0884225,0.106888,0.152221,0.0725938,0.00587634,0.0133752,0.0683754,-0.0171441,0.000818062,0.0279745,0.0164794,0.0155521,0.0268118,0.00267255,-0.0106119,0.117699,7.98383,0.17197,-0.0117743,-0.191158,0.0170496,0.0165121,0.00184378,-0.0792732,0.00521835,-0.631098,-0.569761,-0.177328,-0.0671907,-0.491408,-0.431017,0.845159,0.666751,0.636047,0.0253142,0.123645,0.188494,0.0215347,0.0935442,0.199145,0.175904,0.138999,0.147803,0.0273757,-0.140159,-0.0140393,0.0350041,-0.0529822,-0.00246262
5609.13,0.640966,0.340662,4,15,0,-5567.94,-1.93669,-1.58052,-1.52027,-1.52692,-1.6596,-1.53156,-1.43284,-1.39714,-1.81622,-1.62057,-1.43094,-1.42824,-1.53768,-1.42862,-1.6383,-1.78954,-1.58123,-1.73349,-1.58471,-1.56385,-1.87306,-1.56449,-1.73006,-1.68512,-1.47488,-1.62258,-1.37226,-1.59504,-1.28145,-1.33563,-2.14877,-1.60997,-1.47583,-1.71041,-1.25712,-1.36415,-1.73523,-1.34425,-1.71554,-1.81091,-2.10496,-1.70642,-1.59315,-1.61281,-1.41833,-1.74827,-2.39003,-1.32742,-1.516,-1.73245,-1.58969,-1.35976,-0.0176901,0.137318,-0.0433886,-0.0200911,0.015359,0.0060174,-0.0444983,0.0472845,0.0683968,0.00600094,0.138121,-0.107818,-0.152171,-0.0499544,0.00359541,-0.137412,-0.0712056,-0.0781656,0.135696,0.178138,0.0743937,-0.0153092,0.013662,0.0859173,-0.0217263,0.00919548,0.0217164,0.0225189,0.0116852,-0.00442854,-0.00700731,-0.0180127,0.114103,8.23055,0.0914772,-0.00712654,-0.160506,0.0159683,0.0544849,0.000478082,-0.00648019,0.059493,-0.590338,-0.486516,-0.261527,-0.0618891,-0.592724,-0.270169,1.11578,0.799515,0.643813,-0.0112151,0.148575,0.239834,-0.0361905,0.043921,0.0864949,0.107638,0.0139428,-0.0665175,-0.156823,-0.237906,-0.0104303,0.0887963,-0.301549,-0.00374633
5607.27,0.980906,0.340662,4,15,0,-5564.1,-1.79403,-1.6658,-1.47639,-1.47052,-1.62701,-1.5549,-1.46513,-1.48801,-1.82417,-1.86154,-1.4784,-1.40701,-1.53111,-1.55383,-1.61875,-1.70973,-1.66019,-1.57672,-1.438,-1.52428,-1.86718,-1.4475,-1.76478,-1.76541,-1.58146,-1.64855,-1.38903,-1.76175,-1.54049,-1.1828,-1.97749,-1.5434,-1.41285,-1.72764,-1.1722,-1.44735,-1.80815,-1.49525,-1.82528,-1.66887,-1.74109,-1.87108,-1.94449,-1.55574,-1.39455,-1.30444,-2.09354,-1.35511,-1.48578,-1.44405,-1.54179,-1.0246,-0.0139113,0.105984,-0.015223,-0.0919537,0.0100599,-0.00882195,-0.0851503,0.0718291,0.046043,0.00748134,0.105925,-0.108412,-0.166762,-0.061372,0.00466177,-0.1196,-0.0900714,-0.0991874,0.122234,0.144365,0.0529732,0.00669068,-0.00242088,0.0665678,-0.0519185,-0.00478326,0.0523694,0.0123663,0.0129333,-0.0163646,0.0043475,-0.0262286,0.136743,8.16482,0.665774,-0.0451037,-0.483784,0.0441623,0.0239994,0.00145812,-0.103086,0.0256805,-0.636127,-0.487697,-0.189472,-0.0527181,-0.687417,-0.516629,1.02123,0.663254,0.478845,0.00111953,0.0870201,0.183436,-0.12068,-0.00543572,0.184807,0.0155727,-0.0131314,-0.141622,0.0278973,-0.346419,-0.0376738,0.0644834,-0.0214508,-0.0171463
5625.31,0.998154,0.340662,4,15,0,-5577.67,-1.83495,-1.66962,-1.48074,-1.43754,-1.68928,-1.52293,-1.48574,-1.43188,-1.88172,-1.70612,-1.40694,-1.353,-1.51806,-1.47768,-1.59603,-1.77149,-1.54955,-1.62588,-1.52447,-1.57326,-1.95622,-1.43457,-1.67182,-1.76715,-1.58934,-1.62254,-1.40412,-1.60741,-1.52223,-1.47367,-2.07402,-1.51781,-1.28127,-1.73918,-1.20742,-1.29956,-1.7914,-1.46266,-1.7246,-1.73913,-1.88693,-1.88344,-1.79271,-1.51154,-1.43504,-1.41303,-2.32101,-1.33346,-1.49405,-1.58515,-1.61539,-1.20573,-0.0233811,0.123835,-0.0668483,-0.0463727,0.0290127,-0.00206956,-0.0925257,0.0523983,0.0677682,0.00168538,0.123367,-0.126673,-0.160362,-0.0561896,0.0093585,-0.124313,-0.0734657,-0.0738592,0.132249,0.156163,0.0404493,0.00145657,0.00850075,0.0732199,-0.0250429,0.0123691,0.0501902,0.0195913,0.00113222,-0.00250428,-0.00117302,-0.0127464,0.124309,8.43353,0.305535,-0.0173881,-0.331603,0.0259059,0.0630739,-0.000437565,-0.0890075,-0.0227726,-0.604398,-0.450382,-0.194477,-0.0615978,-0.587483,-0.257188,1.1023,0.770661,0.362445,0.00632287,0.121147,0.203849,-0.0249011,0.0774995,0.209225,0.0934435,-0.0224119,-0.0391229,-0.0443069,-0.16835,-0.0218463,0.0877687,-0.449275,-0.00864697
