# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/vi_normal_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_sens_pdw2_pcount_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.365015
# Diagonal elements of inverse mass matrix:
# 0.00559927, 0.00276805, 0.00221985, 0.00457685, 0.00595192, 0.00667552, 0.00787972, 0.00199765, 0.00783571, 0.00716372, 0.0178967, 0.00338993, 0.00396604, 0.0162719, 0.00281639, 0.00711679, 0.00643887, 0.00584526, 0.00650202, 0.00918618, 0.0135484, 0.00970006, 0.00614768, 0.00536441, 0.00541615, 0.0113404, 0.00562666, 0.0148388, 0.0085281, 0.0178922, 0.0174306, 0.00688264, 0.0109368, 0.00279793, 0.00447177, 0.0162828, 0.00286119, 0.0072891, 0.00922748, 0.00384216, 0.0152761, 0.00585881, 0.0135283, 0.00536467, 0.00233465, 0.0127639, 0.0277597, 0.00437843, 0.00560775, 0.00887143, 0.00545413, 0.026911, 0.000968729, 0.000775628, 0.00102206, 0.000976741, 0.000241604, 0.000201455, 0.000143848, 0.000154822, 0.000160667, 0.0001653, 0.000183107, 0.000161635, 0.000241923, 0.000142797, 0.000183656, 0.000140591, 0.000179716, 0.000225823, 0.000178863, 0.000159166, 0.000154358, 0.000152312, 0.000140396, 0.000154091, 0.000174494, 0.000148511, 0.000147276, 0.000149724, 8.8349e-05, 0.0269768
-2880.13,0.704527,0.365015,3,7,0,2924.35,5.44228,5.83805,5.98019,5.83714,6.00387,5.84583,6.13439,5.97775,5.57974,5.54283,5.99287,6.05567,6.02283,6.05241,5.82561,5.69806,5.88253,5.74084,5.99875,5.93081,5.3709,5.72891,5.76149,5.7319,6.05472,5.8548,6.12682,5.66918,6.12667,6.0236,5.20165,5.9416,6.0273,5.67213,6.2717,5.92939,5.64058,5.96589,5.87286,5.63791,5.50263,5.71464,5.48895,5.86706,6.01308,6.09433,5.10285,6.25612,6.02717,5.64953,5.77172,5.78904,0.0520716,0.084215,-0.0307183,-0.0621291,-0.104617,-0.00292967,0.339931,0.250101,-0.604963,-0.850207,-0.0895123,0.842352,-0.0875779,-0.10055,0.167342,0.209965,0.113576,0.00504639,0.00873898,0.0837393,0.00382471,-0.0229401,0.0336821,0.0162593,-0.00318508,0.0097623,-0.0162195,-0.0324111,0.954449,0.145529,-0.00378884,0.00197659,-0.137523,0.139369,-0.799934,-0.661513,-0.148857,0.94295,-0.714676,-0.359082,1.32745,0.895501,0.972626,-0.000560947,0.1292,0.226164,0.00166332,-0.0685418,0.118143,0.0551672,-0.0594257,-0.0151314,-0.344941,-0.427695,0.00815812,0.0560855,-0.1659,-0.011585
-2863.51,0.971124,0.365015,3,7,0,2920.98,5.47384,5.87216,5.94937,5.95663,5.89136,5.91622,6.09381,6.01491,5.45509,5.63634,6.06934,6.00889,5.9089,5.69068,5.86199,5.68725,5.90297,5.71245,5.97612,5.86089,5.49184,5.88422,5.66857,5.69776,5.89088,6.00451,6.02124,5.57543,6.06184,6.07561,5.3182,5.80937,6.06773,5.58425,6.10864,5.84595,5.6384,6.07547,5.78072,5.82906,5.46401,5.69635,5.69429,5.97619,6.08821,5.67144,5.14422,6.08828,5.99335,5.84577,5.90362,6.15825,0.0400046,0.0893301,-0.0366849,-0.104172,-0.0500164,-0.0125348,0.367717,0.268157,-0.589936,-0.844986,-0.0979054,0.814625,-0.107319,-0.127002,0.173776,0.22347,0.0968273,-0.00384824,0.0495714,0.0935994,-0.0352316,0.0128429,0.0478586,0.0184948,-0.0238441,-0.0138276,-0.0173652,-0.00959081,0.958392,0.172074,0.0942109,-0.00319941,-0.0542716,0.162203,-0.786648,-0.654995,-0.194098,0.927764,-0.792538,-0.596523,1.41557,1.00758,0.830301,-0.0124724,0.225956,0.251889,-0.091104,0.0191519,0.133779,0.0155609,-0.193583,-0.118224,-0.322907,-0.12656,-0.0131311,0.0609945,-0.168344,-0.0194247
-2860.67,1,0.365015,4,15,0,2895.62,5.71888,5.80757,5.90973,6.05935,5.91215,5.82126,5.87823,6.01526,5.67331,5.73981,5.93389,6.1019,5.82971,6.09943,5.79055,5.70235,5.7948,5.7627,6.06381,5.9194,5.86145,5.92236,5.70043,5.58684,5.76495,6.02251,6.15099,6.18249,6.23137,5.85186,5.47953,5.93563,5.7874,5.75365,6.2735,6.19223,5.66842,5.89805,5.66423,5.71635,5.63642,5.56812,5.91035,5.67201,5.93559,6.0375,5.72452,6.07718,5.87081,5.80845,5.8604,6.68254,-0.107868,0.105082,-0.0396908,0.00935395,-0.0935209,0.015485,0.36544,0.249535,-0.612232,-0.870512,-0.107646,0.809634,-0.0783538,-0.0897378,0.184941,0.205849,0.0901056,0.0015746,-0.00736854,0.09397,-0.0136116,0.00382494,0.023457,0.0162753,0.0293315,0.00974773,0.0103403,-0.0286408,0.969571,0.175026,-0.0325873,0.00770945,-0.0936609,0.0656265,-0.865381,-0.753963,-0.215908,0.913426,-0.66645,-0.209296,1.47139,0.920274,0.796501,0.0124908,0.10739,0.251934,0.00586265,0.0640833,0.139251,0.12813,0.143629,0.0188357,0.128802,-0.377943,-0.0474146,0.0694155,-0.3034,0.0017442
-2853.54,0.960466,0.365015,4,15,0,2900.94,5.57868,5.84462,6.01098,5.88059,5.78713,5.9794,6.04481,6.05452,5.54954,5.54851,5.83976,5.97257,5.84301,5.85478,5.82479,5.59895,5.97003,5.8763,6.04751,5.82766,5.5364,5.93916,5.62755,5.65486,5.89639,5.90507,5.99345,5.99833,6.06412,6.32758,5.48566,5.96445,6.1436,5.52443,6.09025,6.13909,5.65653,6.25337,5.795,5.71702,5.38392,5.63754,5.84399,5.93709,6.08213,5.86616,5.48069,6.07592,5.99092,5.79492,5.87419,6.50432,-0.0417865,0.116276,0.0236543,-0.0205934,-0.0750948,-0.0134874,0.337499,0.236363,-0.592303,-0.856709,-0.12086,0.83426,-0.0957019,-0.128663,0.186097,0.215033,0.0821187,0.0149723,0.0195653,0.0957687,-0.0268188,0.0172775,0.0686208,0.0213493,-0.00483832,-0.0332943,-0.00336292,-0.0269943,0.950262,0.132255,0.0498841,-0.00128732,-0.125496,0.0599852,-0.794023,-0.665735,-0.237785,0.934088,-0.772157,-0.567718,1.52333,1.00427,0.718404,-0.0019907,0.165458,0.256869,-0.0707745,0.0261329,0.194985,-0.00332283,-0.158175,-0.251897,-0.108983,-0.356216,-0.0281458,0.0591288,0.195736,-0.00383999
-2844.44,1,0.365015,4,15,0,2881.48,5.68028,5.78641,6.00149,5.79522,5.8734,5.75823,5.85487,6.01602,5.57325,5.72608,5.94069,6.06898,5.91365,5.97767,5.85327,5.67748,5.806,5.68127,6.01617,5.94228,5.73478,5.83645,5.72178,5.57809,5.77404,5.80263,6.05372,5.85148,6.28684,5.91535,5.40966,5.90398,5.85993,5.78585,6.28544,6.14132,5.68373,5.87483,5.6106,5.74142,5.62266,5.69184,5.74865,5.75378,5.98924,5.90906,5.45352,6.10597,5.82756,6.01134,5.85092,6.34035,-0.0634505,0.151015,-0.00629554,0.00149734,-0.107495,0.00709713,0.386057,0.263447,-0.60196,-0.867863,-0.0940101,0.816405,-0.0960943,-0.0717821,0.170636,0.22352,0.0995,-0.0239978,0.00166026,0.0805424,-0.0291066,-0.00570803,0.0060989,0.0212213,0.0160155,0.00533649,-0.0124443,-0.0203713,0.968149,0.126356,-0.000247797,0.00318989,-0.0539187,0.0976706,-0.786507,-0.66914,-0.196984,0.930636,-0.711238,-0.0973956,1.38097,0.986846,0.856243,-0.0177651,0.11019,0.217935,-0.0640603,-0.00376089,0.0363906,0.121473,0.0534718,-0.0166506,-0.256345,-0.268818,-0.0283936,0.0863592,-0.0481373,0.000279204
-2855.73,0.428387,0.365015,4,15,0,2891.34,5.51365,5.8764,5.96871,5.87571,5.9817,5.92356,6.01558,6.0506,5.68017,5.57649,5.92899,6.01528,5.81695,5.95515,5.90114,5.52759,5.83924,5.8593,6.00854,5.9292,5.45861,5.86569,5.59128,5.73074,5.97504,5.92365,6.12397,6.01496,6.19438,6.39933,5.34688,6.05287,5.95025,5.55743,6.10671,5.92921,5.71095,6.14288,5.89579,5.82064,5.34809,5.58397,5.88059,5.96546,6.05277,5.8992,5.31671,6.06007,6.03343,5.76661,5.77714,6.15846,-0.00464679,0.0661244,0.00898317,-0.0190697,-0.0938915,-0.0192412,0.352115,0.261785,-0.587888,-0.850326,-0.0985231,0.822057,-0.0961417,-0.117053,0.186125,0.200054,0.0742156,0.0059503,0.0152351,0.0909068,-0.0181649,0.0226984,0.0673344,0.021235,0.0238341,-0.0257884,0.00255657,-0.0196183,0.944293,0.166145,0.082029,-0.00551482,-0.0897406,0.111443,-0.772425,-0.650698,-0.162001,0.92347,-0.729827,-0.464557,1.47658,0.942022,0.65758,0.00613822,0.14829,0.242243,-0.0101277,0.0968555,0.254061,0.0695562,0.0300138,-0.187506,0.00867904,-0.258882,-0.00849356,0.0348955,0.0855098,-0.00355587
