# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_download_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.565477
# Diagonal elements of inverse mass matrix:
# 0.000130129, 0.000115663, 0.000112037, 0.000122952, 0.000114891, 0.000107016, 0.000114024, 0.00010777, 0.000104985, 9.73928e-05, 0.000110902, 0.000101577, 0.000102053, 0.000101835, 0.000103743, 0.000105524, 0.000113565, 0.000108678, 0.000108876, 0.000100878, 0.000114049, 9.13909e-05, 0.000105197, 9.33837e-05, 0.000107978, 0.000294367
5423.57,0.686545,0.565477,3,7,0,-5410.61,-1.57256,-0.00495235,-0.0144778,0.149218,-0.115625,-0.177634,-0.0578835,0.0255237,-0.121496,-0.0342949,-0.0860087,0.139791,0.176722,0.0665204,-0.0119958,0.0186998,0.0791941,-0.0183783,-0.00263962,0.0307592,0.00722837,0.0298512,0.00398682,0.00146204,-0.003848,8.03959,0.225215,-0.0174611,-0.0621199,0.0283018,-0.599626,-0.46565,-0.195128,-0.0397774,-0.381997,-0.32936,1.10321,0.809582,0.588038,0.00381331,0.147282,0.219242,-0.00150451,0.0549126,0.177313,0.0895163,0.162842,0.0187354,0.0185617,-0.0507961
5427.46,0.722835,0.565477,3,7,0,-5405.74,-1.54844,0.00721976,-0.00152917,0.1295,-0.0915642,-0.183873,-0.0580276,0.0242428,-0.127583,-0.0725197,-0.0911565,0.101452,0.161688,0.088344,-0.0248802,0.0215301,0.0842818,-0.0331621,0.00565861,0.0320799,0.029173,0.019484,-0.0218123,0.00878185,-0.0277203,7.81387,0.156917,-0.0124201,-0.0679202,0.077907,-0.627809,-0.456464,-0.188143,-0.0436983,-0.508115,-0.471671,0.79781,0.666151,0.754285,-0.0246728,0.160388,0.234384,-0.0735874,0.0205226,0.107019,0.114803,0.0100669,-0.171684,0.102947,-0.365925
5428.94,0.926853,0.565477,3,7,0,-5418.04,-1.56436,-0.00493388,-0.0118878,0.139708,-0.100122,-0.1588,-0.0577506,0.0205739,-0.132189,-0.0383101,-0.0687746,0.138828,0.165456,0.0545919,-0.0208265,0.00761186,0.0746075,-0.0256391,0.0017395,0.0236584,0.00219278,0.0147315,-0.00326626,-0.00869172,-0.0176267,7.79022,0.243379,-0.018618,-0.0457609,0.0155984,-0.553211,-0.466985,-0.206086,-0.0522218,-0.388316,-0.198817,1.13203,0.773928,0.477693,-0.0188035,0.118279,0.206551,-0.0563328,0.0112257,0.0844958,-0.00862927,0.0325578,-0.0598473,-0.185469,-0.232685
5428.37,0.876661,0.565477,3,7,0,-5415.84,-1.55741,-0.005677,0.00561958,0.136915,-0.1082,-0.171624,-0.0466008,0.00976728,-0.122647,-0.0612312,-0.0908478,0.10987,0.159076,0.0595422,-0.0329287,0.0206614,0.0733133,-0.0110429,0.00380349,0.031137,0.0218966,0.0110938,-0.00667822,0.0192403,-0.0255112,7.79816,0.00596857,-0.00301359,-0.0474949,-0.00279074,-0.569729,-0.36541,-0.219483,-0.0409562,-0.420269,-0.460178,0.866763,0.729563,0.508837,-0.0236564,0.144275,0.204457,-0.0061021,0.0359044,0.130052,0.109191,0.0183647,-0.0657391,0.290874,-0.336765
5429.79,0.927098,0.565477,3,7,0,-5418.67,-1.55327,-0.00751414,0.00772961,0.137836,-0.0979572,-0.175134,-0.0573259,0.02413,-0.14299,-0.0478888,-0.0879692,0.131369,0.168354,0.0833583,-0.0251314,0.0157544,0.0842397,-0.0105117,-0.00837423,0.0425596,0.0129343,0.0184683,-0.00962095,0.00732794,-0.0170786,7.77202,-0.019567,-0.0012954,-0.0509777,0.0675234,-0.621736,-0.516051,-0.211746,-0.0559036,-0.427361,-0.370859,1.01182,0.72387,0.718602,-0.0174639,0.148992,0.234595,-0.00723134,0.00300785,0.176834,0.0601709,0.0519498,-0.0807764,0.0971284,-0.225448
5430.03,0.869642,0.565477,3,7,0,-5420.42,-1.55992,0.00311315,0.0121801,0.11893,-0.0916208,-0.167574,-0.0600432,0.0113969,-0.132496,-0.05592,-0.0889768,0.12142,0.164689,0.0783836,-0.0111462,0.0257789,0.0685048,-0.0316227,0.00242944,0.0318132,0.0188014,0.0157608,-0.0102141,0.00346552,-0.0394118,7.87603,-0.103967,0.00568412,-0.064355,0.0603957,-0.609105,-0.509103,-0.230973,-0.0534692,-0.472038,-0.409533,0.972541,0.71316,0.666586,-0.0160458,0.147605,0.190396,-0.0759416,0.00422059,0.0992998,0.0537857,-0.00354393,-0.12788,-0.0121843,-0.520261
