# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_pcount_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.575578
# Diagonal elements of inverse mass matrix:
# 0.000146353, 0.000151472, 0.00015742, 0.000174463, 0.000144568, 0.00013574, 0.000154447, 0.000135012, 0.000163664, 0.00013805, 0.000149718, 0.000156675, 0.000141647, 0.000122403, 0.000145858, 0.000171166, 0.000127414, 0.000150755, 0.000160025, 0.000140154, 0.000133717, 0.000134984, 0.000241032
40.3117,0.701218,0.575578,3,7,0,-30.2449,6.73355,0.143891,-0.118007,0.0398231,-0.14631,0.870651,-0.164371,-0.178435,0.0851237,-0.0379316,0.0197985,-0.0959027,-0.00498647,0.051579,0.0166319,0.0175556,0.0176162,0.031257,0.0458504,-0.00977173,0.0130214,-0.0207505,0.588187,0.0177373,-0.00684112,0.115894,-0.0463541,1.17407,-0.60417,-2.38543,0.397583,-0.566769,0.291258,-0.0833363,0.0534385,0.132531,0.0849645,0.0899245,0.09387,0.159485,0.142374,-0.0853741,0.152716,-0.234448
40.1608,0.904308,0.575578,3,7,0,-26.8164,6.73523,0.164044,-0.11846,0.0208025,-0.132544,0.833372,-0.150587,-0.183197,0.0832083,-0.0222512,0.0320156,-0.0821655,0.00829451,0.0322743,0.00380652,-0.00569737,0.0095551,0.0176283,0.038213,0.00590882,0.0112663,0.00252379,0.586559,0.0715359,-0.010526,0.0444556,0.00487133,1.12859,-0.594435,-2.40718,0.432661,-0.451338,0.426339,-0.0591928,0.0568461,0.0843073,0.0620586,0.0616959,0.118851,0.166975,0.199351,0.0499831,0.183446,0.0285149
36.1466,0.849612,0.575578,3,7,0,-25.4342,6.71561,0.16375,-0.0923134,0.0456182,-0.181754,0.836766,-0.153879,-0.190401,0.104871,-0.0152338,0.0248547,-0.114712,0.0488742,0.0491532,0.00147808,0.0170325,0.0163085,0.0240862,0.0361227,-0.0394724,0.0148936,-0.0375241,0.59149,-0.0639332,0.00567743,0.107421,-0.130039,1.15203,-0.594641,-2.34096,0.687667,-0.384553,0.331971,-0.124269,0.16155,0.128599,-0.0196741,-0.00731407,-0.020123,0.00266036,-0.0142805,-0.280308,0.140117,-0.423965
36.2189,0.986037,0.575578,3,7,0,-21.0788,6.70193,0.192071,-0.110641,0.0278409,-0.120179,0.836756,-0.189968,-0.192802,0.0938795,-0.0328157,0.0274577,-0.0946436,0.0020057,0.0701636,0.0117123,0.00947807,0.0174153,0.00168854,0.0325506,-0.0215127,0.0210758,-0.0399372,0.606366,0.0828881,-0.00851448,0.100486,0.0289001,1.15309,-0.776822,-2.54856,0.52697,-0.551747,0.413058,-0.100719,0.0937081,0.183986,0.0151582,-0.00995693,0.00734098,-0.0651238,0.0204805,-0.183214,0.231262,-0.451229
41.2111,0.91834,0.575578,3,7,0,-21.3916,6.74504,0.159051,-0.123787,0.0245517,-0.188901,0.840403,-0.140984,-0.176881,0.10782,-0.0223685,0.0237054,-0.111712,0.0114224,0.0471045,0.0041857,0.00085683,0.00651073,0.0127168,0.0356073,-0.00387039,0.0184763,-0.0288261,0.591231,0.0575293,-0.0103057,0.0374052,-0.159843,1.15454,-0.530017,-2.13284,0.66867,-0.461324,0.350635,-0.103081,0.0832342,0.124026,0.0230289,0.0148185,0.0332763,0.0591234,0.102571,-0.0664437,0.218238,-0.325691
39.3229,0.857959,0.575578,3,7,0,-29.631,6.72502,0.179883,-0.0840316,0.011445,-0.133615,0.854591,-0.183753,-0.162376,0.0874773,-0.0183231,0.0411631,-0.100743,0.014404,0.0515932,0.0070697,-0.0164203,0.016959,0.0368277,0.0586463,0.000555008,0.0197345,-0.030699,0.600774,-0.042688,0.00533632,0.0187896,-0.0131677,1.17361,-0.716509,-2.01236,0.465513,-0.49776,0.571111,-0.0844789,0.0941025,0.136054,0.0572015,0.0153702,0.122398,0.217294,0.212061,-0.0457695,0.233326,-0.346852
