# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_pcount_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.338745
# Diagonal elements of inverse mass matrix:
# 0.0083195, 0.00688091, 0.00440463, 0.00870983, 0.00523983, 0.00553062, 0.00689433, 0.00178534, 0.00691014, 0.00993215, 0.0281239, 0.0049292, 0.00422079, 0.0211558, 0.00214747, 0.0501527, 0.00788358, 0.00646123, 0.00646639, 0.0107683, 0.0151312, 0.00942671, 0.00724246, 0.00628707, 0.00671156, 0.0121653, 0.00688952, 0.0130545, 0.0103043, 0.0253176, 0.0185834, 0.00596614, 0.00723604, 0.00415498, 0.00348005, 0.0146479, 0.00317031, 0.00582059, 0.00901813, 0.00832228, 0.0434948, 0.00740514, 0.0292618, 0.00883054, 0.00253335, 0.0188783, 0.0559027, 0.00517628, 0.00356266, 0.010427, 0.0077887, 0.0146212, 0.00186986, 0.00171005, 0.00234833, 0.00189333, 0.000219245, 0.000155831, 0.000207499, 0.000186638, 0.000196263, 0.000242729, 0.000149045, 0.00021594, 0.000219501, 0.000208644, 0.000207109, 0.000122433, 0.000153153, 0.000119095, 0.000152804, 0.0001498, 0.000160401, 0.000154332, 0.000121506, 0.000129679, 0.000171665, 0.000222324, 0.0209747
257.772,0.991194,0.338745,4,15,0,-217.42,6.40995,6.54979,6.8349,6.87049,6.66389,6.73864,6.63882,6.67478,6.40223,6.75149,6.82474,6.96909,6.90191,6.9027,6.47671,6.4014,6.89736,6.5263,6.96858,6.38539,6.71845,6.97317,6.617,6.7274,6.60154,6.57541,6.79277,6.4489,6.72661,7.09801,6.55724,6.54581,6.73941,6.35359,7.23087,6.64721,6.55338,6.85355,6.6764,6.73983,6.78498,6.95091,6.20762,6.44899,6.7073,6.78567,6.39025,7.12168,6.7952,6.88456,6.89337,7.12094,-0.000568302,0.0819592,-0.0399142,-0.0513608,0.166416,-0.108312,0.0357537,-0.133085,0.863209,-0.170526,-0.143368,0.0927839,-0.0795338,0.0124403,-0.0683573,0.009458,0.0710408,-0.0335613,-0.0158302,0.0141983,0.00899611,0.0286846,-0.0200783,0.0149353,-0.0244116,0.55015,0.237881,-0.0538856,0.00302361,0.142231,-0.0466144,1.1699,-0.732573,-1.96823,0.424897,-0.93237,0.295073,-0.0734009,0.112243,0.190594,-0.107868,-0.066415,0.0192523,-0.00531167,0.0340178,-0.14661,0.173631,-0.275813,-0.015213,0.0559398,-0.242377,-0.00958615
258.931,0.943944,0.338745,4,15,0,-221.499,6.72749,6.68735,6.85317,6.58016,6.73236,6.86614,6.59205,6.76078,6.32865,6.67377,6.74109,6.9108,6.93696,6.99403,6.48831,6.37517,6.74227,6.55046,7.08834,6.43788,6.74876,6.85085,6.66434,6.32423,6.73795,7.00892,6.93333,6.79067,6.67185,6.73092,6.72952,6.51476,6.92145,6.29411,7.2819,6.56191,6.60373,6.7362,6.91109,6.74049,5.92971,7.04658,6.38933,6.552,6.74083,6.37743,6.7323,7.17239,6.63966,6.80662,7.07821,6.71408,0.028497,-0.0122325,0.0524923,0.0252427,0.161528,-0.0891512,0.0149482,-0.136168,0.847215,-0.140991,-0.148069,0.0692416,-0.0510581,0.0212642,-0.0698721,0.0183127,0.0433088,0.00788423,0.000726657,0.0227527,0.0318209,0.0176563,-0.0152279,0.0278424,-0.0303235,0.561975,0.206064,-0.0779767,0.00719937,0.0494737,-0.0217727,1.11432,-0.544492,-2.11357,0.271978,-0.663991,0.293265,-0.0708398,0.0932633,0.11297,0.0248205,0.00162616,0.0642092,0.107696,0.000410484,-0.119908,0.361734,-0.342609,0.020551,-0.020335,0.361217,0.00471138
256.706,0.850738,0.338745,4,15,0,-220.147,6.68269,6.73911,6.8019,6.62215,6.72206,6.91264,6.65622,6.73437,6.34328,6.65311,6.73634,6.88029,7.00113,6.85472,6.47713,6.23257,6.79243,6.58689,7.07602,6.43944,6.71108,6.87303,6.73595,6.47384,6.73395,6.87165,6.92988,6.70629,6.7223,6.67953,6.74965,6.42532,6.98292,6.30722,7.3029,6.59406,6.53904,6.73951,6.82074,6.66314,5.92912,7.04024,6.29924,6.49104,6.76834,6.34601,6.46847,7.15968,6.64152,6.80957,7.05256,6.79322,0.0728432,-0.00176478,0.111429,-0.00375582,0.155988,-0.0853,0.0104277,-0.132043,0.863534,-0.127642,-0.140681,0.0607385,-0.0519695,0.0278558,-0.0662008,0.00568146,0.0511234,0.0151156,0.0087283,0.0239333,0.0383804,0.00742678,-0.0232575,0.0283548,-0.0271656,0.559304,0.193029,-0.104633,0.00953549,0.0395867,0.00422994,1.11606,-0.486408,-2.08285,0.195336,-0.685167,0.352524,-0.0707527,0.0777169,0.132537,0.0375092,0.00904341,0.0482107,0.113051,-0.0586388,-0.154834,0.377703,-0.30693,0.0292797,-0.0291934,0.824327,-0.000700998
269.729,0.963171,0.338745,4,15,0,-227.234,6.46229,6.6521,6.75411,6.75006,6.63459,6.85851,6.6003,6.84712,6.29372,6.7169,6.71628,6.91714,6.92911,6.93664,6.50278,6.40057,6.86144,6.54188,6.91232,6.30746,6.72093,7.01054,6.62354,6.58268,6.61443,6.57685,6.71763,6.38107,6.56856,7.08311,6.49386,6.65584,6.85771,6.27502,7.23011,6.67774,6.50997,6.82711,6.78773,6.67908,6.56949,6.934,6.09197,6.37907,6.7966,6.61575,5.95828,7.16962,6.71911,6.70983,6.88678,7.03941,-0.0196364,0.132822,-0.021123,-0.0663137,0.181536,-0.113489,0.00684687,-0.146357,0.832704,-0.199907,-0.156651,0.106067,-0.0898582,-0.00029405,-0.055949,0.00837129,0.060345,-0.0162849,-0.0242524,0.0141137,0.00558387,0.029977,-0.0101331,0.00669674,-0.0197183,0.55023,0.250286,-0.0103753,-0.000143882,0.0599411,-0.0938612,1.14224,-0.872368,-2.14753,0.487814,-0.962258,0.149659,-0.0569464,0.0956528,0.16188,-0.0545848,-0.0718102,0.0415499,0.00680548,0.0679322,-0.0920241,0.0558703,-0.222786,-0.0309114,0.0794304,-0.0889919,-0.012377
258.394,0.724446,0.338745,4,15,0,-222.278,6.54796,6.56316,6.84677,6.52434,6.75865,6.83632,6.5847,6.75486,6.45593,6.5982,6.67299,7.00431,7.02204,6.63574,6.41326,6.45556,6.63349,6.41024,6.94966,6.36752,6.7579,6.97808,6.64825,6.37489,6.59111,6.84184,6.72738,6.31689,6.62011,6.78598,6.67337,6.65598,6.89742,6.26086,7.23757,6.72982,6.57921,6.81138,6.76441,6.69231,6.34074,6.99684,6.54518,6.68122,6.69529,6.5804,6.38139,7.13583,6.75714,6.74707,6.69989,6.80874,-0.0151109,0.0537881,0.0367461,-0.0131278,0.155604,-0.102989,0.0487649,-0.134928,0.836136,-0.188272,-0.149197,0.0888349,-0.0767237,0.00639023,-0.0704164,0.0310905,0.0449925,-0.0108254,-0.0132175,0.0107468,0.0187312,0.0249616,0.00895403,0.00607116,-0.0340337,0.555614,0.203569,-0.0627276,0.00400035,0.171153,-0.0724855,1.13978,-0.760902,-2.10132,0.373614,-0.859912,0.164555,-0.0664586,0.122586,0.119524,-0.021569,-0.0218529,0.0498406,0.0873515,0.0670555,-0.0240632,0.0101623,-0.384529,-0.0140642,0.0205342,0.283773,-0.00245021
269.369,0.931913,0.338745,3,7,0,-224.741,6.65316,6.58116,6.86882,6.72624,6.61598,6.72287,6.64583,6.81826,6.26065,6.71133,6.83619,6.93356,6.88499,6.95015,6.47277,6.17554,6.71916,6.4618,7.00757,6.57759,6.74732,7.00123,6.65081,6.54356,6.59177,6.64692,6.73229,6.39564,6.6131,6.80792,6.6855,6.61279,6.92272,6.30245,7.23578,6.54307,6.53239,6.83431,6.80322,6.72227,6.26313,6.85365,6.12848,6.47125,6.84028,6.37977,6.60143,7.10682,6.65881,6.80268,7.00172,6.82571,0.0246156,0.0276574,0.0228096,-0.024657,0.158482,-0.093038,0.013772,-0.0924709,0.847474,-0.190723,-0.157191,0.082786,-0.0589095,0.0330129,-0.0600755,0.0114718,0.0545804,-0.0146379,0.00431541,0.024806,0.0415903,-0.000659766,-0.0108139,0.0334572,-0.0216208,0.559778,0.209216,-0.0458218,0.0026618,0.0800457,0.0774179,1.14505,-0.797534,-2.22284,0.35203,-0.776018,0.420795,-0.0588711,0.0958692,0.142858,-0.0237651,0.0261442,0.0853911,0.167093,-0.0427647,-0.0699723,0.471814,-0.244282,0.00271934,0.00975386,0.192717,-0.00460207
