# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/vi_normal_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_sens_pdw2_pcount_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.315349
# Diagonal elements of inverse mass matrix:
# 0.00491885, 0.00296324, 0.0022896, 0.00438027, 0.00537423, 0.00682179, 0.00819526, 0.00184915, 0.00580279, 0.00574779, 0.0140128, 0.00368768, 0.00362155, 0.0150889, 0.00301609, 0.00725211, 0.00657217, 0.00703101, 0.00676565, 0.00787684, 0.0141137, 0.00999574, 0.00660029, 0.00576827, 0.00504672, 0.0104159, 0.00534997, 0.0169019, 0.00964927, 0.0162297, 0.0167459, 0.0061118, 0.0109326, 0.00291076, 0.00367218, 0.0133682, 0.00310579, 0.00644889, 0.00889745, 0.003867, 0.0178281, 0.00553281, 0.0146374, 0.00524402, 0.00249179, 0.0113932, 0.0282796, 0.00455488, 0.00611078, 0.011258, 0.00507144, 0.0289715, 0.000939773, 0.000929061, 0.0009008, 0.00127962, 0.000195459, 0.000176922, 0.000175184, 0.000186701, 0.000133765, 0.000171274, 0.000159072, 0.000183551, 0.000233907, 0.000159628, 0.0002065, 0.000143717, 0.000162347, 0.000197169, 0.000153368, 0.000164103, 0.000178399, 0.000175041, 0.000135288, 0.000137842, 0.000175789, 0.000149058, 0.000165124, 0.000166467, 8.34286e-05, 0.027514
-2849.89,0.986798,0.315349,4,15,0,2891.2,5.62853,5.81875,5.96768,6.04139,5.83784,6.11372,5.96395,6.02216,5.5285,5.72191,5.86071,6.11796,5.86211,6.38553,5.80008,5.82323,5.69336,5.64628,6.08556,5.81436,5.5954,5.87564,5.59896,5.61942,5.76527,6.1142,6.0367,6.00904,6.06534,6.3139,5.31219,5.98058,5.98082,5.68803,6.13769,6.05587,5.72974,6.01113,5.76574,5.82132,5.56163,5.61056,5.85164,5.83308,5.98664,5.91246,5.56322,6.00678,5.96719,5.73895,5.94067,6.36028,-0.014178,0.104633,-0.0441341,0.0194023,-0.10663,0.00362446,0.393775,0.240024,-0.613946,-0.864645,-0.113456,0.812695,-0.0817956,-0.117005,0.187026,0.221594,0.0810372,0.0159325,0.011051,0.0635931,-0.0441527,0.00964231,0.0304122,0.0316387,0.0120325,0.0147825,-0.0085621,-0.0248171,0.960065,0.115293,-0.0204581,0.00501761,-0.0554852,0.0605407,-0.87526,-0.740195,-0.23122,0.915636,-0.700408,-0.464012,1.53236,1.03152,0.704055,0.021761,0.106482,0.169509,-0.0666407,0.0812569,0.159956,0.198953,0.0533925,0.0364505,-0.196333,-0.327485,0.00526632,0.0702411,-0.346308,0.00361789
-2859.29,0.717039,0.315349,4,15,0,2899.69,5.63649,5.92942,5.8157,5.81594,5.79506,5.68798,5.89678,6.00556,5.61202,5.55962,5.88408,5.96062,5.89579,5.44238,5.83909,5.68036,6.086,5.70594,5.89372,5.83177,5.68104,5.69783,5.71146,5.77846,5.9088,5.79728,6.06294,5.76347,6.24016,6.01697,5.46928,5.90369,5.97285,5.61984,6.19684,6.0224,5.66079,5.94937,5.88383,5.70577,5.58776,5.67205,5.82773,5.87011,6.0082,5.84739,5.40946,6.10427,5.95051,5.90964,5.77623,6.36994,0.00769957,0.0849558,0.0156452,-0.0334108,-0.0851207,-0.00794299,0.330956,0.274877,-0.586479,-0.855899,-0.0893953,0.821315,-0.0947219,-0.0848573,0.169954,0.212229,0.0977261,-0.00327403,0.0261906,0.109342,-0.013413,-0.00430175,0.0468727,0.0160687,-0.0032797,-0.0232867,0.00346658,-0.0124095,0.952997,0.157074,0.0527954,-0.0021746,-0.123668,0.158754,-0.76853,-0.66481,-0.162368,0.925734,-0.740647,-0.209185,1.36648,0.939542,0.85636,-0.00951145,0.197607,0.294957,-0.0391401,-0.0240358,0.145289,0.0194349,-0.0940654,-0.158748,0.0379929,-0.163755,-0.00738005,0.0438347,0.149122,-0.00622999
-2859.81,0.94478,0.315349,4,15,0,2902.19,5.6552,5.81384,6.07819,5.86441,5.90424,6.01301,5.99433,6.00016,5.44889,5.60727,5.89764,6.12248,5.79464,6.35782,5.86391,5.75877,5.68173,5.7934,6.07769,5.88858,5.57045,5.97559,5.58246,5.55946,5.72045,6.04522,6.138,6.04524,6.05186,6.04365,5.43583,5.94224,5.91094,5.68951,6.14817,6.15967,5.7881,6.12401,5.67519,5.77201,5.45796,5.67159,5.85967,5.83281,5.99513,5.82466,5.52704,6.1173,5.88089,5.83565,5.98795,6.41533,-0.0673365,0.105565,-0.00417334,0.036828,-0.0833574,-0.00752541,0.400099,0.236804,-0.619765,-0.86758,-0.115198,0.818032,-0.0785346,-0.112853,0.177777,0.216426,0.0854873,0.00269111,0.000643267,0.067663,-0.036668,0.00461008,0.0115189,0.0204725,0.0102512,0.00456883,-0.0147763,-0.0376049,0.963793,0.139126,0.0360681,0.000843844,-0.0475816,0.0463854,-0.88405,-0.74325,-0.234099,0.919812,-0.67499,-0.456616,1.47451,0.986655,0.735914,-0.00373798,0.0911885,0.182774,-0.0918782,0.00613634,0.0264936,0.0794436,-0.00893641,-0.0541311,-0.329174,-0.496233,-0.0185765,0.0599248,-0.067511,0.0068672
-2857.82,0.975857,0.315349,4,15,0,2896.52,5.65373,5.85029,5.96751,5.98685,5.78716,5.64732,5.91486,5.99952,5.57338,5.73722,6.0217,6.04541,5.95953,5.73085,5.76833,5.69074,6.00234,5.63286,5.95387,5.98949,5.75313,5.81949,5.79982,5.82225,6.01903,5.83364,5.99456,5.82595,6.29061,6.34932,5.37582,5.92243,5.99159,5.63788,6.24715,6.0576,5.62381,5.9829,5.73073,5.70011,5.76636,5.72208,5.92381,5.88029,6.00971,6.08316,5.62429,6.11198,5.99183,5.96711,5.77894,6.34324,-0.0429444,0.0850265,-0.0901797,0.0101308,-0.091169,0.0118939,0.351831,0.283791,-0.581759,-0.841798,-0.101115,0.82975,-0.0861715,-0.0953527,0.171432,0.211472,0.090132,-0.000355282,0.0204757,0.10958,-0.0301757,-0.007436,0.0573658,0.0172397,-0.00358216,-0.0313234,0.00108193,-0.0156261,0.956376,0.129459,-0.0260095,0.00633859,-0.0384264,0.180778,-0.740439,-0.605682,-0.189806,0.932456,-0.714884,-0.308242,1.40189,0.949587,0.797248,-0.012141,0.186527,0.295879,-0.0887082,-0.0450214,0.167654,-0.000647826,-0.123871,-0.215345,-0.00986016,-0.206202,-0.0104773,0.0716178,-0.678294,0.00188906
-2843.78,0.905546,0.315349,4,15,0,2898.29,5.63009,5.85393,5.97376,5.88865,5.71079,5.8043,5.93784,5.96386,5.56473,5.64276,5.99163,6.1454,5.94302,5.9613,5.80727,5.61497,5.77445,5.79133,6.03785,6.00458,5.53225,5.97718,5.66261,5.64991,5.85767,5.85957,5.96808,5.87491,6.32201,6.08929,5.4677,5.85084,5.99375,5.63841,6.13621,6.02868,5.73901,5.85625,5.66447,5.68806,5.65937,5.6905,5.82406,5.86951,5.86764,5.83202,5.51522,6.05974,5.95141,6.06316,5.80237,6.35722,-0.0251126,0.127079,-0.0154047,0.00563368,-0.0949674,-0.00818488,0.364047,0.275841,-0.584839,-0.844112,-0.118332,0.836994,-0.0788378,-0.0775977,0.169926,0.229555,0.0930868,-0.0107474,0.00404356,0.0818525,-0.034752,-0.0018168,0.0335442,0.0144432,-0.00331633,0.00222957,0.000995896,-0.024153,0.963628,0.127172,0.0385837,-0.00117595,-0.00860166,0.139803,-0.716546,-0.55222,-0.261331,0.94186,-0.650386,-0.144827,1.39175,1.04378,0.804475,-0.0101191,0.116892,0.220286,-0.0773275,0.00434954,0.124014,0.0528478,-0.0497223,-0.0282016,-0.0271283,-0.318721,-0.0069027,0.0753187,-0.119745,0.00105049
-2842.57,0.91372,0.315349,4,15,0,2875.85,5.64246,5.85466,5.96035,5.95276,5.87409,6.10719,5.96247,6.06289,5.62284,5.62745,6.04241,5.99108,5.81531,6.01895,5.846,5.70122,5.93222,5.68776,6.06597,5.91924,5.46643,5.96249,5.66748,5.58016,5.89098,6.01698,6.14829,5.95814,5.97934,6.06941,5.4671,5.97914,5.99626,5.69936,6.18624,5.99031,5.65053,6.13475,5.78409,5.75033,5.36786,5.53252,5.78526,5.78107,6.11519,5.88603,5.39041,6.04876,5.80738,5.77111,5.84449,6.34145,-0.0241372,0.104432,0.0166874,-0.00740883,-0.0855361,-0.0114312,0.358689,0.243886,-0.620937,-0.887626,-0.0917783,0.809295,-0.11132,-0.0976147,0.190569,0.207757,0.106153,-0.0153995,0.0180444,0.0946327,-0.0366651,0.00315845,0.030804,0.0406657,-0.00265021,-0.01524,-0.00735345,-0.0158399,0.959303,0.142567,0.0824763,-0.00443615,-0.159479,0.0472069,-0.873771,-0.800755,-0.183582,0.932712,-0.825341,-0.291673,1.52476,0.88694,0.910781,-0.0168511,0.162406,0.255279,-0.0872633,0.00810089,0.0994936,0.173868,-0.0858949,-0.127454,-0.158503,-0.209023,-0.0139152,0.0542021,0.131014,-0.0013815
-2855.07,0.681314,0.315349,4,15,0,2896.68,5.4997,5.8379,5.92173,5.91105,5.84873,5.76163,5.98326,6.04472,5.53713,5.54925,5.90994,6.08852,5.90535,5.76772,5.81155,5.64941,5.7861,5.89956,5.89656,5.85636,5.68016,5.80919,5.60315,5.74221,5.80658,5.8982,5.97336,5.85607,6.28681,6.15505,5.42018,5.88458,6.09336,5.56755,6.18118,6.27368,5.67196,6.00576,5.84456,5.70696,5.61837,5.80171,5.75218,5.90748,5.97676,5.86991,5.21206,6.16064,6.10526,6.00902,5.89247,6.35536,-0.0228706,0.0798937,-0.0136467,-0.0236189,-0.0866461,-0.00175932,0.356614,0.27164,-0.557792,-0.841932,-0.112885,0.823444,-0.0898486,-0.113171,0.171138,0.215465,0.0733893,0.040364,0.00473946,0.0817173,-0.0233823,0.00329769,0.0492355,0.00749472,0.0214538,0.00744109,0.00303325,-0.0166487,0.959763,0.186772,-0.0153998,0.00501554,-0.0272372,0.145812,-0.723983,-0.636478,-0.198396,0.910299,-0.749702,-0.446972,1.40473,1.02275,0.667363,0.0440067,0.11607,0.217934,-0.0105464,0.0721387,0.238192,0.0703689,0.108443,0.0185787,0.0225439,-0.219696,-0.0177939,0.0486991,-0.0776577,-0.00440414
