# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_upload_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.34476
# Diagonal elements of inverse mass matrix:
# 0.00934907, 0.00709548, 0.00508751, 0.0081292, 0.00392592, 0.00601016, 0.00651209, 0.00153124, 0.00527783, 0.009417, 0.0303744, 0.00502448, 0.00428956, 0.0214533, 0.00296136, 0.0489658, 0.007304, 0.00651607, 0.00821984, 0.00790035, 0.0127683, 0.00935376, 0.00837275, 0.00838613, 0.00792351, 0.0118473, 0.00682029, 0.0142818, 0.00986362, 0.022505, 0.0202381, 0.00535374, 0.00813039, 0.00330707, 0.00293374, 0.0133559, 0.00369239, 0.00742348, 0.0098982, 0.00795207, 0.0470357, 0.00713319, 0.0269897, 0.00808549, 0.00249809, 0.0231951, 0.0579284, 0.00472614, 0.0039052, 0.0117888, 0.00846524, 0.0168705, 0.00214459, 0.00183995, 0.00222959, 0.00212458, 0.000206976, 0.00017386, 0.000221217, 0.00019648, 0.000221021, 0.000245251, 0.000150946, 0.000230058, 0.000193646, 0.000195111, 0.000200466, 0.000138305, 0.000129875, 0.000119494, 0.000137871, 0.000150637, 0.000135625, 0.000135412, 0.000148139, 0.000146658, 0.000142333, 0.000185775, 0.0180566
252.935,0.850979,0.34476,4,15,0,-214.143,6.43403,6.63362,6.89663,6.73271,6.57811,6.93748,6.59398,6.84474,6.25533,6.68331,6.61057,6.88617,7.03851,6.86635,6.52364,6.27322,6.71814,6.60264,6.91192,6.41549,6.65269,7.17123,6.63674,6.46548,6.63517,6.56931,6.54977,6.42016,6.65517,6.92543,6.34646,6.50171,7.08318,6.26243,7.26269,6.61804,6.4541,6.78741,6.83811,6.64436,6.65825,6.85657,5.9532,6.40321,6.85053,6.56113,5.94257,7.15257,6.75848,6.70952,6.90782,6.70296,0.0543835,0.0208699,-0.0261216,-0.124461,0.151806,-0.104077,0.0257205,-0.106482,0.844064,-0.202873,-0.156146,0.114712,-0.101519,0.0339605,-0.0493894,0.0293063,0.0634481,-0.0206816,-0.0112946,0.0141282,0.00849899,-0.00414011,-0.00311983,0.0356338,-0.0330831,0.572269,0.25789,-0.255816,0.0208704,0.138028,-0.0225811,1.16429,-0.908502,-2.22064,0.460604,-1.18209,0.472762,-0.0542342,0.146273,0.172161,-0.0715462,-0.0512347,0.020689,-0.00161988,-0.0581539,-0.0519021,0.478283,-0.373692,-0.0157238,0.0194619,-0.0674395,-0.0232298
259.206,0.986846,0.34476,4,15,0,-219.921,6.60729,6.52349,6.73956,6.76093,6.64256,6.89169,6.57095,6.81752,6.36974,6.79549,6.5632,6.94174,6.95089,7.09222,6.44494,6.68935,6.84006,6.4484,6.88568,6.37064,6.64877,6.95959,6.89529,6.44941,6.59007,6.48651,6.72424,6.38505,6.48425,6.75148,6.55415,6.53366,6.8872,6.34689,7.31089,6.64588,6.50764,6.80742,6.70061,6.70705,6.19778,7.09821,5.97586,6.32953,6.82299,6.33266,6.36064,7.14488,6.73187,6.67,7.05754,6.83264,0.0396316,0.0827328,0.0109997,-0.0752397,0.188103,-0.121272,-0.00508552,-0.08813,0.825067,-0.19726,-0.154346,0.0782164,-0.078737,-0.0106034,-0.0562718,0.00984046,0.0564787,-0.00552752,-0.0121204,0.0196035,0.0179338,0.023641,-0.026714,-0.0125485,-0.0176299,0.554087,0.247945,-0.0151281,0.00127163,0.0275854,0.0070348,1.11035,-0.844829,-2.26447,0.326591,-0.821011,0.00411639,-0.0649108,0.0951321,0.155013,-0.0443581,-0.0744417,0.0111437,0.00229162,-0.0213721,-0.197937,-0.241028,-0.19914,-0.00641032,0.0437066,0.156518,-0.014043
260.437,0.942055,0.34476,4,15,0,-225.955,6.46241,6.60907,6.86054,6.69578,6.68776,6.92104,6.51851,6.84053,6.15105,6.64118,6.7598,6.87476,7.02822,6.86826,6.50849,6.09613,6.76177,6.62513,7.02494,6.24202,6.66163,7.01044,6.67679,6.40211,6.52962,6.80118,6.88166,6.48223,6.71913,7.09006,6.60166,6.58413,7.11114,6.25378,7.28282,6.5704,6.44673,6.82905,6.77383,6.72613,6.08482,7.01223,6.07965,6.45405,6.7408,6.63574,6.34714,7.15957,6.70009,6.78632,6.91214,6.95018,-0.0130081,0.0677117,0.0218849,-0.00876284,0.162082,-0.0887957,0.0301862,-0.125185,0.834914,-0.196179,-0.137013,0.108709,-0.0785085,0.0399636,-0.0554115,0.00910323,0.0519578,-0.0112326,-0.0112707,0.0148562,0.0209517,0.000589568,-0.0150517,0.0320436,-0.00771111,0.552939,0.294051,-0.38245,0.0347397,0.125191,-0.0630738,1.14238,-0.874855,-1.83953,0.469713,-0.993886,0.525043,-0.0528261,0.0891811,0.142145,-0.031581,-0.0281635,0.0492407,0.0808174,-0.0208663,-0.0618059,0.484739,-0.0871014,-0.0101453,0.0319491,0.169955,-0.00163553
255.784,0.876782,0.34476,4,15,0,-219.094,6.43135,6.72198,6.69002,6.7305,6.63263,6.87576,6.6695,6.78061,6.47803,6.76608,6.82448,6.97311,6.91667,7.04855,6.44442,6.6306,6.89989,6.48844,6.85642,6.40437,6.65471,6.85466,6.6024,6.52492,6.67393,6.64891,6.75416,6.34995,6.56278,6.88645,6.40145,6.38664,6.77799,6.36372,7.21133,6.62055,6.55634,6.75709,6.70064,6.56164,5.95198,6.95173,6.06695,6.46225,6.80976,6.34625,6.1356,7.16028,6.72068,6.63723,7.03868,6.9619,0.124322,0.116811,0.0587113,-0.0499998,0.207886,-0.132505,0.0148395,-0.117069,0.820064,-0.176616,-0.157456,0.0887402,-0.0702475,-0.00535047,-0.0573239,0.00838074,0.0718747,0.00874259,0.000164269,0.0275278,0.025659,0.0351105,-0.0154159,-0.00288266,-0.0297517,0.554758,0.231393,0.0378014,-0.00276791,0.0746613,-0.0541894,1.09894,-0.729764,-2.20998,0.382412,-0.779601,0.0749573,-0.0589082,0.112049,0.194385,0.0244084,-0.00498696,0.0718709,0.0706479,0.0443386,-0.154127,-0.119095,-0.336063,0.0445028,0.0501679,0.482532,-0.00933212
257.802,0.97122,0.34476,4,15,0,-220.349,6.62242,6.5426,6.86831,6.66366,6.68622,6.86863,6.50891,6.86825,6.1631,6.73128,6.60335,6.84723,6.94147,6.68921,6.55045,6.00037,6.61701,6.59228,7.01393,6.3472,6.63778,6.98876,6.7781,6.4096,6.55211,6.64592,6.81244,6.65601,6.66063,7.02242,6.66646,6.74387,7.08351,6.21428,7.26474,6.5579,6.46792,6.87169,6.80937,6.7873,6.66246,6.98457,6.17717,6.35025,6.76476,6.61377,6.15782,7.11527,6.70219,6.80587,6.85287,6.81267,-0.0170331,0.0127155,0.0852191,-0.0460771,0.168573,-0.107221,0.00776074,-0.106645,0.837989,-0.194045,-0.146406,0.106097,-0.0773917,0.0292806,-0.0519116,0.0150846,0.0383611,-0.0227467,-0.0104941,0.0098489,0.0194343,0.0030151,-0.0111986,0.0328979,-0.010936,0.557505,0.240173,-0.186352,0.0164223,0.0590652,-0.0156394,1.14363,-0.866607,-1.98411,0.48509,-0.935438,0.394721,-0.0494147,0.0831121,0.10549,-0.0603938,-0.0242734,0.036577,0.0810228,-0.0056052,-0.0475674,0.490177,-0.123529,-0.0311234,-0.0141024,0.673797,-0.00859999
255.033,0.90475,0.34476,4,15,0,-217.316,6.60093,6.55177,6.86977,6.67991,6.67541,6.82527,6.54395,6.84891,6.20042,6.67828,6.61291,6.83985,6.93575,6.74661,6.58257,6.04045,6.62259,6.59657,6.98328,6.32224,6.61768,6.92769,6.80145,6.42999,6.53513,6.66263,6.83526,6.56694,6.70551,7.10352,6.67844,6.77259,7.05202,6.20751,7.22984,6.60654,6.50166,6.91503,6.86498,6.70824,6.6628,6.98405,6.14565,6.36798,6.76869,6.66589,6.12853,7.12244,6.7189,6.74425,6.85098,6.80791,-0.0263626,-0.00125232,0.082486,-0.0802998,0.173061,-0.106697,0.0187754,-0.106138,0.836713,-0.198218,-0.142799,0.106398,-0.0761095,0.0307445,-0.0532407,0.0174443,0.0376055,-0.0190646,-0.00658977,0.0100105,0.0117249,0.0031559,-0.0147649,0.0343674,-0.0143462,0.558119,0.239727,-0.192522,0.0176137,0.0941037,-0.0111138,1.14156,-0.887141,-1.92199,0.489369,-0.923571,0.406264,-0.0537328,0.086802,0.103417,-0.0586392,-0.0279139,0.0201316,0.0281298,-0.020419,-0.0728264,0.504827,-0.162048,-0.0487151,-0.0207661,0.68802,-0.0149874
