# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/vi_beta_full_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_full_pdw2_pcount_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.359775
# Diagonal elements of inverse mass matrix:
# 0.012076, 0.00616999, 0.0048794, 0.00953767, 0.00335843, 0.00543192, 0.00651598, 0.00188024, 0.00938096, 0.00885031, 0.0266573, 0.00523893, 0.00394644, 0.0206514, 0.00273172, 0.0497932, 0.00725356, 0.00646016, 0.00589819, 0.0112112, 0.0148135, 0.0103638, 0.00885829, 0.00839702, 0.00884926, 0.0107887, 0.00586889, 0.0123897, 0.0115957, 0.0263289, 0.024864, 0.00688584, 0.00820796, 0.00431815, 0.00239983, 0.0152181, 0.00410763, 0.00478708, 0.0101729, 0.0089566, 0.0465645, 0.00604767, 0.0302176, 0.00849007, 0.0021638, 0.0180901, 0.0805132, 0.00392665, 0.00380583, 0.0107809, 0.00698817, 0.0162728, 0.00202797, 0.00171768, 0.00230753, 0.00225901, 0.000213914, 0.000172142, 0.000225952, 0.000221886, 0.000222159, 0.000240583, 0.000206426, 0.000218278, 0.000213541, 0.000162185, 0.000196064, 0.000145902, 0.000170747, 0.000147471, 0.000120404, 0.000151189, 0.000139461, 0.00013158, 0.000137176, 0.000113157, 0.000148011, 0.019878, 0.000749098
2743.98,0.992674,0.359775,3,7,0,-2701.76,-1.72195,-1.71638,-1.3386,-1.36531,-1.52775,-1.24818,-1.52386,-1.47879,-1.89686,-1.51733,-1.66639,-1.20548,-1.32604,-1.09282,-1.73752,-1.86624,-1.36772,-1.7137,-1.08565,-1.74727,-1.42092,-1.34978,-1.46599,-1.76826,-1.47306,-1.582,-1.39114,-1.75415,-1.66021,-1.1731,-1.6384,-1.52293,-1.45955,-1.80359,-0.759446,-1.73885,-1.69421,-1.31656,-1.35619,-1.48223,-1.78037,-1.189,-2.29939,-1.7309,-1.31131,-1.61566,-2.18235,-0.958502,-1.57516,-1.43622,-1.14811,-1.33491,0.0268306,0.00673613,-0.0426897,-0.136499,-0.0220357,0.0352407,-0.0126331,0.0789743,-0.106866,-0.168045,-0.170367,0.0686844,-0.0687033,0.024919,-0.0778246,0.00888339,0.0533967,-0.0128167,-0.0130624,0.000586737,0.0245949,0.00951132,-0.00799455,0.0347614,-0.0163288,0.256483,19.8455,-0.00138398,0.000501059,0.0805503,0.0244493,0.110447,-0.685567,-2.55277,0.235006,-0.875347,0.377395,-0.0719356,0.0890501,0.143156,-0.0341096,-0.028953,0.0130303,0.114311,0.0216938,-0.0412568,0.50558,-0.18449,-0.0336929,0.0159819,-0.177365,-0.0254766
2736.61,0.520059,0.359775,4,15,0,-2697.9,-1.71309,-1.46036,-1.39227,-1.55306,-1.4973,-1.27992,-1.59785,-1.44283,-2.03824,-1.44347,-1.09796,-1.22647,-1.25333,-1.4387,-1.69435,-1.85085,-1.45136,-1.63831,-1.24688,-1.80829,-1.50508,-1.146,-1.60001,-1.68735,-1.66526,-1.56207,-1.34905,-1.67806,-1.38605,-1.35951,-1.6706,-1.72687,-1.23161,-2.02824,-0.793744,-1.4998,-1.74013,-1.34601,-1.32413,-1.48082,-2.31823,-1.13688,-1.84252,-1.63096,-1.35584,-1.29196,-1.80348,-0.944232,-1.46165,-1.24139,-1.24358,-1.20075,0.052328,0.0411985,-0.00932195,-0.0297489,-0.048776,0.021909,-0.0011511,0.0669013,-0.096923,-0.17374,-0.150893,0.115286,-0.0686998,0.0209911,-0.0561994,0.0214929,0.0715264,-0.0114166,-0.0214168,0.0196662,0.0205998,0.0206658,0.0147078,-0.00342061,-0.0103439,0.310557,17.6246,-0.0168877,-0.00219215,0.118789,0.00905411,0.119594,-0.746832,-1.93917,0.571728,-0.841984,0.366555,-0.043802,0.137844,0.188922,-0.000504478,-0.00472152,0.123444,0.143676,0.104246,0.050652,-0.0796975,-0.11687,0.0175461,0.0254366,-0.0387883,-0.00555242
2742.09,0.989157,0.359775,4,15,0,-2707.57,-1.60321,-1.6541,-1.30135,-1.37175,-1.59668,-1.20814,-1.57826,-1.42198,-1.78738,-1.62668,-1.60268,-1.23876,-1.30607,-1.06204,-1.74019,-1.60944,-1.3405,-1.6905,-1.12409,-1.7606,-1.43545,-1.30614,-1.4732,-1.73862,-1.55965,-1.50749,-1.37711,-1.57744,-1.65141,-1.10616,-1.60794,-1.55789,-1.46253,-1.85037,-0.817186,-1.62776,-1.64109,-1.27685,-1.30534,-1.53188,-1.55925,-1.25219,-1.95097,-1.71804,-1.33038,-1.61391,-1.97343,-0.959197,-1.57553,-1.43824,-1.11737,-1.4514,-0.00205449,0.025023,-0.0199936,-0.0720284,-0.0468614,0.0331183,-0.00400364,0.0626012,-0.0965397,-0.17774,-0.176517,0.0951607,-0.0980342,0.0390084,-0.0461284,0.0029078,0.0499886,-0.0096255,-0.0208112,0.0204082,0.0260876,0.0125651,-0.0083035,0.0353704,-0.0122173,0.171872,20.3769,-0.0877575,0.00656347,0.135622,0.00685134,0.121888,-0.774658,-2.6257,0.283584,-1.155,0.530569,-0.0405934,0.0719021,0.133308,-0.0130258,-0.0282017,0.0979506,0.133394,0.0434821,-0.0327227,0.525456,-0.138037,-0.0259662,0.0196512,-0.0749387,-0.0134436
2740.68,0.970882,0.359775,3,15,0,-2707.24,-1.55695,-1.56,-1.37095,-1.31822,-1.46026,-1.18171,-1.61941,-1.39577,-2.01603,-1.61681,-1.35804,-1.23925,-1.32609,-1.04975,-1.76078,-1.81635,-1.4782,-1.57745,-1.10898,-1.95116,-1.20484,-1.34699,-1.50492,-1.79017,-1.55401,-1.67514,-1.40333,-1.71524,-1.45292,-1.26566,-1.48872,-1.71563,-1.29879,-1.86671,-0.899045,-1.64682,-1.7618,-1.30763,-1.16895,-1.43621,-1.52095,-1.26228,-2.03684,-1.67975,-1.34569,-1.30842,-1.76513,-0.932982,-1.56793,-1.21639,-1.05799,-1.29111,0.020085,0.00253567,-0.03865,-0.0517094,-0.0520588,0.0198002,-0.0058982,0.0504572,-0.104255,-0.139137,-0.183465,0.115082,-0.0896067,0.0302512,-0.0699322,0.0167721,0.0735754,-0.00262292,-0.0220443,0.0204848,0.0261099,0.027392,0.00226908,0.00512456,-0.0152425,0.30426,19.7555,-0.0128901,-0.00303127,0.113053,-0.0427854,0.121108,-0.569428,-2.55475,0.468422,-1.08337,0.47273,-0.0603193,0.130088,0.194485,0.0128919,-0.0213829,0.109005,0.145465,0.0982725,-0.0173532,0.0423692,-0.172217,-0.00616812,0.0117458,-0.232718,-0.0096512
2739.8,0.89709,0.359775,4,15,0,-2709.3,-1.72449,-1.58873,-1.35997,-1.35407,-1.48944,-1.18901,-1.68451,-1.42803,-1.85065,-1.66812,-1.34426,-1.30104,-1.37932,-1.13596,-1.73719,-1.66326,-1.38627,-1.70712,-1.24211,-1.82367,-1.51006,-1.30243,-1.52139,-1.80163,-1.49151,-1.68013,-1.43009,-1.6667,-1.36728,-1.34539,-1.55644,-1.69432,-1.29432,-1.85467,-0.867398,-1.58522,-1.72547,-1.34019,-1.28638,-1.33849,-1.91329,-1.25692,-2.17947,-1.65696,-1.3163,-1.37646,-1.71971,-0.96575,-1.53216,-1.20227,-0.9503,-1.27948,-0.0406165,0.02965,-0.0385644,-0.0155795,-0.0570554,0.020533,-0.034245,0.0730057,-0.103984,-0.154764,-0.173087,0.0883066,-0.0849833,0.0162664,-0.06933,0.00306954,0.0635278,-0.0154454,-0.0295502,0.0271688,0.0146978,0.00480865,0.00266019,0.0113623,-0.0125352,0.258557,19.5375,0.0206852,-0.00706147,0.0273822,0.00496512,0.116385,-0.634392,-2.53608,0.337992,-0.988302,0.312992,-0.0645016,0.090908,0.169116,-0.0371939,-0.059478,0.11061,0.0723917,0.0135593,-0.00200526,0.147219,-0.141628,-0.0238426,0.0263235,-0.26835,-0.00290781
2732.76,0.878861,0.359775,4,15,0,-2704.26,-1.75644,-1.57207,-1.38718,-1.51298,-1.51171,-1.26429,-1.43289,-1.42932,-1.81232,-1.57206,-1.40338,-1.11496,-1.27328,-1.4158,-1.7266,-1.61555,-1.30899,-1.60749,-1.15775,-1.88707,-1.54178,-1.22931,-1.5013,-1.78174,-1.73172,-1.35601,-1.28538,-1.67559,-1.46989,-1.32699,-1.57959,-1.65285,-1.28243,-1.92481,-0.800195,-1.61797,-1.59327,-1.24679,-1.39186,-1.36014,-1.72251,-1.23723,-2.10636,-1.55886,-1.43695,-1.68593,-1.79395,-1.08254,-1.49474,-1.38144,-1.30518,-1.23875,0.0335472,0.098886,0.0421375,-0.0382997,-0.0458332,0.02675,-0.0103242,0.0852718,-0.0947806,-0.167562,-0.148734,0.0762024,-0.0723052,0.0361844,-0.0535128,0.0348678,0.0562478,-0.0138725,-0.000772489,0.0297961,0.0159771,0.0233895,-0.00991709,0.0237071,-0.0161039,0.206815,17.9757,-0.0047128,-0.00268917,0.100412,0.0737715,0.105679,-0.698357,-2.17936,0.218057,-0.902906,0.489162,-0.0493557,0.144116,0.147579,-0.0138378,0.0261552,0.11942,0.0739003,0.0655473,-0.0634073,0.332354,-0.181949,0.00239737,0.0443456,0.34874,-0.00714838
