# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_all_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25
43.8615,0.659684,0.569002,3,7,0,-30.4044,6.70574,0.0208606,-0.10109,0.18657,-0.0892465,0.0863546,-0.0467646,0.00464771,-0.131403,0.860317,-0.144174,-0.185687,0.0858383,-0.0217777,0.030517,-0.0882273,0.00574804,0.0486994,-0.00867221,0.0124521,0.00972618,0.00206052,0.0217565,0.00275028,0.0379449,-0.0344171,0.62205,0.605015,-0.0419833,-0.26143,0.0228363,-0.00759584,-0.000253292,0.0156281,-0.0758622,1.1794,-0.663768,-2.47539,0.543714,-0.470793,0.422575,-0.0830073,0.0799244,0.133953,-0.0012375,0.0526529,0.0457327,0.0146661,0.070511,-0.020932,0.510167,-0.39053
46.8999,0.877276,0.569002,3,7,0,-28.5102,6.73631,0.0274579,-0.0823494,0.159971,-0.0927117,0.0962609,-0.0517741,0.0219956,-0.116542,0.852204,-0.121769,-0.175129,0.0951203,-0.0102239,-0.0048591,-0.0874447,0.0177506,0.03787,0.0175168,0.000122758,0.0170835,0.0362743,0.0427615,-0.0356124,0.0115048,-0.0144298,0.58663,0.28036,-0.0158241,-0.286206,0.0199809,0.0439064,-0.00349666,0.0593083,-0.0519311,1.14079,-0.557226,-2.16337,0.692742,-0.242197,0.0349097,-0.0877409,0.088133,0.107746,0.049473,-0.0025424,0.0435115,0.124103,0.069353,-0.211481,0.144609,-0.163734
45.4005,0.885705,0.569002,3,7,0,-31.9513,6.7139,0.0277255,-0.0892235,0.193052,-0.0932742,0.0899223,-0.0430276,0.00385627,-0.125867,0.839658,-0.140317,-0.162278,0.0846532,-0.0290922,0.0631162,-0.089968,0.010675,0.0820305,-0.0134875,-0.00391961,0.0232961,0.0177073,0.029806,0.00373561,0.0212924,-0.0317053,0.611934,0.415357,-0.0294252,-0.178675,0.0150957,-0.0216599,0.00149758,0.024928,-0.0768437,1.1653,-0.657215,-2.15631,0.45201,-0.685611,0.833917,-0.0827947,0.135714,0.225174,-0.00781245,0.026024,0.108639,0.0950089,0.0960754,-0.028521,0.255026,-0.359759
40.763,0.871795,0.569002,3,7,0,-31.0196,6.7306,0.0356127,-0.0904513,0.194263,-0.0924316,0.0801138,-0.0439926,0.00524347,-0.138251,0.839502,-0.148203,-0.167814,0.069066,-0.0499333,0.0579635,-0.093112,0.0120948,0.0516356,-0.00968604,0.00849945,0.0181845,0.0384161,0.0470304,-0.0181002,0.0191121,-0.0414437,0.619874,0.466768,-0.0323872,-0.186031,0.0164246,-0.0354401,0.00244058,0.0364735,-0.131632,1.15878,-0.651492,-2.41845,0.254609,-0.833704,0.718885,-0.093907,0.0963676,0.14453,-0.00921562,0.0317313,0.0558373,0.141338,0.0876123,-0.170856,0.196169,-0.470261
42.9111,1,0.569002,3,7,0,-27.5812,6.7163,0.0161659,-0.0923417,0.154261,-0.102315,0.0995869,-0.0653926,0.0254941,-0.102162,0.848787,-0.117869,-0.172684,0.112934,-0.00392258,0.0077488,-0.087809,0.015222,0.0602203,0.0190793,0.00073488,0.0187614,0.00662633,0.0205386,-0.0102221,0.0218455,-0.0116022,0.573259,0.314927,-0.0193693,-0.210975,0.0120536,0.113407,-0.0123217,0.0749222,-0.000410959,1.14965,-0.568017,-2.01915,0.835891,-0.238513,0.200592,-0.0812423,0.114879,0.166143,0.0664407,0.0207033,0.0754093,0.0305331,0.0601006,-0.0565884,0.314419,-0.13165
44.3012,0.918323,0.569002,3,7,0,-28.3429,6.73479,0.0432807,-0.0836443,0.201237,-0.0874741,0.0820457,-0.0355298,0.0201219,-0.122486,0.852583,-0.138197,-0.171831,0.0672539,-0.042837,0.0509343,-0.0886686,0.0081477,0.0552856,-0.0163858,0.00713102,0.0202253,0.0321312,0.0368791,-0.00579462,0.0163339,-0.036565,0.615309,0.394994,-0.026573,-0.220867,0.0205355,-0.0665259,0.00669691,0.0803096,-0.0815076,1.16887,-0.607519,-2.46405,0.282346,-0.741525,0.646981,-0.0856283,0.0936788,0.153206,-0.0174479,0.0441082,0.0809176,0.13651,0.0848438,-0.0966517,0.164765,-0.414902
47.0192,0.926962,0.569002,3,7,0,-32.2975,6.71981,0.031607,-0.0849257,0.17538,-0.0871457,0.0638498,-0.0482852,0.0112454,-0.124628,0.826411,-0.132752,-0.174002,0.0929014,-0.0336394,0.0409571,-0.0752996,0.00915214,0.0714497,-0.00193718,0.0318209,0.0245621,0.00707747,0.0308564,-0.0223849,0.00409532,-0.0146804,0.601443,0.463386,-0.0324343,-0.269081,0.0239069,-0.0318884,-0.000215526,0.0574592,-0.0624136,1.12532,-0.635927,-2.3063,0.513684,-0.590929,0.535892,-0.0757859,0.118265,0.197775,0.0160507,0.0887375,0.0619071,-0.00934836,0.0456814,-0.149465,0.0274103,-0.166578
46.8522,0.983325,0.569002,3,7,0,-36.2523,6.71286,0.0394612,-0.0991617,0.187545,-0.0722997,0.0782509,-0.0578343,0.0325419,-0.113231,0.832983,-0.146965,-0.160384,0.0876871,-0.0439926,0.032587,-0.0706329,0.0107694,0.0536622,-0.0125275,0.014753,0.0265616,0.0210541,0.0470965,-0.0181923,0.00614112,-0.0244516,0.591603,0.6934,-0.0475473,-0.386709,0.0364976,0.0147639,-0.00368116,0.129476,-0.0554987,1.13324,-0.68423,-2.13431,0.447815,-0.659526,0.44952,-0.0694572,0.0959995,0.149373,-0.00612225,0.0605508,0.0929511,0.0752346,0.109566,-0.147095,0.0349563,-0.277451
48.0086,0.96022,0.569002,3,7,0,-34.9239,6.71248,0.0296422,-0.0892756,0.17406,-0.0882695,0.08418,-0.0671324,0.0247722,-0.123346,0.847465,-0.105879,-0.170631,0.0937968,-0.0145476,0.00626514,-0.0986251,0.0289472,0.0487967,-0.0161835,-0.00695707,0.00756965,0.0360439,0.0321012,-0.0178631,0.0201353,-0.00969438,0.594702,0.414848,-0.0252774,-0.351324,0.028293,0.098381,-0.0121358,0.0599235,-0.0963418,1.1579,-0.4793,-2.11909,0.679812,-0.356901,0.18243,-0.0900723,0.125973,0.135888,-0.026247,0.00567745,0.0504779,0.17397,0.091444,-0.0952334,0.292325,-0.110002
51.6861,0.913824,0.569002,3,7,0,-38.0245,6.72965,0.00842398,-0.0989273,0.172567,-0.0975427,0.112388,-0.0401465,0.0229189,-0.118807,0.851046,-0.145835,-0.172258,0.0841285,-0.0274892,0.0348093,-0.0853268,0.00533514,0.0722209,0.018739,0.00482463,0.0286286,0.0113234,0.0319858,-0.0150107,0.0284031,-0.0318157,0.593238,0.42019,-0.0295507,-0.178221,0.0106435,-0.0126356,0.00422437,0.0880275,-0.0460909,1.15985,-0.674528,-2.30883,0.471605,-0.553697,0.508214,-0.0849737,0.111651,0.199899,0.0633368,0.0221953,0.0904469,0.0227506,0.0610267,-0.121381,0.366613,-0.361012
49.6406,0.720275,0.569002,3,7,0,-38.5072,6.73142,0.011002,-0.100392,0.174316,-0.0937216,0.0998852,-0.0429331,0.0186171,-0.132719,0.847667,-0.142487,-0.168737,0.0781228,-0.0288683,0.0394574,-0.0759866,0.00631686,0.0601792,0.0323662,0.00892123,0.0255704,0.0140258,0.0159723,-0.0110525,0.0279153,-0.0242068,0.589907,0.476603,-0.0332424,-0.237832,0.0171003,-0.0200122,0.00349586,0.069354,-0.0712071,1.14098,-0.657859,-2.33878,0.401793,-0.549024,0.51423,-0.0743436,0.0980476,0.166519,0.101546,0.0355607,0.0826262,0.0406379,0.0178332,-0.0831269,0.378127,-0.274674
48.6323,0.783516,0.569002,3,7,0,-36.3675,6.72065,0.0485068,-0.0834557,0.171135,-0.100886,0.08163,-0.0617899,0.0156717,-0.096366,0.840198,-0.128985,-0.171635,0.0994501,-0.0148311,0.0169505,-0.101315,0.0201841,0.0531189,-0.0263312,0.00843159,0.0109908,0.0150718,0.0518787,-0.0196503,0.0144286,-0.036845,0.589466,0.325411,-0.0192815,-0.14937,0.0104475,0.0887627,-0.0118593,0.0525377,-0.0180143,1.1589,-0.595779,-2.06698,0.717869,-0.387427,0.306411,-0.102849,0.1136,0.148114,-0.0646609,0.0163133,0.0199221,0.0313814,0.109091,-0.173972,0.134085,-0.418079
49.0753,0.977592,0.569002,3,7,0,-38.4472,6.71914,0.00582684,-0.0982075,0.170387,-0.0912637,0.0821101,-0.0410248,0.0206367,-0.138142,0.846712,-0.1308,-0.176447,0.0882937,-0.0392065,0.0426997,-0.0881596,0.00399237,0.0762474,0.0176409,-0.00645508,0.0327364,0.0203198,0.0302138,-0.00602479,0.0262114,-0.0123866,0.599689,0.519915,-0.0370748,-0.250001,0.018922,-0.0567416,0.00533803,0.0781225,-0.111598,1.16644,-0.595097,-2.41017,0.4269,-0.705873,0.609058,-0.0757411,0.114018,0.210002,0.0864542,0.0386946,0.160036,0.125079,0.116901,-0.0308153,0.381125,-0.140551
45.1883,0.848347,0.569002,3,7,0,-35.3691,6.71571,0.0290383,-0.0824577,0.168608,-0.116896,0.0877088,-0.0352959,0.0173536,-0.0985232,0.839388,-0.145145,-0.184719,0.0783689,-0.00735867,0.0270087,-0.102099,0.0245963,0.0601288,-0.00696029,0.0155584,0.0269155,0.0470828,0.0479043,-0.0116919,0.0281122,-0.0417525,0.58349,0.138461,-0.00946568,0.0803077,-0.0122645,-0.0240981,0.00283633,0.0545154,-0.0162318,1.15813,-0.624288,-2.40715,0.517903,-0.367197,0.395267,-0.096367,0.134738,0.167518,0.0250551,0.0846746,0.116834,0.210771,0.118223,-0.126776,0.336981,-0.473765
53.2093,0.968949,0.569002,3,7,0,-37.0187,6.74122,0.0281126,-0.0786694,0.159781,-0.0883798,0.0829257,-0.0498728,0.0213497,-0.136904,0.844462,-0.129007,-0.168173,0.0851968,-0.0260749,0.0245801,-0.0769259,0.00994069,0.0682991,0.00880427,0.000547794,0.0206308,0.0105363,0.0203757,-0.0110255,0.0236315,-0.0191634,0.597673,0.249485,-0.0145618,-0.340812,0.0258683,-0.011857,0.000243708,0.0702063,-0.0952913,1.14192,-0.612087,-2.23734,0.517634,-0.493995,0.391138,-0.0740242,0.115431,0.188414,0.0348269,0.012977,0.071925,0.0346627,0.0431167,-0.0762811,0.32345,-0.217447
44.4479,0.411225,0.569002,3,7,0,-31.2188,6.73691,0.0337125,-0.105561,0.190269,-0.0850776,0.0696722,-0.0734395,0.0171277,-0.103545,0.849218,-0.148378,-0.170311,0.112946,-0.0157981,0.0313327,-0.103615,0.0238368,0.0475887,0.00293541,0.00470918,0.0228011,0.0489923,0.0579073,-0.0182086,0.0313866,-0.0246921,0.595411,0.777512,-0.0550813,-0.242006,0.02444,0.108629,-0.0164071,0.0577474,-0.0369181,1.18078,-0.664872,-1.98781,0.728606,-0.460804,0.444884,-0.0911664,0.114313,0.133646,0.0578028,0.0734826,0.130811,0.252244,0.18327,-0.118727,0.431513,-0.280181
35.0301,0.668325,0.569002,3,7,0,-19.8409,6.72967,0.0396686,-0.114923,0.185454,-0.0498222,0.0728876,-0.0609921,0.00231843,-0.12861,0.840797,-0.109769,-0.160387,0.104335,-0.00720329,0.0117231,-0.0832808,0.0271087,0.0737013,0.0228252,0.000384695,0.0101102,0.0336401,0.0460655,-0.00523839,0.0060223,-0.016906,0.583113,1.21853,-0.0833295,-0.621468,0.059499,0.0513355,-0.00845787,-0.00725605,-0.0809462,1.12917,-0.516714,-1.88807,0.729591,-0.300572,0.2651,-0.0711314,0.156923,0.203589,0.0969485,0.0477519,0.0799451,0.18576,0.156796,-0.0602031,0.0521137,-0.191832
40.6148,1,0.569002,3,7,0,-21.3218,6.71717,0.0109832,-0.07132,0.169832,-0.112071,0.104589,-0.0488806,0.0269062,-0.114182,0.823938,-0.128584,-0.164095,0.0839131,-0.0336526,0.0491599,-0.10689,-0.0152437,0.06122,-0.0178276,-0.000633043,0.0122586,0.00677181,0.0387072,-0.018402,0.033327,-0.0522214,0.606542,-0.0406482,0.00383653,-0.0426814,-0.0029284,0.0448508,-0.0033597,0.100188,-0.0692073,1.14621,-0.586209,-2.16272,0.490888,-0.682724,0.670969,-0.114587,0.0528911,0.170205,-0.0645938,-0.0345378,-0.0028241,-0.0354795,0.043088,-0.180982,0.392624,-0.592555
47.7412,1,0.569002,3,7,0,-33.3262,6.73132,0.0170978,-0.0918529,0.157325,-0.0948003,0.106138,-0.0456938,0.0194242,-0.112382,0.862114,-0.128172,-0.165128,0.0957021,-0.0244051,0.0510292,-0.116125,-0.000557964,0.0738192,-0.0124094,-0.00542696,0.0198842,0.0264578,0.0439699,-0.0206907,0.0315649,-0.0316249,0.601951,0.455284,-0.0291855,-0.236064,0.0140926,0.0294468,-0.00170669,0.0689184,-0.0610543,1.20375,-0.578937,-2.06157,0.583452,-0.638483,0.712677,-0.112673,0.100207,0.204897,-0.0215424,-0.00232282,0.0718666,0.10196,0.101262,-0.147843,0.416837,-0.358846
49.2526,1,0.569002,3,7,0,-37.9281,6.72244,0.0285025,-0.0788352,0.193945,-0.0876312,0.0946071,-0.0620563,0.0191797,-0.118493,0.836732,-0.13041,-0.163548,0.0988175,-0.0423313,0.0277242,-0.0849875,0.0300749,0.0584128,-0.00498344,0.0134728,0.041553,0.032688,0.0523928,-0.0157589,0.0269755,-0.0155389,0.58694,0.232519,-0.0164842,-0.245102,0.02159,0.0684959,-0.00771069,0.0798004,-0.0861019,1.15332,-0.575628,-2.09628,0.504343,-0.668011,0.413078,-0.0718859,0.142744,0.162407,0.0519718,0.112862,0.200885,0.183938,0.180637,-0.0895311,0.385199,-0.176319
47.1957,0.559703,0.569002,3,7,0,-28.8783,6.72318,0.0263272,-0.104823,0.149375,-0.107241,0.0790648,-0.0401899,0.0155539,-0.121241,0.858069,-0.134395,-0.176363,0.0793822,-0.0127355,0.0279457,-0.100773,-0.00406459,0.050966,0.0149643,-0.00450636,-0.000501823,0.0115898,0.0147639,-0.0122253,0.0157408,-0.0389631,0.607562,0.576674,-0.0366668,-0.145348,0.00582035,-0.0245803,0.001495,0.0421756,-0.0539358,1.1632,-0.618385,-2.35068,0.565652,-0.386646,0.397391,-0.108095,0.0626032,0.141474,0.00837915,-0.0591165,-0.0553864,-0.0166686,-0.0349625,-0.13743,0.149387,-0.442113
48.9174,0.969766,0.569002,3,7,0,-36.6075,6.73225,0.0306384,-0.0779642,0.196102,-0.0948717,0.0953892,-0.0602113,0.0176927,-0.110525,0.838151,-0.132518,-0.167921,0.0967436,-0.03645,0.0290299,-0.0770842,0.02681,0.0621274,-0.00739937,0.00638252,0.0388519,0.0464411,0.0482663,-0.0109716,0.0310431,-0.0294068,0.585219,0.166252,-0.0119254,-0.16957,0.0144394,0.0591188,-0.0066581,0.075973,-0.0544873,1.14811,-0.598977,-2.16172,0.525636,-0.621497,0.431624,-0.0673066,0.141793,0.172649,0.0381411,0.0868936,0.186053,0.236855,0.151031,-0.091082,0.414222,-0.333678
46.616,0.799987,0.569002,3,7,0,-38.9369,6.72126,0.0292311,-0.106044,0.155126,-0.0968405,0.0851921,-0.0428539,0.0167779,-0.1295,0.857349,-0.132855,-0.174398,0.0868834,-0.00936697,0.0235564,-0.0999844,-0.00405764,0.042638,0.010287,0.00205538,-0.00743996,-0.00300638,0.0161315,-0.0171091,0.00998679,-0.0242391,0.605744,0.660683,-0.0419006,-0.256978,0.0171589,-0.00994905,0.000594624,0.0395561,-0.0701879,1.16166,-0.626041,-2.24573,0.644291,-0.323915,0.339021,-0.105546,0.0501044,0.118525,-0.00526413,-0.0456898,-0.0807308,-0.0775293,-0.0176428,-0.136363,0.0959923,-0.27504
40.6835,0.541266,0.569002,3,7,0,-23.0925,6.72205,0.0284275,-0.112482,0.161564,-0.0979826,0.0785045,-0.0368948,0.0197936,-0.122409,0.864332,-0.128687,-0.163808,0.102957,0.00212973,0.0213677,-0.103712,-0.0135334,0.0483308,-0.00254914,0.0116255,-0.0131737,0.00446712,0.0331679,-0.0197749,0.0276877,-0.00690545,0.612153,0.765259,-0.0500983,-0.203631,0.0131719,-0.0451688,0.00413044,0.0415348,-0.0579984,1.17808,-0.611478,-1.87828,0.789458,-0.242167,0.340466,-0.0953003,0.0372046,0.134364,3.23925e-05,0.0322419,-0.0392875,0.0253245,0.104815,-0.0904046,0.418172,-0.078356
40.7374,1,0.569002,3,7,0,-26.9193,6.7196,0.031447,-0.103295,0.157947,-0.0927654,0.0969745,-0.0407476,0.0258207,-0.13164,0.848863,-0.114907,-0.158037,0.10467,0.00172743,0.0250909,-0.100874,-0.00854358,0.0398821,-0.00986545,0.00293134,-0.0103515,0.00393833,0.0400934,-0.010707,0.0269169,-0.0102948,0.616212,0.610569,-0.0373971,-0.2745,0.0181742,-0.00606015,0.00216857,0.053465,-0.0849082,1.15772,-0.546323,-1.76563,0.792294,-0.255119,0.38309,-0.089243,0.0352604,0.110663,-0.00982092,0.0277921,-0.00639248,0.0482788,0.152111,-0.0503543,0.3975,-0.116814
40.7325,0.991545,0.569002,3,7,0,-28.7091,6.73043,0.0268446,-0.0691176,0.182807,-0.0887328,0.0889008,-0.0641667,0.0140987,-0.111767,0.845942,-0.150653,-0.179223,0.0779404,-0.0428204,0.031934,-0.0761504,0.0265894,0.0729586,0.013988,0.0219893,0.05423,0.0384068,0.0322236,-0.0174577,0.0194728,-0.0450215,0.577777,0.113779,-0.00899569,-0.262134,0.0227493,0.0716561,-0.00932605,0.0789255,-0.0422111,1.14926,-0.66477,-2.53268,0.350703,-0.664344,0.435465,-0.08074,0.15881,0.202751,0.0708952,0.0813258,0.168825,0.117405,0.0177652,-0.175233,0.192823,-0.510857
49.2699,1,0.569002,3,7,0,-31.8937,6.71809,0.0435382,-0.0921483,0.171954,-0.099907,0.0895738,-0.0651665,0.0151728,-0.118902,0.834231,-0.119434,-0.177488,0.10179,-0.0197881,0.0353978,-0.0950024,-0.00143285,0.0538558,0.0141549,0.00147159,0.00697442,0.0248785,0.0354512,-0.0235412,0.048195,-0.0395776,0.610943,0.45187,-0.027961,-0.192193,0.0135201,0.0941184,-0.0115114,0.0521983,-0.052901,1.14116,-0.5651,-2.23069,0.663517,-0.497814,0.498182,-0.0963287,0.0716655,0.150843,0.0353591,-0.00635258,0.00692618,0.0760327,0.0573902,-0.162385,0.658409,-0.449086
47.8503,0.791132,0.569002,3,7,0,-33.682,6.7301,0.0259664,-0.0773333,0.169009,-0.0964126,0.100802,-0.0423986,0.0199988,-0.107693,0.866629,-0.139504,-0.162973,0.0770642,-0.0276492,0.00943808,-0.0852308,0.00679935,0.0367033,-0.0123773,0.00837055,0.0130182,0.0197589,0.0438076,-0.00642782,-0.00397987,-0.0361527,0.58642,0.138132,-0.00659906,-0.209392,0.0131558,0.00381367,0.00151748,0.0677712,-0.0427918,1.16479,-0.614553,-2.15398,0.491183,-0.4332,0.180018,-0.0858521,0.0642155,0.102284,-0.0205032,0.0267204,0.0362542,0.0632532,0.0922403,-0.122448,-0.153773,-0.410223
46.5736,0.972573,0.569002,3,7,0,-36.5755,6.72203,0.021087,-0.104549,0.189487,-0.0832831,0.081911,-0.054425,0.0226422,-0.110551,0.851087,-0.111942,-0.183213,0.0967073,-0.0176952,0.0603328,-0.0824915,0.0181406,0.0628373,0.0286195,0.0131973,0.0228212,0.0201907,0.0295997,-0.021914,0.0299166,-0.0239734,0.606532,0.768289,-0.0539967,-0.329489,0.0303742,0.0333444,-0.00569454,0.0829095,0.0100134,1.14994,-0.543915,-2.39505,0.553264,-0.528332,0.744335,-0.0811469,0.125274,0.174868,0.0923884,0.0443569,0.0700466,0.0623858,0.0496995,-0.138679,0.410199,-0.272025
