# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_all_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25
# Adaptation terminated
# Step size = 0.569002
# Diagonal elements of inverse mass matrix:
# 0.000130838, 0.000129837, 0.000168197, 0.000150169, 0.000156889, 0.000141965, 0.000143669, 0.000152856, 0.000170236, 0.000197118, 0.000159856, 0.000156053, 0.000155434, 0.000135547, 0.000117284, 0.0001429, 0.000149586, 0.000136811, 0.000135377, 0.000167847, 0.000147564, 0.000172054, 0.000149244, 0.000173234, 0.000163075, 0.000160347, 0.000221133
44.8427,0.765297,0.569002,3,7,0,-31.6978,6.75373,0.0302598,-0.0746979,0.185711,-0.0860911,0.0999248,-0.0570589,0.0112944,-0.107592,0.846113,-0.138594,-0.162407,0.0957055,-0.029268,0.0236833,-0.10875,-0.00741771,0.0572864,0.00978836,-0.0170213,0.035521,0.0349149,0.0485204,-0.0303124,0.0354536,-0.0385136,0.600187,0.281971,-0.0185464,-0.251106,0.0210139,0.0832517,-0.00830702,0.0496904,-0.0615933,1.17068,-0.609506,-2.02337,0.58791,-0.576123,0.406275,-0.110618,0.0636938,0.160838,0.0285705,-0.041233,0.111339,0.114732,0.0840391,-0.210975,0.460644,-0.437013
44.2338,0.764391,0.569002,3,7,0,-25.3076,6.69922,0.0292209,-0.100389,0.165845,-0.0925857,0.0814941,-0.0457669,0.0117142,-0.121224,0.842655,-0.125849,-0.172974,0.0825805,-0.0168867,0.0333538,-0.0696866,0.0235055,0.0607401,-0.00500195,0.0341066,0.00399538,0.027111,0.0118532,-0.0163895,0.0132781,0.00391457,0.594462,0.55598,-0.0363964,-0.269838,0.0198775,-0.0219266,0.00130486,0.0372848,-0.0459681,1.1311,-0.60403,-2.31168,0.513355,-0.404458,0.416781,-0.060994,0.133399,0.167945,0.021006,0.117219,0.0270368,0.127358,0.0287422,-0.0638267,0.218763,0.0444186
45.4078,0.957503,0.569002,3,7,0,-32.516,6.72322,0.0179997,-0.0777101,0.169178,-0.093809,0.108023,-0.0647735,0.023561,-0.135379,0.848047,-0.119851,-0.163853,0.0803795,-0.0183449,0.0271888,-0.102546,-0.0150999,0.0748094,0.0183227,-0.00958227,0.0342292,0.019248,0.0337263,-0.0182582,0.018607,-0.0378249,0.612685,0.164652,-0.00884132,-0.322498,0.0227305,0.11846,-0.0113047,0.0711324,-0.104764,1.15272,-0.527383,-2.12975,0.508821,-0.472656,0.446859,-0.106057,0.0730077,0.20739,0.0464126,-0.0317909,0.0928786,0.0347834,0.0363567,-0.163945,0.197348,-0.429198
49.642,1,0.569002,3,7,0,-39.2152,6.73079,0.0402611,-0.0942558,0.168812,-0.0915584,0.0686808,-0.053526,0.00272425,-0.10258,0.848881,-0.135527,-0.176593,0.103999,-0.0154787,0.0333096,-0.0796921,0.0299096,0.0517468,-0.00978207,0.0149198,0.00625761,0.0340988,0.0426948,-0.0170348,0.020454,-0.0145038,0.582575,0.581335,-0.0386096,-0.222642,0.0185293,0.00900686,-0.00470224,0.015052,-0.00491918,1.15829,-0.653903,-2.17581,0.684244,-0.422217,0.45124,-0.0706684,0.132369,0.144204,0.00878878,0.075368,0.0512671,0.17094,0.130042,-0.101498,0.285211,-0.164575
50.2073,0.949253,0.569002,3,7,0,-39.41,6.73479,0.0436885,-0.0903279,0.183279,-0.106748,0.093473,-0.0412094,0.0134188,-0.104386,0.841401,-0.128339,-0.15535,0.0904125,-0.0364011,0.0378017,-0.0752329,0.0156929,0.0619162,0.00534243,0.0142198,0.0275009,0.0212057,0.0239527,-0.0227187,0.00971538,-0.0114167,0.580043,0.305282,-0.0191192,-0.0745922,0.00229377,-0.0176212,0.00255931,0.066116,-0.0231862,1.13651,-0.604954,-2.04923,0.487952,-0.610224,0.49703,-0.0744111,0.118735,0.17187,0.0313873,0.047639,0.0830514,0.0632147,0.0276492,-0.137279,0.124055,-0.129545
47.9771,0.602819,0.569002,3,7,0,-32.9392,6.73884,0.047196,-0.0966608,0.173901,-0.099724,0.0834226,-0.0512692,0.0265121,-0.110666,0.833394,-0.138811,-0.159324,0.102045,-0.0431052,0.0297234,-0.080012,0.0158334,0.072684,0.0144724,-0.0043809,0.0246918,0.028038,0.0242893,-0.0175588,0.0170205,-0.0128302,0.574326,0.45833,-0.0298197,-0.134217,0.0085713,-0.00790989,-0.000439066,0.108997,-0.0591062,1.14227,-0.65867,-2.07245,0.566783,-0.679475,0.450575,-0.075709,0.13352,0.201141,0.0536009,0.00754191,0.092933,0.115705,0.0483008,-0.104404,0.235416,-0.145584
