# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_download_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.592809
# Diagonal elements of inverse mass matrix:
# 0.000170509, 0.000174709, 0.00013755, 0.000149971, 0.000166413, 0.00015476, 0.000141844, 0.000186119, 0.000160695, 0.000157118, 0.000136329, 0.000188247, 0.000158144, 0.000130712, 0.000186944, 0.000112093, 0.000148666, 0.000136766, 0.000136152, 0.000165789, 0.000121248, 0.000175128, 0.000796732
2471.34,0.989166,0.592809,3,7,0,-2463.06,-1.44672,0.0209064,0.0379959,0.00664344,0.0325003,-0.0909497,-0.131229,-0.193871,0.115271,-0.0232088,0.0138942,-0.0904809,0.00299705,0.0336134,0.00164961,-0.0149849,0.012372,0.00186983,0.0428008,0.00380694,0.0478664,-0.00729296,15.7279,0.0126549,-0.00100815,0.082756,-0.0478558,0.1362,-0.530955,-2.3278,0.710883,-0.465698,0.293232,-0.065615,0.0505774,0.0927689,0.0527046,0.038052,0.134341,0.103807,0.231141,0.0573404,0.734224,-0.0824303
2469.57,0.939029,0.592809,3,7,0,-2461.03,-1.4275,0.0137101,0.000136408,0.00273232,0.0329334,-0.0951798,-0.156563,-0.178679,0.123435,-0.0203147,0.0294444,-0.101066,0.0142532,0.0610544,0.00150961,0.0130715,0.0128457,0.0398444,0.0439979,0.0238424,0.0302155,-0.010028,14.5711,0.627293,-0.0462637,0.0716297,-0.0821471,0.149375,-0.601676,-2.04557,0.725289,-0.517821,0.442314,-0.0642097,0.113894,0.16785,0.104222,0.170199,0.186831,0.324888,0.266243,0.137846,0.449855,-0.113344
2470.98,0.974446,0.592809,3,7,0,-2460.77,-1.43215,0.0457059,0.0362961,0.0208297,0.0189665,-0.0731473,-0.138953,-0.204798,0.114724,-0.0225554,0.0531105,-0.100917,0.0093816,0.0416108,-0.00385106,-0.00595151,0.0144431,0.0132715,0.0376789,-0.0183713,0.0228448,-0.0176016,15.5826,0.0553456,-0.00222109,0.13133,-0.0518065,0.166026,-0.584392,-2.53198,0.685156,-0.580787,0.684267,-0.0935294,0.0753789,0.115972,-0.00249397,-0.00585989,0.055635,0.0528249,0.100407,-0.113091,0.314958,-0.198946
2467.93,0.888046,0.592809,3,7,0,-2459.71,-1.43485,0.00758669,0.00693304,0.00131919,0.041773,-0.0761318,-0.155855,-0.187988,0.0921447,-0.0354493,0.0255427,-0.0886158,0.0417166,0.0648067,-0.00129334,0.00292862,0.0178731,0.0206659,0.0372218,0.0270987,0.0552824,-0.0284728,16.075,0.427,-0.0327378,0.0800749,-0.0402606,0.161994,-0.601379,-2.48719,0.445018,-0.637586,0.419065,-0.0589647,0.175507,0.177766,0.078019,0.122007,0.182681,0.216862,0.232911,0.140576,0.797632,-0.32182
2466.87,0.988987,0.592809,3,7,0,-2461.21,-1.43095,0.0446353,0.0451188,0.0113351,0.033884,-0.09773,-0.131036,-0.198324,0.132601,-0.00395791,0.0365176,-0.0978128,-0.00635947,0.0442024,0.0101731,-0.00723134,0.0227202,0.0304692,0.0407457,-0.026662,0.00945427,-0.0144321,15.1555,0.0421345,-0.00153756,0.0980241,-0.0218371,0.123419,-0.557891,-2.21079,0.910857,-0.355401,0.507293,-0.0924126,0.0474755,0.124447,0.0344712,-0.0104171,0.0766644,0.114382,0.0838292,-0.165017,0.112396,-0.163121
2469.85,0.991004,0.592809,3,7,0,-2456.2,-1.43911,0.0415186,0.047649,-0.0208337,0.0352238,-0.0838299,-0.141243,-0.191814,0.112634,-0.016279,0.0258307,-0.100138,0.000453966,0.0519205,-0.0109741,0.00740303,0.0165941,0.0176132,0.0344378,0.0171174,0.0229343,0.000417589,15.0062,-0.0100092,0.00165094,-0.00348484,-0.052072,0.155897,-0.547541,-2.29377,0.692279,-0.449957,0.400601,-0.0686205,0.0721239,0.141755,0.0506519,0.129345,0.171735,0.198066,0.221024,0.118088,0.361613,0.0047199
