# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_beta_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_full_pdw2_all_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,theta_1.25,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.366935
# Diagonal elements of inverse mass matrix:
# 0.010947, 0.0076028, 0.00578106, 0.00845759, 0.00451197, 0.00612291, 0.00607946, 0.00199813, 0.00877022, 0.0102233, 0.0311283, 0.0042369, 0.00364045, 0.019358, 0.0028671, 0.0502946, 0.00737382, 0.00649624, 0.00724532, 0.0107509, 0.0173698, 0.0114771, 0.00836247, 0.00703077, 0.00898493, 0.0103932, 0.00633227, 0.0155285, 0.0114873, 0.0295185, 0.0257166, 0.00596159, 0.00691263, 0.00410315, 0.00309386, 0.0144608, 0.00357686, 0.00653986, 0.0103196, 0.00792897, 0.0504146, 0.00646707, 0.0362121, 0.00860506, 0.00256112, 0.0188019, 0.0552957, 0.00392234, 0.00387558, 0.00903227, 0.00698519, 0.0123109, 0.00195788, 0.00180428, 0.00232518, 0.00245194, 0.000188309, 0.000146052, 0.000249853, 0.000171214, 0.00023809, 0.000187545, 0.000203607, 0.000187071, 0.000176079, 0.000243513, 0.000183035, 0.000217556, 0.000182079, 0.000148718, 0.000194533, 0.000126624, 0.000156814, 0.000153615, 0.000169293, 0.000131422, 0.000141495, 0.00014593, 0.000149773, 0.000127435, 0.000161939, 0.0211524, 0.00076768
2722.25,0.977845,0.366935,4,15,0,-2690.45,-1.9033,-1.53657,-1.42995,-1.60738,-1.51308,-1.2868,-1.62142,-1.39738,-1.75726,-1.40097,-1.3464,-1.18296,-1.27193,-1.45973,-1.73814,-1.87472,-1.33041,-1.51433,-1.25403,-1.70843,-1.29104,-1.31336,-1.48768,-1.80821,-1.54528,-1.64689,-1.3934,-1.67557,-1.44817,-1.28798,-1.93317,-1.57732,-1.24503,-2.04957,-0.75513,-1.71536,-1.81878,-1.28021,-1.08707,-1.54925,-1.94988,-1.26797,-2.27591,-1.82294,-1.35225,-1.66621,-2.54987,-0.912709,-1.3396,-1.37853,-0.94723,-1.47626,0.124667,0.0908668,0.0923423,-0.113516,0.00494939,0.0182352,-0.12093,0.0224551,0.0352295,-0.0191912,-0.0133772,0.0141008,-0.043218,-0.153439,-0.15608,0.104112,-0.0843661,0.0244187,-0.0449992,0.0318064,0.0612882,-0.0212664,-0.003614,0.025207,0.0215648,-0.00157442,0.00804484,0.0109577,-0.0137626,0.309771,18.8619,0.136188,-0.0111796,0.000313593,-0.00414458,-0.00150326,-0.00178813,0.0692031,-0.0510188,0.149568,-0.751766,-2.22221,0.46677,-0.982364,0.355603,-0.0400214,0.151867,0.167391,-0.0316467,0.0249349,0.111132,0.110646,-0.00182198,0.0241209,0.137683,-0.156164,0.018547,0.0279742,0.79394,-0.0211871
2726.13,0.855445,0.366935,5,47,0,-2670.2,-1.70674,-1.711,-1.30384,-1.39065,-1.52562,-1.42109,-1.57257,-1.49199,-1.84291,-1.56835,-1.55158,-1.15081,-1.27382,-1.26307,-1.75649,-1.36109,-1.15928,-1.51425,-1.22446,-1.70051,-1.34113,-1.32256,-1.46566,-1.76348,-1.54394,-1.45665,-1.26047,-1.5715,-1.45233,-1.23799,-1.76928,-1.49463,-1.45738,-1.84383,-0.792904,-1.69441,-1.67902,-1.22766,-1.24087,-1.52807,-1.30708,-1.25009,-2.01827,-1.68159,-1.31794,-1.41433,-1.48408,-0.890413,-1.41168,-1.459,-0.989225,-1.62409,-0.0143711,-0.0655425,-0.111152,-0.0333272,0.00271673,0.0281439,-0.120766,0.0439878,0.00981192,-0.00743252,0.0139144,-0.0054401,-0.0542885,-0.144688,-0.154242,0.0868075,-0.0637928,0.031444,-0.0565167,0.0267034,0.0554661,-0.0132129,-0.0106593,0.01854,0.0108809,0.0105294,0.00789997,0.0213908,-0.0185963,0.298689,19.1907,0.205007,-0.0164567,-0.188256,0.0168836,-0.078059,0.00466791,0.12735,-0.0848641,0.132508,-0.696574,-2.19689,0.391564,-0.83368,0.448547,-0.0498287,0.132169,0.151627,-0.0146094,0.00458376,0.0945183,0.0729995,0.051497,0.024191,0.28963,-0.211012,-0.0138864,-0.00767059,-0.785068,-0.00622029
2716.64,0.899276,0.366935,4,15,0,-2682.4,-1.7095,-1.53747,-1.42037,-1.43852,-1.4957,-1.16606,-1.6702,-1.35539,-2.07106,-1.33099,-1.21777,-1.29555,-1.28868,-1.19555,-1.67579,-1.99371,-1.69122,-1.82421,-1.17446,-1.91796,-1.58722,-1.17506,-1.55471,-1.7434,-1.63842,-1.72939,-1.42475,-1.9616,-1.6637,-1.27335,-1.56184,-1.80345,-1.3593,-1.91214,-0.853247,-1.54626,-1.73803,-1.35398,-1.39253,-1.49405,-2.14476,-1.06711,-1.97838,-1.59703,-1.3539,-1.52818,-2.35619,-1.07404,-1.69504,-1.2869,-1.24777,-1.19144,0.0356877,0.131891,0.184707,-0.0633265,0.0228411,0.0320777,-0.131262,0.0585346,0.0341649,0.00651467,-0.0213221,0.0800711,-0.0853713,-0.155833,-0.154614,0.0736544,-0.072455,0.0225404,-0.0440871,-0.00121095,0.0662795,-0.0154779,-0.0283069,0.0143179,0.038037,0.0127961,-0.00738957,0.0148311,-0.0126812,0.281066,18.5714,0.371474,-0.0257808,-0.13728,0.0113934,-0.0626078,0.00704471,0.0565262,0.107182,0.0869363,-0.762132,-2.31477,0.289551,-0.897763,0.38566,-0.0412645,0.0889271,0.182656,-0.0394317,-0.0590726,0.0681563,0.176103,0.0244114,-0.0519083,0.201347,-0.143893,-0.0142771,0.026687,1.42373,-0.0118195
2724.23,1,0.366935,4,15,0,-2670.29,-1.69067,-1.79378,-1.3414,-1.52964,-1.63292,-1.29557,-1.69107,-1.43648,-1.77331,-1.55834,-1.64555,-1.0849,-1.24631,-1.16647,-1.70945,-2.08105,-1.41257,-1.57204,-1.28026,-1.69287,-1.32918,-1.24698,-1.4888,-1.80601,-1.50989,-1.52319,-1.37114,-1.83209,-1.67875,-1.17578,-1.55452,-1.6239,-1.27824,-1.95291,-0.829338,-1.62142,-1.70584,-1.44263,-1.37686,-1.60183,-2.36425,-1.18214,-2.26646,-1.71929,-1.4103,-1.26715,-1.88421,-0.87247,-1.32126,-1.45992,-1.14985,-1.32659,0.00503511,0.075706,-0.0966222,-0.0916884,0.0152278,0.0251002,-0.134498,0.0690989,0.0196832,-0.0162187,0.0255301,0.00704011,-0.0556507,-0.157728,-0.167131,0.116623,-0.101231,0.0275643,-0.055229,0.0392923,0.0503058,-0.0196055,-0.0139943,0.0045968,0.027635,0.0224844,0.0123041,0.00405687,-0.0141257,0.301261,19.6799,0.478207,-0.0339846,-0.370621,0.0346307,-0.0682433,0.00383962,0.192931,-0.0962714,0.155385,-0.766998,-2.38043,0.492095,-1.16479,0.40089,-0.0438467,0.1497,0.137527,-0.0236307,0.00957245,0.0699324,0.175729,0.106522,0.0382512,0.028204,-0.160284,-0.0237002,0.0672901,-0.619497,-0.017113
2732.62,0.979744,0.366935,4,15,0,-2688.95,-1.56667,-1.44899,-1.26215,-1.45197,-1.4595,-1.35502,-1.42284,-1.38551,-1.93664,-1.55804,-1.59156,-1.27151,-1.36731,-1.06182,-1.69562,-1.57683,-1.44045,-1.61092,-1.09275,-1.79081,-1.40669,-1.26063,-1.54434,-1.64354,-1.392,-1.54202,-1.25562,-1.55723,-1.52447,-1.14716,-1.64065,-1.57717,-1.38711,-1.91306,-0.797198,-1.71156,-1.85126,-1.32268,-1.21981,-1.56894,-1.79698,-1.10523,-1.80846,-1.59316,-1.31329,-1.37383,-2.43217,-1.01545,-1.46153,-1.36988,-1.11096,-1.24215,0.069138,0.0927012,-0.0800556,-0.104227,0.0031265,0.0231947,-0.115478,0.0194162,0.00795568,-0.0161315,-0.0258683,0.0118158,-0.0737164,-0.144884,-0.16498,0.116161,-0.0849188,0.0375535,-0.0653482,0.0201653,0.0510192,-0.00854249,-0.0158248,0.0328592,0.0151736,0.030069,0.0150315,0.0196756,-0.0112392,0.291877,19.3239,0.171561,-0.0160853,0.138466,-0.0129747,-0.0190374,-0.00301919,0.0271167,-0.0707142,0.138056,-0.681705,-2.24978,0.48713,-1.06522,0.52747,-0.0473646,0.111792,0.139144,0.0347488,0.0460905,0.201194,0.151098,0.170022,0.0775133,0.281197,-0.127531,0.00422055,0.0726096,-0.484917,-0.0194533
2744.07,0.979253,0.366935,4,15,0,-2700.56,-1.60367,-1.42398,-1.38285,-1.47365,-1.49255,-1.38528,-1.53823,-1.42709,-1.94675,-1.57926,-1.36953,-1.33593,-1.33378,-0.995825,-1.71012,-1.775,-1.44906,-1.66004,-1.08198,-1.70461,-1.53521,-1.16337,-1.57265,-1.67907,-1.52674,-1.64561,-1.27461,-1.71732,-1.39584,-1.54357,-1.61687,-1.75689,-1.39828,-1.89301,-0.806253,-1.30601,-1.75632,-1.34925,-1.15129,-1.49761,-1.52107,-1.22371,-1.9066,-1.66348,-1.33664,-1.39403,-1.95242,-0.907782,-1.47522,-1.43261,-1.0637,-1.27564,0.0331408,0.128475,0.00325895,-0.0807357,0.0219517,0.00594005,-0.126678,0.0199508,0.00379178,-0.0140046,-0.0288813,0.0303226,-0.0749369,-0.133871,-0.163802,0.0908804,-0.0688003,0.0231476,-0.0474525,0.0164961,0.0647321,0.00445433,-0.00841646,0.0265818,0.0330971,0.0126588,0.00644716,0.0252556,0.000420988,0.258961,19.0659,0.433154,-0.0313081,0.101871,-0.0119006,-0.0199829,-0.00257406,0.0116943,-0.00504226,0.101078,-0.637354,-2.3534,0.368717,-0.860665,0.365085,-0.0300401,0.124422,0.177314,0.0669978,0.0600764,0.17272,0.223595,0.101073,0.0646508,0.398384,0.00477695,-0.0104695,0.0709974,0.105031,-0.0150688
