# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_pcount_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.540416
# Diagonal elements of inverse mass matrix:
# 0.000149071, 0.00010241, 0.000102291, 0.000113151, 0.000118438, 0.000130252, 0.000112813, 0.000106028, 0.00010822, 0.000121926, 0.0001128, 0.000102407, 0.000103617, 0.000103201, 0.000107731, 0.000113638, 0.000106281, 0.000107734, 0.00011076, 0.000102979, 0.000105718, 0.000107497, 0.000101597, 0.000105388, 0.000108272, 0.000328736
5421.81,1,0.540416,3,7,0,-5409.26,-1.562,-0.0377744,0.0229891,0.144276,-0.0871957,-0.180332,-0.0406133,0.0332378,-0.1093,-0.0630473,-0.0862721,0.115568,0.172461,0.0625248,-0.0231321,0.00379229,0.0610173,-0.0190421,0.0195396,0.0202679,0.0271743,0.00215144,-0.0168278,0.00920341,-0.0163094,7.89007,0.0133301,-0.00122333,-0.030081,0.123141,-0.573729,-0.349949,-0.146528,-0.0354414,-0.446991,-0.387462,0.946671,0.806588,0.531021,-0.021276,0.0875299,0.163661,-0.0379496,0.0563994,0.059424,0.10888,-0.049532,-0.120779,0.131608,-0.215218
5420.75,0.818425,0.540416,3,7,0,-5405.3,-1.55755,-0.0353914,0.0439826,0.126714,-0.109511,-0.164503,-0.0509141,0.0264102,-0.133005,-0.0698288,-0.0957103,0.116974,0.1406,0.0749884,0.00367644,0.00210204,0.0652627,-0.0254677,-0.00628818,0.0159761,0.0156705,0.030403,0.00781929,0.00211735,-0.00815564,7.67077,-0.0854753,0.00931594,-0.0720225,0.0386988,-0.616472,-0.510644,-0.146861,-0.0577766,-0.534878,-0.476848,0.91753,0.586968,0.665879,0.0162557,0.089563,0.175249,-0.0243273,0.0395793,0.124057,0.14462,0.169439,0.034919,0.0221412,-0.107621
5424.86,0.940073,0.540416,3,7,0,-5412.41,-1.55267,-0.0138848,0.0164543,0.14132,-0.104682,-0.169386,-0.0466258,0.0199691,-0.116807,-0.0463769,-0.0743501,0.128046,0.183043,0.069174,-0.0416314,0.0250921,0.0774747,-0.0342187,0.0149867,0.0384685,0.00932018,-0.00249014,-0.016939,0.00208949,-0.0285436,7.88533,0.0598687,-0.00457657,-0.0312949,0.0574367,-0.544264,-0.373006,-0.225018,-0.0324854,-0.373294,-0.260106,1.03557,0.844355,0.589199,-0.0436333,0.153309,0.208372,-0.0903225,0.0216766,0.0971846,-0.0298495,-0.100853,-0.150401,-0.0160221,-0.37666
5425.72,0.810763,0.540416,3,7,0,-5408.87,-1.56589,-0.0384976,0.0419575,0.135484,-0.100192,-0.17065,-0.0346065,0.0152245,-0.140808,-0.0447812,-0.0963393,0.106372,0.146903,0.0751451,-0.015344,0.00997085,0.0712898,-0.0307283,0.0017449,0.0210666,0.0182353,0.0278188,-0.0114316,0.00757567,-0.0290097,7.95695,-0.0634195,0.00684999,-0.0147959,0.0749533,-0.63401,-0.47399,-0.199846,-0.0694007,-0.384693,-0.509738,0.843752,0.620189,0.656666,-0.0132757,0.11338,0.192092,-0.0655815,0.0153649,0.0814361,0.0826497,0.0777542,-0.112361,0.0795337,-0.38281
5426.74,0.985637,0.540416,3,7,0,-5415.81,-1.54874,-0.0174493,0.0458757,0.132885,-0.0995018,-0.171025,-0.0661753,0.0131062,-0.106418,-0.0598153,-0.0795436,0.118714,0.171164,0.074971,-0.00769687,0.0138643,0.0705227,-0.0303629,0.0203039,0.0211684,0.00581859,0.0119313,-0.0131103,0.00595702,-0.0266303,7.93713,-0.0687694,0.00922991,-0.0458619,0.0615956,-0.59034,-0.45704,-0.212197,-0.0342625,-0.480529,-0.311694,0.968388,0.763547,0.650182,-0.0117258,0.120491,0.18963,-0.0712946,0.0495808,0.0518717,-0.0157362,-0.00810344,-0.119948,0.0554833,-0.351412
5428.23,0.772214,0.540416,3,7,0,-5412.11,-1.53402,-0.0332427,0.0336794,0.12929,-0.107039,-0.168479,-0.0345191,0.0286108,-0.126076,-0.0468413,-0.0900143,0.117695,0.152574,0.0806406,-0.0372924,0.0196988,0.0749644,-0.0287925,0.0021716,0.0337306,0.0156909,0.0201989,0.00306935,0.00756633,-0.022011,7.91881,-0.0176146,0.00232404,-0.0517879,0.0559712,-0.56252,-0.402646,-0.173934,-0.0398699,-0.360257,-0.431588,0.891734,0.642834,0.695799,-0.0219346,0.138209,0.200675,-0.0377135,0.0501404,0.163848,0.103241,0.0862481,-0.0125774,0.092302,-0.290456
