# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_beta_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_sens_pdw2_pcount_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.316015
# Diagonal elements of inverse mass matrix:
# 0.00388943, 0.00260016, 0.00168661, 0.00331794, 0.00345773, 0.00468135, 0.00521197, 0.00150394, 0.00485211, 0.00645734, 0.0122413, 0.00186263, 0.00272041, 0.00988215, 0.00222563, 0.00533808, 0.00554254, 0.00475036, 0.00358851, 0.00565645, 0.00822319, 0.00626717, 0.00416842, 0.00359605, 0.00328674, 0.00723729, 0.0042349, 0.0112991, 0.00781642, 0.0124491, 0.0133545, 0.00467222, 0.00613055, 0.00204735, 0.00263343, 0.00970751, 0.00223533, 0.00438752, 0.00654643, 0.00294518, 0.015175, 0.00437562, 0.0110487, 0.00420101, 0.00158461, 0.00692824, 0.0206659, 0.00348478, 0.00378279, 0.00538275, 0.00340407, 0.0202462, 0.000823593, 0.000657506, 0.000732842, 0.000804207, 0.000138533, 0.000106757, 0.000103254, 0.000114781, 9.62906e-05, 0.000120248, 0.000112864, 0.000118477, 0.00015101, 0.000129213, 0.000130587, 0.00010558, 0.000115302, 0.000140585, 0.000124512, 0.000110153, 0.000102915, 0.000105689, 0.000108768, 0.000111522, 0.000110269, 0.000125498, 0.000106909, 0.000122137, 0.020169, 0.000316975
5602.04,0.776557,0.316015,4,15,0,-5551.68,-1.83562,-1.58187,-1.4877,-1.60078,-1.46456,-1.45752,-1.67476,-1.45167,-1.84685,-1.68842,-1.43034,-1.35238,-1.6649,-1.60959,-1.64169,-1.80678,-1.63748,-1.59279,-1.40002,-1.49327,-1.84002,-1.60367,-1.82708,-1.72896,-1.48314,-1.455,-1.32641,-1.31199,-1.31916,-1.29899,-1.98907,-1.59899,-1.46842,-1.79445,-1.28034,-1.37142,-1.7478,-1.38819,-1.66739,-1.62618,-2.28121,-1.82879,-1.6938,-1.61183,-1.42032,-1.46672,-2.16242,-1.35156,-1.54676,-1.62576,-1.47987,-1.45759,-0.00626934,0.0647858,0.0139264,0.00524918,-0.00103406,0.0239762,0.122967,-0.087779,-0.136255,-0.0801585,0.0250136,-0.139242,-0.0776995,-0.0887927,0.116108,0.140912,0.055382,-0.0103095,0.0171726,0.058011,-0.0383371,0.00262223,0.0539683,0.0140106,0.0148571,0.00175284,0.0062729,-0.0295927,0.198477,8.10545,0.0400515,-0.000606036,-0.0793053,0.0056585,-0.547186,-0.553584,-0.151953,-0.0628265,-0.518513,-0.435123,0.915934,0.64565,0.486097,-0.00382032,0.110696,0.154118,-0.0613312,0.0491479,0.229,0.0701559,0.041209,-0.0352437,0.0555607,-0.390504,-0.000710659,0.0325668,0.0979798,0.000978797
5616.89,0.984837,0.316015,4,15,0,-5558.4,-1.77589,-1.61208,-1.4387,-1.51637,-1.67172,-1.50536,-1.40153,-1.4457,-1.8962,-1.86699,-1.54641,-1.39857,-1.50874,-1.34703,-1.59313,-1.71323,-1.55698,-1.68929,-1.56481,-1.59522,-1.80569,-1.61826,-1.67473,-1.79666,-1.64472,-1.60173,-1.40731,-1.76415,-1.41146,-1.50652,-2.10701,-1.58248,-1.39629,-1.75931,-1.18201,-1.41162,-1.74776,-1.41089,-1.49903,-1.75992,-1.75672,-1.63561,-1.78445,-1.61662,-1.3771,-1.62226,-2.01604,-1.37552,-1.50009,-1.44925,-1.62667,-1.12316,-0.0189554,0.121189,-0.0197678,0.0145524,0.00463313,0.0192774,0.111925,-0.0981943,-0.188999,-0.0488051,-0.000392482,-0.144832,-0.0940977,-0.0771931,0.123798,0.17472,0.0521933,-0.00305267,-0.00624458,0.0658603,-0.0202293,0.00834146,0.0428702,0.00318463,0.00232619,0.00472508,0.0127881,-0.0184238,0.125034,8.22535,0.0655271,-0.00349288,-0.0740125,0.0624533,-0.674013,-0.404034,-0.256453,-0.0700695,-0.616096,-0.27942,1.017,0.848172,0.463885,0.00336421,0.07331,0.175436,-0.019239,0.0607027,0.184179,0.0176453,0.00703298,0.0091286,0.190701,-0.243119,-0.000253348,0.0730829,-0.160936,0.00271353
5614.09,0.752767,0.316015,4,15,0,-5575.01,-1.86322,-1.65146,-1.49112,-1.48913,-1.5374,-1.59385,-1.52229,-1.51147,-1.75238,-1.62578,-1.26525,-1.39397,-1.57248,-1.57687,-1.58898,-1.77019,-1.62649,-1.63043,-1.44684,-1.46642,-1.78825,-1.45121,-1.65468,-1.77523,-1.51132,-1.45399,-1.32865,-1.4751,-1.37555,-1.19639,-1.95323,-1.50296,-1.47812,-1.80721,-1.19613,-1.37113,-1.7198,-1.39691,-1.72991,-1.67645,-1.93666,-1.74461,-1.82599,-1.54026,-1.39914,-1.41657,-2.1975,-1.40103,-1.46045,-1.63054,-1.59934,-1.27803,-0.0141687,0.0737409,-0.0293517,-0.121948,0.0184731,0.0257019,0.1353,-0.107189,-0.154946,-0.0573033,0.0186992,-0.129465,-0.0885528,-0.0799198,0.125094,0.142555,0.0642343,0.00570803,0.0190076,0.0614578,-0.0388542,-0.00084819,0.0239082,0.02529,0.0187463,-0.00500627,-0.00374742,-0.0169417,0.124653,8.07206,0.0188493,0.00253829,-0.0410373,0.00599164,-0.580055,-0.484422,-0.170642,-0.0520917,-0.631889,-0.327217,1.01318,0.62352,0.567073,0.00687134,0.119723,0.165345,-0.0774804,0.0214341,0.107904,0.136906,0.055064,-0.0639798,-0.0971644,-0.223561,-0.0487134,0.0504867,-0.0963467,-0.0227392
5620.25,0.894893,0.316015,4,15,0,-5573.58,-1.75378,-1.56797,-1.42946,-1.47111,-1.48031,-1.60707,-1.51461,-1.43457,-1.81959,-1.83642,-1.55459,-1.42827,-1.51678,-1.34753,-1.66173,-1.70529,-1.64287,-1.59453,-1.43881,-1.50219,-1.92798,-1.53913,-1.81318,-1.69423,-1.52791,-1.65594,-1.34052,-1.66018,-1.45611,-1.30222,-1.87518,-1.52419,-1.42221,-1.72099,-1.2034,-1.54976,-1.65415,-1.33569,-1.58445,-1.76134,-1.77869,-1.60918,-1.7212,-1.61919,-1.41712,-1.50724,-1.99073,-1.37166,-1.56462,-1.51841,-1.58541,-1.45683,-0.00185934,0.0465553,-0.0351194,0.0191035,0.0147622,0.0246001,0.132163,-0.083358,-0.158655,-0.0710199,0.0141349,-0.132205,-0.0881447,-0.086215,0.132609,0.161457,0.0524432,-0.0186883,0.00656804,0.0741226,-0.0208684,0.0163594,0.0334009,0.00238131,-0.00273198,0.0123665,0.0142416,-0.0129955,0.129324,8.14826,0.0586732,-0.00106882,-0.0442404,0.0384004,-0.566606,-0.459343,-0.204236,-0.0467602,-0.571809,-0.356016,1.06327,0.770298,0.462636,-0.00478998,0.110625,0.197501,-0.0118597,0.0939983,0.161214,0.0342023,0.0102129,0.0662893,0.226275,-0.171488,0.00956686,0.035268,-0.279212,0.00356218
5613.77,0.767831,0.316015,4,15,0,-5577.93,-1.79185,-1.59693,-1.52897,-1.42844,-1.70752,-1.38117,-1.49057,-1.47099,-1.83573,-1.83939,-1.49435,-1.33418,-1.60615,-1.59603,-1.62131,-1.77029,-1.55105,-1.70344,-1.49754,-1.63778,-1.81769,-1.5136,-1.64583,-1.7671,-1.5878,-1.40381,-1.35388,-1.48479,-1.29558,-1.40507,-2.10394,-1.6278,-1.54905,-1.7885,-1.18226,-1.26447,-1.8556,-1.42964,-1.67286,-1.63628,-2.01462,-1.88886,-1.82448,-1.61002,-1.40192,-1.63863,-2.20981,-1.31985,-1.50868,-1.50651,-1.59275,-1.01206,-0.0609651,0.154836,-0.0147701,0.00172306,-0.00735753,0.0283726,0.12456,-0.100025,-0.165092,-0.056589,0.00467487,-0.137446,-0.0813395,-0.0859601,0.130322,0.153286,0.0688458,0.0124793,0.0155779,0.0763624,-0.0349669,-0.00956316,0.0473228,0.0193405,0.0224283,-0.013015,-0.00641636,-0.016635,0.180536,8.1222,-0.00464463,0.00260743,-0.0343922,0.0472203,-0.636367,-0.51233,-0.229778,-0.0622443,-0.622915,-0.356442,1.05091,0.675736,0.618277,0.010268,0.131923,0.205363,-0.0701786,-0.00465042,0.189448,0.0843757,0.0517557,-0.114477,-0.143503,-0.219515,-0.0263578,0.0907593,-0.111158,0.000321293
5604.32,0.784431,0.316015,4,15,0,-5560.23,-1.84884,-1.55415,-1.52839,-1.43353,-1.63066,-1.3914,-1.48288,-1.44457,-1.88045,-1.86223,-1.36836,-1.27186,-1.59744,-1.4376,-1.6114,-1.66047,-1.46728,-1.71315,-1.51037,-1.61908,-1.90361,-1.50804,-1.80493,-1.71771,-1.47436,-1.3667,-1.31882,-1.62845,-1.19425,-1.25763,-2.04649,-1.6362,-1.41949,-1.73956,-1.21647,-1.26777,-1.81267,-1.31493,-1.64166,-1.69968,-2.25253,-1.84296,-1.71585,-1.59303,-1.35689,-1.49452,-1.91893,-1.29628,-1.52785,-1.53108,-1.64258,-1.08514,0.0117463,0.128276,-0.0322453,0.0214742,-0.0151188,0.0256166,0.118852,-0.108564,-0.176261,-0.0770609,0.0305643,-0.143759,-0.0797132,-0.0976413,0.114874,0.1537,0.0768131,0.0106385,0.0137078,0.0830366,-0.020984,0.00829225,0.0449972,0.014023,0.0273963,-0.0150636,-0.00383325,-0.0293193,0.167121,8.05029,0.0089116,0.000720536,-0.12475,0.0555798,-0.695287,-0.617204,-0.148042,-0.0754365,-0.58164,-0.483208,0.912321,0.666589,0.680292,0.00638784,0.135808,0.222693,-0.0356606,0.0374059,0.163162,0.0372751,0.0547073,-0.146573,-0.121545,-0.386896,0.0192651,0.0803095,-0.260271,0.00400423
