# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_upload_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.590391
# Diagonal elements of inverse mass matrix:
# 0.000126672, 0.000104032, 0.000118262, 9.61475e-05, 0.000119611, 0.00011036, 9.18258e-05, 0.000109623, 0.000103205, 0.000100666, 0.000115723, 0.000113277, 0.000111806, 9.21646e-05, 9.71833e-05, 0.000112538, 0.000115256, 0.000103641, 0.000105047, 0.000102426, 9.28078e-05, 0.000106284, 0.000112098, 9.74914e-05, 0.000119805, 0.000301958
5431.28,0.798103,0.590391,3,7,0,-5419.49,-1.55672,-0.0763112,0.039944,0.134388,-0.124373,-0.184347,-0.0565422,0.0118577,-0.112604,-0.0582609,-0.0906681,0.107939,0.162309,0.0621625,-0.0143476,0.00950719,0.0729966,-0.0313504,0.0112535,0.0240474,-0.0117011,0.00818696,-0.0226494,-0.0100158,-0.0160454,7.94862,-0.208149,0.016825,-0.0804571,0.0196469,-0.650293,-0.448574,-0.193672,-0.0473773,-0.463655,-0.466397,0.902988,0.739975,0.544967,-0.0230646,0.117961,0.202099,-0.0990764,-0.00972301,0.0271585,-0.14904,-0.0518494,-0.176477,-0.206017,-0.211725
5421.63,0.45759,0.590391,3,7,0,-5409.28,-1.55005,-0.0700339,0.0382726,0.123359,-0.100794,-0.151801,-0.056731,0.0398551,-0.102065,-0.0393134,-0.0879278,0.107852,0.166962,0.0931789,0.00152982,0.00353073,0.0672379,-0.0339706,-0.00974338,0.00914149,0.0163234,0.0231874,-0.0101686,-0.0212474,-0.0396417,7.88151,-0.200692,0.016383,-0.080095,0.12079,-0.557791,-0.527303,-0.118019,-0.040851,-0.4278,-0.428144,0.892145,0.683243,0.798491,-0.0110088,0.0983263,0.186837,-0.110022,-0.0649055,-0.0110518,0.0261027,0.0107028,-0.154549,-0.447402,-0.523086
5422.41,0.996578,0.590391,3,7,0,-5412.18,-1.53776,-0.0648813,0.0441649,0.138567,-0.127858,-0.16893,-0.0389473,-0.0099819,-0.129932,-0.0652407,-0.0709872,0.124002,0.154728,0.0547502,-0.0252153,0.0300583,0.0877498,-0.0248074,0.0149189,0.0455558,0.00720793,0.00241768,-0.00810701,0.0181737,-0.00428036,7.72703,-0.190587,0.01643,-0.00775596,-0.0389361,-0.598636,-0.367035,-0.276108,-0.052839,-0.465621,-0.249954,0.980484,0.719247,0.488176,-0.0105713,0.178955,0.239307,-0.0270102,0.080899,0.19297,0.0364042,0.00257618,-0.0372232,0.312072,-0.0564808
5428.9,0.975101,0.590391,3,7,0,-5409.89,-1.56754,-0.0611084,0.021358,0.137554,-0.115168,-0.154713,-0.042592,0.00344153,-0.0997771,-0.0625056,-0.0862249,0.125759,0.172429,0.0654717,-0.0205492,0.0100604,0.0657533,-0.0409503,0.00315724,0.0320164,0.0114112,0.0326957,-0.00884652,0.00186353,-0.0319337,7.91381,-0.0330874,0.00140324,-0.0148733,0.0240926,-0.510492,-0.343869,-0.233704,-0.0226707,-0.481638,-0.375942,1.02033,0.78376,0.574811,-0.0153276,0.108136,0.179993,-0.0853829,0.0253455,0.124766,0.0449008,0.0995714,-0.108096,-0.0262329,-0.421376
5428.4,0.919619,0.590391,3,7,0,-5417.75,-1.54637,-0.0762221,0.0596393,0.128955,-0.11621,-0.169757,-0.0510547,0.0284229,-0.134402,-0.0414919,-0.0734916,0.104453,0.154458,0.081523,-0.00225118,0.0229481,0.0898203,-0.0170357,0.00339859,0.0247538,0.0145136,-0.0074441,-0.00808032,-0.00435732,-0.00837664,7.63416,-0.35152,0.0305148,-0.0724613,0.0630872,-0.656928,-0.542063,-0.157973,-0.0742273,-0.404063,-0.308399,0.840403,0.651375,0.704793,-0.00286227,0.168721,0.247482,-0.0425381,0.00442134,0.0751801,0.0408699,-0.0782235,-0.0684891,-0.0922081,-0.110533
5431.98,0.979518,0.590391,3,7,0,-5418.42,-1.55686,-0.0675437,0.0300647,0.126481,-0.116322,-0.164666,-0.0436715,0.0143292,-0.126248,-0.0565654,-0.0887031,0.128487,0.154385,0.0755988,-0.00657564,0.0167736,0.0578354,-0.0245946,-0.00441706,0.0433504,0.0078212,0.0223838,-0.0219324,0.00501635,-0.00470843,7.96245,-0.0999505,0.00759844,-0.0495229,0.0513235,-0.611383,-0.481253,-0.196351,-0.0541332,-0.491251,-0.395083,1.00311,0.668119,0.659266,-0.00269695,0.11147,0.158888,-0.0473147,0.00380571,0.167747,0.0202643,0.0580541,-0.135952,0.0796178,-0.0621294
5431.11,0.943925,0.590391,3,7,0,-5422.12,-1.5639,-0.0713153,0.0548204,0.140972,-0.11865,-0.164229,-0.0510604,0.0152737,-0.110517,-0.0465908,-0.073095,0.106705,0.169568,0.0754703,-0.014946,0.0189976,0.0990919,-0.0344966,0.0105223,0.0132633,0.0192685,0.00596439,0.00193443,-0.00441765,-0.0407801,7.8678,-0.314572,0.0271459,-0.0360002,0.0300979,-0.576777,-0.431455,-0.204297,-0.0436152,-0.404828,-0.296049,0.890805,0.73919,0.654911,-0.016175,0.172728,0.272492,-0.086997,0.0192491,0.0253101,0.064077,-0.0337166,-0.065092,-0.153183,-0.538107
5431.56,0.912212,0.590391,3,7,0,-5420.6,-1.55634,-0.0654954,0.0420331,0.132033,-0.131261,-0.157892,-0.030502,0.00683499,-0.134219,-0.0543197,-0.0917392,0.110304,0.160547,0.0772107,-0.0301189,0.00387029,0.0801566,-0.0283773,-0.00382606,0.0196548,0.00365453,0.00679103,-0.0035378,-0.00295433,-0.0320821,7.97085,-0.182438,0.0157102,-0.035466,0.00770738,-0.578714,-0.423483,-0.232815,-0.0589762,-0.428981,-0.472164,0.897879,0.687795,0.666307,-0.0307475,0.116058,0.220616,-0.0828878,-0.0311609,0.0431241,-0.028321,-0.0281716,-0.0813346,-0.111336,-0.423334
