lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.529913
# Diagonal elements of inverse mass matrix:
# 0.000164917, 0.000150506, 0.000150153, 0.0001578, 0.00014935, 0.000150484, 0.000176856, 0.000185652, 0.000136522, 0.000167106, 0.00015872, 0.000155091, 0.000178188, 0.000152293, 0.000150805, 0.000137926, 0.000143526, 0.000153854, 0.000139875, 0.000139425, 0.000123711, 0.000176178, 0.00084042
2466.15,0.989302,0.529913,3,7,0,-2453.01,-1.43683,-0.131925,0.035667,-0.0229028,0.0293491,-0.0424636,-0.169985,-0.173372,0.123692,-0.0202638,0.00953137,-0.0783986,0.0228873,0.0723395,-0.00889675,-0.00111648,0.00918532,0.0204262,0.0126527,-0.00550608,0.0412521,-0.0248815,15.9455,-0.0154093,-0.0077656,0.00734166,-0.000157622,0.174204,-0.741688,-2.02132,0.845745,-0.41831,0.237479,-0.0714268,0.143812,0.195851,-0.0128993,0.0103046,0.0425157,0.0939254,0.0314808,-0.0394851,0.586962,-0.281051
2471.81,1,0.529913,3,7,0,-2452.42,-1.44812,-0.0928229,0.0544969,0.025252,0.000804611,-0.0624191,-0.134063,-0.210699,0.0872538,-0.0224358,0.0371657,-0.0845925,0.0124901,0.062204,0.0144499,-0.0119902,0.0134799,0.0470383,0.0669683,0.0134294,0.0138558,-0.0135599,15.141,-0.166802,0.0124703,0.135156,-0.0594586,0.144816,-0.512126,-2.84227,0.415404,-0.548107,0.5537,-0.0534453,0.105051,0.166604,0.117101,0.0848744,0.176234,0.34085,0.314057,0.0567193,0.18425,-0.153167
2478.74,0.996536,0.529913,3,7,0,-2464.47,-1.40627,-0.109044,0.0487702,0.00859393,0.0173531,-0.0606919,-0.14282,-0.181098,0.113747,-0.015258,0.024222,-0.0809295,0.0275565,0.0567434,-0.00777645,0.0147346,0.00838603,0.00727841,0.0226465,-0.0124953,0.0400528,-0.00653578,15.6205,-0.129305,0.00683862,0.0928794,-0.0148477,0.145714,-0.613343,-2.18265,0.733737,-0.399431,0.366236,-0.0679309,0.131452,0.153641,0.008004,0.0703442,0.057095,0.0570922,0.0929938,-0.03627,0.613592,-0.0738253
2480.49,0.952867,0.529913,3,7,0,-2469.35,-1.45405,-0.0924254,0.0296574,-0.000638156,0.000976731,-0.0692659,-0.140182,-0.190529,0.100437,-0.0267234,0.037451,-0.0846489,0.0106497,0.0706002,0.0043223,-0.0101746,0.0200832,0.0409448,0.0526073,0.00637847,0.0217318,-0.0265827,15.5129,0.049637,-0.00995961,0.0654841,-0.071864,0.140223,-0.55702,-2.45665,0.532593,-0.589673,0.559388,-0.0643705,0.113846,0.189853,0.0644936,0.0500422,0.149269,0.255944,0.213277,-0.00194418,0.275804,-0.300267
2478.87,0.829221,0.529913,3,7,0,-2468.34,-1.4209,-0.104803,0.0397947,0.0114783,0.0111831,-0.0510832,-0.143548,-0.171414,0.104464,-0.0143165,0.0369983,-0.0609465,0.0260138,0.0635995,0.00403433,0.0137083,0.00856491,0.00806163,0.0453384,-0.00897783,0.0310576,-0.00330669,16.2353,-0.115372,0.00474208,0.100399,0.00206563,0.135815,-0.632414,-2.08523,0.605452,-0.415332,0.524245,-0.0427258,0.135664,0.171503,0.0585259,0.0955456,0.0903311,0.0965657,0.198415,-0.0202743,0.480156,-0.037351
2478.15,0.842696,0.529913,3,7,0,-2468.3,-1.4306,-0.105999,0.0487503,0.00586945,0.0210154,-0.0777603,-0.138103,-0.205375,0.11201,-0.0267477,0.0371386,-0.114528,0.00814252,0.0564505,0.00192916,-0.00878267,0.0304544,0.0304782,0.0391002,0.00274661,0.041336,-0.0359531,15.1751,-0.010499,-0.00327477,0.0951285,-0.0470594,0.160867,-0.51458,-2.61046,0.635431,-0.615027,0.536577,-0.0976885,0.0908817,0.151604,0.045885,0.0347877,0.158287,0.177609,0.145834,-0.0205258,0.56083,-0.40611
2478.23,0.828132,0.529913,3,7,0,-2465.9,-1.44418,-0.105837,0.0361683,0.0153001,-0.00465017,-0.0487725,-0.150153,-0.168848,0.113531,-0.0143359,0.0292664,-0.0679687,0.0266987,0.073746,0.00728095,0.0126199,0.0124543,0.0203827,0.0408895,-0.00131247,0.0162967,0.00296223,16.3934,-0.106586,0.00309517,0.104331,-0.0573048,0.147551,-0.642278,-1.99126,0.679328,-0.405788,0.446304,-0.0449682,0.151026,0.198186,0.0797157,0.111702,0.122237,0.170774,0.197619,0.0183471,0.263597,0.0334601
2478.4,0.867774,0.529913,3,7,0,-2467.17,-1.40452,-0.0972141,0.0329238,-0.00595219,0.00962834,-0.0671778,-0.150789,-0.178975,0.109611,-0.016137,0.020551,-0.0934623,0.0206903,0.059141,0.0232757,0.0252884,0.0232008,0.0178372,0.0322555,0.000997124,0.0344194,-0.00417045,15.2288,0.0574038,-0.0108022,0.0449591,-0.0553722,0.142691,-0.577452,-2.18941,0.629884,-0.410924,0.319089,-0.0675918,0.119763,0.157227,0.132592,0.153556,0.159015,0.156674,0.170821,0.0350554,0.530875,-0.0471076
2478.69,0.747088,0.529913,3,7,0,-2462.26,-1.45477,-0.108679,0.0515292,0.0239466,0.00127987,-0.0620526,-0.133304,-0.189085,0.105483,-0.0250848,0.0393726,-0.0773857,0.0196637,0.0714604,-0.0129291,-0.0194408,0.0136352,0.0392805,0.0426444,-0.00221243,0.0241933,-0.0322455,16.3814,-0.195278,0.0128867,0.140458,-0.0580268,0.14429,-0.570483,-2.39538,0.625007,-0.57354,0.583412,-0.0673855,0.134382,0.194,-0.0131362,-0.0158947,0.086147,0.203746,0.137071,-0.0581702,0.300468,-0.364231
2474.47,0.701944,0.529913,3,7,0,-2462.22,-1.40687,-0.0833858,0.0410508,-0.0099707,0.0130495,-0.0563849,-0.153653,-0.186793,0.0948344,-0.0226747,0.0154888,-0.100697,0.0211486,0.0603902,0.0148488,0.0257718,0.0303976,0.015446,0.0321024,0.0100187,0.0426723,-0.00125896,14.8588,0.0141274,-0.00485581,0.0341474,-0.0613804,0.167154,-0.555402,-2.42662,0.487299,-0.472625,0.275403,-0.0679163,0.122492,0.159788,0.131775,0.185871,0.216086,0.181907,0.209931,0.0995081,0.667865,-0.0142206
2482.3,0.964351,0.529913,3,7,0,-2467.02,-1.44216,-0.117554,0.0464754,0.00256047,-0.00516778,-0.054807,-0.139091,-0.188454,0.109434,-0.0188698,0.031623,-0.0951339,0.0160938,0.0606055,-0.0121623,-0.0127053,0.0150891,0.0216285,0.0370639,0.00784242,0.0306329,-0.0320406,15.6363,-0.129155,0.0056954,0.065229,-0.0858003,0.167455,-0.565885,-2.32257,0.685812,-0.499712,0.485371,-0.080563,0.112566,0.163302,-0.00137398,0.0133507,0.10246,0.141858,0.147818,0.00354883,0.402234,-0.361916
2478.73,0.857569,0.529913,3,7,0,-2473.12,-1.42065,-0.107284,0.0431131,0.00910063,0.0152582,-0.0825986,-0.148685,-0.184204,0.105409,-0.0352721,0.0489851,-0.108845,0.0154722,0.0684099,0.00258935,0.00696823,0.0254554,0.0240203,0.0245636,-0.012089,0.0179164,-0.0280119,16.0997,-0.00958916,-0.00485872,0.113468,-0.0637192,0.145252,-0.581012,-2.39305,0.553243,-0.700899,0.637978,-0.102639,0.122708,0.184693,0.0185839,0.025824,0.0789604,0.0811572,0.0335723,-0.108574,0.212266,-0.31641
2478.96,0.691487,0.529913,3,7,0,-2463.5,-1.41984,-0.101524,0.028838,0.0178437,0.021367,-0.0686102,-0.148233,-0.182868,0.108765,-0.0269997,0.0494595,-0.100836,0.0142492,0.0552555,0.0163619,0.00450612,0.0302819,0.0243713,0.0290091,-0.0202069,0.018796,-0.00956409,15.9724,0.0763889,-0.0130182,0.136681,-0.0227428,0.150651,-0.59275,-2.31372,0.580903,-0.606852,0.630824,-0.090056,0.10209,0.149578,0.0658239,0.0374396,0.115631,0.103792,0.0703188,-0.108804,0.271838,-0.108032
2479.25,0.969657,0.529913,3,7,0,-2469.96,-1.43543,-0.103892,0.0495257,-0.000462795,-0.00981431,-0.0688426,-0.135836,-0.181022,0.107688,-0.0167035,0.0176655,-0.0719797,0.0234746,0.0791738,-0.00438236,0.00233103,0.00999881,0.029007,0.0446824,0.0152138,0.0443036,-0.0306781,14.9525,-0.154498,0.00907181,0.0522797,-0.0911927,0.129245,-0.556995,-2.21101,0.663398,-0.427865,0.353709,-0.0495757,0.15192,0.212094,0.0513971,0.092342,0.127508,0.223318,0.218666,0.0617857,0.620572,-0.346526
2478.09,0.917772,0.529913,3,7,0,-2468.84,-1.43935,-0.126592,0.0364291,0.0158304,0.020042,-0.0674839,-0.149507,-0.184189,0.107208,-0.0200876,0.028599,-0.112052,0.021448,0.0599687,0.0202613,0.00776556,0.0183609,0.0307542,0.0453489,-0.0236815,0.0219643,-0.0180386,16.2955,0.0144981,-0.00933186,0.120154,-0.0445652,0.153951,-0.576557,-2.28758,0.625502,-0.504006,0.427585,-0.100409,0.121991,0.16268,0.0752028,0.042272,0.075276,0.133488,0.117262,-0.143241,0.300643,-0.203757
2480.02,0.94699,0.529913,3,7,0,-2469.12,-1.45307,-0.0898212,0.0483233,-0.00868517,0.00643818,-0.0781777,-0.136487,-0.186254,0.104997,-0.0224907,0.0246364,-0.0692956,0.0261676,0.0747034,0.0069874,0.00870071,0.0345897,0.0261913,0.0334724,0.00595206,0.0369729,-0.00237504,15.5617,-0.0963938,0.00508243,0.0415874,-0.0480429,0.120314,-0.547587,-2.35899,0.568177,-0.48122,0.403488,-0.042261,0.152215,0.199709,0.0994644,0.132427,0.224,0.218836,0.196251,0.0686466,0.575478,-0.0268275
2480.84,0.877229,0.529913,3,7,0,-2470.75,-1.41643,-0.114467,0.0419746,0.0238543,0.00911633,-0.0521355,-0.145383,-0.186014,0.108765,-0.0183516,0.042111,-0.10158,0.0112476,0.0589619,0.00496731,0.000107253,0.00551616,0.023027,0.042953,-0.0109754,0.0328136,-0.034152,15.7614,-0.0751204,0.000720094,0.140196,-0.0439499,0.16741,-0.594502,-2.29908,0.65748,-0.526152,0.581346,-0.0927376,0.0998657,0.159801,0.0254146,0.0131537,0.0309477,0.104492,0.11949,-0.0996823,0.431288,-0.385767
2479.79,0.874704,0.529913,3,7,0,-2470.8,-1.45277,-0.0893015,0.0461526,-0.000841691,-0.00130119,-0.0800884,-0.138217,-0.182285,0.107266,-0.0250275,0.0236624,-0.0670241,0.0279372,0.0635064,0.00706365,-0.000743209,0.0387428,0.0277938,0.0377324,0.0103223,0.0358675,-0.00439858,15.5159,-0.094295,0.00510551,0.062178,-0.0699403,0.11795,-0.553962,-2.28483,0.575311,-0.495027,0.389206,-0.0387566,0.140614,0.169366,0.103185,0.11733,0.250786,0.238734,0.221339,0.0861756,0.553081,-0.0496845
2480.65,0.931934,0.529913,3,7,0,-2471.31,-1.41408,-0.109907,0.0332778,0.0151359,0.0167999,-0.0496094,-0.156508,-0.187263,0.107315,-0.0122038,0.0371815,-0.103994,0.0193272,0.0646803,-0.000376362,0.00459654,0.00801072,0.0308981,0.0364483,-0.0144664,0.0309217,-0.0267036,15.6852,0.0126047,-0.00775131,0.112563,-0.0300649,0.17613,-0.639794,-2.3028,0.679186,-0.460094,0.524892,-0.0942,0.124728,0.175556,0.0155881,0.0289811,0.0404786,0.139001,0.0952935,-0.103482,0.420007,-0.301632
2480.13,0.809688,0.529913,3,7,0,-2469.71,-1.42412,-0.101884,0.0468496,0.0139226,0.0145431,-0.060518,-0.156774,-0.177414,0.110857,-0.00154237,0.0342264,-0.113317,0.0178846,0.0628351,2.97717e-05,0.00917542,0.00229212,0.0231282,0.0377619,-0.0116587,0.0351039,-0.0174104,15.884,-0.050014,4.29494e-05,0.0973721,-0.0457494,0.168984,-0.633258,-2.06637,0.742981,-0.364271,0.495344,-0.0974053,0.118899,0.170249,0.0282591,0.0568899,0.041451,0.131417,0.13276,-0.0623578,0.508811,-0.196661
2474.74,0.724142,0.529913,3,7,0,-2466.7,-1.44049,-0.100453,0.0557371,0.00304344,0.00383951,-0.0546606,-0.133908,-0.186954,0.125819,-0.0441935,0.0437424,-0.0640926,0.0428823,0.0558062,0.00484463,0.000320005,0.0359244,0.0145918,0.0366506,0.0123423,0.0153444,-0.00807188,15.3739,-0.204993,0.0147955,0.0925395,-0.0417738,0.153137,-0.55729,-2.34956,0.626621,-0.703833,0.57745,-0.0418493,0.160687,0.148363,0.0800235,0.0939482,0.211854,0.15028,0.19254,0.0651694,0.221264,-0.0911764
2477.63,0.989658,0.529913,3,7,0,-2465.36,-1.44266,-0.0886539,0.0424378,0.00614576,0.0161788,-0.0735749,-0.144705,-0.17495,0.104798,-0.017042,0.0457284,-0.0672714,0.0392617,0.0654785,0.00998664,0.0114917,0.0186446,0.0149753,0.0329041,0.00729,0.0371737,0.00807978,15.1322,-0.0535,0.00109068,0.0852482,-0.00492079,0.125464,-0.60779,-2.18228,0.551506,-0.481946,0.609011,-0.0372494,0.166136,0.174887,0.106972,0.140084,0.178083,0.186311,0.219692,0.100012,0.604558,0.0912657
2472.79,0.905216,0.529913,3,7,0,-2464.46,-1.39231,-0.106908,0.0422899,0.00874829,0.010088,-0.0644926,-0.129668,-0.160886,0.101604,-0.0208914,0.0530335,-0.0900815,0.0158002,0.0638955,0.00621958,0.00102621,0.0412843,0.0520131,0.041434,0.000647375,0.0191134,-0.0318674,14.9425,-0.0593774,-0.000739622,0.0961058,-0.0514943,0.136183,-0.487368,-1.9674,0.527168,-0.574235,0.681989,-0.0743281,0.116767,0.171236,0.0706147,0.0729044,0.197588,0.269122,0.135054,-0.0477684,0.221528,-0.35996
2477.41,0.999114,0.529913,3,7,0,-2464,-1.45548,-0.0918135,0.049485,0.0246962,0.00819178,-0.0715062,-0.15743,-0.199194,0.111413,0.00141755,0.0273054,-0.0809198,0.0219066,0.0777697,0.00921963,-0.00242902,0.0176884,0.00126657,0.0341353,-0.0130906,0.0395165,-0.00537654,15.8195,-0.139234,0.00983444,0.135012,-0.0117049,0.140309,-0.693526,-2.40773,0.750138,-0.285459,0.461702,-0.065822,0.147019,0.210378,0.052669,0.0336234,0.101336,0.0417661,0.14312,-0.0374157,0.608033,-0.0607311
2472.28,0.793846,0.529913,3,7,0,-2462.9,-1.45025,-0.102466,0.0417217,-0.00893469,-0.0147857,-0.0468196,-0.151898,-0.168788,0.105423,-0.0269925,0.0238706,-0.0680321,0.0363113,0.0532083,-0.0197682,0.00927828,0.0284889,0.0464178,0.0489542,-0.0192636,0.0318849,-0.00728271,16.2436,-0.147733,0.00757042,0.0333355,-0.105873,0.155597,-0.632317,-2.05475,0.595648,-0.507373,0.369377,-0.0511426,0.144011,0.144973,0.00592329,0.0976069,0.162955,0.258092,0.178323,-0.0835845,0.483306,-0.0822624
