# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_normal_sens_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_sens_pdw2_upload_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.374277
# Diagonal elements of inverse mass matrix:
# 0.0040169, 0.00293614, 0.0018861, 0.00475005, 0.00552321, 0.00603476, 0.00681861, 0.0020605, 0.00652541, 0.00669725, 0.016349, 0.00382815, 0.00369611, 0.0162248, 0.00357436, 0.00627376, 0.00754435, 0.00728373, 0.00587964, 0.00771743, 0.0130607, 0.00850981, 0.00531737, 0.00652308, 0.00572732, 0.0115136, 0.00613612, 0.0152987, 0.0113422, 0.01793, 0.0158583, 0.00689948, 0.00999554, 0.00195883, 0.00338272, 0.0145754, 0.00288202, 0.00621066, 0.00990588, 0.00353144, 0.0179956, 0.00566787, 0.0138737, 0.00702946, 0.00259604, 0.0123263, 0.0230694, 0.00419445, 0.00497498, 0.0106567, 0.00522475, 0.0303214, 0.000986966, 0.000916559, 0.000954392, 0.00117192, 0.000199757, 0.00016401, 0.000176086, 0.00020896, 0.000160305, 0.000151107, 0.000168157, 0.000175889, 0.000240854, 0.000130949, 0.000192059, 0.000172963, 0.000192186, 0.000193381, 0.000159478, 0.000151275, 0.000156896, 0.000175228, 0.000176743, 0.000151078, 0.000183517, 0.000139355, 0.000162366, 0.000150144, 7.72095e-05, 0.0230804
-2851.59,0.996863,0.374277,4,15,0,2903.24,5.63228,5.83005,5.85355,5.9312,5.89511,5.91992,6.07026,6.04774,5.69875,5.7118,5.96425,6.05157,5.76212,5.93774,5.94121,5.69777,5.74124,5.76287,5.91073,5.82712,5.52209,5.81642,5.52436,5.55245,5.98888,5.93623,6.0227,5.81682,5.95262,6.20428,5.51813,5.89936,6.01271,5.6748,6.21674,6.21718,5.65479,5.9763,5.87589,5.72198,5.47881,5.6153,5.71473,5.78738,6.04978,5.96524,5.55895,6.05133,5.83327,5.83472,5.85845,6.40516,-0.0327911,0.0825503,-0.00298715,-0.0332708,-0.0402231,0.0483945,0.362699,0.263206,-0.594525,-0.849474,-0.110434,0.817239,-0.109099,-0.10723,0.173143,0.223399,0.105609,0.0132973,0.00114809,0.103864,-0.0384506,-0.015665,0.0497207,0.00978988,0.0104535,-0.0231684,-0.00320693,-0.0128667,0.960448,0.125572,-0.19426,0.0171424,-0.0587186,0.130341,-0.792858,-0.64315,-0.247562,0.928915,-0.869963,-0.405695,1.41323,0.970271,0.929381,0.00631785,0.142591,0.286278,-0.102774,-0.0548818,0.162397,-0.00671077,-0.0293967,-0.166696,-0.0802549,-0.169781,-0.02717,0.0474508,0.0109181,-0.0062039
-2858.64,0.854209,0.374277,4,15,0,2900.3,5.62967,5.77438,6.06373,6.05947,5.79614,5.84766,5.87321,5.98759,5.59378,5.64236,5.68549,6.0757,5.83172,5.99049,5.7598,5.62786,5.93935,5.67058,5.97851,5.78747,5.65427,5.89401,5.65719,5.69513,5.86762,6.04275,5.90551,5.94058,6.39718,6.02288,5.67543,6.02942,6.19856,5.68037,6.26299,6.05106,5.6516,6.08012,5.66717,5.72694,5.50311,5.5537,5.93344,5.80692,6.0229,5.96073,5.31433,6.10528,6.07419,6.01675,5.85755,6.47415,-0.112498,0.130865,-0.0193083,0.00905748,-0.00349782,0.0244633,0.359812,0.263049,-0.597299,-0.865727,-0.0876241,0.815925,-0.080267,-0.0973747,0.181858,0.223244,0.0882947,0.0148095,0.0115076,0.0894195,-0.0154345,-0.00117897,0.0176734,0.0472949,0.00734529,-0.0301676,-0.00319151,-0.00648563,0.958101,0.182759,0.0536012,-0.00354409,-0.131891,0.117005,-0.810233,-0.734209,-0.17543,0.916569,-0.730631,-0.29589,1.50533,1.01669,0.764437,0.00855197,0.145195,0.248667,-0.0451876,-0.0164987,0.0424694,0.207523,-0.05377,-0.197849,-0.0681851,-0.0855802,-0.0506868,0.0784463,-0.152072,0.00168892
-2853.21,0.976644,0.374277,4,31,0,2897.75,5.78621,5.89316,5.90281,5.8159,6.00184,5.90068,5.95706,6.08136,5.5688,5.75963,5.98618,6.06485,5.88819,5.79183,5.79992,5.70443,5.84583,5.68522,6.13862,5.95855,5.77455,5.82742,5.69314,5.57371,5.84858,6.0071,6.02221,5.97141,5.95134,5.97832,5.63515,5.96783,5.90224,5.64926,6.13237,6.11442,5.72464,5.97977,5.81242,5.83938,5.49394,5.63782,5.87511,5.87786,6.05589,6.00822,5.71907,6.18483,5.88355,5.81805,5.80566,6.40177,-0.0216649,0.064979,0.0724634,0.00508716,-0.0434093,0.0556415,0.382,0.254655,-0.602898,-0.835714,-0.111832,0.814026,-0.105683,-0.105245,0.178414,0.224659,0.0943703,0.00634016,-0.0119934,0.101257,-0.0207399,-0.00353862,0.0413229,-0.00214961,0.00532079,-0.0183265,-0.00868805,-0.0258694,0.964986,0.13909,-0.242444,0.0219244,-0.0211753,0.123971,-0.802377,-0.594458,-0.251462,0.921917,-0.83353,-0.3761,1.46883,1.01352,0.826548,-0.00476028,0.112354,0.279522,-0.0713154,-0.0434129,0.101428,-0.098047,-0.0702209,-0.166198,-0.200803,-0.341356,-0.0127019,0.017073,0.531898,0.000948586
-2847.71,0.954711,0.374277,3,15,0,2887.09,5.72824,5.82756,5.94596,5.88889,5.78452,5.80331,5.74282,5.99376,5.56429,5.6698,5.86124,5.96255,5.95305,5.97392,5.84408,5.64404,5.87418,5.77542,5.87367,5.83592,5.59134,5.77143,5.81754,5.70635,5.77965,6.08287,5.90256,5.79525,6.18371,5.94273,5.50057,6.09171,5.931,5.69085,6.20532,6.0904,5.69413,6.01491,5.70969,5.76569,5.69769,5.60811,5.8023,5.87885,5.93556,5.754,5.5124,6.07205,5.89237,5.8786,5.85794,6.13672,-0.0153014,0.103521,-0.0188934,0.0170992,-0.00731293,0.0421533,0.371312,0.233031,-0.598291,-0.842155,-0.100093,0.825081,-0.097324,-0.107297,0.159757,0.229223,0.0879052,0.00883006,0.00379907,0.0941792,-0.0197128,0.0072816,0.0112145,0.0510991,-0.00382842,-0.0312638,-0.0109342,-0.019459,0.956075,0.130254,-0.154931,0.0158707,-0.105576,0.0630399,-0.782906,-0.596758,-0.205958,0.922953,-0.768041,-0.436565,1.3606,1.05042,0.752645,-0.00489515,0.136744,0.262622,-0.0742747,-0.0236229,-0.020678,0.186207,-0.144169,-0.23574,-0.228499,-0.256768,0.00210709,0.0629137,-0.156986,0.00318843
-2837.86,0.972293,0.374277,3,7,0,2875.61,5.65514,5.79266,5.89632,5.8903,5.89934,5.87502,6.0026,5.9272,5.63523,5.71193,5.8059,6.1088,5.90348,5.92546,5.8493,5.72432,5.79948,5.66867,5.99952,5.87402,5.74376,5.97063,5.6435,5.57822,5.80894,6.03337,5.99239,5.75435,6.03422,6.0502,5.51351,5.91596,5.96626,5.74332,6.27445,5.97922,5.64651,6.00487,5.8255,5.80642,5.47239,5.59748,5.74709,5.7304,6.03803,5.85607,5.45365,6.06381,5.89076,5.8641,5.76763,6.42698,-0.0244193,0.111924,0.0477688,-0.000259573,-0.0426172,0.0598949,0.37176,0.252561,-0.60543,-0.859296,-0.0961964,0.843246,-0.0861705,-0.0930375,0.161579,0.206244,0.0991806,-0.00434264,0.0353038,0.0935195,-0.039784,-0.00345374,0.0383449,0.00439052,-0.00420205,-0.00971655,-0.0207329,-0.0241914,0.953947,0.140596,-0.282826,0.0254854,-0.0957111,0.0701975,-0.778657,-0.622034,-0.186675,0.952247,-0.707433,-0.338327,1.31499,0.892035,0.852848,-0.013851,0.199238,0.257879,-0.117201,-0.0412857,0.0930173,-0.0582819,-0.107111,-0.123945,-0.409776,-0.319214,-0.0133308,0.0500424,0.354223,-4.84018e-05
-2838.66,0.801379,0.374277,4,15,0,2874.47,5.65508,5.81271,5.90685,5.9063,5.86897,5.89131,5.99173,5.94879,5.63723,5.69238,5.85909,6.0924,5.94039,5.85579,5.86745,5.70917,5.71015,5.6607,5.97548,5.81214,5.70861,5.92052,5.64826,5.62617,5.81711,6.00266,5.93748,5.69582,6.06146,6.04216,5.46144,5.8823,5.9547,5.76357,6.29379,6.06837,5.67009,6.0576,5.81652,5.76577,5.51497,5.59139,5.76024,5.74945,6.05576,5.89522,5.4533,6.07877,5.90283,5.84825,5.76219,6.39033,-0.0120511,0.1034,0.0368809,-0.000750949,-0.0428823,0.0596371,0.367238,0.253821,-0.604784,-0.855558,-0.104776,0.841075,-0.0836183,-0.0905827,0.156053,0.201838,0.0964255,-0.00131607,0.0353899,0.0829836,-0.0387179,-0.00214528,0.0367625,0.00576453,-0.00215049,-0.0150194,-0.0210975,-0.0190412,0.956167,0.142103,-0.292923,0.0264098,-0.0870512,0.0643226,-0.788977,-0.6163,-0.206823,0.945337,-0.691049,-0.33144,1.27115,0.876257,0.82692,-0.0119157,0.185223,0.229293,-0.115503,-0.0395712,0.0848104,-0.0530402,-0.102198,-0.147394,-0.406674,-0.251255,-0.0065571,0.048169,0.274033,-0.000140027
