# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/vi_beta_sens_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_sens_pdw2_download_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.348843
# Diagonal elements of inverse mass matrix:
# 0.00321535, 0.00207825, 0.00156521, 0.00273183, 0.00409431, 0.00477299, 0.00434789, 0.00135587, 0.00486495, 0.00562892, 0.0117283, 0.00228722, 0.00217538, 0.0096551, 0.00206744, 0.00470489, 0.00443011, 0.00439216, 0.00432229, 0.00556523, 0.00895355, 0.00641236, 0.00399892, 0.00389851, 0.00306407, 0.00700188, 0.00386272, 0.0110736, 0.00670575, 0.0118275, 0.0134956, 0.00404858, 0.0062182, 0.00192619, 0.00220387, 0.00888363, 0.00189774, 0.00365111, 0.00597085, 0.00264517, 0.012711, 0.00407233, 0.0101581, 0.0039825, 0.00159586, 0.00721332, 0.0177396, 0.00314663, 0.00365369, 0.00514482, 0.0027387, 0.0169285, 0.000614822, 0.000604382, 0.000676339, 0.000693965, 0.000150779, 0.00011274, 0.000132661, 0.000126379, 0.000121692, 0.000119314, 0.000104797, 0.000116787, 0.000143482, 0.000114658, 0.000133606, 0.000104206, 0.000110067, 0.000145221, 9.7507e-05, 9.92928e-05, 9.71984e-05, 0.000102516, 9.61354e-05, 0.000111139, 0.000110389, 0.00011038, 9.20635e-05, 0.000135335, 0.0240297, 0.000349955
5617.35,0.959707,0.348843,4,15,0,-5578.7,-1.84379,-1.62504,-1.45914,-1.50232,-1.55292,-1.50872,-1.53776,-1.48173,-1.69182,-1.78744,-1.6036,-1.37495,-1.40314,-1.26096,-1.65725,-1.69417,-1.66383,-1.71628,-1.51272,-1.60664,-1.79168,-1.46924,-1.65008,-1.58423,-1.52309,-1.46135,-1.44915,-1.70222,-1.30524,-1.2928,-2.02353,-1.57938,-1.34119,-1.78463,-1.23962,-1.3409,-1.74978,-1.38653,-1.55256,-1.68009,-1.90977,-1.82231,-1.54006,-1.46313,-1.42,-1.45135,-1.72263,-1.34663,-1.54344,-1.51197,-1.64312,-1.241,-0.0227059,0.0598681,-0.0550225,0.016702,0.0200465,-0.015825,0.119681,-0.0946631,-0.169207,-0.0512384,0.0111513,-0.118798,-0.0852352,-0.0802307,0.12981,0.151474,0.0596555,0.00348687,0.0145361,0.0728607,-0.0233777,-0.00671598,0.0426462,-0.00556103,0.0156636,0.000741169,-0.000335362,-0.00516563,0.115466,8.0611,0.285243,-0.0200395,-0.0559049,0.0396955,-0.583752,-0.400424,-0.198375,-0.0379541,-0.626164,-0.317102,1.03604,0.689968,0.53159,0.00880967,0.130172,0.201159,-0.0309776,0.0195443,0.191599,-0.0184751,0.0758401,-0.00502332,-0.0154756,-0.0681896,-0.000496479,0.0480657,-0.424308,0.00311437
5616.89,0.919393,0.348843,4,15,0,-5579.96,-1.79556,-1.63034,-1.46624,-1.51692,-1.55157,-1.51343,-1.46163,-1.50043,-1.94058,-1.71594,-1.32567,-1.27014,-1.61985,-1.57773,-1.63604,-1.63326,-1.54232,-1.66372,-1.44491,-1.46524,-1.8279,-1.57272,-1.88209,-1.80762,-1.6287,-1.43247,-1.30534,-1.45368,-1.38814,-1.31055,-1.79804,-1.56839,-1.60255,-1.68789,-1.17033,-1.5408,-1.74006,-1.42422,-1.49147,-1.66661,-1.75021,-1.61783,-1.75669,-1.64903,-1.45657,-1.50539,-2.15915,-1.42008,-1.46851,-1.46392,-1.47688,-1.30866,0.0106454,0.073811,-0.0274046,-0.0581853,0.00851849,-0.0040166,0.12711,-0.0900669,-0.163211,-0.0767179,0.0191585,-0.15234,-0.0794426,-0.0928169,0.110397,0.163772,0.0708164,-0.00384957,0.00944938,0.0815425,-0.0254115,0.0142961,0.0285953,0.0260055,0.011295,0.00723677,0.00959302,-0.0264918,0.141234,8.30295,0.156312,-0.0125356,-0.0835443,0.0382277,-0.632974,-0.564352,-0.200214,-0.0749477,-0.554379,-0.456441,0.891556,0.729421,0.610206,0.00440636,0.133022,0.226502,-0.0224267,0.0889316,0.143372,0.158899,0.0445882,0.00657234,0.119483,-0.349708,-0.0123782,0.0493248,-0.145264,-0.0108496
5614.24,0.81847,0.348843,4,15,0,-5570.22,-1.73997,-1.63564,-1.49463,-1.50738,-1.711,-1.52782,-1.49361,-1.50113,-1.80922,-1.70337,-1.4836,-1.41119,-1.45547,-1.49672,-1.62773,-1.5689,-1.62287,-1.76528,-1.42493,-1.5533,-1.84586,-1.47985,-1.6026,-1.60196,-1.55397,-1.46852,-1.40156,-1.54031,-1.33217,-1.56471,-1.88159,-1.57035,-1.44308,-1.78537,-1.25642,-1.4065,-1.72583,-1.43665,-1.50087,-1.61768,-1.67285,-1.79831,-1.54991,-1.52687,-1.42523,-1.51749,-1.7972,-1.42246,-1.47565,-1.63872,-1.70838,-1.13454,-0.0443964,0.101559,-0.0460012,0.0096791,0.0260976,-0.0156846,0.122403,-0.101452,-0.172623,-0.0651786,0.0285085,-0.122923,-0.080091,-0.0831538,0.134873,0.141175,0.0741594,0.00388146,0.0245203,0.0849207,-0.033877,-0.00857794,0.0330959,0.0115114,0.0202475,-0.00310514,-0.00516633,-0.0101665,0.107588,8.06948,0.290991,-0.0200528,-0.0920794,0.0256251,-0.608805,-0.510111,-0.149603,-0.0368217,-0.630379,-0.337252,1.06866,0.587286,0.652786,0.00648448,0.166759,0.234125,-0.0628852,0.00700801,0.150815,0.0696733,0.0774326,-0.0420429,-0.109666,-0.134205,-0.0139763,0.0691188,-0.350484,0.00180483
5611.8,0.856327,0.348843,4,15,0,-5569.9,-1.74622,-1.6155,-1.50418,-1.54194,-1.53489,-1.48831,-1.48876,-1.46252,-1.78717,-1.76342,-1.49151,-1.35259,-1.72085,-1.43169,-1.67057,-1.80002,-1.51459,-1.62926,-1.53775,-1.63017,-1.61838,-1.52846,-1.8175,-1.8516,-1.50418,-1.56181,-1.48674,-1.50259,-1.35205,-1.24428,-1.81569,-1.58547,-1.53458,-1.7466,-1.28232,-1.43107,-1.75865,-1.39266,-1.58169,-1.68132,-1.93539,-1.68432,-1.77086,-1.68386,-1.44245,-1.46128,-2.06508,-1.38778,-1.6172,-1.45036,-1.45751,-1.39059,-0.028771,0.0684145,0.0159977,-0.0271912,0.00702678,0.00175739,0.137988,-0.0892617,-0.165414,-0.0650719,0.0117238,-0.143252,-0.0658074,-0.0871944,0.129719,0.170993,0.0648543,-0.00436085,-0.0110113,0.0633744,-0.0279287,0.0206012,0.0302888,0.0118057,0.0143554,-0.00269437,0.00987287,-0.0198097,0.115528,8.34136,0.0837438,-0.00690852,-0.0346741,0.0577231,-0.608209,-0.511035,-0.228266,-0.0662194,-0.515771,-0.358004,1.05172,0.78985,0.560573,0.00108259,0.0656293,0.176316,-0.0348252,0.0940766,0.131673,0.0630081,0.0461455,-0.0412165,0.136796,-0.261501,-0.0244473,0.034397,0.145555,-0.00507025
5614.96,0.85231,0.348843,4,15,0,-5574.89,-1.83186,-1.59455,-1.50163,-1.39816,-1.58522,-1.51653,-1.48262,-1.52494,-1.7714,-1.73696,-1.42302,-1.35766,-1.54761,-1.48494,-1.65699,-1.62454,-1.66834,-1.63305,-1.5097,-1.51741,-1.936,-1.39975,-1.76927,-1.55072,-1.54038,-1.3923,-1.36595,-1.60016,-1.39028,-1.3557,-1.74974,-1.4704,-1.41709,-1.79576,-1.21847,-1.44485,-1.7583,-1.56695,-1.60626,-1.68362,-1.84518,-1.76271,-1.68408,-1.61037,-1.40654,-1.53782,-2.00725,-1.3774,-1.46597,-1.56745,-1.5393,-1.31257,0.00104527,0.0222666,-0.0546038,-0.0611877,0.0213425,-0.0171001,0.115517,-0.102947,-0.148814,-0.0653101,0.0151502,-0.132777,-0.0885695,-0.0954343,0.128633,0.15489,0.0753132,0.00234243,0.00869887,0.0738899,-0.0166716,-0.0177998,0.030011,0.0134451,0.0227746,-0.000833612,0.0109968,-0.0130174,0.135644,8.29492,0.303295,-0.0211417,-0.0830424,0.0133214,-0.562652,-0.509405,-0.198512,-0.047487,-0.651653,-0.44559,1.0159,0.665875,0.660961,0.00875657,0.119043,0.203923,-0.0181279,-0.0106673,0.155338,0.100036,0.107355,-0.0168056,0.169149,-0.171838,-0.0178742,0.0276985,-0.343826,-0.0114095
5606.22,0.883107,0.348843,4,15,0,-5572.12,-1.76396,-1.65388,-1.47939,-1.55497,-1.48147,-1.4731,-1.58835,-1.4382,-1.8745,-1.76388,-1.47716,-1.29241,-1.50733,-1.38679,-1.72211,-1.65477,-1.46449,-1.7886,-1.45958,-1.54026,-1.73464,-1.52906,-1.73392,-1.69744,-1.62598,-1.61802,-1.36276,-1.6009,-1.23181,-1.30095,-1.95503,-1.58175,-1.59468,-1.80546,-1.33475,-1.4492,-1.76333,-1.37454,-1.57995,-1.64534,-1.75104,-1.76879,-1.99099,-1.61759,-1.47208,-1.45909,-2.16166,-1.36778,-1.46913,-1.38668,-1.58414,-1.46696,-0.00263408,0.0740724,-0.00750721,-0.0557792,0.0136872,0.00519546,0.133149,-0.0653065,-0.169719,-0.0745684,0.00301289,-0.131595,-0.0681816,-0.0545495,0.121107,0.170311,0.0662569,-0.00842849,0.00372984,0.0755579,-0.0330675,0.0133747,0.0428964,0.00387481,0.025742,0.00024664,0.0114167,-0.0117707,0.129994,8.11393,0.023677,-0.0025525,-0.00710995,0.0784711,-0.600599,-0.460769,-0.258695,-0.0538589,-0.509759,-0.0819164,0.960575,0.777697,0.585537,0.00520249,0.112056,0.209254,-0.0305046,0.101387,0.21108,0.0511867,0.128195,-0.00764948,0.178841,-0.155382,-0.0197203,0.0441417,-0.000214583,-0.010401
