lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta.28,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28
# Adaptation terminated
# Step size = 0.632323
# Diagonal elements of inverse mass matrix:
# 0.000126952, 0.000103907, 0.00011741, 9.29484e-05, 9.73417e-05, 0.000109878, 0.000101738, 0.000117562, 0.000121189, 0.000135935, 0.000105507, 0.000101946, 0.000106674, 0.000119808, 0.000120781, 9.95418e-05, 8.77515e-05, 9.33335e-05, 0.000100194, 0.000113176, 0.000117185, 0.000118417, 0.000122275, 0.000109287, 0.000118323, 0.000126371, 0.000106681, 0.000101253, 0.000120696, 0.000347078
5434.51,0.982808,0.632323,3,7,0,-5423.72,-1.54959,0.0169083,-0.00234316,-0.0835732,0.0476305,0.0108338,0.00613358,0.122143,-0.125467,-0.137989,-0.0442287,0.0207493,-0.116004,-0.0468177,-0.0794935,0.102098,0.166696,0.0689047,-0.00731965,0.0332151,0.0835393,-0.0277721,0.0111761,0.0115394,0.0116026,0.0169696,-0.00960495,-0.00198456,-0.0059673,7.87105,0.327167,-0.0212906,-0.304591,0.026744,-0.0110342,0.0013231,-0.0768758,0.022153,-0.537463,-0.437948,-0.176815,-0.0549903,-0.443444,-0.363148,0.849799,0.743355,0.607471,-0.00314928,0.184104,0.232404,-0.0533877,0.0464948,0.0490878,0.0583624,0.0525623,-0.0713537,-0.0460208,-0.0788142
5433.79,0.711032,0.632323,3,7,0,-5419.07,-1.56908,-0.00125104,-0.0096908,-0.0934171,0.0497244,0.0337322,0.000539623,0.147567,-0.120458,-0.187202,-0.0533112,0.0124523,-0.107223,-0.0342907,-0.0882648,0.127888,0.157157,0.0768189,-0.0205756,0.00173128,0.0622845,-0.0258088,-0.0030129,0.0441431,0.0159666,0.0112124,-0.00686608,-0.00800301,-0.0322975,8.02158,0.471958,-0.0311923,-0.307196,0.0252081,0.0587153,-0.00286868,-0.0355952,0.0465631,-0.649067,-0.48715,-0.205832,-0.0384405,-0.398516,-0.401096,1.02657,0.684032,0.653575,-0.0219713,0.0911693,0.173634,-0.0570732,-0.00254609,0.15329,0.0388745,-0.0190815,-0.107764,-0.200861,-0.426575
5434.62,0.521308,0.632323,3,7,0,-5412.32,-1.5572,0.00348508,-0.00567454,-0.089783,0.045874,0.0139755,0.00758723,0.127155,-0.134815,-0.144432,-0.0376364,0.0223692,-0.121959,-0.0452306,-0.0710457,0.0909813,0.163513,0.0728912,-0.0167193,0.0302933,0.0854668,-0.0305739,0.00735771,0.0116451,0.0098618,0.0143655,-0.0132151,0.0109361,-0.017298,7.89307,0.343539,-0.0227857,-0.297596,0.0248001,-0.00568953,0.00123055,-0.0734315,0.0069669,-0.553132,-0.417839,-0.175059,-0.0609636,-0.414136,-0.313679,0.760751,0.711717,0.638568,-0.0153237,0.180277,0.237337,-0.0721996,0.0201471,0.0329922,0.0297802,0.0237872,-0.0994435,0.160495,-0.228466
5429.35,0.713767,0.632323,3,7,0,-5417.9,-1.55602,-0.00303585,-0.0199885,-0.0985981,0.0461411,0.036306,-0.0201716,0.13024,-0.11851,-0.174381,-0.0373,0.0217996,-0.117067,-0.0349623,-0.0840895,0.128831,0.159519,0.0611975,-0.0146547,0.0057611,0.0800594,-0.041884,-0.00159256,0.0318297,0.0310039,0.0181809,-0.0326113,-0.0189896,-0.0148563,7.92969,0.590592,-0.0381316,-0.364478,0.0281907,0.132531,-0.0111635,-0.0650575,0.0598144,-0.61732,-0.447998,-0.176858,-0.0513395,-0.424248,-0.364848,1.08227,0.721539,0.53861,-0.0222899,0.123052,0.223772,-0.116625,-0.0274431,0.0771526,0.0899808,-0.0334671,-0.24598,-0.36198,-0.196217
5432.04,0.998238,0.632323,3,7,0,-5418.5,-1.55291,0.0102068,-0.0259219,-0.0996831,0.0469438,0.0363042,-0.0202458,0.134901,-0.11623,-0.168829,-0.0386202,0.0289994,-0.117281,-0.0407478,-0.0813126,0.126003,0.156273,0.0748787,-0.0166559,0.00245462,0.0728934,-0.0405615,0.0110471,0.034013,0.0266354,0.00521135,-0.0249549,-0.0099489,-0.0225422,7.95623,0.714544,-0.0458208,-0.350953,0.0274016,0.132091,-0.0111247,-0.0508521,0.0757222,-0.598532,-0.465117,-0.156481,-0.0499394,-0.443665,-0.341557,1.04005,0.676983,0.640633,-0.024291,0.107085,0.203698,-0.106731,0.0113566,0.0814177,0.0618445,-0.0850712,-0.20304,-0.21703,-0.29773
5428.74,0.72316,0.632323,3,7,0,-5412.73,-1.54432,0.00740629,0.021207,-0.0897822,0.0460098,0.010532,0.012373,0.133129,-0.127835,-0.158319,-0.0363478,0.00721927,-0.0957751,-0.0513774,-0.0853554,0.103695,0.161064,0.0679419,-0.00422599,0.0178563,0.0545436,-0.0116563,-0.0118758,0.0339812,0.000992908,0.00545436,-0.00437364,-0.0182406,-0.01924,7.88043,-0.0221165,0.00276139,-0.332438,0.0288645,-0.0285107,0.0035051,-0.0387217,0.0289317,-0.568347,-0.376409,-0.199491,-0.039146,-0.461357,-0.428665,0.851244,0.731288,0.583804,-0.00988004,0.113461,0.152459,-0.0377302,-0.0445785,0.10526,-0.0429477,-0.0320177,-0.0805324,-0.356924,-0.254116
5429.43,1,0.632323,3,7,0,-5420.69,-1.55822,-0.00120407,-0.0386992,-0.0861694,0.0510681,0.0368041,-0.00347993,0.132271,-0.116075,-0.162289,-0.0560661,0.023854,-0.130246,-0.0329312,-0.0748028,0.12287,0.160609,0.0747876,-0.0229379,0.00967972,0.0938354,-0.0461148,0.00825944,0.0256852,0.0189814,0.0235514,-0.0236954,0.0165381,-0.0219591,7.91841,0.888263,-0.0602558,-0.294417,0.0241161,0.0736832,-0.00449262,-0.0658788,0.0430043,-0.607648,-0.526696,-0.186588,-0.0585884,-0.404584,-0.276254,1.0097,0.686616,0.660693,-0.0208189,0.149037,0.260204,-0.104273,0.0298192,0.0870977,0.068984,0.0425458,-0.165605,0.250502,-0.290029
5430.79,0.756092,0.632323,3,7,0,-5413.71,-1.56732,0.000246687,0.00925143,-0.0784419,0.0497304,0.031968,0.0302002,0.124049,-0.129339,-0.163464,-0.0351312,0.0270902,-0.11374,-0.0359532,-0.089687,0.123916,0.167758,0.072653,0.00066877,0.0302605,0.0771121,-0.0375772,-0.00603168,0.0116809,0.0164095,0.014532,-0.00389705,-0.00638493,-0.0251435,7.90974,0.11492,-0.007385,-0.279863,0.0238923,-0.0744143,0.0105592,-0.0889457,0.0603076,-0.599202,-0.463017,-0.162116,-0.04854,-0.451024,-0.412112,1.03651,0.736766,0.638483,-0.00260111,0.168841,0.21355,-0.0969183,-0.0213621,0.0349526,0.0658803,0.0195144,-0.0752201,-0.159093,-0.332087
5429.19,0.858913,0.632323,3,7,0,-5414.13,-1.54393,0.00617064,-0.0252901,-0.0946127,0.0461015,0.0161557,-0.0255464,0.143483,-0.118563,-0.159767,-0.0502781,0.0059603,-0.106373,-0.0538292,-0.0776391,0.106836,0.154955,0.0700367,-0.0278251,-0.00364547,0.0717026,-0.021356,0.0174671,0.045388,0.0186458,0.004779,-0.0175512,-0.0098638,-0.0150943,7.64633,0.732659,-0.0493376,-0.3411,0.0289776,0.130166,-0.01278,-0.0144143,0.0111962,-0.563714,-0.406619,-0.216278,-0.041946,-0.434581,-0.350628,0.864908,0.691744,0.593847,-0.0269246,0.094024,0.201306,-0.0370877,0.0574756,0.149598,0.0430484,-0.0555738,-0.144564,-0.201712,-0.19936
5432.5,0.834641,0.632323,3,7,0,-5414.79,-1.56255,0.0064535,0.00990174,-0.0746687,0.0416393,0.0351639,0.0276647,0.125133,-0.129579,-0.160589,-0.0411354,0.0170891,-0.112579,-0.0293466,-0.0848386,0.113846,0.167132,0.0773431,-0.00808803,0.0250164,0.078297,-0.0355313,-0.0111712,0.0186752,0.00567657,0.0230543,-0.00331911,0.0129282,-0.0271296,7.98437,0.0204089,-6.07171e-05,-0.204741,0.0162916,-0.0549735,0.00905016,-0.0743295,0.0395368,-0.591422,-0.457858,-0.19567,-0.0467572,-0.394491,-0.384484,0.933659,0.720154,0.68347,-0.00562112,0.158731,0.215819,-0.0818163,-0.019036,0.0816697,0.0287688,0.0821321,-0.0542704,0.177337,-0.358318
5434.25,0.725916,0.632323,3,7,0,-5416.23,-1.54484,0.0031772,-0.0198969,-0.0991399,0.0541468,0.0129612,-0.0234519,0.147045,-0.111246,-0.165388,-0.0479311,0.0139047,-0.109446,-0.0493095,-0.0812859,0.114081,0.154935,0.0661398,-0.0193649,-0.00171662,0.0706149,-0.0182143,0.00734555,0.0349126,0.0205231,0.0152941,-0.0165707,-0.0109507,-0.0190811,7.74541,0.715673,-0.0481071,-0.402418,0.0348084,0.117548,-0.0117205,-0.0139638,0.0471502,-0.589093,-0.43282,-0.189178,-0.0465626,-0.440162,-0.365882,0.931074,0.696963,0.568146,-0.0198825,0.0957574,0.198187,-0.0361584,0.0249741,0.115192,0.0644581,-0.00490451,-0.146813,-0.22825,-0.252017
5429.96,0.578527,0.632323,3,7,0,-5415.07,-1.55023,0.00848605,-0.00642932,-0.0868741,0.0358793,0.035045,0.0206816,0.139299,-0.124678,-0.176998,-0.0173498,0.0273638,-0.111015,-0.0215404,-0.0744898,0.124224,0.166405,0.0805913,-0.0146131,0.0265386,0.0763166,-0.0224043,0.00341981,0.0217564,-0.00163196,0.000799764,-0.00662952,0.00194777,-0.0253786,7.98577,0.276118,-0.0168041,-0.185772,0.0131135,-0.0230518,0.005469,-0.0277432,0.102649,-0.607306,-0.396528,-0.172721,-0.0453902,-0.363983,-0.274088,1.01526,0.719081,0.693117,-0.0192971,0.16092,0.212349,-0.0646322,-0.00847593,0.0482299,-0.0618956,-0.0524122,-0.0832852,-0.012786,-0.335192
5431.46,0.94323,0.632323,3,7,0,-5414.01,-1.54719,-0.00235465,-0.00799958,-0.0885238,0.0581501,0.00950042,-0.0125042,0.132317,-0.114438,-0.146148,-0.073857,0.0017724,-0.114884,-0.0580308,-0.0830535,0.101716,0.155276,0.0626153,-0.0130486,-0.000535416,0.0712167,-0.0337131,-0.00122861,0.0305058,0.0233669,0.0100838,-0.0193623,-0.00490512,-0.0177418,7.73911,0.529511,-0.0364559,-0.418651,0.0377532,0.0688352,-0.00675953,-0.0545827,-0.0186834,-0.576279,-0.511631,-0.220585,-0.0541665,-0.481525,-0.411985,0.856858,0.699524,0.546097,-0.0164966,0.0980436,0.198333,-0.0857346,-0.0102025,0.0922615,0.0748226,-0.0316803,-0.154932,-0.119299,-0.234328
5430.35,0.766168,0.632323,3,7,0,-5412.79,-1.53163,0.00846353,-0.00658487,-0.0791854,0.0402869,0.0336563,0.019849,0.122692,-0.123251,-0.167055,-0.0142773,0.0268097,-0.104854,-0.0234789,-0.0824566,0.122553,0.155008,0.0727304,-0.00145752,0.0172791,0.0748324,-0.0246306,-0.000777381,0.0183598,-0.00105338,0.0125771,-0.0076669,0.000963717,-0.022063,7.59216,0.334384,-0.0209404,-0.250217,0.019846,-0.0310947,0.00601377,-0.0518792,0.0948785,-0.58294,-0.387445,-0.150043,-0.0442809,-0.385807,-0.351526,1.00576,0.672566,0.638665,-0.00555145,0.139095,0.207882,-0.0657088,-0.0113656,0.0497878,-0.0407009,0.0114548,-0.0848163,-0.0239638,-0.2914
5428.73,0.897652,0.632323,3,7,0,-5415.68,-1.54892,-0.00453692,-0.0154206,-0.0855697,0.039629,0.0202818,0.000311554,0.143452,-0.130558,-0.147344,-0.0701057,0.028666,-0.119808,-0.0460911,-0.0648087,0.0937062,0.159445,0.0612871,-0.00465412,0.0246298,0.0814668,-0.0218627,0.00374945,0.032497,0.0200272,0.0044768,-0.0305507,-0.00413022,-0.0361086,7.82347,0.407609,-0.0279522,-0.276123,0.0224208,0.0298904,-0.00145913,-0.0806737,-0.0116402,-0.593752,-0.53362,-0.143086,-0.0709116,-0.432169,-0.258046,0.807884,0.728112,0.531757,-0.0218948,0.164742,0.228974,-0.083361,-0.0396591,0.0442584,-0.00841507,-0.119925,-0.254909,-0.139731,-0.47691
5418.68,0.633749,0.632323,3,7,0,-5403.56,-1.55203,0.00444126,-0.0099873,-0.0828354,0.0676999,0.0357018,0.0205894,0.120063,-0.106964,-0.166056,-0.0334617,0.00307439,-0.0987701,-0.0428207,-0.0917277,0.127759,0.151491,0.0844348,-0.0346469,-0.000369992,0.0921437,-0.0381119,0.0170921,0.0505218,-0.0056072,0.0235207,0.0015456,0.0178436,-0.00319632,7.96924,0.686524,-0.0478653,-0.373389,0.0344837,-0.0188395,0.00532167,-0.0183801,0.0649161,-0.541254,-0.352678,-0.235361,-0.0149197,-0.421523,-0.420439,0.981535,0.624885,0.742101,-0.0120644,0.126988,0.25415,-0.0292829,0.129848,0.255725,0.0139041,0.141051,0.0231219,0.308304,-0.042216
5415.43,0.959571,0.632323,3,7,0,-5400.48,-1.55294,-0.00231608,-0.0113207,-0.0926874,0.0208855,0.0073579,-0.00797152,0.142279,-0.132521,-0.152753,-0.0589802,0.0279021,-0.132901,-0.0416804,-0.066785,0.10918,0.167164,0.0718336,0.00317312,0.0203203,0.0611367,-0.0202151,-0.0152656,0.00103962,0.0319595,0.00215804,-0.0254237,-0.0289907,-0.036451,7.70858,0.182468,-0.0108426,-0.146097,0.0088616,0.04652,-0.00498983,-0.0752961,0.0203465,-0.631887,-0.590042,-0.163807,-0.082146,-0.462921,-0.246314,0.95084,0.742558,0.610807,-0.0217909,0.127315,0.172579,-0.112891,-0.129449,-0.0939563,0.0505321,-0.143874,-0.251165,-0.578171,-0.481433
5434.53,1,0.632323,3,7,0,-5407.05,-1.54134,0.00550925,-0.00391595,-0.102873,0.0356264,0.0121375,0.00317874,0.139364,-0.128184,-0.14902,-0.0350786,0.029592,-0.105557,-0.0443261,-0.062067,0.114293,0.177573,0.0595876,-0.0194499,0.00829281,0.0804829,-0.0183771,0.00798253,0.0298975,0.0106514,0.01246,-0.0161155,0.00409198,-0.0267382,7.84916,0.261567,-0.0164609,-0.227127,0.0166846,0.0156699,-0.000954117,-0.0519995,0.0388311,-0.510579,-0.345352,-0.158387,-0.0444959,-0.421987,-0.175161,0.962902,0.834296,0.519463,-0.0219144,0.129449,0.225083,-0.0440105,0.016086,0.0859955,0.00419379,-0.0160478,-0.141281,0.022452,-0.35315
5430.03,0.608171,0.632323,3,7,0,-5416.77,-1.55747,0.00354835,-0.000704769,-0.0726594,0.0461055,0.00347896,0.00538819,0.127796,-0.128179,-0.182721,-0.0340398,0.0144666,-0.100376,-0.0454066,-0.101616,0.113456,0.131946,0.0629918,-0.00874822,0.0254051,0.0832683,-0.0313587,0.00693231,0.0310565,0.0122268,0.00959813,-0.0130571,-0.00629818,-0.0105216,7.86443,0.386092,-0.0279729,-0.292889,0.0282213,-0.0135394,0.000969728,-0.0689643,0.0186606,-0.63683,-0.412284,-0.158373,-0.0351532,-0.45157,-0.568616,0.922284,0.566768,0.555793,-0.0083761,0.168342,0.231791,-0.0672834,0.0273278,0.107624,0.0324325,-0.00722433,-0.105167,-0.130436,-0.138966
5427.68,0.973447,0.632323,3,7,0,-5418.48,-1.54377,0.00400418,-0.0134253,-0.102129,0.0567619,0.0416845,0.00377872,0.13495,-0.109712,-0.137277,-0.0589048,0.0160863,-0.117484,-0.0367073,-0.0594861,0.115449,0.189444,0.0866013,-0.0116849,-0.00248144,0.0633889,-0.0278729,-0.00263592,0.0257232,0.014334,0.015854,-0.0145344,-0.00644851,-0.0267186,7.72094,0.501981,-0.0309312,-0.398551,0.0311617,0.0528655,-0.00163358,-0.0264994,0.075399,-0.531113,-0.497332,-0.228028,-0.0563616,-0.41757,-0.13596,0.95583,0.836432,0.742222,-0.0169966,0.0829734,0.17672,-0.0759007,-0.0200708,0.0701187,0.0256488,-0.00437444,-0.143019,-0.163135,-0.35289
5430.51,1,0.632323,3,7,0,-5416.39,-1.55428,0.00578396,0.000121004,-0.0654988,0.034835,0.00313539,0.00475262,0.132977,-0.133804,-0.18566,-0.0384238,0.00750551,-0.103119,-0.0473801,-0.103049,0.111118,0.142957,0.0694712,-0.0180694,0.0194486,0.0803403,-0.0293307,0.0068958,0.0330896,0.00943872,0.0121304,-0.0101442,0.00608975,-0.0110732,7.88656,0.266341,-0.0200309,-0.165899,0.0169124,-0.00555615,0.000242605,-0.0632948,0.00619725,-0.642257,-0.408604,-0.194265,-0.0336535,-0.44282,-0.576264,0.891717,0.613295,0.607869,-0.012251,0.1517,0.22304,-0.0517864,0.0426051,0.132918,0.0368925,0.025353,-0.0749306,0.0866985,-0.146251
5433.62,0.956295,0.632323,3,7,0,-5418.21,-1.54844,0.0103662,-0.0238105,-0.0947469,0.0518819,0.0333408,0.00307304,0.128687,-0.109908,-0.149439,-0.051986,0.0242693,-0.124449,-0.0335595,-0.0776625,0.11219,0.177792,0.0710514,-0.003699,0.0273721,0.0631143,-0.0154336,-0.00732549,0.0185323,0.0104893,0.0105993,-0.00657693,-0.0160608,-0.0214551,7.92801,0.642722,-0.0412073,-0.345876,0.0278244,0.0378577,-0.00122512,-0.0675235,0.0844607,-0.594153,-0.518751,-0.181928,-0.0679959,-0.400782,-0.325966,0.936623,0.809922,0.612215,-0.00935297,0.144519,0.176452,-0.0489713,-0.0355407,0.046316,0.0146,-0.012082,-0.0955416,-0.322646,-0.283372
5428.09,0.640709,0.632323,3,7,0,-5416.21,-1.57435,-0.00209376,0.0150254,-0.0892327,0.0502976,0.0120348,0.00326013,0.140528,-0.129443,-0.17128,-0.0417592,0.00590287,-0.105267,-0.0519628,-0.0947845,0.120334,0.142112,0.0689382,-0.0289072,-0.00260413,0.089789,-0.0432452,0.0143538,0.0372713,0.0138506,0.0150356,-0.0123485,0.0164268,-0.0186532,7.81349,0.161613,-0.0121419,-0.298564,0.0269021,0.0127748,-0.000492668,-0.0299254,-0.0117046,-0.580852,-0.396033,-0.206781,-0.0285113,-0.463555,-0.478766,0.971466,0.604602,0.605977,-0.0206205,0.119159,0.248615,-0.0780083,0.071324,0.15152,0.0599659,0.032915,-0.0905992,0.254676,-0.246365
5427.69,0.988868,0.632323,3,7,0,-5419.18,-1.53714,0.00805831,-0.0296319,-0.0855035,0.0454629,0.0349116,0.00568992,0.121309,-0.116818,-0.150881,-0.0496386,0.0277251,-0.118808,-0.0320823,-0.0688189,0.107227,0.179842,0.0739702,0.00139726,0.0274395,0.064213,-0.0104825,-0.0175282,0.0152781,0.00972795,0.00411275,-0.0088981,-0.0165277,-0.0183499,7.83612,0.657216,-0.0422769,-0.314181,0.0248244,0.0274437,-0.000135251,-0.0899773,0.0814509,-0.593251,-0.502893,-0.170322,-0.0659671,-0.403627,-0.254546,0.903995,0.813651,0.639054,-0.00797224,0.146087,0.179555,-0.051666,-0.0804175,0.0222061,-0.000644065,-0.0479909,-0.104722,-0.325106,-0.242359
5427.52,1,0.632323,3,7,0,-5414.61,-1.57366,-0.00488464,0.0175019,-0.0790385,0.0539423,0.0215493,-0.00143096,0.145245,-0.130791,-0.171876,-0.0394711,0.0047183,-0.110475,-0.0488215,-0.0881797,0.115961,0.147712,0.071331,-0.0238427,-0.00571175,0.0919302,-0.0502641,0.0210745,0.0404825,0.0133382,0.0227178,-0.0147028,0.00937621,-0.022905,7.95461,0.113154,-0.0089121,-0.342726,0.0312672,0.0421126,-0.00264679,-0.0143354,-0.00196672,-0.593195,-0.399184,-0.218146,-0.0383717,-0.447653,-0.420505,0.940726,0.630479,0.628902,-0.0176064,0.115728,0.254858,-0.0923953,0.0903843,0.158347,0.0487264,0.0533785,-0.120142,0.122622,-0.302522
5430.26,0.976006,0.632323,3,7,0,-5412.64,-1.53784,-0.00489939,0.000179613,-0.0675637,0.03692,0.00649317,-0.0108765,0.128881,-0.125836,-0.17032,-0.0447608,0.0143534,-0.121254,-0.052409,-0.0885594,0.111075,0.136714,0.076027,-0.0186146,0.00543317,0.075443,-0.0314929,-0.000776074,0.0398032,0.0209072,0.0141699,-0.00162991,-0.0184801,-0.0262464,7.71164,0.23946,-0.0187676,-0.183103,0.0182291,0.0610535,-0.00667033,-0.0627625,0.00857546,-0.627529,-0.482274,-0.182267,-0.0534916,-0.458409,-0.453771,0.885811,0.566167,0.654033,-0.0162936,0.117257,0.210091,-0.0619309,0.0167815,0.152785,0.0857322,0.00979651,-0.076443,-0.374141,-0.346654
5427.17,0.78189,0.632323,3,7,0,-5413.07,-1.57608,0.0145993,-0.0116951,-0.11061,0.0590742,0.042614,0.0184814,0.135865,-0.120219,-0.161834,-0.0457797,0.0166269,-0.103991,-0.0238977,-0.0811594,0.122321,0.186737,0.0690205,-0.00837627,0.0199865,0.0689464,-0.0252457,-5.03213e-06,0.00894329,0.00663454,0.00927586,-0.0237843,0.0130143,-0.0129866,8.02215,0.552974,-0.0327896,-0.440188,0.0338178,-0.00877507,0.00509849,-0.0530025,0.073777,-0.579546,-0.44096,-0.207253,-0.0421257,-0.382753,-0.323286,1.03606,0.856214,0.603618,-0.0144604,0.135676,0.191698,-0.0800745,-0.0275163,-0.00335041,-0.0153371,-0.0221772,-0.154086,0.205093,-0.171523
5431.2,0.985521,0.632323,3,7,0,-5414.96,-1.54606,0.0175994,0.001623,-0.0758738,0.0275719,0.010797,-0.00939432,0.121426,-0.142137,-0.146248,-0.0340243,0.0102958,-0.107048,-0.030484,-0.0821366,0.10226,0.166315,0.0676414,-0.00538805,0.00725842,0.0766239,-0.0239732,0.000775493,0.0233718,0.0104431,0.00984667,-0.0110087,0.000931644,-0.00392977,7.66443,0.100811,-0.00434373,-0.218902,0.0172145,0.0494303,-0.00519929,-0.0740597,-0.00432144,-0.544474,-0.396187,-0.203683,-0.0510958,-0.369731,-0.385673,0.853,0.750193,0.5968,-0.00259618,0.12135,0.212919,-0.0483575,0.0152386,0.0921149,0.0436347,0.0173748,-0.0731561,0.00911546,-0.0519031
5427.76,0.641516,0.632323,3,7,0,-5414.7,-1.56839,-0.0118656,-0.0153076,-0.0966714,0.0710088,0.0355757,0.0197705,0.152312,-0.0942915,-0.169683,-0.0526575,0.0191337,-0.11742,-0.0508583,-0.0776284,0.126325,0.154529,0.0753325,-0.0217768,0.0218253,0.0776958,-0.0303129,0.000381059,0.0253046,0.0154951,0.0205037,-0.0116635,-0.00502787,-0.0350763,7.79232,0.705662,-0.0494992,-0.401843,0.0357096,-0.0148564,0.00528564,0.00780048,0.0915237,-0.611455,-0.48918,-0.18821,-0.0445156,-0.483433,-0.309182,1.02554,0.660336,0.649812,-0.024732,0.152861,0.216563,-0.0778052,-0.0072562,0.0717554,0.0351689,0.0157589,-0.138746,-0.153623,-0.463276
5423.74,0.91794,0.632323,3,7,0,-5416.72,-1.56717,-0.0107069,-0.0136105,-0.0952717,0.0745522,0.0336778,0.0176658,0.155656,-0.0916181,-0.175724,-0.0588544,0.0227101,-0.123205,-0.0463667,-0.0816994,0.118816,0.15363,0.0781348,-0.0253738,0.0154064,0.0880013,-0.0402247,-0.00404771,0.0367109,0.0138961,0.0171375,-0.0160685,0.000718487,-0.034782,7.80544,0.717312,-0.0502729,-0.428293,0.0385685,-0.00118772,0.00381159,0.00220795,0.100971,-0.640408,-0.521912,-0.179765,-0.0498611,-0.455761,-0.363099,0.966827,0.644621,0.68016,-0.0286471,0.153672,0.244429,-0.104239,-0.0211318,0.110738,0.0152804,-0.00754187,-0.158889,-0.0518811,-0.459389
5422.04,0.919638,0.632323,3,7,0,-5406.48,-1.53488,0.0178026,0.000947526,-0.0784311,0.0224943,0.0131151,-0.00926916,0.115157,-0.149251,-0.152752,-0.0286879,0.00901053,-0.0961061,-0.0315903,-0.0847548,0.110541,0.167447,0.0646507,-0.00152981,0.013028,0.0567605,-0.0179056,0.00195669,0.019855,0.00657019,0.00874746,-0.0102661,0.00113452,-0.00312746,7.92457,0.0848224,-0.00259836,-0.197798,0.0145177,0.0481501,-0.00495741,-0.0935294,-0.00944309,-0.543975,-0.363131,-0.200813,-0.0403501,-0.385516,-0.393377,0.915338,0.770153,0.563107,-0.000276541,0.105586,0.157852,-0.0356892,0.014816,0.0755615,0.0219853,0.0150354,-0.0669819,0.0141768,-0.0413064
5425.16,1,0.632323,3,7,0,-5414.57,-1.56408,-0.0105527,-0.013975,-0.0950377,0.0669107,0.0305978,0.0116665,0.149512,-0.0907847,-0.166984,-0.0625944,0.014825,-0.120471,-0.0532018,-0.0848695,0.108948,0.15323,0.0798564,-0.0286494,0.0129256,0.0984438,-0.0374159,0.00190802,0.0290485,0.0184373,0.0166315,-0.0152782,-0.00179632,-0.0359294,7.72886,0.669009,-0.0472603,-0.380505,0.033708,0.0120427,0.00187392,0.0019268,0.081394,-0.617032,-0.511115,-0.200956,-0.047675,-0.468215,-0.411447,0.893599,0.635758,0.694226,-0.0314764,0.16346,0.274135,-0.0972372,-0.00675956,0.0788056,0.0400465,-0.012473,-0.158821,-0.098297,-0.474543
5431.92,0.957071,0.632323,3,7,0,-5413.74,-1.57357,0.00584406,-0.00986743,-0.0960784,0.0509011,0.0197144,-0.00208236,0.137941,-0.117048,-0.158525,-0.0448562,-0.00203515,-0.107643,-0.0509146,-0.0887482,0.109221,0.15632,0.067998,-0.0232357,-0.0134078,0.0883158,-0.0354377,0.00891761,0.0420686,0.014505,0.0237152,-0.0092021,0.00606677,-0.0366406,7.82528,0.520673,-0.034972,-0.337266,0.0285752,0.044184,-0.00300397,-0.00746995,0.0160538,-0.560578,-0.393254,-0.23917,-0.0406708,-0.440156,-0.435993,0.896154,0.690918,0.596859,-0.020066,0.0954612,0.245582,-0.0655167,0.0474389,0.159286,0.0475957,0.0478039,-0.114461,0.0388563,-0.483937
5423.88,0.663723,0.632323,3,7,0,-5409.08,-1.53024,-0.012442,0.00769794,-0.0748234,0.0645502,0.0323629,-0.0139637,0.127025,-0.117975,-0.150916,-0.0455565,0.014702,-0.097821,-0.0318591,-0.0784772,0.125242,0.154517,0.0989736,-0.0162556,0.0293269,0.0633182,-0.0285896,0.00259657,0.0193861,0.0063121,0.00393962,-0.0291072,0.0168862,-0.0186695,7.84261,0.325116,-0.0221641,-0.492197,0.0443963,0.0934595,-0.00777015,-0.0275223,0.0594752,-0.544135,-0.482291,-0.203935,-0.0258131,-0.432925,-0.308677,0.993024,0.606023,0.842766,-0.0250215,0.147276,0.176154,-0.0929164,-0.0294691,0.0189282,-0.0432194,-0.0698454,-0.192445,0.262734,-0.246581
5428.6,0.903799,0.632323,3,7,0,-5408.07,-1.53362,-0.0141366,-0.00966441,-0.0741007,0.0267173,0.0273428,-0.00362945,0.124421,-0.134032,-0.148954,-0.040442,0.00374324,-0.105083,-0.0310634,-0.0850181,0.127294,0.141475,0.0847654,-0.00614584,0.0101335,0.0841292,-0.0292612,-0.00383286,0.0099746,0.01349,0.00872733,-0.00501418,-0.00155196,-0.0289955,7.87103,0.211407,-0.0148689,-0.170345,0.0123371,0.0352412,-0.0021204,-0.0349413,-0.00869872,-0.55666,-0.487763,-0.220733,-0.0370413,-0.435119,-0.371593,1.03576,0.561449,0.736795,-0.0109333,0.137603,0.233719,-0.0833181,-0.0265296,0.0147598,0.0359798,-0.0155394,-0.0836194,-0.0811285,-0.382963
