# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_normal_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_sens_pdw2_pcount_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.646464
# Diagonal elements of inverse mass matrix:
# 0.00015112, 0.000186204, 0.000135921, 0.000172192, 0.000178884, 0.000149736, 0.000144533, 0.000163038, 0.000126082, 0.000155483, 0.0001509, 0.000164093, 0.000162852, 0.000154319, 0.000162498, 0.000156904, 0.000167655, 0.000144993, 0.000128977, 0.000129064, 0.000172124, 0.000144346, 0.000135241, 0.000168654, 0.000177529, 9.404e-05
-3008.78,0.951112,0.646464,3,7,0,3022.36,5.87277,-0.116722,-0.00165839,0.363658,0.246036,-0.615748,-0.839639,-0.103158,0.821509,-0.069972,-0.108405,0.181093,0.237328,0.0766046,-0.0262807,-0.00192566,0.0673413,-0.03832,0.0102683,0.0541041,0.041567,-0.00458382,-0.0106819,0.00287413,-0.0307522,0.969557,0.0284143,-0.000993223,-0.104632,0.101302,-0.796156,-0.568351,-0.223347,0.929887,-0.567803,-0.404096,1.48185,1.13712,0.646618,-0.0240207,0.0847723,0.179588,-0.0755972,0.0460322,0.195545,0.174577,-0.0985597,-0.115769,-0.00631349,-0.405804
-3008.01,1,0.646464,3,7,0,3015.96,5.88549,-0.128793,0.0125901,0.394229,0.245087,-0.601884,-0.862466,-0.0925797,0.834964,-0.0415576,-0.0946082,0.156359,0.198754,0.12434,-0.0109192,0.024985,0.106985,-0.0269355,-0.0104529,0.0120854,-0.001194,0.0218205,-0.0202422,-0.0149849,-0.0155519,0.976532,-0.0830363,0.0090583,-0.0311308,0.103903,-0.824662,-0.76727,-0.172977,0.935522,-0.513874,-0.338759,1.23811,0.782494,1.08497,-0.0195255,0.192386,0.29099,-0.0918172,-0.0650238,0.00317467,-0.0639734,0.0234256,-0.164975,-0.292089,-0.205222
-3007.44,0.997532,0.646464,3,7,0,3019.3,5.88543,-0.102872,-0.020953,0.361165,0.258305,-0.605166,-0.841672,-0.0962703,0.842269,-0.0732407,-0.0877738,0.161452,0.22883,0.083362,-0.0186448,-0.00445117,0.100719,-0.0499622,0.0168356,0.0291528,0.0228348,0.00919253,-0.0114609,0.0108967,-0.0272997,0.980064,0.0777715,-0.00629336,-0.0858467,0.125793,-0.744261,-0.517976,-0.184089,0.945813,-0.597465,-0.25124,1.34568,1.05514,0.73277,-0.0166965,0.123447,0.270917,-0.107909,0.0578441,0.101284,0.0905437,-0.014634,-0.106091,0.14106,-0.360246
-3012.28,0.757178,0.646464,3,7,0,3026.23,5.87949,-0.130724,0.0257175,0.382235,0.235771,-0.601169,-0.858096,-0.0855883,0.808813,-0.0267844,-0.0896275,0.162614,0.225405,0.125388,-0.00100568,0.0219808,0.0909471,-0.028129,-0.0187623,0.0448713,0.0236834,-0.00389624,-0.00757957,-0.0201785,0.00304248,0.972323,-0.116823,0.0126779,-0.0799656,0.124174,-0.857671,-0.814731,-0.187669,0.904812,-0.45268,-0.26692,1.2892,0.943605,1.08163,-0.000679899,0.166037,0.245553,-0.0625432,-0.0385258,0.176196,0.105719,-0.0545681,-0.0611356,-0.349006,0.0401484
-3013.83,0.886075,0.646464,3,7,0,3025.26,5.87442,-0.125824,-0.0276177,0.384367,0.26138,-0.612899,-0.839564,-0.108192,0.848957,-0.087825,-0.111844,0.176017,0.209714,0.0729907,-0.0338992,0.00834331,0.0924874,-0.0407422,0.0257115,0.014203,0.0212919,0.0200477,-0.0184798,0.0113053,-0.0414589,0.976951,0.0908927,-0.00903287,-0.0268142,0.0926047,-0.745047,-0.494757,-0.200652,0.963685,-0.644493,-0.457145,1.44386,0.973398,0.633899,-0.0350664,0.138011,0.249233,-0.0996368,0.0580547,0.0170008,0.0577994,0.00208398,-0.173004,0.122076,-0.547089
-3011.85,0.993332,0.646464,3,7,0,3023.21,5.88182,-0.118137,0.0351377,0.380104,0.225866,-0.599201,-0.853396,-0.0845566,0.814959,-0.0220494,-0.0961123,0.163306,0.223194,0.123373,-0.0030359,0.0227738,0.081366,-0.033257,-0.0143559,0.0386279,0.0166999,-0.000399881,-0.00790407,-0.0192511,-0.00551656,0.969519,-0.14469,0.0169149,-0.0943822,0.104157,-0.839536,-0.796928,-0.177875,0.910946,-0.430307,-0.329229,1.29871,0.934726,1.06017,-0.00586028,0.154923,0.219939,-0.0826349,-0.038963,0.137847,0.0555569,-0.0498697,-0.0772568,-0.348522,-0.0727963
-3011.94,0.920777,0.646464,3,7,0,3027.54,5.8754,-0.136174,0.00127934,0.37994,0.213762,-0.623769,-0.834424,-0.0847067,0.837682,-0.0457668,-0.0947064,0.185967,0.210167,0.116532,-0.0523275,0.00425948,0.0861238,-0.0232521,0.00434949,0.0291334,0.0335377,0.0239127,-0.0238638,-0.0147618,-0.0121787,0.982614,-0.00841191,0.000917626,-0.0994763,0.0480146,-0.778334,-0.596766,-0.177374,0.958607,-0.461281,-0.277677,1.42992,0.879137,0.987654,-0.0445272,0.121412,0.232296,-0.0496288,0.0171357,0.100354,0.144576,0.0307693,-0.180621,-0.281937,-0.16071
-3007.46,0.97815,0.646464,3,7,0,3022.55,5.88679,-0.121103,0.00214512,0.370801,0.23108,-0.601546,-0.842774,-0.0832296,0.830388,-0.0750472,-0.0737088,0.163271,0.217197,0.101678,-0.0235831,0.0168387,0.0902863,-0.030416,0.0256396,0.0332171,0.0328408,0.00187861,-0.00515786,-0.0116531,-0.012488,0.997491,-0.0136742,0.00242552,-0.100802,0.0671827,-0.752541,-0.580361,-0.156368,0.935941,-0.583076,-0.127306,1.29636,0.961092,0.866155,-0.0155981,0.153138,0.241716,-0.0448811,0.100849,0.131868,0.158962,-0.0347123,-0.0651793,-0.227874,-0.164791
-3004.01,0.815205,0.646464,3,7,0,3017.61,5.87455,-0.106889,-0.00127256,0.368418,0.237198,-0.605742,-0.852815,-0.0849089,0.820161,-0.0448956,-0.113808,0.172954,0.24299,0.0885652,-0.023436,0.00535182,0.0841938,-0.0376717,-0.00541477,0.0368324,0.00282131,-0.000902614,-0.00130239,-0.000587702,-0.0206578,0.960959,0.0137897,0.000888742,-0.141422,0.107647,-0.798751,-0.668583,-0.175799,0.926677,-0.486449,-0.46807,1.42212,1.12735,0.768974,-0.0220309,0.122632,0.226987,-0.0904796,-0.0133147,0.128414,-0.0188337,-0.0419881,-0.0449548,-0.0485007,-0.272599
-3006.77,0.542307,0.646464,3,7,0,3020.78,5.87745,-0.138457,0.00468579,0.389405,0.255389,-0.606431,-0.85285,-0.112609,0.829598,-0.064307,-0.101315,0.153456,0.195204,0.11024,-0.0182208,0.0232449,0.0920191,-0.0393936,0.0020774,0.00547355,0.0387324,0.018603,-0.0241212,0.000860205,-0.0288005,0.990413,-0.0480018,0.00477167,-0.00460422,0.0855626,-0.822486,-0.690346,-0.225215,0.934361,-0.577886,-0.412862,1.23505,0.794962,0.948273,-0.0240572,0.169015,0.249721,-0.110976,-0.0183487,-0.0131077,0.156872,-0.00970952,-0.195426,-0.0381009,-0.38005
-3003.68,0.970985,0.646464,3,7,0,3016.23,5.88564,-0.10918,-0.0228289,0.386908,0.245803,-0.59857,-0.834111,-0.101709,0.815101,-0.0534155,-0.116592,0.171212,0.220192,0.0972229,-0.00922832,0.0276323,0.0659014,-0.0280437,0.00974545,0.0172653,0.0185646,0.0129314,-0.00621164,-0.0119456,-0.0212777,0.982931,0.0678635,-0.00576948,-0.0309954,0.121621,-0.809881,-0.672512,-0.20947,0.916605,-0.535201,-0.502843,1.37851,0.98377,0.829067,-0.0104775,0.14323,0.177579,-0.0634474,0.0284,0.0532642,0.071851,0.00642312,-0.0873633,-0.249255,-0.28078
-3002.7,0.654405,0.646464,3,7,0,3019.04,5.86637,-0.111109,0.0206086,0.367943,0.249091,-0.609011,-0.861148,-0.0931452,0.841284,-0.0564784,-0.0830494,0.167698,0.219554,0.103124,-0.0288855,0.0109036,0.108294,-0.0401741,-0.00401586,0.0402759,0.0266602,0.00440136,-0.019869,-0.0101205,-0.0303959,0.969983,-0.0615323,0.00895831,-0.0962632,0.092135,-0.777041,-0.641702,-0.190638,0.949231,-0.535346,-0.209682,1.36001,0.95617,0.892074,-0.0349002,0.165691,0.292781,-0.11272,-0.0350016,0.107861,0.0633577,-0.0867617,-0.183933,-0.23403,-0.401103
-3006.26,0.548658,0.646464,3,7,0,3019.87,5.89327,-0.132634,-0.0194501,0.386318,0.238278,-0.586968,-0.835367,-0.0996476,0.818826,-0.0488573,-0.118311,0.168742,0.225178,0.103238,-0.00803172,0.0183357,0.0670661,-0.035779,0.00619766,0.00788954,0.0192949,0.0255771,0.00181602,-0.0137537,-0.0170794,0.976737,0.0252928,-0.00345342,-0.0392193,0.105229,-0.770904,-0.672787,-0.207075,0.92168,-0.519944,-0.516849,1.3579,0.990286,0.887566,-0.00273961,0.125688,0.180815,-0.0688368,0.0409105,0.0500577,0.117895,0.0988768,-0.0334108,-0.273275,-0.225378
-3006.16,0.951439,0.646464,3,7,0,3016.72,5.85753,-0.110423,0.011569,0.367903,0.254177,-0.61928,-0.85129,-0.098993,0.833204,-0.0752233,-0.08188,0.168415,0.215371,0.0880347,-0.024864,0.0146433,0.111182,-0.0216551,-0.00149404,0.0401741,0.0205708,-0.015358,-0.0131829,-0.00342487,-0.0303997,0.97133,-0.026656,0.00517058,-0.0825731,0.101238,-0.813438,-0.595352,-0.196467,0.939052,-0.610307,-0.20141,1.38023,0.977359,0.761581,-0.0324239,0.17754,0.30027,-0.0717127,-0.0349125,0.0982323,0.0222324,-0.167324,-0.136722,-0.116364,-0.401153
-3013.85,0.659079,0.646464,3,7,0,3024.3,5.88002,-0.134635,-0.00311008,0.376851,0.254272,-0.609165,-0.832166,-0.101598,0.827631,-0.0669301,-0.0962398,0.144248,0.20773,0.117599,-0.0290607,0.0334968,0.11004,-0.0360233,0.0214399,0.0610539,-0.0111866,-0.00133034,-0.00647567,-0.0247613,-0.032353,0.965141,0.000921281,-0.000541689,-0.0179973,0.144978,-0.806272,-0.587491,-0.210879,0.93172,-0.530721,-0.386301,1.11873,0.871177,1.00833,-0.0338678,0.21337,0.295438,-0.0877341,0.0452863,0.176686,-0.155272,-0.0996424,-0.12174,-0.49495,-0.426928
-3006.33,0.973563,0.646464,3,7,0,3024.85,5.88089,-0.120457,-0.00314994,0.38016,0.251778,-0.628678,-0.841444,-0.102679,0.835129,-0.0527038,-0.0864465,0.141278,0.231607,0.0927055,-0.0182749,-0.00311254,0.072525,-0.0222877,0.0137669,0.024686,0.0364259,-0.00935359,-0.0130713,-0.0216276,-0.0270435,0.974957,0.00801083,0.000316038,-0.0621211,0.139286,-0.852561,-0.58235,-0.209465,0.921567,-0.470785,-0.293124,1.18254,1.06628,0.777266,-0.0267976,0.0900407,0.195603,-0.0671178,0.0110958,0.041453,0.115342,-0.147418,-0.148894,-0.430066,-0.356864
-3006.12,1,0.646464,3,7,0,3012.2,5.87475,-0.116085,0.001446,0.377701,0.240156,-0.582845,-0.855239,-0.0926805,0.822804,-0.0595547,-0.111758,0.193678,0.207359,0.104705,-0.0206282,0.0373612,0.105454,-0.0458528,-0.00830508,0.0309842,0.00525618,0.026732,-0.0128345,0.00394556,-0.0181578,0.969244,-0.0185034,0.00328851,-0.0674009,0.0632086,-0.741986,-0.717787,-0.187796,0.945501,-0.604624,-0.414393,1.528,0.874736,0.924362,-0.0167665,0.215051,0.284976,-0.104963,-0.0122552,0.121212,0.0125115,0.0824125,-0.105391,0.0357887,-0.239609
-3008.15,0.82965,0.646464,3,7,0,3019.35,5.88111,-0.131019,-0.00331761,0.38208,0.260313,-0.631126,-0.840727,-0.097877,0.832803,-0.0524528,-0.0858214,0.145373,0.228577,0.093751,-0.00573581,-0.00740996,0.0687996,-0.0212608,0.0150538,0.027195,0.0311441,-0.01215,-0.0129876,-0.0186217,-0.0260622,0.979588,-0.0026339,0.000502922,-0.0503986,0.177193,-0.873527,-0.611469,-0.188831,0.915439,-0.497908,-0.273511,1.21761,1.04969,0.788762,-0.0170307,0.0762794,0.185366,-0.0646171,0.0139935,0.0486878,0.0840107,-0.157487,-0.143555,-0.375426,-0.343915
-3006.02,0.905522,0.646464,3,7,0,3020.29,5.88599,-0.122865,-0.0143107,0.372595,0.248128,-0.607568,-0.872947,-0.105069,0.818827,-0.0397496,-0.117278,0.166134,0.212624,0.102197,-0.0219655,0.0172769,0.0940891,-0.0543054,-0.0133938,0.0199869,0.00217133,0.0107179,-0.0121948,-0.0202854,-0.00276853,0.968307,0.0343023,-0.00317132,-0.101342,0.0712698,-0.85202,-0.791893,-0.222907,0.928601,-0.490851,-0.539579,1.35403,0.908631,0.896151,-0.0238123,0.160769,0.255779,-0.146333,-0.0532293,0.0550538,-0.0243718,0.00114453,-0.0993381,-0.361622,-0.0365334
-3003.74,0.987537,0.646464,3,7,0,3013.9,5.87403,-0.100358,0.00380733,0.377985,0.258416,-0.612675,-0.839424,-0.102867,0.835274,-0.0619415,-0.0896835,0.174059,0.233554,0.110498,-0.0135125,0.0100427,0.0868998,-0.0203521,0.0173662,0.0415456,0.0192825,0.00768527,-0.0077152,0.0114126,-0.0165983,0.986992,0.00335146,0.002621,-0.0240572,0.168896,-0.794011,-0.588863,-0.228521,0.940032,-0.566066,-0.221153,1.37061,1.03428,0.948325,-0.00585996,0.133879,0.23225,-0.0182671,0.0834346,0.171738,0.0927849,0.0048266,-0.0640695,0.1699,-0.21903
-3005.63,0.853728,0.646464,3,7,0,3014.28,5.8743,-0.101104,0.0023493,0.369985,0.252836,-0.62628,-0.849123,-0.117684,0.839106,-0.0555797,-0.0926498,0.182684,0.223221,0.101552,-0.0261767,0.00201815,0.0871797,-0.0190369,0.0164609,0.0326526,0.0145483,0.00516737,-0.00495079,0.00146931,-0.0182554,0.991178,0.0149154,0.00152783,-0.0491225,0.110086,-0.824332,-0.605768,-0.268257,0.94832,-0.526435,-0.247239,1.44474,0.996239,0.868842,-0.0194625,0.118369,0.233738,-0.0265575,0.0650879,0.123393,0.0564808,-0.0135354,-0.0605858,-0.00791066,-0.240898
-3006.82,0.902547,0.646464,3,7,0,3018.02,5.87461,-0.133682,-0.00686023,0.379623,0.25574,-0.588205,-0.83588,-0.10185,0.815292,-0.0730748,-0.1083,0.155711,0.219625,0.102901,-0.0323765,0.0132647,0.0967999,-0.0422538,-0.0080963,0.0217012,0.0444274,0.0195433,-0.0339627,-0.0190757,-0.0337786,0.963793,0.0117267,-0.00139379,-0.0261183,0.11637,-0.755378,-0.622053,-0.219114,0.924512,-0.594508,-0.471653,1.28026,0.95039,0.883356,-0.0436752,0.155294,0.263255,-0.1353,-0.0697184,0.0189617,0.143314,-0.0572977,-0.284119,-0.397664,-0.445741
