# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_download_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.370195
# Diagonal elements of inverse mass matrix:
# 0.00936834, 0.00710846, 0.00413706, 0.00686002, 0.0040086, 0.00433904, 0.00621399, 0.00176852, 0.00703166, 0.00765127, 0.0281175, 0.00481955, 0.00405552, 0.0263578, 0.00239672, 0.0501496, 0.00876935, 0.00530983, 0.00588855, 0.0078413, 0.0156266, 0.00939315, 0.00705421, 0.00755773, 0.00848056, 0.0104831, 0.00723567, 0.0123597, 0.0121701, 0.0240662, 0.017159, 0.00624115, 0.00727026, 0.00374798, 0.00354181, 0.0160529, 0.00322053, 0.00562439, 0.00826272, 0.0066204, 0.0341289, 0.00720263, 0.0278299, 0.00969635, 0.00230709, 0.0159816, 0.0489974, 0.00482093, 0.0037455, 0.0113373, 0.00951637, 0.0141411, 0.00177934, 0.00119201, 0.00200296, 0.00193197, 0.000171411, 0.000153286, 0.000235541, 0.00019024, 0.000178023, 0.000225302, 0.000163904, 0.000207476, 0.000206105, 0.000177961, 0.00018435, 0.00014166, 0.000118844, 0.000119318, 0.000164432, 0.000152604, 0.000144673, 0.000163829, 0.000151885, 0.000159435, 0.000148878, 0.000212366, 0.0185104
256.299,0.920572,0.370195,3,15,0,-224.461,6.59528,6.55186,6.85273,6.64347,6.58599,6.77117,6.49014,6.73768,6.13349,6.61641,6.62532,6.8973,6.969,6.78665,6.4741,6.35259,6.74197,6.56654,6.95729,6.4342,6.77831,7.0373,6.66934,6.35048,6.5633,6.53689,6.90329,6.54199,6.54207,7.01682,6.34735,6.51953,6.86882,6.25054,7.19082,6.56666,6.6294,6.95615,6.89522,6.49896,5.94014,7.02814,5.962,6.53507,6.72888,6.39444,6.73085,7.13119,6.71144,6.79384,6.95456,7.02659,-0.0308486,0.146604,0.0131208,-0.00990711,0.0366243,-0.0912073,0.0324041,-0.147639,0.859936,-0.171949,-0.142395,0.116182,-0.0780561,0.0202393,-0.0845211,0.0134331,0.0540284,-0.00166263,-0.00372028,-0.000511991,0.0310336,0.00509646,-0.0114523,0.0186518,-0.00973359,0.564265,0.270681,0.356791,-0.0258021,0.111431,-0.0284991,1.15996,-0.725928,-1.83986,0.574787,-0.95971,0.311732,-0.0791469,0.101886,0.14794,-0.00507781,-0.0101997,-0.00212434,0.129702,-0.00995206,-0.0626383,0.268794,-0.110016,-0.0178098,0.0777674,0.106565,-0.00184909
263.077,0.973453,0.370195,4,15,0,-222.528,6.34707,6.58878,6.71894,6.5728,6.80702,6.85427,6.68708,6.78963,6.30549,6.82406,6.78835,6.91827,6.92442,6.863,6.51193,6.16387,6.74524,6.44898,6.95764,6.43966,6.58652,6.84493,6.70544,6.50072,6.6792,6.71638,6.65914,6.32031,6.59095,6.70594,6.70974,6.54501,6.7827,6.37726,7.33693,6.66023,6.477,6.77052,6.67435,6.76136,6.02856,6.97044,6.24793,6.38634,6.79255,6.47621,5.60877,7.20069,6.66133,6.68668,7.04541,6.67275,0.0673695,0.0541464,0.0310633,-0.0617063,0.0186767,-0.0988494,0.00228329,-0.153946,0.856956,-0.184479,-0.156723,0.0613195,-0.0612853,0.014368,-0.0827804,0.00176418,0.0741426,-0.0128708,-0.00296174,0.0161305,0.0248546,0.0354789,-0.0149457,0.00928786,-0.0424618,0.546518,0.25917,0.45324,-0.0347094,0.0114549,-0.0204824,1.14218,-0.756192,-2.29491,0.229526,-0.808506,0.304702,-0.0879135,0.105238,0.204674,-0.0442269,-0.0284963,0.0211924,0.0555908,0.0329819,-0.167973,0.0393947,-0.479934,0.0111901,0.0226839,0.290683,-0.0115171
263.683,0.939961,0.370195,3,15,0,-228.139,6.53686,6.52158,6.90633,6.79234,6.63561,6.89636,6.64647,6.79777,6.24963,6.52196,6.8909,6.85317,6.92624,6.98503,6.3608,6.16535,6.86283,6.48425,6.97035,6.48286,6.55892,6.86842,6.56342,6.33275,6.61885,6.70138,6.81259,6.46754,6.46351,7.01396,6.48379,6.56421,6.86004,6.2779,7.21171,6.61635,6.52366,6.99056,6.86568,6.5948,6.33064,7.06148,6.06277,6.43673,6.69274,6.39834,6.35404,7.06142,6.73721,6.812,6.87532,6.91577,0.0281448,0.0633131,0.0113828,-0.0774962,0.0385744,-0.0874006,0.0231317,-0.154381,0.858751,-0.183963,-0.139931,0.110117,-0.0546369,0.0205859,-0.0478875,0.0155911,0.0613301,0.0205496,0.000237697,0.00769977,0.0501806,0.0124578,-0.00320472,0.0186561,-0.0253283,0.561124,0.216542,0.227245,-0.0174217,0.0734378,0.0153145,1.11758,-0.814578,-1.75613,0.581273,-0.70765,0.305795,-0.0436447,0.118284,0.169731,0.0708644,0.0209185,0.041521,0.225515,0.0112243,-0.0549578,0.229702,-0.286279,-0.0135987,0.0329048,0.161604,-0.0144641
254.161,0.827857,0.370195,4,15,0,-222.825,6.30258,6.68985,6.82742,6.63624,6.7314,6.82357,6.62346,6.75597,6.38367,6.78936,6.75459,7.07753,7.00541,6.83404,6.58848,6.41875,6.63618,6.57369,6.96112,6.35153,6.73801,7.00868,6.65862,6.56619,6.65154,6.85788,6.8105,6.48602,6.78846,6.90497,6.36451,6.3758,6.94892,6.2592,7.30267,6.78539,6.52319,6.74658,6.67731,6.62064,5.91722,6.92317,6.24805,6.48434,6.90309,6.72249,5.82057,7.22593,6.6171,6.72039,7.07586,6.9376,-0.00986793,0.124816,0.00619386,0.00568008,0.0309665,-0.0996767,0.0240324,-0.17661,0.847914,-0.184499,-0.155228,0.075629,-0.0809201,0.00617024,-0.0640756,0.00313941,0.0537169,-0.0200863,-0.00375465,0.0386663,0.0105557,0.0243276,-0.0164246,0.0103913,-0.040688,0.550109,0.260067,0.332867,-0.0251077,0.0876286,-0.0745816,1.12616,-0.772882,-2.26074,0.278052,-0.910531,0.182728,-0.0741899,0.0813363,0.149248,-0.0651322,-0.0338925,0.08336,-0.0290672,-0.0144992,-0.170483,0.0611963,-0.459886,-0.00110346,0.0673235,0.0399105,0.00106015
247.91,0.822257,0.370195,4,15,0,-205.225,6.55757,6.43275,6.79617,6.94845,6.57635,6.89576,6.58017,6.8578,6.26688,6.49892,6.86907,6.89249,6.7832,7.22362,6.35267,6.4016,6.86104,6.49422,6.94114,6.37267,6.41507,6.88563,6.6324,6.32725,6.67783,6.44707,6.76295,6.56792,6.42933,7.09821,6.75316,6.63456,6.79979,6.34161,7.17206,6.54773,6.49143,6.98876,6.91105,6.66502,6.32395,7.01541,6.2158,6.46071,6.7106,6.54546,6.40864,7.1066,6.81128,6.82531,6.87227,6.65259,-0.026606,-0.0151217,-0.047186,-0.0842528,0.0174337,-0.0952082,0.0107799,-0.152142,0.854125,-0.195546,-0.166145,0.115888,-0.0629939,0.00467761,-0.0431288,0.0238746,0.064637,0.0242016,0.00476987,0.00537403,0.0341517,0.0178477,0.00107746,0.000323656,-0.00865971,0.563511,0.289071,0.324473,-0.0263929,0.0427715,0.0179837,1.12221,-0.870716,-2.16714,0.603878,-0.716317,0.14173,-0.0337607,0.138768,0.177807,0.0915991,0.0475465,0.0510368,0.178889,0.0623251,-0.0140401,-0.0166569,-0.0978783,-0.0422469,0.00449787,-0.262914,-0.0157252
249.678,0.957533,0.370195,4,15,0,-206.475,6.55236,6.71867,6.84802,6.58055,6.71212,6.84618,6.7564,6.8284,6.29105,6.81137,6.74508,6.92583,6.92952,6.8309,6.41657,6.43003,7.058,6.61179,7.08762,6.43138,6.63802,6.9165,6.64715,6.46276,6.65607,6.7045,6.6527,6.36238,6.61722,6.86466,6.3808,6.57581,6.84202,6.29716,7.19717,6.61496,6.57785,6.75241,6.75968,6.56741,5.9796,6.88109,6.2921,6.53985,6.8792,6.3671,6.25545,7.06824,6.58391,6.83814,6.99285,7.02038,0.0316773,0.175399,0.0282354,-0.126529,0.0228404,-0.0741549,0.0230274,-0.162513,0.860961,-0.186506,-0.141116,0.102583,-0.0989997,0.0293121,-0.0514614,0.0124994,0.0435223,-0.00334633,0.00191531,0.00575317,0.0258114,-0.00111256,-0.0159767,0.0153244,-0.0308056,0.548855,0.231312,-0.0150325,-0.00150822,0.101238,-0.0322238,1.13396,-0.826791,-2.03002,0.398281,-1.11151,0.368181,-0.0619164,0.0868622,0.120465,-0.0357218,-0.0390163,-0.0376942,0.0399208,-0.0974937,-0.139536,0.163569,-0.348187,-0.0288999,0.0910675,0.334919,-0.0236158
