# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_upload_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.601754
# Diagonal elements of inverse mass matrix:
# 0.000131272, 0.000101775, 8.25569e-05, 0.000120557, 9.45559e-05, 9.45966e-05, 8.90412e-05, 0.000119346, 0.000106086, 0.000112071, 0.000104623, 0.000107805, 0.000102887, 9.33291e-05, 0.000111882, 0.000107258, 0.000112313, 0.000113787, 9.54932e-05, 8.71964e-05, 0.000108644, 9.47498e-05, 0.000101556, 0.000106799, 0.000114396, 0.000366371
5430.78,0.659098,0.601754,3,7,0,-5412.91,-1.5533,-0.0828665,0.0493173,0.135549,-0.118341,-0.183573,-0.0483929,0.0270341,-0.115526,-0.0543946,-0.0728206,0.108569,0.163822,0.0805178,-0.0125473,0.0215015,0.0980924,-0.0326834,0.0103242,0.0168186,0.0216268,0.00775116,-0.0166446,0.0089082,-0.0122315,8.07782,-0.268791,0.0215722,-0.0663466,0.0611525,-0.635127,-0.441864,-0.165322,-0.0454777,-0.457576,-0.284477,0.883554,0.694622,0.704461,-0.0095793,0.176211,0.27029,-0.0747379,0.0300043,0.0519296,0.0891287,-0.0136072,-0.113003,0.134232,-0.1614
5430.8,0.993885,0.601754,3,7,0,-5421.2,-1.57724,-0.0512758,0.0446491,0.123953,-0.118849,-0.168213,-0.0517281,0.0281599,-0.127513,-0.0493925,-0.0787836,0.111941,0.170424,0.0710427,-0.0102298,0.0181044,0.0570814,-0.0259334,-0.00501571,0.03924,0.0123608,0.0179852,-0.0174608,-0.00559026,-0.0253207,8.0051,-0.186697,0.0178896,-0.100475,0.058397,-0.621659,-0.488739,-0.163961,-0.0639215,-0.426599,-0.341341,0.907017,0.768315,0.611953,-0.0136116,0.113814,0.15741,-0.0681303,-0.0233847,0.122939,0.0124424,0.00278331,-0.156652,-0.145246,-0.334115
5430.75,1,0.601754,3,7,0,-5421.44,-1.55521,-0.0785392,0.0284911,0.138495,-0.12431,-0.168046,-0.0522696,0.000570468,-0.114978,-0.0608576,-0.0773368,0.134471,0.168957,0.0950412,-0.0156292,0.0194981,0.073931,-0.0443657,0.00279524,0.0219893,-0.00263779,0.0204085,-0.0114417,0.00216109,-0.0154154,8.01629,-0.10855,0.00700733,-0.0136284,0.0245623,-0.592993,-0.469929,-0.265389,-0.0307944,-0.533402,-0.271564,1.06381,0.688187,0.823728,-0.0134722,0.13876,0.203003,-0.105552,0.00847073,0.0735273,-0.0379723,0.0549542,-0.0943189,0.00954807,-0.203411
5430.64,0.809049,0.601754,3,7,0,-5417.75,-1.55382,-0.0864167,0.0514455,0.11305,-0.113913,-0.165953,-0.0526442,0.0178204,-0.13386,-0.0518646,-0.0721957,0.108892,0.157621,0.0737256,-0.012173,0.0177024,0.0803668,-0.0373271,0.00673881,0.043624,0.0106448,0.0185216,-0.00546831,0.0133319,-0.0110579,8.01464,-0.253533,0.0203973,-0.0924779,0.0363946,-0.620308,-0.480737,-0.193151,-0.0647103,-0.423705,-0.283294,0.854783,0.684509,0.651355,0.000827151,0.143394,0.218855,-0.0545381,0.0661223,0.199541,0.0710604,0.0786867,-0.0383976,0.214291,-0.145913
5429.93,0.86169,0.601754,3,7,0,-5419.42,-1.53274,-0.0771497,0.0530514,0.113843,-0.117946,-0.153912,-0.0492807,0.0130419,-0.126978,-0.0313019,-0.0767823,0.117703,0.151701,0.0606997,-0.00897875,0.0202224,0.0670487,-0.0379504,0.00650308,0.0313121,0.0205455,0.0135203,-0.0222276,-0.000123582,-0.00827014,7.81362,-0.299755,0.0255965,-0.0844217,0.00783778,-0.588236,-0.49476,-0.197435,-0.0641955,-0.354598,-0.321706,0.959582,0.682364,0.532119,-0.0080343,0.13176,0.184845,-0.086085,0.0217317,0.105802,0.0743525,-0.000293257,-0.149556,-0.0174671,-0.109127
5432.33,0.880254,0.601754,3,7,0,-5420.71,-1.56349,-0.0617309,0.0323887,0.14935,-0.110817,-0.170844,-0.0481729,0.0147045,-0.106941,-0.072304,-0.0838755,0.115032,0.171,0.0825964,-0.0138433,0.0144059,0.0886837,-0.0203266,-0.00207368,0.022602,0.00274481,0.0115382,0.00196421,-0.00146965,-0.0311937,7.91739,-0.116639,0.00932595,-0.00621092,0.0702616,-0.585296,-0.405146,-0.202389,-0.031957,-0.536428,-0.370659,0.926492,0.736365,0.717837,-0.0123266,0.148645,0.243465,-0.0496698,-0.00730927,0.0746395,-0.0109883,0.0141542,-0.0448022,-0.0835524,-0.411612
5433.11,0.874917,0.601754,3,7,0,-5422.37,-1.54468,-0.0761075,0.0551491,0.119678,-0.122898,-0.153694,-0.0486794,0.0164379,-0.125459,-0.0346343,-0.0811909,0.121453,0.153345,0.0661735,-0.010939,0.0194373,0.0670701,-0.0378354,0.00768425,0.034606,0.0238337,0.0140173,-0.0194775,0.000937249,-0.0092902,7.745,-0.309021,0.0267614,-0.0801485,0.00544514,-0.578783,-0.493453,-0.190797,-0.0589305,-0.369839,-0.349836,0.977287,0.679636,0.576473,-0.00728543,0.130109,0.184469,-0.0784853,0.0351017,0.128059,0.101149,0.0089186,-0.133541,-0.000675014,-0.122587
5434,0.775996,0.601754,3,7,0,-5422.48,-1.55921,-0.0671649,0.0349052,0.144036,-0.111153,-0.158574,-0.0444056,0.0162327,-0.110402,-0.0727514,-0.0847965,0.111387,0.161866,0.0804164,-0.0049178,0.0109063,0.0850619,-0.0216006,0.00129498,0.0279249,0.00435395,0.0249404,-0.00604176,0.00364009,-0.0378631,7.85286,-0.162468,0.0130057,-0.00424856,0.0671774,-0.566768,-0.415353,-0.18505,-0.0413023,-0.542738,-0.3836,0.890221,0.691931,0.704032,-0.00562499,0.136034,0.23359,-0.0498405,0.00386327,0.0928484,-0.00850517,0.0581771,-0.0996597,-0.00591599,-0.499617
5433.73,0.931381,0.601754,3,7,0,-5428.01,-1.54096,-0.068474,0.047719,0.118826,-0.121473,-0.171145,-0.0561119,0.0196538,-0.128006,-0.0376322,-0.0750278,0.11597,0.155995,0.0663202,-0.0156377,0.0147058,0.0745464,-0.0382609,0.00542205,0.0262181,0.021334,0.00248824,-0.0101444,-0.00689576,-0.00587645,7.8648,-0.222907,0.0191831,-0.106922,0.00847199,-0.627703,-0.506534,-0.185313,-0.0604328,-0.372693,-0.310912,0.949085,0.691423,0.576515,-0.0114406,0.131126,0.205073,-0.0844769,0.0237691,0.0949426,0.091821,-0.0297014,-0.0793131,-0.13228,-0.0775419
5433.26,0.905183,0.601754,3,7,0,-5424.59,-1.56208,-0.0632755,0.0360095,0.142785,-0.112124,-0.148667,-0.0371397,0.0118472,-0.105749,-0.0666427,-0.079394,0.113622,0.164668,0.0823399,-0.00975634,0.0229152,0.0772655,-0.0320126,0.00106,0.0429832,0.001514,0.00870599,-0.0101649,0.00235409,-0.0296209,7.77253,-0.185833,0.0157341,0.0154171,0.0617909,-0.523385,-0.376449,-0.206144,-0.033949,-0.516346,-0.339834,0.905456,0.705598,0.712925,-0.0122181,0.150651,0.211798,-0.0795288,-0.00374952,0.136233,-0.0467293,-0.0261856,-0.111477,-0.0133194,-0.390858
5435.55,0.979073,0.601754,3,7,0,-5427.68,-1.54728,-0.0775499,0.0435946,0.125114,-0.13059,-0.161545,-0.0532944,0.00669108,-0.119248,-0.046903,-0.0883748,0.124598,0.158533,0.0739241,-0.0125873,0.0286649,0.0714359,-0.0300225,-0.00387302,0.0234831,0.0164878,0.0167025,-0.0144202,-0.0171098,-0.0192706,7.85964,-0.243392,0.0199321,-0.0733842,-0.0121051,-0.600527,-0.499714,-0.226013,-0.047599,-0.438368,-0.41232,1.00551,0.686643,0.638538,-0.0155173,0.155261,0.197763,-0.0823342,-0.0253678,0.062622,0.0419509,0.00237126,-0.139885,-0.336885,-0.254282
5433.19,0.661658,0.601754,3,7,0,-5421.08,-1.55233,-0.0626879,0.0198803,0.128666,-0.0985746,-0.152951,-0.0373597,0.029792,-0.120189,-0.0485651,-0.0783684,0.115606,0.157897,0.0678585,-0.0119776,0.0122958,0.0866187,-0.0261934,0.00246555,0.0314416,0.00186008,0.0113438,-0.0115882,0.0109009,-0.0148873,7.7498,-0.014912,-0.000944078,-0.0364034,0.0968873,-0.551137,-0.419436,-0.146531,-0.0521163,-0.429502,-0.326853,0.933014,0.699025,0.602138,-0.00822361,0.141245,0.237651,-0.0563973,0.0138971,0.113217,-0.0148677,0.0162407,-0.0848916,0.164407,-0.196443
5433.47,0.883733,0.601754,3,7,0,-5424.4,-1.54164,-0.0701744,0.0561538,0.138759,-0.126458,-0.170133,-0.0591545,1.58902e-05,-0.11229,-0.0481479,-0.098434,0.120948,0.158703,0.0713077,-0.0143042,0.0130532,0.0700036,-0.0341767,-0.0030212,0.0230328,0.0136057,0.0107819,-0.0128312,-0.0142769,-0.0230563,7.88788,-0.322284,0.0288669,-0.047376,-0.0107288,-0.617087,-0.495931,-0.238308,-0.0410195,-0.438587,-0.512577,0.992036,0.693681,0.615966,-0.0190391,0.121573,0.193588,-0.097252,-0.0301445,0.0523154,0.0173551,-0.0280195,-0.133898,-0.294005,-0.304235
5433.49,0.564091,0.601754,3,7,0,-5415.02,-1.54746,-0.0672185,0.0296069,0.124018,-0.107998,-0.145602,-0.0356724,0.0350562,-0.12042,-0.0578381,-0.0657302,0.116025,0.164562,0.0731034,-0.00746854,0.0204946,0.0851223,-0.0253885,0.00781728,0.0274072,0.0138406,0.0128728,-0.00693126,0.0138312,-0.0168172,7.81731,-0.102146,0.0069316,-0.0532347,0.0821666,-0.523726,-0.401848,-0.138552,-0.0518975,-0.472672,-0.201184,0.930991,0.724435,0.641957,-0.000438324,0.15592,0.233111,-0.0417497,0.0456612,0.116066,0.070848,0.0362576,-0.0569139,0.212434,-0.221908
5425.28,0.686222,0.601754,3,7,0,-5417.25,-1.5667,-0.070646,0.0380074,0.148365,-0.132558,-0.157326,-0.0404408,-0.00628744,-0.107054,-0.0400426,-0.0833559,0.118924,0.141207,0.0872684,-0.00539187,0.000191749,0.0903456,-0.0487538,-0.00289925,0.02836,0.0128494,0.0172755,0.00288095,0.00172938,-0.030207,7.97944,-0.243834,0.0200625,0.0301367,-0.0225534,-0.566388,-0.448116,-0.251326,-0.0350883,-0.422814,-0.371567,0.945949,0.549417,0.766254,-0.00153329,0.121716,0.247063,-0.105168,0.0112883,0.118806,0.0643968,0.0515632,-0.0340641,-0.0254024,-0.398592
5426.95,0.979888,0.601754,3,7,0,-5414.72,-1.54794,-0.064269,0.0419266,0.117541,-0.127959,-0.176709,-0.059599,0.0368247,-0.125397,-0.0483505,-0.0939686,0.113546,0.17305,0.0583867,-0.0282455,0.0126713,0.0713404,-0.0200402,0.00667648,0.0368189,0.0179032,0.00995978,-0.0153518,-0.00815204,-0.040366,7.83741,-0.14043,0.0119746,-0.166255,0.0251368,-0.622925,-0.48396,-0.136608,-0.0584507,-0.378033,-0.480185,0.937908,0.815076,0.500202,-0.0322652,0.122429,0.196971,-0.0605483,-0.00592361,0.0901146,0.0154118,-0.0608625,-0.173206,-0.218169,-0.532644
5426.17,0.734082,0.601754,3,7,0,-5410.73,-1.5641,-0.0743285,0.0446802,0.135272,-0.109046,-0.150989,-0.0352559,-0.0174396,-0.122587,-0.0566346,-0.0774301,0.117909,0.15449,0.0940472,0.00520026,0.0230394,0.0829759,-0.0317774,0.0009542,0.0279057,-0.000865006,0.0162316,-0.0078058,0.00534571,-0.00474765,8.0466,-0.283577,0.023803,0.0609716,0.0535343,-0.59063,-0.45406,-0.301118,-0.0521644,-0.515938,-0.304429,0.918957,0.61527,0.823268,0.00959261,0.158119,0.227383,-0.0613819,0.0236797,0.118824,-0.00501862,0.0628064,-0.0499934,0.0853444,-0.0626469
5432.84,0.990021,0.601754,3,7,0,-5417.77,-1.54183,-0.0637216,0.0411633,0.128113,-0.134332,-0.166759,-0.0507437,0.0182007,-0.125453,-0.036527,-0.0856021,0.117683,0.154137,0.0578122,-0.0115815,0.00507367,0.0816557,-0.031976,0.000288037,0.0125721,0.0163752,0.0251063,-0.012762,0.00397531,-0.0197667,7.76917,-0.199122,0.016945,-0.0979709,-0.0196034,-0.614097,-0.488261,-0.177805,-0.0601496,-0.377485,-0.394438,0.974952,0.694512,0.518288,-0.00878254,0.119909,0.22508,-0.0741496,0.00464829,0.0456157,0.074936,0.0710415,-0.10807,0.033446,-0.260828
5432.97,0.85763,0.601754,3,7,0,-5421.86,-1.54906,-0.065564,0.0354953,0.138273,-0.112975,-0.158888,-0.0584736,0.00504429,-0.13066,-0.0516506,-0.0789547,0.126633,0.151271,0.0815277,-0.0307868,0.0126214,0.0898033,-0.0270572,0.00289557,0.0166786,0.0117319,0.0119623,-0.0187302,0.00115354,-0.00975454,7.72795,-0.0986601,0.00748715,-0.0175566,0.00522247,-0.590761,-0.517925,-0.242269,-0.0495862,-0.445221,-0.317832,1.0034,0.622929,0.709305,-0.026895,0.146872,0.248087,-0.0707979,-0.00222454,0.0420709,0.026696,-0.00050244,-0.129598,0.00227462,-0.128715
5432.08,0.717854,0.601754,3,7,0,-5418.19,-1.56471,-0.0733604,0.0513061,0.129962,-0.118367,-0.169754,-0.0383731,0.0272432,-0.102996,-0.0544529,-0.0847201,0.110875,0.172227,0.0653024,0.00645077,0.0220589,0.0638759,-0.0337927,0.00204777,0.0401567,0.0111569,0.0134512,-0.000383605,-0.00246494,-0.0337311,7.90514,-0.317296,0.0276623,-0.0723289,0.0783499,-0.586872,-0.385978,-0.146597,-0.0430024,-0.462213,-0.391042,0.914765,0.792121,0.568399,0.00486876,0.130816,0.174317,-0.0706275,0.0185122,0.148406,0.0318148,0.0130234,-0.0645946,-0.105768,-0.445094
5430.25,0.840889,0.601754,3,7,0,-5419.7,-1.54412,-0.0737993,0.0152545,0.135207,-0.103336,-0.160355,-0.0518538,0.00775738,-0.130146,-0.0474867,-0.0787976,0.114939,0.162413,0.0854054,-0.0286039,0.00659047,0.0937921,-0.027589,0.00417769,0.0177471,0.0166525,0.00202705,-0.0123162,0.00234863,-0.0182796,7.85852,0.0372388,-0.00706636,-0.0115953,0.0553473,-0.591673,-0.491159,-0.240477,-0.0543496,-0.414187,-0.333201,0.926074,0.677165,0.737858,-0.0263028,0.140314,0.258639,-0.0734533,-0.000997982,0.0417903,0.0472051,-0.0487235,-0.104484,0.00755429,-0.241206
5433.65,0.791976,0.601754,3,7,0,-5415.84,-1.54601,-0.070658,0.0638559,0.140053,-0.123583,-0.169786,-0.0507908,0.0148809,-0.117604,-0.0468234,-0.0783783,0.118118,0.15043,0.0620099,-0.00165162,0.0196895,0.0722924,-0.0293404,-0.000523696,0.0406947,-0.000992699,0.0119832,-0.00515002,-0.00130251,-0.0161409,7.92111,-0.389408,0.035352,-0.047353,0.0111392,-0.621489,-0.467853,-0.180891,-0.0537712,-0.43015,-0.332839,0.950031,0.676712,0.54918,0.000442585,0.137167,0.197728,-0.0599882,0.012208,0.153758,-0.0279622,0.0223783,-0.061162,-0.0527774,-0.212985
5425.78,0.52493,0.601754,3,7,0,-5417.63,-1.56588,-0.0691694,0.0441309,0.159271,-0.114436,-0.158614,-0.0454913,0.0107336,-0.131813,-0.0293832,-0.0724975,0.111834,0.166426,0.0631856,-0.0185218,0.011477,0.0700404,-0.0322425,-0.00260719,0.0334876,0.00933993,0.0132374,-0.00531727,0.0118975,-0.045794,7.69973,-0.200415,0.0174828,0.0142668,0.0332215,-0.593216,-0.466821,-0.220998,-0.0689234,-0.321466,-0.286875,0.922389,0.757995,0.549683,-0.0202452,0.117276,0.191667,-0.0824657,-0.0151578,0.10381,0.00302342,-0.00631449,-0.10042,0.124809,-0.604268
5426.35,0.985341,0.601754,3,7,0,-5411.91,-1.54914,-0.067842,0.0280933,0.11672,-0.123594,-0.17059,-0.0430909,0.028534,-0.107562,-0.0665868,-0.0802183,0.117923,0.166798,0.0921267,0.00384361,0.0213173,0.0888368,-0.0259349,0.0142447,0.0323419,0.0189575,0.026612,-0.0155752,-0.0145915,-0.00916182,8.10074,-0.141382,0.0099658,-0.0879746,0.078276,-0.598322,-0.436863,-0.15917,-0.0389955,-0.538092,-0.318502,0.922592,0.69494,0.802749,0.00772425,0.163069,0.244832,-0.0418061,0.0614135,0.126345,0.0848222,0.0704315,-0.126318,-0.273855,-0.120893
5424.93,0.96278,0.601754,3,7,0,-5412.03,-1.56548,-0.077555,0.0411787,0.154169,-0.102416,-0.151162,-0.0556804,0.0105659,-0.125626,-0.0351805,-0.0757281,0.110059,0.153935,0.0645291,-0.0274745,0.026699,0.0614083,-0.0286579,-0.00822458,0.0342944,0.0133955,0.00301005,0.00348682,0.0101468,-0.0243778,7.65447,-0.150039,0.012021,0.00769975,0.0192072,-0.564741,-0.477317,-0.211539,-0.055414,-0.323924,-0.338227,0.878582,0.686948,0.554376,-0.0191089,0.137019,0.167131,-0.0570512,-0.00298014,0.142703,0.0661413,-0.00436919,-0.0110499,0.133582,-0.321673
5423.95,0.9889,0.601754,3,7,0,-5410.36,-1.56334,-0.0625729,0.0544197,0.139017,-0.147865,-0.171969,-0.0564672,0.0223307,-0.103763,-0.0455245,-0.0592,0.107072,0.149017,0.0736591,-0.00827306,0.0136278,0.0821154,-0.035681,0.00115459,0.0088625,0.0012666,0.0178852,-0.0210695,-0.0038684,-0.0170384,7.65939,-0.363293,0.0325583,-0.0855381,-0.0465022,-0.602856,-0.457884,-0.159505,-0.04033,-0.433533,-0.182749,0.884324,0.626182,0.648191,-0.0151701,0.138454,0.227523,-0.10779,-0.0294036,-0.00969009,-0.0496814,0.00789728,-0.162051,-0.0996148,-0.224828
5426.47,0.998975,0.601754,3,7,0,-5411.32,-1.53184,-0.0615726,0.0368959,0.140141,-0.10075,-0.180484,-0.0348844,0.0218212,-0.108739,-0.0557629,-0.0891219,0.122517,0.15222,0.0556283,0.0036691,0.0215466,0.0609877,-0.0278723,-0.0101516,0.0189703,0.0114475,0.012053,-0.0108469,0.0153944,-0.0260812,7.90205,-0.153909,0.0134431,-0.0276679,0.0960211,-0.625743,-0.406595,-0.146321,-0.0434986,-0.496593,-0.42039,1.01689,0.694554,0.490543,-0.000709379,0.125748,0.167627,-0.0753091,-0.0366457,0.058578,0.0330345,0.00827268,-0.0953582,0.222827,-0.344151
5429.58,0.966699,0.601754,3,7,0,-5415.95,-1.57311,-0.0732332,0.0512964,0.125719,-0.128281,-0.151048,-0.0523541,0.0164583,-0.123335,-0.0360173,-0.0643906,0.114354,0.167501,0.0804855,-0.0288892,0.014912,0.0844689,-0.0354566,0.00319977,0.033259,0.0108906,0.024673,-0.0111392,-0.0133087,-0.018088,7.76588,-0.267268,0.0227825,-0.0696131,-0.00418601,-0.548261,-0.462327,-0.218292,-0.0511058,-0.34609,-0.206556,0.906696,0.719709,0.701722,-0.0223109,0.144056,0.232449,-0.0765196,0.0186849,0.121156,0.0323417,0.0586516,-0.113815,-0.267772,-0.238678
5426.26,0.832864,0.601754,3,7,0,-5415.23,-1.55849,-0.0740499,0.0324197,0.12301,-0.10668,-0.166963,-0.0476169,0.017858,-0.110645,-0.0713469,-0.0911273,0.115077,0.162627,0.058384,0.0143351,0.0185799,0.0674587,-0.0287893,0.00221897,0.0281483,0.00757109,0.00516316,0.00255113,0.0189941,-0.0340069,7.63438,-0.155605,0.0117426,-0.0696841,0.0733956,-0.606098,-0.427527,-0.160156,-0.0486822,-0.559073,-0.438177,0.960162,0.752465,0.514394,0.0123911,0.128179,0.183636,-0.0597374,0.0184568,0.107617,0.0250605,-0.00228145,-0.0242472,0.271555,-0.448734
5425.32,0.830117,0.601754,3,7,0,-5409.95,-1.53986,-0.0667497,0.0455175,0.142776,-0.122418,-0.153176,-0.0506082,0.0158918,-0.119304,-0.0349445,-0.0716094,0.124427,0.163499,0.0861495,-0.0380339,0.0152899,0.0862144,-0.0285446,0.00272426,0.024759,0.0184338,0.0199912,-0.021127,-0.0193234,-0.00744097,8.12481,-0.200402,0.0171249,-0.0229532,0.00941308,-0.540798,-0.468089,-0.223717,-0.0404092,-0.350694,-0.255208,0.978527,0.683028,0.743755,-0.0328015,0.147881,0.238872,-0.0715516,0.000471439,0.072599,0.0571802,0.0191032,-0.162027,-0.353988,-0.0981862
5431.06,0.93049,0.601754,3,7,0,-5413.81,-1.53785,-0.06966,0.0243293,0.127024,-0.133251,-0.162903,-0.0426634,-0.000931447,-0.129493,-0.045313,-0.0935401,0.116697,0.15969,0.0828942,-0.00859634,0.020945,0.0801232,-0.0447892,0.00596111,0.0295096,0.0118304,0.010632,-0.0192614,0.00436787,-0.00496795,7.82332,-0.111349,0.0074347,-0.0435669,0.00303657,-0.621061,-0.490435,-0.254613,-0.0573437,-0.440243,-0.463346,0.936807,0.667863,0.723955,-0.00651383,0.15067,0.220346,-0.102188,0.0219134,0.10258,0.034218,0.00199655,-0.120908,0.0677201,-0.0655538
5432.05,0.958327,0.601754,3,7,0,-5421.89,-1.56062,-0.0723287,0.0571101,0.135384,-0.108335,-0.161942,-0.0522321,0.0340244,-0.100476,-0.060752,-0.0759453,0.114321,0.166228,0.0660284,4.41744e-05,0.0124354,0.0748172,-0.0150062,-0.00380643,0.0355908,0.00727267,0.00881717,-0.00212411,-0.00721123,-0.032554,7.8772,-0.334928,0.0296074,-0.0645898,0.0780258,-0.561487,-0.418994,-0.123513,-0.0388873,-0.487705,-0.305721,0.936102,0.759248,0.575173,-0.00344646,0.126271,0.205511,-0.038729,-0.0158251,0.114842,-0.00473316,-0.0187524,-0.0781649,-0.18716,-0.429562
