# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_normal_sens_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_sens_pdw2_all_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta.28,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28
-2999.47,0.946272,0.57057,3,7,0,3010.89,5.89863,0.0332673,0.00393051,-0.0756616,0.0585256,-0.122286,-0.0132601,0.376102,0.22726,-0.609133,-0.851425,-0.101785,0.816809,-0.0526284,-0.104674,0.17733,0.215428,0.115327,-0.013921,0.0258108,0.104453,-0.0316087,-0.00607071,0.0350572,0.0302167,0.0109862,-0.0242041,-0.00898439,-0.0280607,0.960346,0.957808,-0.0693264,-0.427333,0.0444472,-0.0502556,0.00268924,-0.0609658,0.067752,-0.821306,-0.693094,-0.25163,0.93527,-0.627951,-0.387169,1.43556,0.902448,0.991787,-0.0215535,0.198891,0.291835,-0.0919701,-0.0391543,0.0911282,0.085986,-0.0604968,-0.207179,-0.210283,-0.370617
-2998.87,0.833404,0.57057,3,7,0,3014.12,5.89918,0.0299394,0.00871085,-0.0624681,0.0452344,-0.117075,-0.0239125,0.375432,0.230593,-0.595883,-0.844618,-0.095194,0.810819,-0.0597197,-0.0967049,0.160374,0.219519,0.113481,-0.0129515,0.0173175,0.0893869,-0.0336691,-0.00296402,0.0215152,0.0289884,0.00667631,-0.0307014,-0.00923072,-0.0284345,0.957875,0.739945,-0.0540624,-0.335487,0.0355741,-0.00294262,-0.00181935,-0.0577398,0.0838073,-0.79072,-0.668076,-0.227955,0.922037,-0.636441,-0.352301,1.32203,0.930574,0.968859,-0.0269173,0.160023,0.250113,-0.115646,-0.0580553,0.0117455,0.0552768,-0.101395,-0.247775,-0.215314,-0.375553
-3005.87,0.59614,0.57057,3,7,0,3018.98,5.8724,0.036987,0.0248628,-0.0880916,0.0210852,-0.126635,-0.00812368,0.368022,0.226461,-0.607678,-0.840118,-0.0707158,0.819436,-0.0511091,-0.0904845,0.146428,0.215347,0.0986517,-0.0182648,0.0138493,0.0813126,-0.0279135,-0.00304472,0.0397352,0.0307646,0.00164815,0.0113448,0.0114088,-0.0100155,0.971931,0.255128,-0.0191974,-0.0693318,0.00724173,-0.0620366,0.00408272,-0.130863,0.0771191,-0.77843,-0.578706,-0.134897,0.929117,-0.519696,-0.326666,1.17631,0.952079,0.845669,-0.000574667,0.142732,0.224409,-0.0190986,0.0630843,0.216902,0.212453,0.034064,0.0639009,0.182331,-0.132282
-3001.1,0.99705,0.57057,3,7,0,3019.73,5.8713,0.0457119,0.0074932,-0.0870265,0.0645114,-0.100365,-0.0529954,0.371609,0.22897,-0.622842,-0.846789,-0.118108,0.83775,-0.0316113,-0.104125,0.147794,0.218765,0.0999819,0.00572933,0.0138124,0.107148,-0.0178202,-0.0168917,0.0310096,0.0263855,0.00634849,-0.0243272,-0.0173118,-0.0243145,0.964719,0.927351,-0.061419,-0.698694,0.0636218,0.112879,-0.0128373,-0.0565377,0.0759716,-0.862292,-0.624023,-0.27459,0.932269,-0.506772,-0.44166,1.23788,0.961911,0.872722,-0.00825782,0.178311,0.300152,-0.0738966,-0.0872095,0.0630259,0.0541792,-0.0875876,-0.210327,-0.349982,-0.321138
-3001.05,0.968425,0.57057,3,7,0,3013.19,5.8818,0.0367685,0.0197738,-0.0821409,0.0346035,-0.0794636,0.010304,0.391582,0.251687,-0.593068,-0.854895,-0.0632085,0.817406,-0.0477596,-0.0910262,0.174114,0.220812,0.0991429,-0.028257,0.0108487,0.0730533,-0.0468671,0.0235483,0.0232656,0.011797,0.0057981,-0.0153749,-0.00276321,-0.0209091,0.979653,0.415267,-0.0291596,-0.111235,0.00993518,-0.0726428,0.0110715,-0.0674322,0.127909,-0.73433,-0.662031,-0.128669,0.934909,-0.551276,-0.278996,1.42816,0.97751,0.8399,-0.0297462,0.123969,0.203024,-0.110938,0.0583766,0.0536522,0.0063256,-0.0467144,-0.133873,-0.087456,-0.276161
-3006.18,0.806581,0.57057,3,7,0,3016.51,5.89852,0.0437272,0.0240954,-0.0695241,0.0323758,-0.0845714,0.009872,0.390633,0.253394,-0.604328,-0.862526,-0.0611024,0.827402,-0.048063,-0.088309,0.17876,0.227219,0.0959674,-0.0265025,0.0173951,0.0778384,-0.0381873,0.030086,0.0191737,0.00855483,0.00249311,-0.0118998,0.0102639,-0.0307296,0.983806,0.364459,-0.026519,-0.0654262,0.00777034,-0.0793613,0.0111582,-0.085877,0.136861,-0.750757,-0.654464,-0.122022,0.944598,-0.559491,-0.234371,1.47262,1.022,0.811781,-0.0286901,0.144342,0.216681,-0.0881477,0.0755784,0.0350291,-0.0118929,-0.0578202,-0.115917,0.123737,-0.405866
-3003.03,1,0.57057,3,7,0,3017.31,5.85958,0.0350847,0.0133663,-0.108541,0.0535733,-0.0982349,-0.0428494,0.374024,0.224495,-0.616508,-0.843008,-0.117638,0.831351,-0.034532,-0.111417,0.153879,0.20976,0.101165,0.00585829,0.00507124,0.094561,-0.0309343,-0.0195084,0.0327912,0.0313411,0.000722184,-0.0301279,-0.0288318,-0.0181647,0.956859,0.724326,-0.0466832,-0.622961,0.0533175,0.0796095,-0.00879646,-0.0492631,0.0603496,-0.853372,-0.651137,-0.268603,0.928678,-0.534533,-0.509291,1.28942,0.909228,0.877561,-0.0120884,0.142725,0.264756,-0.117014,-0.108849,0.0533713,0.0603631,-0.134295,-0.247344,-0.541444,-0.239914
-3004.89,0.768178,0.57057,3,7,0,3021.24,5.89504,0.0459672,0.0139387,-0.0627003,0.0458792,-0.0815479,0.00164421,0.38416,0.251143,-0.598961,-0.862341,-0.0649164,0.822695,-0.0449238,-0.0774978,0.168595,0.229121,0.0982008,-0.0258239,0.0221293,0.0847063,-0.0371722,0.0330284,0.0207054,0.00897956,0.0109073,-0.00940195,0.00893225,-0.0293338,0.991412,0.618317,-0.0439546,-0.194907,0.020688,-0.0459936,0.00767112,-0.0899432,0.1243,-0.746802,-0.648613,-0.139612,0.9361,-0.525866,-0.152038,1.38249,1.02634,0.835133,-0.0239482,0.163634,0.235899,-0.0728372,0.100849,0.0585347,0.00954152,-0.00577985,-0.0996408,0.102876,-0.387432
-3004.17,0.990614,0.57057,3,7,0,3018.8,5.86265,0.0442684,0.0163856,-0.10389,0.0406127,-0.0784572,-0.0435486,0.382477,0.215589,-0.610916,-0.819421,-0.0969876,0.826022,-0.0354558,-0.112952,0.15348,0.217982,0.103021,0.00669381,-0.00756707,0.0888238,-0.0277671,-0.0266749,0.0257652,0.029293,0.00343049,-0.0226172,-0.0235989,-0.0084518,0.969274,0.495164,-0.0287467,-0.511689,0.0408478,0.100559,-0.00896525,-0.0472897,0.0952289,-0.817655,-0.588185,-0.209995,0.924268,-0.538291,-0.51501,1.28463,0.950471,0.897242,-0.00452968,0.108203,0.247772,-0.0991335,-0.109234,0.0578768,0.0901439,-0.0791282,-0.178624,-0.431269,-0.111629
-3005.7,0.766823,0.57057,3,7,0,3025.21,5.89401,0.0390652,0.0106942,-0.06746,0.0586643,-0.101442,0.00182365,0.379385,0.259765,-0.606056,-0.882877,-0.0815612,0.831119,-0.0450158,-0.0810291,0.167527,0.222885,0.0868526,-0.0339185,0.0339537,0.0915187,-0.0363732,0.034724,0.0287862,0.0135531,0.00862278,-0.017377,0.00355045,-0.0381011,0.977568,0.859761,-0.0626368,-0.295917,0.0323001,-0.0625814,0.0075403,-0.0987972,0.086024,-0.76999,-0.672685,-0.181774,0.94475,-0.50784,-0.201442,1.38485,1.01818,0.73531,-0.0372064,0.198028,0.256012,-0.0824249,0.0863121,0.0610256,-0.00429102,-0.0585624,-0.169683,-0.00816715,-0.503227
-3005.7,0.882699,0.57057,3,7,0,3025.46,5.86046,0.0448776,0.0173837,-0.101782,0.0410387,-0.0802087,-0.0435045,0.380533,0.226098,-0.610709,-0.816283,-0.0959574,0.822207,-0.0348846,-0.107479,0.155179,0.214332,0.11462,0.0116852,-0.00879497,0.0890784,-0.0296073,-0.0281431,0.0259143,0.0302319,0.00442042,-0.0224306,-0.0240856,-0.00221011,0.97187,0.478573,-0.0276905,-0.505004,0.0406445,0.0996893,-0.00919206,-0.0249814,0.133533,-0.826303,-0.610006,-0.211697,0.921299,-0.553894,-0.456961,1.28048,0.901999,0.99745,0.00204666,0.105866,0.248163,-0.0991651,-0.105757,0.0683716,0.106569,-0.0638106,-0.166964,-0.428259,-0.0291904
-3002.51,1,0.57057,3,7,0,3018.25,5.89795,0.0411889,0.000485554,-0.0754734,0.0512761,-0.0986262,-0.00579176,0.383736,0.246265,-0.602103,-0.894087,-0.0987887,0.842448,-0.0306892,-0.0994615,0.164437,0.222212,0.0867611,-0.0250395,0.0210411,0.0906726,-0.0346579,0.0264414,0.035329,0.0178439,-0.0025976,-0.000660814,-0.00419501,-0.0279548,0.97743,0.903404,-0.0636698,-0.309183,0.030689,-0.0413769,0.00562056,-0.0956682,0.02824,-0.769294,-0.705492,-0.224447,0.952063,-0.442484,-0.3754,1.35939,1.01964,0.736851,-0.022031,0.171296,0.25273,-0.0616126,0.0920199,0.121766,0.0569094,-0.0647841,-0.0580645,-0.125743,-0.369217
-3001.01,0.990636,0.57057,3,7,0,3011.94,5.86713,0.0306316,0.0268064,-0.0868244,0.0503187,-0.0836341,-0.0332145,0.375861,0.254009,-0.611337,-0.816876,-0.073987,0.81035,-0.0331751,-0.0917859,0.16005,0.21323,0.110384,-0.000118313,-0.000409789,0.0878379,-0.0341444,-0.0210389,0.0254366,0.023602,0.012156,-0.0432727,-0.00413557,-0.0186751,0.966386,0.46471,-0.0299976,-0.473255,0.0414638,0.077884,-0.00681088,-0.0325427,0.212396,-0.825088,-0.630266,-0.153138,0.911763,-0.544764,-0.306126,1.32518,0.900898,0.958927,-0.0181675,0.120093,0.24522,-0.131734,-0.121809,0.0202887,0.0174993,-0.0850144,-0.301726,-0.107479,-0.246654
-3001.14,0.872341,0.57057,3,7,0,3015.32,5.88758,0.050936,-0.000930549,-0.081147,0.0481552,-0.094975,-0.00878394,0.384974,0.21864,-0.605476,-0.883958,-0.105172,0.845082,-0.046669,-0.108697,0.162327,0.227613,0.0860421,-0.0201328,0.0270583,0.0924853,-0.0316769,0.0247077,0.0293743,0.0192188,-0.000166699,0.00434701,-0.0155594,-0.0244723,0.979044,0.881338,-0.0608367,-0.338069,0.0321245,-0.0420775,0.00557834,-0.112777,-0.0234652,-0.774268,-0.653877,-0.241246,0.955734,-0.518018,-0.46187,1.34863,1.05135,0.732686,-0.0163425,0.186434,0.258066,-0.0530602,0.0903913,0.106566,0.0762552,-0.044326,-0.0336465,-0.319414,-0.323222
-2996.49,0.758552,0.57057,3,7,0,3016.74,5.8807,0.0477503,0.00679289,-0.0863756,0.056521,-0.0904021,-0.00792061,0.373375,0.22719,-0.604605,-0.872402,-0.106592,0.82594,-0.0530681,-0.108884,0.168212,0.229225,0.0966909,-0.0167003,0.0232917,0.0947476,-0.0312545,0.0251533,0.0248014,0.0262212,0.0166252,-0.0119689,-0.0142982,-0.0420036,0.983719,0.873119,-0.0605121,-0.404351,0.0383558,-0.0369261,0.00518379,-0.101307,0.0286869,-0.801113,-0.688458,-0.260012,0.93684,-0.574994,-0.43943,1.39217,1.03137,0.82279,-0.0221606,0.181157,0.265766,-0.0707746,0.0628672,0.0559519,0.0750918,-0.0259695,-0.162922,-0.329731,-0.554769
-3006.53,0.491422,0.57057,3,7,0,3020,5.86681,0.0463683,0.00269505,-0.0876805,0.0865303,-0.0846366,-0.00362361,0.397598,0.231547,-0.62015,-0.836438,-0.0821969,0.818061,-0.0476234,-0.107065,0.181613,0.183777,0.099032,-0.0100905,0.00716184,0.0875148,-0.0410667,0.0241189,0.0301752,0.0318486,0.0130081,-0.0165549,-0.0194429,0.00110581,0.97647,1.2136,-0.0835398,-0.64885,0.0624744,-0.0459842,0.00712063,-0.032539,0.0772972,-0.830277,-0.661063,-0.153368,0.933041,-0.583167,-0.419684,1.45431,0.773119,0.851402,-0.00490325,0.137521,0.244359,-0.0709788,0.0966727,0.119268,0.15234,0.00717529,-0.12019,-0.340346,0.0146052
-3003.39,0.999782,0.57057,3,7,0,3014.79,5.88344,0.0355904,0.0263761,-0.0841391,0.022733,-0.0925927,-0.0446602,0.365677,0.248731,-0.598859,-0.851958,-0.0978833,0.833332,-0.0377916,-0.087481,0.138472,0.248451,0.106035,-0.0127541,0.0155299,0.0889135,-0.0138829,-0.0025159,0.0221835,0.01141,-0.000151634,-0.0401891,0.0091421,-0.0399527,0.966744,0.249974,-0.0154465,-0.271231,0.0216831,0.109068,-0.0112202,-0.0715199,0.147942,-0.775712,-0.601723,-0.241837,0.928655,-0.500452,-0.293337,1.17937,1.11613,0.904248,-0.0357322,0.155601,0.249992,-0.0903762,-0.0925149,-0.0276828,-0.0851786,-0.162989,-0.30617,0.0868692,-0.527682
-3003.78,0.991773,0.57057,3,7,0,3014.68,5.87445,0.0462474,-0.00457215,-0.0851766,0.0848244,-0.0905446,0.0070927,0.371945,0.237416,-0.615557,-0.842033,-0.0811545,0.81899,-0.0357289,-0.110648,0.186999,0.19796,0.108754,-0.0060332,-0.00084987,0.0966679,-0.0406181,0.00439905,0.0382808,0.00987806,0.013502,-0.0101433,-0.0292677,-0.0159545,0.978351,1.34068,-0.0924479,-0.632259,0.0614731,-0.0872533,0.010618,-0.0791578,0.117949,-0.827567,-0.70618,-0.167588,0.933738,-0.562362,-0.432681,1.50607,0.827038,0.942621,-0.0093699,0.133474,0.269347,-0.0957908,0.0122681,0.123111,0.00210656,-0.0104961,-0.121895,-0.54502,-0.210721
-2998.43,0.863124,0.57057,3,7,0,3022.79,5.87393,0.0373739,0.0218464,-0.0887234,0.0201993,-0.0913839,-0.0410124,0.379211,0.237389,-0.590164,-0.855558,-0.0976568,0.83509,-0.0388521,-0.0855206,0.148209,0.233655,0.0956213,-0.0172236,0.03719,0.0853945,-0.0225124,-0.00993345,0.0286032,0.0286274,0.00945465,-0.0343628,-0.00256576,-0.0218933,0.969663,0.210511,-0.0126135,-0.223283,0.0165798,0.0908599,-0.00891726,-0.0619375,0.0706666,-0.74211,-0.59897,-0.232004,0.937787,-0.498389,-0.276306,1.23642,1.05509,0.819453,-0.0277454,0.195237,0.239272,-0.0834428,-0.0680562,0.0509522,0.0634399,-0.0792432,-0.251324,-0.0858049,-0.28916
-2999.62,0.734456,0.57057,3,7,0,3018.07,5.8789,0.0447896,0.00617394,-0.0775583,0.0792609,-0.0864067,-0.000899538,0.384524,0.236503,-0.627239,-0.84843,-0.0825537,0.817873,-0.039906,-0.108079,0.173756,0.208122,0.101547,-0.006956,-0.0144985,0.0949638,-0.0421633,0.0142631,0.0265688,-0.000698391,0.00241814,-0.00523796,-0.0170833,-0.0272949,0.977051,1.1221,-0.0773117,-0.590558,0.0575766,-0.0503401,0.00736399,-0.0756422,0.118746,-0.862069,-0.694522,-0.169885,0.927,-0.557211,-0.431314,1.4359,0.900924,0.878477,-0.0144243,0.102937,0.264171,-0.109657,0.0215408,0.0571834,-0.0705819,-0.0622112,-0.0988125,-0.351488,-0.360502
-3000.2,0.661599,0.57057,3,7,0,3020.1,5.87534,0.0362822,0.0226353,-0.0915454,0.021593,-0.0939928,-0.0408923,0.37144,0.242434,-0.58859,-0.851803,-0.0977319,0.836975,-0.0411533,-0.0905816,0.149476,0.231691,0.102459,-0.0192328,0.0391349,0.085351,-0.0246524,-0.00591979,0.027343,0.0446642,0.00939727,-0.0345529,-0.00183899,-0.0259029,0.968993,0.234335,-0.0146069,-0.224538,0.0168545,0.0876183,-0.00898542,-0.0635608,0.0858481,-0.729535,-0.593749,-0.233928,0.94257,-0.507566,-0.318056,1.23787,1.02719,0.870219,-0.0284145,0.199634,0.239475,-0.0822338,-0.0493018,0.052419,0.154459,-0.085799,-0.258794,-0.0804453,-0.342117
-2997.38,0.989998,0.57057,3,7,0,3010.76,5.89481,0.0355109,0.014313,-0.0894879,0.0728653,-0.0938023,-0.00702435,0.395246,0.241206,-0.611965,-0.848136,-0.0758843,0.835839,-0.0294164,-0.112487,0.150889,0.208958,0.10046,-0.0172297,0.00189806,0.0987137,-0.01979,0.00666607,0.0404615,0.00687315,-0.0056833,-0.0255071,-0.00569451,-0.00955561,0.980388,0.931961,-0.0641203,-0.598059,0.0560684,-0.0326815,0.0049599,-0.0536264,0.124809,-0.79767,-0.634584,-0.139298,0.938977,-0.459499,-0.522371,1.23564,0.913478,0.864784,-0.0240664,0.142356,0.276313,-0.0608968,-0.00718584,0.0996333,-0.0507495,-0.118928,-0.178812,-0.118012,-0.126207
-2997.26,0.72899,0.57057,3,7,0,3016.93,5.85924,0.048361,0.0133722,-0.0704256,0.0268561,-0.0849053,-0.0352017,0.364404,0.23729,-0.603257,-0.852966,-0.102595,0.8177,-0.0498909,-0.0845616,0.169785,0.230316,0.0932404,-0.00338847,0.0227999,0.0815121,-0.0459024,0.00595782,0.0140434,0.0273785,0.0171816,-0.0139305,-0.0144667,-0.0323816,0.967644,0.417307,-0.0273922,-0.208189,0.0182448,0.0711227,-0.00642715,-0.0871604,0.0748601,-0.800071,-0.648689,-0.250952,0.924635,-0.593907,-0.218542,1.42607,1.03859,0.803657,-0.0113932,0.160079,0.226933,-0.121976,-0.00135359,0.0189927,0.0921187,-0.0128798,-0.158049,-0.314846,-0.427685
-2999.29,0.810722,0.57057,3,7,0,3011.78,5.89343,0.0359616,0.0134575,-0.0940586,0.0799197,-0.0922041,0.0037837,0.384584,0.239654,-0.603014,-0.863797,-0.0907388,0.823015,-0.0359562,-0.0981183,0.157599,0.210038,0.0978443,-0.0114937,0.00195676,0.0961363,-0.0385931,0.015791,0.040817,-0.0114685,0.00229325,-0.0256174,-0.00811611,-0.0120862,0.978282,0.991288,-0.0682184,-0.637634,0.0599018,-0.0704903,0.00918344,-0.0629997,0.0816763,-0.806831,-0.697111,-0.193475,0.926958,-0.510729,-0.376702,1.29792,0.922705,0.851245,-0.0207436,0.137804,0.267983,-0.106714,0.0147739,0.0920904,-0.156859,-0.0835551,-0.18659,-0.165353,-0.159631
-2999.56,0.959255,0.57057,3,7,0,3012.28,5.89741,0.045532,0.0144511,-0.10009,0.0804886,-0.0840996,0.000862477,0.376148,0.242702,-0.595398,-0.860738,-0.0954752,0.811509,-0.045573,-0.106754,0.160449,0.212215,0.0872033,4.54762e-05,0.00745114,0.0900386,-0.0398361,0.0145114,0.045599,0.00387778,0.00662954,-0.0246229,-0.0141136,-0.0198167,0.979883,0.95843,-0.0647369,-0.652486,0.0602697,-0.0573642,0.00838815,-0.07134,0.0828497,-0.813258,-0.711855,-0.203701,0.911435,-0.561163,-0.448335,1.33482,0.96359,0.760181,-0.0109458,0.141186,0.251472,-0.104157,0.0192482,0.117033,-0.0725931,-0.0764427,-0.200704,-0.285316,-0.261732
-2997.7,1,0.57057,3,7,0,3009.67,5.88415,0.0561113,0.00912299,-0.076144,0.023443,-0.0924966,-0.0255384,0.387237,0.233732,-0.600768,-0.845853,-0.0906206,0.825864,-0.040428,-0.0846802,0.149862,0.199273,0.100376,-0.0206169,0.0215395,0.101539,-0.0511646,0.0045984,0.0112344,0.0238121,-0.0101643,-0.0272373,-0.0133624,-0.0314356,0.982512,0.502122,-0.0322969,-0.201856,0.01675,0.0294758,-0.00227028,-0.0417622,0.0517891,-0.774958,-0.634492,-0.191354,0.93377,-0.525463,-0.294612,1.27024,0.839182,0.85931,-0.0388605,0.185601,0.283037,-0.174768,-0.0622968,-0.0566537,0.00131845,-0.190164,-0.236417,-0.293644,-0.415191
