# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_beta_sens_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_sens_pdw2_upload_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.32125
# Diagonal elements of inverse mass matrix:
# 0.00323107, 0.00211997, 0.00133405, 0.00285507, 0.00344381, 0.00463811, 0.00479984, 0.00142146, 0.00447913, 0.00593201, 0.0108636, 0.00233552, 0.00243475, 0.00930062, 0.00248034, 0.005136, 0.00477715, 0.00479496, 0.00371923, 0.00538064, 0.0100273, 0.00654769, 0.0051306, 0.00398571, 0.00387897, 0.00708159, 0.00413684, 0.0085787, 0.00596743, 0.0106847, 0.0132398, 0.00430492, 0.00725199, 0.00208157, 0.00210493, 0.00867912, 0.00239341, 0.00448113, 0.00509452, 0.00272053, 0.0125435, 0.00476175, 0.0112083, 0.00376443, 0.00157388, 0.00746919, 0.0204415, 0.00269765, 0.00338149, 0.00626993, 0.003378, 0.0183624, 0.000692255, 0.000703554, 0.000683527, 0.00072066, 0.000142676, 0.00012818, 0.000115177, 0.000113006, 0.000106654, 0.000101165, 0.000109478, 0.000146142, 0.000159684, 0.000111907, 0.000138623, 0.000104339, 0.000110229, 0.000119195, 0.00010912, 0.000107613, 0.000120259, 9.8492e-05, 9.50281e-05, 0.00012121, 0.000110526, 0.000127014, 0.000110161, 0.000130036, 0.0216001, 0.000300097
5602.69,0.990767,0.32125,4,15,0,-5555.25,-1.71443,-1.60772,-1.46365,-1.49472,-1.63175,-1.55709,-1.44798,-1.46527,-1.88279,-1.84379,-1.60165,-1.36125,-1.49951,-1.35275,-1.66874,-1.75501,-1.7262,-1.71576,-1.37106,-1.65287,-1.84801,-1.57262,-1.68708,-1.54708,-1.63801,-1.56017,-1.40011,-1.50318,-1.26215,-1.27235,-2.08054,-1.56812,-1.37069,-1.69709,-1.15764,-1.54635,-1.77145,-1.47384,-1.53581,-1.60212,-1.84797,-1.72993,-1.66513,-1.59352,-1.43936,-1.34948,-1.85164,-1.36745,-1.53087,-1.55924,-1.55039,-1.21045,-0.0116902,0.0837347,-0.0317142,-0.0235037,-0.0551116,0.0318936,0.114695,-0.107566,-0.143668,-0.0469858,0.0321814,-0.130798,-0.0715777,-0.0734708,0.0973828,0.160196,0.058469,0.00789557,-0.00225653,0.0872375,-0.0286302,0.0135367,0.0338959,0.00970213,-0.00311316,-0.0332946,-0.0209628,-0.0238656,0.166532,8.21369,-0.169619,0.0142163,-0.0865013,0.0727662,-0.573153,-0.466167,-0.125437,-0.0803729,-0.541154,-0.325171,0.851042,0.742048,0.514395,-0.0126203,0.11448,0.242767,-0.107241,-0.0275428,0.0294248,-0.0832857,-0.162723,-0.266611,-0.413221,-0.314915,-0.0106357,0.0556682,-0.211652,-0.00438266
5613.15,0.98945,0.32125,4,15,0,-5568.61,-1.69274,-1.63999,-1.47557,-1.47439,-1.66995,-1.46442,-1.47118,-1.46838,-1.86968,-1.83831,-1.59564,-1.35067,-1.55108,-1.24569,-1.60482,-1.70784,-1.63852,-1.6801,-1.3699,-1.58542,-1.60651,-1.50324,-1.77194,-1.66197,-1.58425,-1.62225,-1.375,-1.66308,-1.35532,-1.41848,-1.99145,-1.46109,-1.41595,-1.70589,-1.18468,-1.65051,-1.67745,-1.42431,-1.55449,-1.59268,-1.7555,-1.67254,-1.82224,-1.55114,-1.44232,-1.44551,-1.79184,-1.29694,-1.50222,-1.56058,-1.52038,-1.31056,-0.0184733,0.0850586,-0.0156245,-0.0379682,-0.0476687,0.0355403,0.120841,-0.106,-0.153674,-0.0618782,0.0136666,-0.126214,-0.0876952,-0.0703736,0.118881,0.175919,0.0657303,0.00407133,0.0054671,0.0640037,-0.0336012,-0.0113547,0.0371615,-0.0031778,0.00430795,0.00114747,-0.0195809,-0.00687511,0.128485,7.89881,-0.129171,0.0125312,-0.0729448,0.0499444,-0.584281,-0.464329,-0.203178,-0.0568073,-0.634054,-0.250909,0.990205,0.810278,0.577891,0.00339733,0.0977804,0.175375,-0.0789069,-0.0250823,0.139004,-0.0383156,-0.00471016,-0.0262134,-0.357476,-0.0907195,-0.0205579,0.0522766,-0.0780579,-0.00707981
5601.88,0.708144,0.32125,4,15,0,-5564.32,-1.86223,-1.54615,-1.50118,-1.45536,-1.54575,-1.54523,-1.59513,-1.48024,-1.79066,-1.6958,-1.47059,-1.37021,-1.51964,-1.60062,-1.67194,-1.6511,-1.57362,-1.70455,-1.62256,-1.61034,-1.90635,-1.59299,-1.73813,-1.70212,-1.53374,-1.28291,-1.42828,-1.42766,-1.23306,-1.09179,-2.05697,-1.64826,-1.68282,-1.8668,-1.28565,-1.24084,-1.8526,-1.47077,-1.55342,-1.70104,-1.90407,-1.85685,-1.58233,-1.63649,-1.50521,-1.49179,-2.11378,-1.5249,-1.52734,-1.50057,-1.65395,-1.24035,-0.0265919,0.0602841,0.0266618,-0.00544782,-0.0539371,0.0332377,0.121809,-0.107024,-0.159885,-0.0583428,0.000521794,-0.123301,-0.0972435,-0.0899638,0.131164,0.15066,0.0632171,0.0140297,0.0191937,0.0948878,-0.0208383,0.0135793,0.0291178,0.0254302,0.0255408,-0.00823782,0.0127377,-0.00802919,0.168967,8.34955,-0.120223,0.0099245,-0.0413434,0.022953,-0.608895,-0.46866,-0.218515,-0.0504219,-0.685448,-0.380951,1.04458,0.672589,0.572053,0.0252335,0.166062,0.259869,-0.00810768,0.0920512,0.154332,0.1669,0.112772,-0.0504785,0.209428,-0.105948,-0.0161878,0.0267617,0.202975,-0.00101584
5603.49,0.955225,0.32125,4,15,0,-5565.93,-1.85693,-1.55249,-1.46023,-1.53017,-1.56125,-1.45242,-1.55505,-1.45288,-1.87001,-1.73936,-1.52933,-1.31434,-1.56112,-1.51164,-1.6718,-1.81142,-1.5966,-1.76918,-1.50943,-1.70584,-1.9058,-1.39289,-1.75855,-1.66945,-1.57492,-1.44449,-1.44819,-1.46491,-1.36553,-1.26225,-1.83723,-1.65748,-1.46511,-1.83286,-1.22027,-1.42592,-1.80413,-1.4932,-1.49831,-1.67619,-1.91439,-1.84368,-1.57282,-1.74666,-1.49578,-1.54562,-1.8926,-1.53651,-1.47353,-1.46376,-1.58973,-1.11668,-0.037525,0.0729555,-0.0202354,-0.0554398,-0.066523,0.026462,0.127359,-0.101094,-0.147572,-0.0737725,-0.013336,-0.134543,-0.0678948,-0.0898733,0.123577,0.164641,0.0699057,0.00783649,0.00809505,0.0780461,-0.0269134,0.00426872,0.0471108,0.019678,0.0260134,0.00796871,-0.00528987,-0.0118841,0.200572,8.58102,-0.0695035,0.00425473,-0.019506,0.0163963,-0.610647,-0.554883,-0.286014,-0.0668173,-0.526846,-0.399321,0.975368,0.741151,0.621108,0.023218,0.120813,0.212117,-0.0118239,0.0853991,0.242555,0.151335,0.133623,0.0216435,-0.115113,-0.156815,-0.0368935,0.0469045,-0.0948671,-0.0103377
5612.31,0.960203,0.32125,4,15,0,-5568.24,-1.87752,-1.62275,-1.54173,-1.50015,-1.66416,-1.50121,-1.53433,-1.48367,-1.76668,-1.69666,-1.4202,-1.22905,-1.58289,-1.48124,-1.66065,-1.73176,-1.4658,-1.77467,-1.56537,-1.64668,-1.75278,-1.54671,-1.79793,-1.64057,-1.54319,-1.39279,-1.32265,-1.70872,-1.29463,-1.30047,-1.96569,-1.48867,-1.48658,-1.8222,-1.22886,-1.33696,-1.83056,-1.44105,-1.52035,-1.68432,-1.99823,-1.85591,-1.7086,-1.59689,-1.46099,-1.52672,-2.03994,-1.43889,-1.54619,-1.4332,-1.60058,-1.17347,-0.0206007,0.0926925,-0.0151337,-0.0111331,-0.058153,0.0223789,0.121506,-0.0936593,-0.167537,-0.0762407,0.00979,-0.131333,-0.0702852,-0.0928561,0.117587,0.165792,0.0589724,0.0258558,0.0163304,0.0915518,-0.0366032,0.0138312,0.0398857,0.0208988,0.014169,-0.00574896,-0.00185768,0.00465414,0.113004,8.39444,-0.0549869,0.00306155,-0.0771956,0.0724852,-0.673962,-0.567179,-0.198581,-0.0713997,-0.567903,-0.436173,0.96999,0.768981,0.538593,0.0345964,0.156439,0.250332,-0.0449907,0.0947799,0.193432,0.136299,0.0653834,-0.0286338,-0.024103,0.061413,-0.0115939,0.0561402,-0.101081,-0.00207596
5605.87,0.902131,0.32125,4,15,0,-5561.71,-1.74531,-1.62994,-1.45111,-1.45459,-1.53384,-1.58108,-1.58059,-1.43298,-1.85941,-1.83292,-1.57504,-1.46295,-1.51443,-1.39147,-1.65914,-1.6,-1.75551,-1.65473,-1.48425,-1.53455,-1.84002,-1.56092,-1.64254,-1.82199,-1.58139,-1.47394,-1.38265,-1.3493,-1.31596,-1.2325,-1.8598,-1.58408,-1.39715,-1.64627,-1.20407,-1.47254,-1.75511,-1.47062,-1.51886,-1.65223,-1.73868,-1.66295,-1.69765,-1.62184,-1.4208,-1.63019,-1.8626,-1.3393,-1.41403,-1.64457,-1.5265,-1.28727,-0.0176446,0.0708182,-0.0298373,0.0163937,-0.0436275,0.0408368,0.118221,-0.104672,-0.146035,-0.0548092,0.0172227,-0.136314,-0.094526,-0.0952793,0.110832,0.164579,0.06523,0.0116196,0.0232032,0.0459376,-0.0322563,-0.0123353,0.0393111,0.00780548,0.0223093,-0.00804751,0.0174811,-0.0292568,0.10292,8.00765,-0.146873,0.0151809,-0.0759288,0.0632487,-0.594381,-0.493262,-0.172569,-0.0689739,-0.658764,-0.488773,0.903078,0.747064,0.570768,0.010234,0.108103,0.124784,-0.0684925,-0.0177652,0.15813,0.0290515,0.0666183,-0.0817534,0.253697,-0.386054,0.000586126,0.0474969,-0.23738,0.00305687
