# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_normal_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_sens_pdw2_pcount_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.508179
# Diagonal elements of inverse mass matrix:
# 0.00015057, 0.000167868, 0.000151567, 0.000186631, 0.00015131, 0.000145784, 0.000169013, 0.000150658, 0.000171286, 0.000156205, 0.000123504, 0.000160933, 0.000190561, 0.000152948, 0.000172751, 0.000155828, 0.000146164, 0.000154707, 0.000143739, 0.000154683, 0.000156882, 0.000139823, 0.000159311, 0.000154636, 0.000170635, 9.24847e-05
-3008.06,1,0.508179,3,7,0,3020.75,5.87608,-0.122983,-0.0247331,0.376617,0.249931,-0.626476,-0.855047,-0.110576,0.826619,-0.0704111,-0.095324,0.169966,0.210163,0.103658,-0.0133086,-0.00241355,0.0768722,-0.0166738,-0.0126059,0.0330937,0.014192,0.0289385,-0.0371446,0.00542355,-0.031483,0.976853,0.0801791,-0.00800696,-0.0532834,0.112485,-0.877009,-0.68588,-0.227555,0.928437,-0.628569,-0.305255,1.35646,0.909475,0.896458,-0.0252895,0.0951998,0.208615,-0.0669281,-0.0730844,0.0722221,-0.00926565,0.0112621,-0.273979,0.0371409,-0.415448
-3007.49,0.793525,0.508179,3,7,0,3025.83,5.87819,-0.122165,0.0228929,0.371885,0.241039,-0.585631,-0.846684,-0.0851201,0.82812,-0.0393347,-0.104651,0.166858,0.230175,0.0955449,-0.02218,0.0349589,0.10347,-0.0510457,0.0192112,0.0241228,0.0266639,-0.0104869,0.010431,-0.01964,-0.0145379,0.973642,-0.0972164,0.0114311,-0.100463,0.0899038,-0.732065,-0.648006,-0.173377,0.934553,-0.445097,-0.408584,1.36813,1.03523,0.822895,-0.0150848,0.209332,0.278186,-0.102231,0.0772343,0.097658,0.133402,-0.0706871,0.0169493,-0.372027,-0.191842
-3009.91,0.937688,0.508179,3,7,0,3018.14,5.87548,-0.119309,-0.0297183,0.382536,0.249181,-0.634623,-0.845741,-0.10428,0.828936,-0.0638713,-0.102959,0.172764,0.20875,0.101712,-0.0118352,-0.00525075,0.0840771,-0.00841881,-0.0133924,0.048687,0.0123275,0.0215425,-0.0313969,0.00357488,-0.0262836,0.975667,0.100912,-0.00997414,-0.0455651,0.137189,-0.890336,-0.661446,-0.20478,0.929368,-0.593145,-0.36682,1.36594,0.913731,0.882257,-0.0200591,0.0988356,0.227093,-0.0346036,-0.058022,0.145745,-0.0101777,-0.00631429,-0.232046,0.0142591,-0.346837
-3007.47,1,0.508179,3,7,0,3020.61,5.89212,-0.130025,-0.0121354,0.380567,0.249297,-0.608089,-0.845873,-0.102282,0.834173,-0.0499144,-0.0921964,0.162932,0.216662,0.116325,-0.0210409,-0.0198773,0.0777245,-0.023968,0.00195145,0.0545625,0.0144224,0.0217842,-0.023091,-0.0131737,-0.0147868,0.985331,0.0335726,-0.00333654,-0.0300229,0.131475,-0.796113,-0.64342,-0.215524,0.933862,-0.497493,-0.287171,1.26814,0.926724,0.996992,-0.0207595,0.0605607,0.208676,-0.048371,0.013853,0.191961,0.0258323,0.0188548,-0.178931,-0.258844,-0.195126
-3007.38,0.967435,0.508179,3,7,0,3018.16,5.86385,-0.110745,0.0100132,0.380681,0.241854,-0.604608,-0.851403,-0.0936184,0.824079,-0.0600625,-0.105336,0.172059,0.223695,0.0835969,-0.0136665,0.0522042,0.10191,-0.0436613,0.00416876,0.00297613,0.0264571,-0.00940571,-0.00344778,-0.00124802,-0.0303526,0.961566,-0.0501238,0.00712358,-0.0907685,0.0773861,-0.807003,-0.667666,-0.184253,0.931663,-0.578413,-0.409767,1.44593,1.01706,0.726426,-0.0202565,0.242902,0.276317,-0.124229,-0.0161121,-0.0267328,0.0917906,-0.108641,-0.0756987,-0.0780199,-0.400531
-3010.85,0.83246,0.508179,3,7,0,3023.04,5.87151,-0.131628,-0.0132209,0.373705,0.226709,-0.599036,-0.861418,-0.0885758,0.791343,-0.0727863,-0.0833711,0.157497,0.23552,0.096907,-0.0270851,0.0184865,0.0993622,-0.0281414,0.00484574,0.0262368,0.045156,0.0145858,-0.0201146,0.00930703,-0.0339067,0.985603,0.0435926,-0.00466621,-0.128892,0.0456823,-0.826006,-0.718746,-0.200897,0.895893,-0.578012,-0.214887,1.28536,1.06247,0.833976,-0.0263543,0.16829,0.267888,-0.0652364,0.0133288,0.0835984,0.199803,-0.0206893,-0.171578,0.100913,-0.447431
-3014.43,0.915262,0.508179,3,7,0,3028.81,5.87255,-0.1288,-0.00926942,0.394616,0.229342,-0.606096,-0.865795,-0.0888183,0.78867,-0.0577382,-0.103634,0.153758,0.20345,0.130473,-0.0309578,0.0162617,0.106594,-0.0310387,0.015518,0.00303972,0.0358117,0.0157357,-0.0201319,-0.0186834,-0.0201903,0.981217,0.0257644,-0.00232119,-0.0690926,0.0570184,-0.881126,-0.856496,-0.193857,0.897734,-0.529699,-0.423147,1.20959,0.798019,1.11283,-0.0328129,0.173935,0.288711,-0.0846549,0.02221,-0.0246641,0.141014,-0.0194142,-0.176319,-0.36566,-0.266431
-3013.73,0.950501,0.508179,3,7,0,3033.54,5.88508,-0.097607,0.0163741,0.391699,0.249257,-0.60592,-0.848298,-0.107617,0.852166,-0.0549784,-0.129761,0.163427,0.24635,0.0958695,-0.0111651,-0.0117789,0.0919589,-0.0420355,-0.018904,0.0543869,0.0263882,0.00281039,-0.0124045,-0.00820553,-0.018377,0.986485,-0.0577573,0.00972986,-0.0354631,0.139905,-0.767994,-0.580954,-0.227019,0.954667,-0.546096,-0.624426,1.35694,1.12829,0.837673,-0.0133814,0.0979772,0.248059,-0.101173,-0.0469018,0.1985,0.0976369,-0.0546809,-0.115719,-0.178166,-0.242502
-3005.39,0.985416,0.508179,3,7,0,3024.11,5.87287,-0.120559,0.0123513,0.383171,0.25856,-0.619213,-0.844574,-0.120201,0.835389,-0.068238,-0.102609,0.167861,0.235024,0.0887887,-0.000178061,0.0191947,0.100108,-0.019115,-0.00879131,0.0482439,0.0155591,-0.00518984,-0.00466891,-0.00300216,-0.0210156,0.98241,-0.0589387,0.00743872,-0.0160636,0.145236,-0.844347,-0.591235,-0.263917,0.93337,-0.61232,-0.368586,1.38013,1.08953,0.77853,-0.00329163,0.171684,0.269539,-0.0432475,-0.0197495,0.171668,0.0412061,-0.0761839,-0.0683746,-0.0915949,-0.277321
-3001.58,0.805086,0.508179,3,7,0,3017.77,5.87871,-0.118561,0.000382324,0.377885,0.254241,-0.622823,-0.848492,-0.109282,0.843014,-0.0578223,-0.0981149,0.17214,0.226526,0.092556,0.00516982,0.00613013,0.0959726,-0.0250184,-0.00617948,0.0341697,0.0209508,0.00175442,-0.00726661,0.00183104,-0.0132719,0.982195,-0.0265174,0.00368751,-0.0477395,0.140669,-0.844401,-0.621254,-0.221371,0.939678,-0.590582,-0.315951,1.41462,1.02765,0.81416,0.00416008,0.139391,0.258709,-0.0525245,-0.00479001,0.132115,0.0925149,-0.0291336,-0.0653708,0.00765536,-0.175136
-3006.41,0.797469,0.508179,3,7,0,3013.05,5.87979,-0.122818,-0.00100839,0.383206,0.24279,-0.587256,-0.85508,-0.0915169,0.803513,-0.0609934,-0.112555,0.162381,0.20343,0.122737,-0.0321777,0.0359989,0.100207,-0.0393238,-0.0112888,0.0207245,0.0168939,-0.0010155,-0.0184969,0.00313432,-0.0111598,0.970353,-0.0047552,0.00132745,-0.0563882,0.0787746,-0.795806,-0.773007,-0.192039,0.922175,-0.571,-0.499855,1.2781,0.810762,1.05587,-0.0334711,0.206875,0.271939,-0.113349,-0.0538105,0.0485257,0.0408788,-0.0680666,-0.128004,0.0344629,-0.147263
-3006.06,0.846032,0.508179,3,7,0,3022.15,5.87296,-0.118968,-0.00120483,0.375633,0.246401,-0.623994,-0.844752,-0.104148,0.853036,-0.0486517,-0.0820583,0.173903,0.232054,0.0767223,-0.00425358,-0.0032956,0.0789454,-0.0284213,0.0175082,0.0365762,0.0234869,0.019524,-0.00754977,-0.0171162,-0.03263,0.975948,-0.0105621,0.00228948,-0.0725012,0.113622,-0.805258,-0.548848,-0.205492,0.942761,-0.499503,-0.169975,1.43573,1.10623,0.665469,-0.0066205,0.0964045,0.211595,-0.0537547,0.0602336,0.125881,0.0856577,0.0144843,-0.12082,-0.361104,-0.430584
-3005.84,0.993327,0.508179,3,7,0,3014.69,5.88033,-0.125449,0.00716348,0.382651,0.242661,-0.586397,-0.854772,-0.0988066,0.80088,-0.0641754,-0.1196,0.167789,0.205576,0.114261,-0.0230016,0.0305923,0.092522,-0.0426044,-0.00629723,0.0105152,0.0230117,0.000455033,-0.0155073,0.0106294,-0.01516,0.971014,-0.0405012,0.00514021,-0.0530277,0.0709321,-0.803036,-0.779223,-0.208083,0.917737,-0.601918,-0.546884,1.34335,0.841715,0.984337,-0.0243541,0.185619,0.251059,-0.116652,-0.0341809,0.018104,0.0877091,-0.0518524,-0.109317,0.158794,-0.200051
-3007.56,0.946742,0.508179,3,7,0,3018.41,5.87603,-0.122818,-0.0106124,0.373307,0.255736,-0.632337,-0.838015,-0.102173,0.850265,-0.0526197,-0.105244,0.174371,0.234372,0.0917526,-0.0158355,0.0100273,0.0872942,-0.0294886,0.0197456,0.0467487,0.0196043,0.0318939,-0.0117138,-0.0311517,-0.0345134,0.979126,0.0354433,-0.00303755,-0.0654781,0.166365,-0.825822,-0.550446,-0.212419,0.949187,-0.500373,-0.379318,1.40188,1.0838,0.791357,-0.0169337,0.134034,0.233924,-0.0543782,0.0670222,0.159554,0.0536332,0.0524891,-0.16373,-0.611251,-0.455438
-3006.36,0.815182,0.508179,3,7,0,3024.91,5.87852,-0.116514,0.00835522,0.375486,0.235047,-0.57907,-0.852797,-0.093954,0.810649,-0.0580731,-0.0964209,0.162502,0.207556,0.107128,-0.0216621,0.0228525,0.0905128,-0.0382773,-0.014251,0.0102804,0.0212473,-0.0149551,-0.0148202,0.0165488,-0.0111154,0.971815,-0.0492057,0.00650114,-0.0755864,0.0470975,-0.76086,-0.729049,-0.188232,0.921056,-0.574499,-0.351136,1.32384,0.870742,0.923174,-0.025451,0.167953,0.246107,-0.116408,-0.0676554,0.00826846,0.0691195,-0.11917,-0.0919229,0.270297,-0.146678
-3014.88,0.658848,0.508179,3,7,0,3026.25,5.87534,-0.0982167,-0.033875,0.359272,0.243261,-0.599165,-0.864471,-0.113423,0.823833,-0.0677373,-0.0840798,0.159412,0.218622,0.0856101,-0.0155306,0.0174486,0.100432,-0.0624588,-0.00415719,0.0453284,0.0438776,0.0174371,-0.0246027,-0.0336986,-0.0177354,0.979005,0.120328,-0.010957,-0.104576,0.0320141,-0.798643,-0.661197,-0.245837,0.925691,-0.5828,-0.250234,1.32805,0.98862,0.751927,-0.0211009,0.168824,0.2715,-0.154606,-0.0172595,0.145813,0.171458,-0.0324253,-0.214424,-0.625009,-0.234036
-3013.92,0.968588,0.508179,3,7,0,3031.63,5.8902,-0.145001,0.0168556,0.405055,0.26367,-0.607906,-0.819278,-0.0844632,0.845893,-0.0475574,-0.0881035,0.163446,0.196637,0.0984895,-0.0143493,0.00213046,0.0914147,-0.021132,0.0185123,0.0302882,0.00845924,0.0152756,-0.0208108,0.00460143,-0.046474,0.973741,-0.0904398,0.00926294,0.0421879,0.183654,-0.76277,-0.551318,-0.127789,0.939345,-0.494079,-0.259437,1.30667,0.85135,0.847614,-0.0250967,0.123687,0.246294,-0.0647006,0.0202139,0.0540833,-0.0451547,-0.0436219,-0.202832,-0.00500837,-0.613269
-3008.42,1,0.508179,3,7,0,3022.53,5.86264,-0.114495,-0.0217503,0.357329,0.228109,-0.601462,-0.874139,-0.113591,0.828078,-0.0610873,-0.113366,0.163658,0.231205,0.103156,-0.0251359,0.0198473,0.0846999,-0.0439197,-0.0107776,0.0253778,0.0365241,0.00254187,-0.0156428,-0.0215509,-0.00296202,0.966295,0.061963,-0.00587136,-0.146165,0.0166693,-0.807437,-0.721075,-0.259731,0.939144,-0.558912,-0.497709,1.33736,1.01926,0.885614,-0.0246001,0.153647,0.229604,-0.111931,-0.0343215,0.0844083,0.161778,-0.0524081,-0.121774,-0.38422,-0.0390866
-3007.22,0.886589,0.508179,3,7,0,3023.43,5.88453,-0.121772,0.00680309,0.402906,0.2719,-0.614378,-0.827914,-0.0848903,0.825601,-0.0425859,-0.0910659,0.167322,0.209723,0.109942,-0.0154769,0.0138375,0.0922339,-0.0270742,0.0200236,0.0364051,0.0124232,0.0275639,-0.00819378,0.00440917,-0.0361093,0.97851,-0.0179954,0.00354131,0.0328703,0.214008,-0.814347,-0.626422,-0.159112,0.925149,-0.467481,-0.264086,1.30398,0.896309,0.948766,-0.0118027,0.148067,0.247084,-0.0422487,0.0781654,0.137662,0.0418662,0.0702804,-0.108649,0.0107652,-0.476496
-3007.77,0.814552,0.508179,3,7,0,3025.33,5.86173,-0.121326,0.0186747,0.375145,0.237107,-0.616314,-0.85927,-0.0909564,0.817624,-0.069801,-0.100996,0.156129,0.23377,0.0831493,-0.00207007,0.0200092,0.0791651,-0.0281721,-0.0072942,0.00417136,0.0176328,0.02015,-0.0261315,-0.0145918,-0.0469321,0.974023,-0.0823832,0.0101266,-0.130119,0.0999129,-0.874282,-0.708039,-0.170543,0.908819,-0.624058,-0.391603,1.33875,1.08124,0.721604,-0.0248798,0.145728,0.216392,-0.119458,-0.0939716,-0.0713105,-0.0138418,-0.050793,-0.255516,-0.343166,-0.619314
-3001.7,1,0.508179,3,7,0,3012.05,5.87451,-0.123987,-0.00839585,0.387612,0.234948,-0.608682,-0.843494,-0.108841,0.838074,-0.0459232,-0.100717,0.172035,0.207249,0.110113,-0.0273461,0.0186902,0.0981331,-0.0391231,-0.00089856,0.0402395,0.0227604,-0.00769174,0.00751455,-0.0161248,-0.011916,0.970426,0.00782449,-0.00048166,-0.0291044,0.0581242,-0.78392,-0.628862,-0.23406,0.950631,-0.482572,-0.370602,1.35455,0.876381,0.944935,-0.0187158,0.16882,0.263869,-0.0755477,0.0247432,0.166904,0.113447,-0.0558677,0.00762319,-0.305404,-0.157243
-3011.51,0.755182,0.508179,3,7,0,3018.1,5.87948,-0.149128,-0.0162595,0.371549,0.264508,-0.600349,-0.842894,-0.0932877,0.835469,-0.0402593,-0.114686,0.178567,0.247348,0.109167,-0.0083664,0.0038728,0.100213,-0.0207447,-0.00785938,0.0502992,0.000355474,0.0150013,-0.0234019,-0.0237372,-0.0112218,0.969044,0.0191849,-0.00428876,-0.0517657,0.220187,-0.784669,-0.657382,-0.207694,0.935916,-0.512081,-0.442982,1.44317,1.10935,0.953404,-0.0162502,0.139691,0.270824,-0.0619269,-0.040381,0.151183,-0.0728436,-0.0221169,-0.185402,-0.437906,-0.148083
-3010.46,0.969257,0.508179,3,7,0,3020.92,5.89075,-0.113241,0.0116286,0.377725,0.242208,-0.604585,-0.855196,-0.103964,0.831864,-0.0640381,-0.0902447,0.156567,0.192865,0.0765052,-0.027532,0.0329596,0.0903206,-0.0365787,0.0147274,0.00476783,0.0508716,0.0157831,-0.0190081,0.00134196,-0.0440309,0.9762,-0.0436704,0.00696264,-0.0780346,0.0107148,-0.789243,-0.632001,-0.185949,0.932957,-0.525218,-0.320893,1.28886,0.867184,0.654935,-0.0318716,0.186402,0.244256,-0.098167,0.0200676,-0.0191525,0.216513,-0.0354822,-0.191009,-0.0577775,-0.58103
-3008.44,0.9897,0.508179,3,7,0,3020.61,5.86768,-0.132755,-0.01311,0.380841,0.255324,-0.61504,-0.846275,-0.0905168,0.820308,-0.0506219,-0.111535,0.174522,0.241194,0.117785,-0.0115113,0.00154736,0.103959,-0.0255241,0.00298526,0.0558048,-0.00912157,0.00664157,-0.00521404,-0.00645602,-0.00595908,0.975678,0.0342647,-0.00402915,-0.0536573,0.20068,-0.840314,-0.685531,-0.203955,0.926713,-0.540193,-0.418192,1.37811,1.05654,1.02763,-0.0067417,0.139662,0.279097,-0.0414935,0.033063,0.215977,-0.073431,0.00577997,-0.0486231,-0.124473,-0.0786358
-3008.61,0.988801,0.508179,3,7,0,3021.75,5.88615,-0.109415,0.0112072,0.375016,0.235215,-0.592705,-0.852919,-0.105188,0.837363,-0.0594981,-0.0885544,0.162044,0.200552,0.0821627,-0.0236817,0.0314582,0.0740058,-0.042348,0.00453611,0.00131762,0.049916,0.00939331,-0.0204215,-0.00776982,-0.0388516,0.972791,-0.052437,0.00784999,-0.0798952,0.00273791,-0.750058,-0.632643,-0.196694,0.939242,-0.534933,-0.296825,1.34444,0.89514,0.696097,-0.0330727,0.162765,0.201203,-0.127162,-0.0253473,-0.0456679,0.198386,-0.0732297,-0.199778,-0.208342,-0.512684
-3007.83,1,0.508179,3,7,0,3021.08,5.86048,-0.13927,0.00264917,0.377826,0.265372,-0.593331,-0.840243,-0.106527,0.808138,-0.0713507,-0.112521,0.189087,0.215481,0.0980389,-0.0252598,0.0388756,0.0866717,-0.0254567,0.00681805,0.0357024,0.0359903,0.00944674,0.00649733,-0.0119466,-0.0215501,0.975243,-0.0108154,0.00111533,-0.0181557,0.1214,-0.776628,-0.662195,-0.239887,0.927002,-0.592567,-0.431653,1.48103,0.957141,0.836298,-0.0132005,0.193581,0.232081,-0.0283514,0.0628189,0.166656,0.203164,0.0203932,-0.0112211,-0.249777,-0.284374
-3009.22,0.914266,0.508179,3,7,0,3022.42,5.88522,-0.150009,0.00857054,0.386474,0.230217,-0.602577,-0.85068,-0.077426,0.827196,-0.0563494,-0.0872708,0.182432,0.22714,0.0908232,0.00643543,0.0215898,0.0870875,-0.00771754,-0.00140164,0.0233429,0.0371612,0.0108683,0.000663268,-0.00940233,-0.0179478,0.960847,-0.0840834,0.00731452,-0.0974316,0.0945157,-0.801239,-0.685684,-0.134605,0.922833,-0.576648,-0.193076,1.47875,1.04173,0.787894,0.00957124,0.158777,0.234252,0.00148017,0.0242045,0.110787,0.20536,0.0210872,-0.0374072,-0.198406,-0.236838
-3009.71,0.979953,0.508179,3,7,0,3023.21,5.87021,-0.109224,-0.0201265,0.394847,0.220235,-0.620025,-0.852607,-0.0754583,0.809753,-0.0621814,-0.0978553,0.165,0.219182,0.114265,-0.0351734,0.0198954,0.0919458,-0.0259133,-0.0111643,0.0362589,0.0204483,0.0216295,-0.0416142,-0.00815771,-0.0285197,0.974472,0.0841175,-0.00702823,-0.100885,0.0791235,-0.856504,-0.72232,-0.150479,0.920172,-0.559816,-0.348273,1.30757,0.92925,0.979431,-0.046835,0.16143,0.249784,-0.0984045,-0.0829604,0.0653061,8.06075e-05,-0.0470815,-0.309699,-0.196068,-0.376345
