# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_pcount_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.423595
# Diagonal elements of inverse mass matrix:
# 0.00972006, 0.00725412, 0.00515916, 0.00719389, 0.00461576, 0.00659946, 0.00640947, 0.00188262, 0.00644537, 0.00806368, 0.0261225, 0.0051658, 0.00442749, 0.0186653, 0.00202028, 0.0445646, 0.00744145, 0.00565224, 0.00709486, 0.0104678, 0.0140086, 0.00990669, 0.00741632, 0.00771106, 0.00929301, 0.0116655, 0.00723778, 0.0119723, 0.0108986, 0.0264763, 0.0202452, 0.00634188, 0.00681889, 0.00348374, 0.00276402, 0.0156835, 0.00322181, 0.00613307, 0.0100721, 0.00659304, 0.0405954, 0.00725594, 0.0298624, 0.00863177, 0.0022528, 0.0179884, 0.0565331, 0.00438517, 0.00372579, 0.0118855, 0.00799494, 0.0153214, 0.00169899, 0.00170203, 0.00235037, 0.00207773, 0.000214142, 0.000167521, 0.00019742, 0.00019892, 0.000208779, 0.000257561, 0.000176474, 0.000209665, 0.000186725, 0.000166233, 0.000185434, 0.000140318, 0.000128346, 0.000134408, 0.000121841, 0.000142312, 0.000136255, 0.000144092, 0.00014271, 0.000128181, 0.000145333, 0.000209711, 0.02091
256.731,0.943126,0.423595,4,15,0,-228.007,6.58567,6.58298,6.82071,6.67667,6.6475,6.96423,6.59564,6.80352,6.29876,6.62492,6.93909,7.00307,6.813,6.68924,6.43889,6.10194,6.80808,6.54327,6.89033,6.4836,6.74515,6.95125,6.54258,6.4075,6.54998,6.66545,6.65001,6.58157,6.6187,6.8282,6.5627,6.4953,6.93725,6.3427,7.18139,6.4455,6.52108,6.69442,6.97826,6.77967,6.30306,6.88659,6.17769,6.30658,6.74492,6.62049,6.6478,7.21397,6.72258,6.66994,6.88265,6.70108,-0.0866045,-0.0206785,0.0547113,-0.0652897,0.161257,-0.120843,0.0343792,-0.101301,0.823536,-0.18376,-0.161214,0.09384,-0.0857816,0.025108,-0.0520192,0.0118988,0.0675983,-0.0265135,-0.0297947,0.0228237,0.00633747,0.00533694,-0.0042858,0.0143952,0.00109297,0.548785,0.232634,0.0263416,-0.00681228,0.157563,0.0315078,1.13455,-0.816191,-2.32269,0.372902,-1.01242,0.423226,-0.0468972,0.114319,0.180966,-0.0672929,-0.0600116,0.099498,0.0427556,0.0290611,-0.00413946,0.229052,0.0123489,-0.0730421,-0.0246121,0.468422,-0.0121859
251.727,0.952885,0.423595,3,15,0,-222.241,6.63123,6.43252,6.77893,6.93343,6.63383,6.79129,6.51882,6.78816,6.33098,6.86005,6.61603,6.80949,6.96802,7.21219,6.49962,6.3344,6.80401,6.48614,6.98204,6.20698,6.76866,6.96241,6.84893,6.53421,6.69402,6.65748,6.90575,6.41015,6.70221,6.9489,6.88908,6.63375,6.85377,6.31191,7.32849,6.86284,6.45798,6.90132,6.6874,6.69863,6.34793,7.00465,6.00139,6.49504,6.84975,6.58205,6.01293,7.16319,6.68638,6.79032,6.94122,6.9893,0.0857752,0.107009,-0.0146951,-0.0850661,0.168202,-0.0783346,0.0206087,-0.133284,0.847281,-0.179369,-0.151345,0.109679,-0.0802842,0.0180827,-0.0778545,0.0127865,0.0504404,0.00659207,0.0193221,0.00452198,0.0345475,0.0222318,-0.0146632,0.0101968,-0.0492989,0.559932,0.266687,-0.123624,0.0133467,0.0994255,-0.0602919,1.14543,-0.715476,-2.03841,0.501423,-0.914701,0.240877,-0.086434,0.0909065,0.131293,0.00272346,0.0121167,-0.0416848,0.0747683,-0.0370652,-0.180557,0.0367703,-0.557002,0.016028,0.0637373,-0.0228353,-0.015877
252.563,0.839378,0.423595,4,15,0,-209.391,6.57136,6.66332,6.82173,6.87124,6.57059,6.87232,6.48311,6.80094,6.34227,6.79193,6.27247,6.8145,6.92508,7.14181,6.49898,6.10227,6.84007,6.56772,6.92421,6.22969,6.74307,6.93253,6.7899,6.42477,6.72127,6.74953,6.84803,6.42054,6.62136,6.94297,6.85276,6.57618,6.93895,6.37363,7.32332,6.78024,6.59776,6.84904,6.7728,6.71853,6.41513,6.74667,5.98276,6.45812,6.79962,6.53003,5.84692,7.18858,6.71954,6.72355,6.83535,7.04464,0.126128,0.0823178,-0.00622575,-0.113214,0.16681,-0.0936934,0.0237815,-0.135476,0.834073,-0.173371,-0.162525,0.112217,-0.0699541,0.0205801,-0.0796446,0.00492807,0.0435109,-0.00206495,0.00915943,0.00624334,0.0203269,0.0258988,-0.0279529,0.00293832,-0.0376773,0.558706,0.23729,-0.0564971,0.00501063,0.102907,-0.0512909,1.13388,-0.72128,-2.12422,0.576361,-0.826918,0.282203,-0.0921384,0.0653976,0.114815,-0.0389142,-0.0363157,-0.0564776,-0.0103316,-0.0403207,-0.232703,-0.0482208,-0.425696,0.0255791,0.0482447,0.0677837,-0.0211306
254.214,0.769254,0.423595,3,7,0,-202.875,6.43996,6.579,6.73273,6.80632,6.75083,6.9069,6.67117,6.78221,6.3345,6.66304,7.18966,6.98192,6.9223,6.90884,6.45514,6.5665,6.69276,6.51412,7.02447,6.43957,6.75183,6.92442,6.56523,6.50387,6.59282,6.62266,6.77099,6.65375,6.72101,7.07472,6.41056,6.45313,6.89099,6.18297,7.20602,6.58229,6.45455,6.79436,6.86808,6.6754,5.9908,7.17932,6.31008,6.38081,6.74649,6.66905,6.52726,7.0664,6.78057,6.7877,7.16429,6.78385,-0.0817913,0.0324017,0.0108867,-0.00890194,0.147894,-0.104861,0.0228979,-0.103815,0.840612,-0.164219,-0.148995,0.0938346,-0.0987712,0.0113299,-0.0443505,0.013327,0.06648,-0.0124445,-0.0278788,0.0340364,0.0207902,0.00761831,0.0116568,0.0244974,-0.0110869,0.555046,0.297933,-0.0583439,0.00214241,0.1252,0.0152997,1.13579,-0.68754,-2.19562,0.306103,-1.08261,0.265212,-0.0331689,0.115653,0.175794,-0.000727368,-0.0143686,0.177016,0.145057,0.0671986,0.0640511,0.357351,-0.125265,-0.0458851,0.0152328,0.0891041,-0.00166149
249.886,0.862294,0.423595,3,7,0,-212.106,6.37395,6.46485,7.0473,7.00303,6.6093,6.87384,6.61768,6.73759,6.34375,6.51844,6.84557,6.90355,6.92692,7.05107,6.52275,6.09723,6.77058,6.5664,7.10879,6.30577,6.63954,6.98834,6.63704,6.44774,6.69284,6.73219,6.73982,6.3102,6.72759,6.85089,6.75183,6.56408,6.97942,6.25612,7.25955,6.52879,6.53004,6.87776,6.97331,6.73991,5.97176,6.77064,6.3102,6.57196,6.78688,6.59607,6.14724,7.30337,6.69849,6.84074,6.97715,7.04493,-0.0550669,-0.0271506,-0.0465,0.0167818,0.162273,-0.116088,0.0192477,-0.135311,0.845367,-0.174274,-0.140751,0.0971314,-0.0475975,-0.00973185,-0.0632862,0.0115137,0.064697,-0.00327067,-2.02242e-05,0.0100129,0.0347582,0.00939059,-0.019715,0.0212751,-0.0270347,0.552141,0.270093,0.010823,-0.0042626,0.0670957,-0.0411122,1.12225,-0.735329,-1.78814,0.593917,-0.542561,-0.00490908,-0.0685543,0.108369,0.170838,-0.0226406,-0.0248991,-0.00128309,0.100363,-0.0476757,-0.143607,0.266729,-0.30545,-0.0199256,-0.0033833,-0.359268,0.00313222
253.081,0.902589,0.423595,4,15,0,-213.656,6.57853,6.74517,6.73331,6.67455,6.54449,6.9368,6.50894,6.85469,6.25642,6.66209,6.52931,6.91949,6.89413,6.82846,6.48377,6.40301,6.70961,6.52338,6.95393,6.21094,6.77521,6.87749,6.58742,6.456,6.63531,6.64432,6.70972,6.34593,6.67601,6.90401,6.70009,6.60274,7.03672,6.34134,7.32178,6.53274,6.49254,6.83204,6.77308,6.71646,6.21934,6.83257,6.13134,6.44939,6.89944,6.29664,6.49073,7.17329,6.70398,6.64733,6.95112,6.90081,0.146787,-0.00652618,0.0871572,-0.061197,0.169427,-0.107993,0.0338802,-0.125731,0.825472,-0.218401,-0.141424,0.1064,-0.0584852,0.00201964,-0.0752346,0.0149073,0.0573785,-0.0168353,-0.00509015,-0.0116223,0.0405608,0.00806693,0.00037927,0.000413492,-0.0247168,0.568582,0.273673,-0.00720668,-0.00101372,0.121405,-0.0642482,1.13725,-0.925653,-1.79529,0.627572,-0.689706,0.108077,-0.0733014,0.106808,0.152964,-0.0528914,-0.0250321,-0.0482645,0.165084,-0.0158957,-0.0546029,-0.0554369,-0.279262,0.0479171,-0.025065,0.703245,-0.011422
