# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_normal_sens_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_sens_pdw2_download_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.294764
# Diagonal elements of inverse mass matrix:
# 0.00472537, 0.00345514, 0.0021083, 0.0042637, 0.00565617, 0.00628764, 0.00618374, 0.00183738, 0.00622311, 0.00750715, 0.0160025, 0.00348841, 0.00391646, 0.015388, 0.0028077, 0.00643602, 0.0068296, 0.00721531, 0.0054853, 0.0074624, 0.0135084, 0.00902656, 0.00605212, 0.00606158, 0.00553271, 0.00921238, 0.00530583, 0.0151758, 0.00915586, 0.0154067, 0.0148213, 0.00703762, 0.00799136, 0.00242905, 0.00372051, 0.0157102, 0.00284189, 0.00652492, 0.00866244, 0.00258622, 0.0173293, 0.00629713, 0.0140919, 0.00581825, 0.0021384, 0.0119733, 0.0280398, 0.00429463, 0.00559637, 0.00796375, 0.00513365, 0.0254637, 0.00110622, 0.000807617, 0.0009507, 0.000999981, 0.000169252, 0.000141138, 0.00017791, 0.000168715, 0.000153463, 0.000153321, 0.000141804, 0.000168935, 0.000207275, 0.000155407, 0.00020286, 0.000146408, 0.000159966, 0.000204514, 0.000144932, 0.000152162, 0.000148284, 0.000150386, 0.000180262, 0.000162913, 0.000157206, 0.000157784, 0.000174471, 0.000159578, 9.17417e-05, 0.0249595
-2863.9,0.997406,0.294764,4,15,0,2901.5,5.60218,5.95856,5.91982,5.84952,5.92887,5.90218,5.92543,5.9892,5.36454,5.73015,6.00972,6.04269,5.74372,5.77361,5.85285,5.58778,5.90999,5.78973,6.12978,5.91296,5.53462,5.70876,5.59439,5.74311,5.90702,6.23255,6.1325,6.08162,6.11477,5.99479,5.37361,5.98208,5.99832,5.62532,6.23168,5.96517,5.69726,6.02969,5.84176,5.72994,5.57541,5.54304,5.87641,5.94396,6.02978,5.80396,5.18722,5.96719,5.89869,5.98005,5.94773,6.56141,0.0434413,0.135149,0.0164774,-0.0189261,0.0395512,0.0375958,0.365751,0.246429,-0.611682,-0.865799,-0.135451,0.827628,-0.0664039,-0.103499,0.148656,0.227442,0.0951192,-0.0112343,0.0271892,0.0919755,-0.0250186,0.0133144,0.0302117,0.00766459,0.0244523,-0.0144113,-0.0121392,-0.00953944,0.947229,0.160715,-0.0347696,0.000676514,-0.129606,0.0458331,-0.880211,-0.707088,-0.295613,0.917471,-0.569265,-0.431195,1.1986,1.02422,0.818612,-0.00955201,0.182762,0.256206,-0.0428342,0.0542922,0.112512,0.0191538,0.0648268,-0.116295,-0.231067,-0.125927,0.0176842,0.0716088,0.1409,-0.00352908
-2862.7,0.982425,0.294764,4,15,0,2905.17,5.60737,5.93611,6.00752,5.9223,5.97712,5.83961,6.03217,5.97264,5.51716,5.76592,5.77305,6.13736,5.99589,5.90139,5.82945,5.79452,5.94273,5.88626,5.90458,5.75873,5.56589,5.73452,5.55867,5.8168,5.7952,6.21327,6.07999,5.73388,6.33794,6.11551,5.6536,5.96506,5.85244,5.66618,6.14678,6.20586,5.66279,5.93408,6.04459,5.72313,5.36828,5.63358,5.70818,5.90656,5.98249,5.82706,5.35298,6.07564,5.99595,5.82653,5.83807,6.35603,-0.0468192,0.115033,0.0690975,0.0303179,0.05229,-0.0215851,0.388872,0.263647,-0.582314,-0.870765,-0.110686,0.827749,-0.0849048,-0.106044,0.173257,0.219532,0.0700211,0.00368184,-0.00220573,0.0932337,-0.0439304,0.00028333,0.0465043,0.0158742,0.0133089,-0.0164254,-0.00502575,-0.0160545,0.973436,0.184918,0.844424,-0.0586622,-0.0932818,0.062812,-0.778459,-0.712645,-0.196533,0.921075,-0.708122,-0.408261,1.44773,1.03817,0.619877,-0.00108262,0.124161,0.257969,-0.0968143,0.0123874,0.167318,0.0449992,-0.00287568,-0.132687,-0.118115,-0.21193,-0.0150255,0.0457733,0.481892,0.00565329
-2847.35,1,0.294764,4,15,0,2894.84,5.73302,5.89069,5.91573,5.88638,5.77864,5.93776,5.93516,5.95109,5.7145,5.63675,6.00829,5.97646,5.81738,5.90107,5.84701,5.75939,5.82911,5.77026,6.02748,5.92775,5.77963,5.81008,5.67746,5.70215,5.85995,6.06261,6.03574,6.01526,6.10941,6.11671,5.47577,5.94243,5.96478,5.56931,6.19655,5.99694,5.69506,5.94572,5.75742,5.88898,5.57714,5.73156,5.86419,5.85127,5.96441,5.93067,5.45963,6.07061,6.00916,5.78306,5.92475,6.23342,0.0299567,0.0605852,-0.0115815,-0.0254623,0.0515241,0.0187455,0.376257,0.244072,-0.587348,-0.863129,-0.124349,0.830249,-0.0584296,-0.117888,0.173479,0.226523,0.0988338,0.0231942,0.00881339,0.0889609,-0.0336483,-0.0217969,0.0269391,0.0107853,0.00677827,0.00318424,0.00375503,-0.0415805,0.941967,0.126949,0.125616,-0.00833452,-0.0998523,0.0751304,-0.835282,-0.79792,-0.250044,0.917064,-0.650958,-0.499328,1.44657,1.00497,0.855529,0.00964864,0.13983,0.244429,-0.095362,-0.0715068,0.0874432,0.023335,-0.0195575,-0.0505945,-0.0111179,-0.54889,0.00837325,0.0373391,-0.0605232,-0.00474787
-2838.29,0.998177,0.294764,4,15,0,2876.17,5.6624,5.77441,5.98979,5.91381,5.83544,5.74921,5.87302,6.02979,5.59078,5.68558,5.89051,6.11985,5.91303,5.81975,5.79551,5.68018,5.87257,5.66849,5.98868,5.81163,5.58401,6.03182,5.68882,5.61294,5.81647,5.85554,6.06579,5.91088,6.22736,6.11485,5.50784,5.9554,5.89016,5.77649,6.19873,6.06234,5.64675,6.09457,5.85516,5.66778,5.55148,5.61796,5.84693,5.88559,6.05701,5.77187,5.43934,6.07927,5.82684,6.01591,5.80497,6.35611,-0.0440761,0.114648,-0.0254511,-0.0129839,0.0461776,0.00773796,0.377414,0.260708,-0.608102,-0.826613,-0.101693,0.822987,-0.0935839,-0.084344,0.166448,0.213956,0.0961818,-0.00166105,0.0166483,0.0936879,-0.0236634,0.0298754,0.0416153,0.0238702,0.00441425,-0.0134381,-0.0245863,-0.0174747,0.978786,0.128571,0.451408,-0.0328377,-0.0718163,0.14167,-0.823191,-0.599671,-0.184997,0.915385,-0.720161,-0.221507,1.3419,0.957477,0.813068,-0.00666428,0.166243,0.263135,-0.0382137,0.0931757,0.131447,0.069633,-0.062914,-0.137251,-0.46457,-0.230677,-0.0232585,0.0712241,-0.175694,-0.00242107
-2843.22,0.875323,0.294764,4,15,0,2871.32,5.65512,5.88842,5.95571,5.95724,5.87351,5.97828,6.018,5.97014,5.57041,5.69722,6.03924,6.03478,5.86472,6.02977,5.84874,5.77857,5.8158,5.78621,6.03901,5.95041,5.6683,5.71946,5.54122,5.6966,5.81868,6.133,6.0083,5.88298,6.09271,6.14085,5.3679,5.88179,6.05406,5.58709,6.159,6.17776,5.68083,5.9908,5.84846,5.86303,5.6357,5.66313,5.73724,5.85854,5.94229,6.06243,5.48268,6.02732,6.05471,5.75103,5.85023,6.21133,0.0286055,0.0827745,-0.0122159,0.00934373,0.0668823,0.0227991,0.387539,0.257341,-0.588282,-0.86591,-0.113625,0.825965,-0.0854624,-0.117783,0.180675,0.221444,0.0944521,-0.00239406,0.00659466,0.0857259,-0.0356856,-0.0222116,0.0262302,0.0206201,0.00362712,0.00012013,0.00619203,-0.0205797,0.944091,0.138641,0.184519,-0.0114114,-0.0908116,0.0708235,-0.79512,-0.746513,-0.221547,0.932056,-0.734201,-0.498152,1.47939,0.983944,0.81593,-0.00355074,0.130734,0.234883,-0.0869855,-0.0521517,0.110046,0.104294,-0.00788788,-0.0293778,0.0706687,-0.271666,0.0211094,0.0495807,-0.0998024,0.00174229
-2861.28,0.680423,0.294764,4,15,0,2892.45,5.59123,5.78541,5.90922,5.97291,5.67916,5.87292,6.07267,5.99167,5.50444,5.54537,5.96952,6.06849,5.85798,5.84421,5.74415,5.7124,5.77004,5.62163,6.08441,5.73381,5.65527,5.99853,5.67983,5.81929,5.80129,5.96052,5.99702,6.01148,6.31501,6.33708,5.41855,5.95479,5.82312,5.6171,6.25865,5.78884,5.72577,6.01545,5.69784,5.69775,5.64225,5.56164,5.91262,5.93351,6.01898,5.90579,5.54636,6.07364,5.89584,5.75954,5.87044,6.53646,-0.0499072,0.115648,-0.0416101,0.0151337,0.044188,-0.00432264,0.384458,0.263694,-0.580971,-0.835795,-0.113515,0.842249,-0.0685357,-0.110216,0.154166,0.227761,0.0781324,0.0320387,-0.00186445,0.0581254,-0.0271166,0.00881459,0.0421447,0.00940196,0.0115861,-0.0186953,-0.0159737,-0.0331867,0.977808,0.168125,0.490841,-0.0340616,-0.0500493,0.158832,-0.786782,-0.643024,-0.188233,0.90857,-0.644556,-0.471829,1.30896,1.084,0.668302,0.0111752,0.0777679,0.163276,-0.0753478,0.00212355,0.106995,-0.037007,-0.0558381,-0.187963,-0.342325,-0.438087,-0.0147829,0.0757915,-0.323364,0.00282193
