# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_download_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.36181
# Diagonal elements of inverse mass matrix:
# 0.0103481, 0.00693868, 0.00397391, 0.00692151, 0.00418406, 0.00625423, 0.00753751, 0.00177528, 0.00664936, 0.00986847, 0.0243426, 0.00467896, 0.00384844, 0.02041, 0.00257585, 0.0406142, 0.00698041, 0.00504979, 0.00529425, 0.00917616, 0.0148094, 0.0101232, 0.00880677, 0.00621722, 0.00931721, 0.0109838, 0.00774532, 0.0141401, 0.01021, 0.024038, 0.0199992, 0.0060594, 0.00582757, 0.00336746, 0.00303127, 0.0164092, 0.00361288, 0.00551309, 0.00891173, 0.00774689, 0.041272, 0.00755474, 0.0321503, 0.00966177, 0.00210492, 0.0196975, 0.0630951, 0.00463526, 0.00380268, 0.0107069, 0.00858215, 0.0143009, 0.00170814, 0.00144982, 0.00208596, 0.00172829, 0.000175909, 0.000168915, 0.000201452, 0.000178417, 0.000190252, 0.000234178, 0.000178739, 0.000229114, 0.000197091, 0.000161236, 0.000189224, 0.000124161, 0.000136894, 0.000123452, 0.00015296, 0.000154327, 0.000145724, 0.00013727, 0.000138402, 0.000137949, 0.000147529, 0.00022427, 0.0214642
276.116,0.921315,0.36181,4,15,0,-224.051,6.41815,6.56403,6.81145,6.75902,6.67328,6.78787,6.54909,6.83477,6.39966,6.69236,6.6158,7.02008,6.89347,6.77102,6.44575,6.16735,6.79589,6.52659,6.99458,6.41168,6.61371,6.91589,6.60255,6.31367,6.70593,6.48643,6.72503,6.56489,6.42866,6.87164,6.51129,6.63342,6.94114,6.24079,7.28482,6.62861,6.51556,6.89428,6.82043,6.63421,6.25927,6.94548,6.18389,6.50096,6.79965,6.72253,6.42939,7.15915,6.70738,6.88246,6.9076,6.99374,-0.0198914,0.0539979,0.037751,-0.0665601,0.0363111,-0.101659,0.025173,-0.15125,0.842412,-0.18012,-0.153877,0.0892641,-0.0876006,0.0234996,-0.066537,0.0130516,0.0518506,-0.00886916,-0.00855942,0.00536046,0.0278547,-0.00443083,-0.000464262,0.0157574,-0.0265031,0.563543,0.205288,0.459672,-0.0329202,0.0974986,-0.0279872,1.12743,-0.766568,-2.26181,0.346644,-1.02671,0.333301,-0.0679962,0.0989871,0.141485,-0.0347103,-0.0364375,0.000275735,0.095147,-0.0602079,-0.0463558,0.181181,-0.299558,-0.0363749,0.0209569,0.344802,-0.012423
272.346,0.765362,0.36181,4,15,0,-237.579,6.52562,6.59308,6.82529,6.75847,6.63175,6.89376,6.64812,6.85489,6.23219,6.72485,6.92799,6.88415,6.91903,7.09008,6.55446,6.60263,6.72386,6.5035,6.92097,6.38632,6.61721,6.95819,6.74372,6.52628,6.61998,6.77241,6.73395,6.43489,6.75039,7.11578,6.59633,6.46792,6.93995,6.36869,7.19591,6.67077,6.44381,6.76682,6.80433,6.65215,6.34825,7.0151,6.18874,6.44084,6.78426,6.43913,6.23561,7.11664,6.75548,6.54552,7.04102,6.63742,0.0604515,0.0724593,-0.07387,-0.0687541,0.0218974,-0.0940091,-0.00162927,-0.156263,0.844772,-0.185699,-0.165554,0.103164,-0.0530917,0.00350051,-0.0439879,0.00536173,0.0668071,0.0038932,-0.00224213,0.0345621,0.0199843,0.0339077,-0.0105482,0.0133925,-0.0171499,0.545532,0.232165,0.325286,-0.0258317,0.00239193,0.0187566,1.11088,-0.824819,-2.1283,0.544562,-0.640847,0.174212,-0.0393681,0.103535,0.184898,0.0383627,0.0298523,0.140508,0.0939391,0.0962424,-0.0810102,0.167487,-0.193841,0.0120573,0.0594856,-0.47497,-0.0128325
270.795,0.795709,0.36181,4,15,0,-238.625,6.46894,6.53174,6.7604,6.71181,6.71298,6.8523,6.56619,6.78478,6.31456,6.67744,6.48291,7.01725,6.87143,6.6923,6.45163,6.14368,6.76831,6.5507,6.90509,6.46393,6.5629,6.86476,6.54451,6.37128,6.57294,6.6076,6.80901,6.43639,6.47685,6.76282,6.46687,6.61721,6.92745,6.20688,7.2861,6.6424,6.55285,6.90172,6.82141,6.62776,6.20808,6.97882,6.34885,6.47165,6.84113,6.56746,6.28537,7.16182,6.69017,6.87773,6.79354,7.01266,-0.0102891,0.0735691,0.05255,-0.0442138,0.0435417,-0.0955559,0.0481008,-0.156274,0.857481,-0.179221,-0.168069,0.0934897,-0.0853282,0.0119773,-0.0864281,0.0162022,0.0455981,-0.00830976,-0.000585083,0.00786352,0.033337,0.00215511,-0.00231204,0.0306407,-0.0284322,0.566894,0.182202,0.358059,-0.0250939,0.160403,-0.057542,1.16337,-0.718145,-2.42159,0.384207,-1.0011,0.208807,-0.0822451,0.0974523,0.125498,-0.0169471,0.00323236,0.0260677,0.136129,-0.0250224,-0.0438968,0.410325,-0.321361,-0.0237045,0.027781,0.431353,-0.00825221
268.185,0.522925,0.36181,4,31,0,-225.249,6.42921,6.67173,6.82538,6.89944,6.7198,6.84992,6.43387,6.8275,6.32553,6.77403,6.92523,6.95215,6.94512,6.86292,6.49362,6.35651,6.78926,6.56708,7.06231,6.26399,6.58256,6.96564,6.57873,6.48314,6.70405,6.59344,6.77535,6.34283,6.5971,6.84418,6.50997,6.63299,6.92027,6.32506,7.29311,6.72894,6.5316,6.7651,6.92173,6.6962,6.26475,7.08398,6.29036,6.52088,6.8059,6.54487,6.25319,7.08453,6.7218,6.86777,6.9879,7.07854,0.0224758,0.115761,-0.0192249,-0.065592,0.0082216,-0.0902919,0.00833816,-0.172203,0.830942,-0.181796,-0.175327,0.092199,-0.0707871,8.13643e-05,-0.0721599,0.00378597,0.0654211,-0.000608065,-0.00648567,0.0188574,0.020008,0.0204223,-0.00811066,0.0303829,-0.0412639,0.560624,0.213484,0.287108,-0.0240496,0.0321869,-0.0732801,1.1191,-0.762291,-2.44632,0.442298,-0.833546,0.138582,-0.0745904,0.0985829,0.180674,-0.00639284,-0.0258718,0.0454165,0.0523908,0.010985,-0.104949,0.374052,-0.466394,-0.00920307,0.0695161,-0.0757382,-0.0122423
259.254,0.775411,0.36181,4,15,0,-226.056,6.53573,6.58866,6.8865,6.66447,6.72847,6.83848,6.5462,6.83325,6.34473,6.68631,6.87646,6.93223,6.94742,6.87934,6.487,6.16395,6.70124,6.6555,6.96044,6.37831,6.76054,7.0823,6.49338,6.29322,6.60666,6.64616,6.75842,6.51836,6.61382,6.77045,6.35363,6.6042,6.86809,6.32805,7.25737,6.53694,6.51643,6.8889,6.77394,6.54205,6.20509,7.10931,6.2703,6.45931,6.76566,6.74817,6.29554,7.028,6.63391,6.78212,6.9385,7.04742,-0.014696,0.100378,-0.00930295,-0.0244241,0.0436833,-0.0731587,0.0138617,-0.136432,0.84451,-0.198225,-0.156159,0.0926449,-0.075969,0.0227307,-0.0686605,-0.0152732,0.0677293,-0.00166223,0.00440604,-0.000146873,0.0263158,0.0367546,-0.00836502,0.0409982,-0.0435206,0.560847,0.233984,0.152978,-0.0115789,0.0695808,0.0184361,1.13455,-0.847285,-2.16142,0.380365,-0.958985,0.386798,-0.0662374,0.061592,0.187355,0.00405168,0.0166119,0.00261616,0.109281,0.0875972,-0.0995761,0.535274,-0.491901,-0.014209,0.058069,-0.0439928,-0.00455859
262.541,0.97259,0.36181,4,15,0,-228.213,6.54469,6.6512,6.7559,6.6328,6.7173,6.8762,6.6153,6.72092,6.37733,6.73135,6.68747,6.94187,6.86297,6.82799,6.50618,6.55175,6.78489,6.46284,6.91658,6.30409,6.39328,6.70446,6.68215,6.59596,6.59783,6.62426,6.81921,6.61077,6.8072,7.10129,6.81167,6.54761,6.92858,6.29208,7.22826,6.80843,6.46123,6.78492,6.87831,6.652,6.28291,6.88297,6.19617,6.40309,6.7778,6.5345,6.07926,7.24187,6.82042,6.74346,6.95017,6.77046,0.0333053,-0.00685952,-0.00646815,-0.0982983,0.0268876,-0.106947,0.0212017,-0.166294,0.856642,-0.161962,-0.156783,0.109055,-0.0538597,0.0141928,-0.0645602,0.0258619,0.0392437,-0.00244824,-0.01026,0.0335227,0.0172814,0.0131851,-0.0128361,-0.00967517,-0.0142985,0.549191,0.238971,0.487577,-0.0355561,0.0594991,-0.0154986,1.12919,-0.700733,-1.97977,0.605634,-0.66568,0.227929,-0.0671282,0.107953,0.108897,-0.0109135,-0.0335813,0.0907006,0.0323416,-0.0182058,-0.112602,-0.188014,-0.161612,-0.0187723,-0.00111606,0.0510285,-0.0183467
