# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_pcount.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_pcount_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.523411
# Diagonal elements of inverse mass matrix:
# 0.000124267, 0.00012803, 0.000108189, 0.000108591, 7.90803e-05, 9.8646e-05, 0.000113971, 0.000110381, 0.000110036, 0.00011612, 0.000125608, 0.00011538, 8.17819e-05, 0.00010849, 0.000121955, 0.000100449, 0.000124325, 0.00014094, 0.000121704, 0.000118566, 0.000117305, 0.000118907, 0.000105365, 8.5888e-05, 0.00010102, 0.000339551
5420.27,0.903065,0.523411,3,7,0,-5404.23,-1.55083,-0.00621039,0.0338332,0.126509,-0.108151,-0.1574,-0.0565759,-0.00310635,-0.118616,-0.0477825,-0.0705897,0.130487,0.178094,0.0648909,-0.02235,0.0281931,0.0858404,-0.0468393,0.00154349,0.0289774,-0.0105166,0.00963974,-0.00323692,-0.00880511,-0.00506801,7.76653,-0.020049,0.00429141,-0.0358286,0.00629182,-0.549296,-0.412684,-0.287072,-0.0348705,-0.428319,-0.224144,1.06892,0.814914,0.581967,-0.0178873,0.171184,0.231674,-0.106416,0.0133154,0.107677,-0.0736227,0.0258796,-0.0375513,-0.16411,-0.0668773
5425.2,0.965891,0.523411,3,7,0,-5408.5,-1.54137,-0.0240789,0.020674,0.131149,-0.105656,-0.170353,-0.0536442,0.0400881,-0.12315,-0.0615437,-0.0899726,0.118538,0.141957,0.0770444,-0.0238462,0.0154341,0.0661518,-0.0143035,-0.00458323,0.0288589,0.0267752,0.0285176,-0.0293979,-0.00341227,-0.0204182,7.79301,0.0280005,-0.00186245,-0.0819261,0.0533189,-0.595235,-0.490375,-0.117306,-0.0449893,-0.460359,-0.432742,0.916768,0.595132,0.663205,-0.0259029,0.117488,0.178804,-0.0403529,-0.0228819,0.0864152,0.0939789,0.0383895,-0.216837,-0.0976984,-0.269438
5429.48,0.996705,0.523411,3,7,0,-5418.13,-1.55081,-0.0269859,0.031365,0.13809,-0.108944,-0.173003,-0.0610661,0.0270513,-0.129009,-0.0515405,-0.0672063,0.120715,0.170403,0.0652659,-0.0168742,0.0175277,0.0832298,-0.0403757,0.0153831,0.036048,0.0066074,0.00567706,0.00497566,-0.00770707,-0.0188743,7.73244,-0.0141246,0.00236085,-0.0695846,0.0350407,-0.604712,-0.464357,-0.185152,-0.0534641,-0.415151,-0.209711,0.981807,0.781515,0.574234,-0.0104613,0.145477,0.222972,-0.0732269,0.0708759,0.145833,0.0248454,0.00496313,-0.0112955,-0.170325,-0.249065
5428.2,0.747239,0.523411,3,7,0,-5412.93,-1.55128,-0.0262893,0.025506,0.138057,-0.114643,-0.16546,-0.0609869,0.0273033,-0.127021,-0.0577472,-0.0657187,0.130381,0.172729,0.0779423,-0.0111364,0.0127517,0.0754969,-0.0484578,0.00762864,0.0450582,0.00563979,0.017179,0.00455272,0.00430742,-0.0208811,7.81227,0.00103846,0.000510254,-0.0609521,0.0331173,-0.577226,-0.471745,-0.191171,-0.0453864,-0.475703,-0.163502,1.03421,0.761609,0.686211,-0.00166307,0.124927,0.201643,-0.0816178,0.0685611,0.203317,0.0410495,0.0728394,-0.00499896,0.0371162,-0.275545
5425.78,0.828158,0.523411,3,7,0,-5419.33,-1.54588,-0.0271462,0.0387225,0.134845,-0.10944,-0.174222,-0.0308303,0.0225992,-0.123983,-0.0648107,-0.0993111,0.122987,0.164595,0.0590058,-0.0297015,0.0180362,0.0687052,-0.0155867,0.000204248,0.00950117,0.0116846,0.0232813,-0.00824851,-0.0140312,-0.0202033,7.77953,-0.0394708,0.00533922,-0.053591,0.0544703,-0.580354,-0.362961,-0.18285,-0.0422779,-0.459527,-0.507966,0.996558,0.761589,0.512699,-0.0274505,0.12702,0.186007,-0.0411195,-0.00583236,0.0232476,0.0391407,0.0554948,-0.0998969,-0.283924,-0.266601
5425.36,0.95142,0.523411,3,7,0,-5415.83,-1.54036,-0.0169186,0.0289646,0.15127,-0.080785,-0.179036,-0.0670091,0.0296593,-0.133748,-0.0537461,-0.0876324,0.121556,0.152826,0.0694104,-0.0291708,0.0141528,0.0743567,-0.0458502,0.0171549,0.0323065,0.0134994,0.00954336,-0.00980276,0.00785964,-0.0129031,7.75872,0.0284277,-0.000318088,-0.0248162,0.0822169,-0.62718,-0.515858,-0.166025,-0.0498729,-0.415255,-0.404115,0.963383,0.669398,0.603952,-0.0210139,0.126418,0.199257,-0.0887985,0.071927,0.128021,0.0576985,0.0117896,-0.073792,0.114287,-0.170268
