# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_beta_full_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_beta_full_pdw2_download_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,sigma,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,gamma.1,gamma.2,gamma.3,gamma.4
# Adaptation terminated
# Step size = 0.320006
# Diagonal elements of inverse mass matrix:
# 0.00981409, 0.00771519, 0.00495683, 0.0077826, 0.00372364, 0.00558546, 0.00576814, 0.00159498, 0.00894594, 0.0101271, 0.0356502, 0.00413107, 0.00350398, 0.0190453, 0.00261322, 0.0473099, 0.00811145, 0.0071732, 0.00532002, 0.0104555, 0.0134866, 0.0100862, 0.00814438, 0.00805861, 0.007959, 0.00871123, 0.00604912, 0.0129488, 0.0116986, 0.0223677, 0.0248363, 0.00664485, 0.00853565, 0.00428306, 0.00238273, 0.016602, 0.00369973, 0.00567348, 0.00725938, 0.00770813, 0.0403523, 0.00672817, 0.0353233, 0.0101416, 0.00237004, 0.016579, 0.0687916, 0.00348611, 0.0035708, 0.00873189, 0.00744721, 0.0154688, 0.00170776, 0.00170902, 0.00230391, 0.00217879, 0.000169933, 0.000138668, 0.000207449, 0.000210057, 0.000199524, 0.000249019, 0.000169546, 0.000227864, 0.000189819, 0.000165325, 0.000208764, 0.00012976, 0.000141635, 0.000135381, 0.000107869, 0.000151494, 0.000120537, 0.000135773, 0.000155315, 0.000150978, 0.000146321, 0.0164691, 0.000900173
2735.2,0.990995,0.320006,4,15,0,-2693.28,-1.51126,-1.57408,-1.40223,-1.52793,-1.54649,-1.18874,-1.69903,-1.46809,-1.96491,-1.48706,-1.52419,-1.06738,-1.30555,-1.12458,-1.74117,-1.92918,-1.4145,-1.71257,-1.10952,-1.64564,-1.46178,-1.24671,-1.40796,-1.75887,-1.64772,-1.49654,-1.29379,-1.55284,-1.49237,-1.02798,-1.55524,-1.73299,-1.35146,-1.95706,-0.780635,-1.60627,-1.66347,-1.40377,-1.4612,-1.47658,-2.05402,-1.21209,-2.07433,-1.54859,-1.35255,-1.44223,-1.74771,-0.998895,-1.51377,-1.12761,-1.02236,-1.48503,0.0838099,0.0320968,0.0160622,-0.0256755,0.0227106,0.0322851,0.0171406,0.0915896,-0.115468,-0.145021,-0.184163,0.0746617,-0.0866603,0.03667,-0.0652436,0.00903868,0.0485452,-0.0239774,-0.00934035,0.0278376,0.0100266,0.0196337,-0.00211124,0.0318373,-0.0186967,0.272637,19.5596,0.13251,-0.009835,0.189858,0.0550837,0.100535,-0.596861,-2.78361,0.174571,-1.07284,0.509678,-0.0578879,0.0853325,0.133036,-0.0406525,0.00974472,0.123943,0.0626097,0.0733547,-0.018825,0.453585,-0.211324,0.0336131,0.0139282,0.144052,-0.00479215
2740.85,0.932372,0.320006,4,15,0,-2696.67,-1.77635,-1.58031,-1.29356,-1.23925,-1.57346,-1.32869,-1.58185,-1.39141,-1.87358,-1.52323,-1.52979,-1.24071,-1.25429,-1.07996,-1.71728,-1.61481,-1.36133,-1.69956,-1.23618,-1.92624,-1.70343,-1.41078,-1.54096,-1.85442,-1.70704,-1.72915,-1.33834,-1.54669,-1.63934,-0.742733,-1.6765,-1.48664,-1.39724,-1.92362,-0.875773,-1.83081,-1.66307,-1.31233,-1.34085,-1.60148,-1.72831,-1.17778,-1.77264,-1.72509,-1.37522,-1.51131,-2.10418,-0.960398,-1.5689,-1.42193,-1.16763,-1.58118,0.0627996,0.0358302,-0.0906458,-0.101164,0.0219941,0.0299908,0.00566949,0.066095,-0.0949568,-0.16232,-0.175551,0.0935204,-0.0840849,0.0220766,-0.0728337,-8.6782e-05,0.0553348,-0.00787502,-0.0168911,0.0207173,0.0258832,0.0112935,0.011404,0.020519,-0.00476987,0.234835,19.2931,0.140245,-0.0110189,0.13829,-0.0245325,0.134311,-0.660981,-2.52686,0.34029,-1.02113,0.360084,-0.0551033,0.0761186,0.150377,0.0190208,0.021451,0.141583,0.182853,0.0914809,0.0728409,0.310615,-0.0539126,0.00168257,0.0438449,-0.565977,-0.0188817
2743.83,0.983351,0.320006,4,15,0,-2712.91,-1.88022,-1.62329,-1.44141,-1.28245,-1.48994,-1.27201,-1.58542,-1.43845,-1.91162,-1.53855,-1.50031,-1.29654,-1.31487,-1.12859,-1.75448,-1.74416,-1.35571,-1.79702,-1.26771,-1.8665,-1.53565,-1.42373,-1.52876,-1.83635,-1.68967,-1.70276,-1.33309,-1.59633,-1.52779,-0.960171,-1.67829,-1.66457,-1.4539,-1.93812,-0.859995,-1.84679,-1.67265,-1.33203,-1.31117,-1.40681,-1.78371,-1.20484,-1.83708,-1.70598,-1.35857,-1.38081,-2.2458,-0.982963,-1.54042,-1.36033,-1.16409,-1.41643,0.0475631,0.0690511,-0.112989,-0.104425,0.0193961,0.0176671,0.00403682,0.0372358,-0.115001,-0.176205,-0.173995,0.0886607,-0.0781281,0.0315406,-0.0666924,0.0122499,0.056498,-0.00441521,-0.0191646,0.02007,0.0144934,0.00972356,0.00390181,0.00332217,-0.00809984,0.270904,19.5673,0.246751,-0.0190949,0.123449,-0.0789996,0.106483,-0.753034,-2.52558,0.328455,-0.97275,0.453245,-0.0589388,0.102549,0.153643,-0.000276394,-0.0254858,0.0933049,0.0819744,0.0390784,0.00570004,0.0318904,-0.0915503,-0.0053898,0.0678982,-0.727243,-0.0194902
2752.59,0.932339,0.320006,4,15,0,-2711.47,-1.66025,-1.62924,-1.29976,-1.58148,-1.52448,-1.2853,-1.57338,-1.35142,-1.87835,-1.62159,-1.2485,-1.17188,-1.32761,-1.37691,-1.68331,-1.93505,-1.45926,-1.5404,-1.1384,-1.61198,-1.61312,-1.10998,-1.56414,-1.72336,-1.45566,-1.43537,-1.38804,-1.71984,-1.6075,-1.54671,-1.58551,-1.6395,-1.3312,-1.83635,-0.817726,-1.41204,-1.69644,-1.25307,-1.40852,-1.70261,-1.92212,-1.12198,-1.88813,-1.58987,-1.29859,-1.56001,-1.635,-0.977543,-1.48061,-1.35999,-1.17788,-1.35313,-0.0329854,0.0552081,0.00712216,-0.0457837,0.0297576,0.0337966,-0.00702572,0.0755274,-0.103911,-0.181222,-0.164931,0.105841,-0.0535033,0.0239591,-0.0535591,0.0151842,0.0615544,-0.0121601,-0.00742915,0.0186909,0.0255159,0.0232227,0.00184701,0.0273305,-0.0229066,0.203223,18.4378,0.115821,-0.00922772,0.0927957,0.0408041,0.107234,-0.804059,-2.12351,0.556266,-0.727645,0.381895,-0.0454515,0.115978,0.1688,-0.00474466,0.0205729,0.101977,0.142204,0.0859635,-0.0126086,0.37216,-0.258907,-0.0335058,0.0291744,0.0983995,-0.00854523
2738.35,0.742123,0.320006,4,15,0,-2715.32,-1.69879,-1.60826,-1.14723,-1.38379,-1.47758,-1.30635,-1.50861,-1.37194,-1.79373,-1.60392,-1.17014,-1.30333,-1.32228,-1.17151,-1.69761,-1.93694,-1.29929,-1.61995,-1.26197,-1.70888,-1.38608,-1.21707,-1.4442,-1.68502,-1.36888,-1.52699,-1.36003,-1.59901,-1.58041,-1.3218,-1.75891,-1.74434,-1.28784,-1.86188,-0.783753,-1.49614,-1.70312,-1.15338,-1.51871,-1.64576,-1.96236,-1.1608,-1.69796,-1.6932,-1.35374,-1.64391,-1.99002,-0.977363,-1.4888,-1.20085,-1.2366,-1.22366,-0.0763625,0.0521322,0.0210614,-0.0334721,0.0293163,0.0292333,-0.0055291,0.0506154,-0.102218,-0.17207,-0.173043,0.108606,-0.0720464,0.0160919,-0.0740316,0.00975487,0.0483041,-0.0213365,-0.00745619,0.0133206,0.0165616,0.031159,0.00960204,0.0101753,-0.00152931,0.177345,17.7614,0.160852,-0.0118688,0.0896868,-0.0619903,0.132851,-0.71732,-2.29223,0.507767,-0.884707,0.295236,-0.0538689,0.0849931,0.131213,-0.00824159,0.0524261,0.124299,0.153358,0.168793,0.0591032,0.156131,-0.0172854,-0.0524396,0.0238108,0.188691,-0.00624734
2741.72,0.632611,0.320006,4,15,0,-2694.01,-1.71018,-1.53099,-1.37264,-1.4067,-1.46994,-1.22157,-1.61654,-1.34668,-1.76446,-1.58027,-1.25867,-1.26416,-1.33358,-1.23258,-1.76637,-1.39104,-1.41768,-1.54472,-1.20459,-1.73382,-1.73427,-1.30385,-1.73264,-1.69827,-1.42902,-1.64682,-1.31822,-1.53775,-1.47763,-1.26566,-1.58996,-1.69971,-1.51569,-1.81349,-0.879833,-1.43699,-1.6964,-1.1652,-1.35765,-1.59769,-1.68885,-1.1255,-1.84357,-1.61337,-1.29778,-1.42171,-1.60208,-1.06374,-1.43576,-1.34069,-1.31784,-1.19583,-0.0102222,0.0470226,-0.0449469,-0.0220786,0.022298,0.0338791,-0.0115775,0.0498429,-0.106451,-0.175124,-0.182018,0.100833,-0.0626781,0.0075862,-0.0671695,0.0155132,0.0564471,-0.0236456,-0.013861,0.00814662,0.0204103,0.0214017,0.0214326,0.00938627,-0.0207309,0.158851,18.056,0.0745864,-0.00650071,0.0643818,-0.0543088,0.119907,-0.740301,-2.45735,0.525287,-0.770179,0.208278,-0.0527312,0.108475,0.152637,-0.0295292,0.0170899,0.0893761,0.152961,0.116877,0.0765937,0.0955103,-0.234316,-0.00972285,0.0376078,-0.308828,-0.00412083
